TimeStep,NumberOfCells
1,1
2,2
3,2
4,1
5,1
6,1
7,1
8,1
9,1
10,2
11,2
12,2
13,3
14,4
15,4
16,4
17,3
18,4
19,5
20,4
21,4
22,4
23,4
24,7
25,7
26,6
27,8
28,9
29,8
30,13
31,15
