StepNumber,NumberOfCells
1,3
2,3
3,3
4,3
5,3
6,3
7,4
8,4
9,4
10,4
11,4
12,5
13,5
14,6
15,11
16,9
17,11
18,11
19,13
20,15
21,16
22,18
23,19
24,22
25,23
26,28
27,32
