TimeStep,CellId,Center_X,Center_Y,Orientation,Major_axis,Minor_axis,lable,parent
1,1,74.2421417236328,361.580169677734,-62.951171875,44.6033935546875,9.98705387115479,1,0
1,2,267.76123046875,204.881072998047,80.6717071533203,53.2991142272949,8.95963382720947,2,0
1,3,307.823333740234,182.542068481445,73.6112060546875,44.7047119140625,9.67867279052734,3,0
1,4,236.249740600586,215.636917114258,-87.4089660644531,86.895866394043,9.58902549743652,4,0
1,5,297.925262451172,243.043991088867,80.4388275146484,51.5970230102539,10.1608324050903,5,0
1,6,248.262725830078,216.931671142578,-86.3563842773438,54.308765411377,9.33886241912842,6,0
1,7,261.216247558594,246.682342529297,-89.578857421875,44.791446685791,9.97499084472656,7,0
2,1,86.5570526123047,365.214172363281,-65.8502502441406,40.3255920410156,10.5929298400879,1,0
2,2,305.695953369141,150.762649536133,69.119384765625,29.595947265625,10.2262744903564,2,0
2,3,314.788055419922,156.159774780273,70.3257751464844,34.4991989135742,13.335488319397,3,0
2,4,229.726211547852,230.244888305664,-85.7535400390625,84.5473403930664,9.38252353668213,4,0
2,5,300.435363769531,233.064987182617,79.6343231201172,45.0845794677734,11.0574321746826,5,0
2,6,250.313293457031,212.080032348633,-86.9010009765625,65.6500701904297,9.41619873046875,6,0
2,7,263.578491210938,250.22624206543,-89.8650512695313,47.3018112182617,9.8841609954834,7,0
3,1,49.3199272155762,385.564971923828,-60.7439422607422,38.876766204834,9.97089958190918,1,0
3,2,310.236358642578,142.222442626953,67.0026550292969,25.1577053070068,8.25152206420898,2,0
3,3,325.00244140625,137.981155395508,66.0538024902344,33.0739936828613,13.1137390136719,3,0
3,4,224.932479858398,227.977462768555,-85.4425048828125,66.3347778320313,8.20759201049805,4,0
3,5,269.513854980469,260.736480712891,85.7313995361328,42.6787757873535,12.1497068405151,5,0
3,6,246.243682861328,213.362380981445,-87.0287475585938,47.0962905883789,9.80591011047363,6,0
3,7,226.571334838867,282.418853759766,-81.9726867675781,41.5481758117676,12.6081819534302,7,0
4,1,11.8372573852539,389.867095947266,-54.9051971435547,31.9524383544922,11.1452264785767,1,0
4,2,292.178131103516,176.630783081055,73.8969116210938,26.2392234802246,8.51340770721436,2,0
4,3,328.212829589844,129.635498046875,64.6650085449219,28.8714599609375,13.3557958602905,3,0
4,4,205.911468505859,239.274978637695,-81.0446166992188,50.544620513916,8.32306480407715,4,0
4,9,229.230804443359,300.389739990234,-86.6660614013672,46.0294876098633,8.89002132415771,5,5
4,8,253.177047729492,259.360626220703,88.6255493164063,6.41736793518066,3.99403142929077,5,5
4,6,236.980087280273,216.655685424805,-85.1869659423828,39.7757530212402,10.4916181564331,6,0
4,7,221.325576782227,283.867797851563,-80.6292572021484,38.2328414916992,14.24840259552,7,0
5,1,139.580291748047,359.864776611328,-74.2767944335938,33.829647064209,10.5475511550903,1,0
5,3,304.217041015625,176.652236938477,73.2225341796875,26.0158462524414,12.1022338867188,3,0
5,11,253.734588623047,182.172210693359,86.6368865966797,29.0551795959473,9.93088436126709,4,4
5,10,155.940490722656,289.838073730469,-70.3737487792969,25.3037109375,8.77842712402344,4,4
5,9,164.979934692383,341.256195068359,-75.8285980224609,39.4085083007813,8.55594253540039,5,5
5,6,253.653381347656,193.480545043945,89.4372863769531,33.3037528991699,9.96439933776855,6,0
5,13,234.338760375977,254.634811401367,-83.3208312988281,26.8395748138428,9.85839748382568,7,7
5,12,348.266387939453,119.680801391602,66.6035308837891,23.8569869995117,9.65122413635254,7,7
6,1,143.797973632813,359.140258789063,-74.7782745361328,35.4815483093262,9.18287658691406,1,0
6,3,233.232788085938,259.791107177734,-89.0207061767578,34.2921905517578,12.7286806106567,3,0
6,11,260.552917480469,174.238616943359,84.5967254638672,33.002498626709,7.85544919967651,4,4
6,10,172.759750366211,288.081695556641,-74.1281585693359,19.8666343688965,9.14606380462646,4,4
6,9,150.997406005859,353.392791748047,-73.5086822509766,37.5805892944336,8.83407211303711,5,5
6,6,278.585113525391,152.504653930664,81.3527526855469,25.4879703521729,9.67008113861084,6,0
6,13,199.512023925781,280.824310302734,-76.4994812011719,33.3542366027832,8.89278316497803,7,7
7,1,158.650161743164,351.68359375,-77.0125579833984,50.7359886169434,9.06007957458496,1,0
7,3,201.202987670898,282.571075439453,-82.8450927734375,31.723970413208,12.7623958587646,3,0
7,11,246.041351318359,186.420989990234,88.3016357421875,19.4563255310059,7.3518238067627,4,4
7,10,276.710723876953,185.737289428711,80.0602111816406,15.2091999053955,11.2301979064941,4,4
7,15,186.267913818359,343.066253662109,-78.9902191162109,32.4526214599609,8.84738349914551,5,9
7,16,235.264251708984,214.714752197266,-86.1253662109375,14.0516443252563,4.9796142578125,6,6
7,13,174.555053710938,301.133056640625,-71.4137115478516,28.7358207702637,9.86780261993408,7,7
8,1,162.436294555664,334.588531494141,-79.0989227294922,23.9385204315186,7.96198987960815,1,0
8,3,255.066223144531,250.505111694336,89.5449676513672,25.6390113830566,9.19407653808594,3,0
8,15,183.8349609375,342.094818115234,-77.4264984130859,18.2322578430176,8.46297073364258,5,9
9,3,257.138305664063,241.493606567383,88.1710357666016,37.5817909240723,8.73633766174316,3,0
9,15,379.869079589844,71.4970169067383,51.1236724853516,17.1087036132813,8.80637264251709,5,9
10,3,265.485382080078,236.563934326172,85.3990478515625,29.0250263214111,10.2559328079224,3,0
11,3,298.297058105469,188.058380126953,76.5021667480469,25.901762008667,10.7842855453491,3,0
12,3,315.491058349609,151.019378662109,70.5797729492188,26.8655395507813,14.2302722930908,3,0
13,3,317.592193603516,141.938430786133,69.5962371826172,29.1895866394043,12.936243057251,3,0
14,3,296.957397460938,183.087966918945,77.7176513671875,29.106632232666,10.3092727661133,3,0
15,3,277.404571533203,212.419815063477,83.6845092773438,39.0642852783203,8.42677116394043,3,0
16,3,262.239105224609,234.291275024414,87.1854248046875,30.3626441955566,8.21792602539063,3,0
