TimeStep,NumberOfCells
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,2
10,2
11,2
12,2
13,2
14,3
15,4
16,4
17,4
18,4
19,4
20,6
21,4
22,7
23,6
24,7
25,6
26,7
27,8
28,11
29,11
30,13
31,15
