TimeStep,NumberOfCells
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,2
14,2
15,2
16,3
17,3
18,3
19,3
20,4
21,5
22,5
23,5
24,6
25,8
26,8
27,7
28,9
29,10
30,11
31,9
32,12
33,8
34,16
35,17
36,23
37,25
38,26
39,27
