CellId,label,birth_length,AverageLength,AverageVelocity,LifeHistory,GrowthRate,AverageOrientation
1.0,,32.199710751143144,32.93837916827442,-0.758,2.0,0.008,-0.1341565626516576
2.0,,30.404671365119096,31.70199591941688,-0.679,2.0,0.014,-0.39412097753909214
3.0,3.0,35.913442689837886,50.21631501135006,-1.006,13.0,0.036,-0.1337116962258516
4.0,4.0,34.30261914631734,59.05122480480928,-0.669,17.0,0.045,-0.4357444574111824
5.0,3.0,40.06963997399115,57.23399400721714,-1.342,8.0,0.048,-0.8216418408670536
6.0,3.0,46.491749107021775,55.513378957365944,0.593,5.0,0.046,-2.886710041007075
7.0,4.0,54.18584927821871,66.03102759056996,-1.0,5.0,0.063,-0.31191932956735763
8.0,4.0,61.99292188274591,73.96803819122218,0.647,5.0,0.063,-0.40509179034050835
9.0,3.0,32.54666268375225,54.30977851121677,0.084,11.0,0.081,-2.6863283192518566
10.0,3.0,34.17503168824784,44.559451540780096,0.67,6.0,0.039,-0.15030687823827005
11.0,3.0,36.81743191881244,36.42702718985296,-1.879,3.0,-0.004,-2.7548868636431876
12.0,3.0,47.97337942308044,66.75419325771736,-2.869,4.0,0.154,-0.8866582902048155
13.0,4.0,42.3067224584308,64.46608406053656,-4.038,3.0,0.224,-0.39483352808206384
14.0,4.0,41.85580856534916,44.56185862356156,-0.96,2.0,0.03,-0.4322479899628286
15.0,4.0,42.695085519947824,59.89253959015249,0.801,7.0,0.054,-0.3941052611897673
16.0,4.0,47.79235350662527,56.10635145572014,0.219,4.0,0.041,-0.4819420009117174
17.0,3.0,27.674931502981327,47.36802133109146,1.428,13.0,0.041,-0.4251311929707619
18.0,3.0,27.218506508125657,30.92346373563739,0.674,4.0,0.021,-1.5617116953576269
19.0,3.0,49.49959756541384,70.27772963443526,1.088,6.0,0.136,-2.5612782275209898
20.0,3.0,69.51329688972692,82.06581535685645,2.103,6.0,0.018,-0.2642474713935458
21.0,4.0,56.50768072753589,58.73662708762957,-0.318,8.0,-0.006,-0.5121858063872948
22.0,4.0,58.55073525835844,60.82697015834528,0.554,2.0,0.025,-0.5430677698840712
23.0,4.0,29.382022359847195,41.616688588796826,-0.342,8.0,0.036,-0.498263776947747
24.0,4.0,37.326368240346646,52.257934281998814,0.555,5.0,0.125,-0.25588726821476476
