Module,Module Number,Relationship,First Object Name,First Image Number,First Object Number,Second Object Name,Second Image Number,Second Object Number
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,12,1,IdentifyPrimaryObjects,12,4
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,12,4,IdentifyPrimaryObjects,12,1
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,13,1,IdentifyPrimaryObjects,13,3
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,13,2,IdentifyPrimaryObjects,13,4
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,13,3,IdentifyPrimaryObjects,13,1
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,13,4,IdentifyPrimaryObjects,13,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,14,1,IdentifyPrimaryObjects,14,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,14,1,IdentifyPrimaryObjects,14,4
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,14,2,IdentifyPrimaryObjects,14,1
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,14,2,IdentifyPrimaryObjects,14,3
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,14,3,IdentifyPrimaryObjects,14,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,14,4,IdentifyPrimaryObjects,14,1
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,15,1,IdentifyPrimaryObjects,15,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,15,1,IdentifyPrimaryObjects,15,3
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,15,2,IdentifyPrimaryObjects,15,1
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,15,3,IdentifyPrimaryObjects,15,1
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,16,1,IdentifyPrimaryObjects,16,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,16,1,IdentifyPrimaryObjects,16,4
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,16,2,IdentifyPrimaryObjects,16,1
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,16,4,IdentifyPrimaryObjects,16,1
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,17,1,IdentifyPrimaryObjects,17,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,17,2,IdentifyPrimaryObjects,17,1
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,19,1,IdentifyPrimaryObjects,19,6
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,19,3,IdentifyPrimaryObjects,19,5
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,19,5,IdentifyPrimaryObjects,19,3
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,19,6,IdentifyPrimaryObjects,19,1
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,20,1,IdentifyPrimaryObjects,20,3
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,20,2,IdentifyPrimaryObjects,20,6
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,20,3,IdentifyPrimaryObjects,20,1
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,20,3,IdentifyPrimaryObjects,20,6
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,20,4,IdentifyPrimaryObjects,20,8
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,20,6,IdentifyPrimaryObjects,20,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,20,6,IdentifyPrimaryObjects,20,3
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,20,6,IdentifyPrimaryObjects,20,8
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,20,8,IdentifyPrimaryObjects,20,4
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,20,8,IdentifyPrimaryObjects,20,6
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,21,1,IdentifyPrimaryObjects,21,5
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,21,5,IdentifyPrimaryObjects,21,1
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,21,5,IdentifyPrimaryObjects,21,8
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,21,7,IdentifyPrimaryObjects,21,8
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,21,8,IdentifyPrimaryObjects,21,5
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,21,8,IdentifyPrimaryObjects,21,7
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,22,1,IdentifyPrimaryObjects,22,6
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,22,2,IdentifyPrimaryObjects,22,3
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,22,3,IdentifyPrimaryObjects,22,2
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,22,3,IdentifyPrimaryObjects,22,5
MeasureObjectNeighbors,10,Neighbors,IdentifyPrimaryObjects,22,4,IdentifyPrimaryObjects,22,8
