ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Location_Center_X,Location_Center_Y,Location_Center_Z,Neighbors_AngleBetweenNeighbors_3,Neighbors_FirstClosestDistance_3,Neighbors_FirstClosestObjectNumber_3,Neighbors_NumberOfNeighbors_3,Neighbors_PercentTouching_3,Neighbors_SecondClosestDistance_3,Neighbors_SecondClosestObjectNumber_3,Number_Object_Number,TrackObjects_Displacement_50,TrackObjects_DistanceTraveled_50,TrackObjects_FinalAge_50,TrackObjects_IntegratedDistance_50,TrackObjects_Label_50,TrackObjects_Lifetime_50,TrackObjects_Linearity_50,TrackObjects_ParentImageNumber_50,TrackObjects_ParentObjectNumber_50,TrackObjects_TrajectoryX_50,TrackObjects_TrajectoryY_50
1,1,359,715,83,73,70,18,74.52089136490251,45.86908077994429,3.515853963522439,508,0.9886693552387024,21.37973331358283,1,0.5020979020979021,0.2844259205231969,63.85190003789794,54.74486277268398,4.0,2.013214586240632,2.0,10.134304030059464,9.584786151450352,6.071404879159095,125.94112549695429,0.7066929133858267,74.52089136490251,45.86908077994429,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0.0,0.0,nan,0.0,1.0,1,nan,0.0,0,0.0,0.0
2,1,161,252,77,47,68,19,71.86335403726709,32.12422360248447,1.9965589831597563,181,0.9737216491417081,14.317526556719258,1,0.6388888888888888,0.5008617368355424,30.32037721552007,27.65863337187866,3.605551275463989,1.8606399993646534,2.0,6.363961030678928,6.905205469709103,-8.623611982974845,63.55634918610404,0.8895027624309392,71.86335403726709,32.12422360248447,0,0.0,31.67083106915483,2,0.0,0.0,0.0,0,1,13.99941439762908,13.99941439762908,nan,13.99941439762908,1.0,2,1.0,1.0,1,-2.657537327635424,-13.74485717745982
2,2,178,319,82,78,71,49,75.51123595505618,63.58426966292135,1.9498702291834427,199,0.9717166472241969,15.054455784347004,1,0.5579937304075235,0.5128546428542453,31.24126854372828,28.635642126552707,4.0,1.9503141347294672,2.0,6.790997501017324,7.377621267526835,13.963081028399772,66.04163056034261,0.8944723618090452,75.51123595505618,63.58426966292135,0,0.0,31.67083106915483,1,0.0,0.0,0.0,0,2,17.742849251650668,17.742849251650668,nan,17.742849251650668,1.0,2,1.0,1.0,1,0.9903445901536685,17.71518888297706
3,1,179,384,77,47,65,15,71.2122905027933,29.11173184357542,2.371799779749136,215,0.976921902040437,15.09668435477122,1,0.4661458333333333,0.4216207491619589,33.84237903507279,32.28002478313795,4.0,1.85690330459163,2.0,6.864064729836441,7.228624210368144,-12.812249337668291,73.04163056034261,0.8325581395348837,71.2122905027933,29.11173184357542,0,0.0,30.394390650899325,2,0.0,0.0,0.0,0,1,17.080854283084697,3.082043205961988,nan,17.08145760359107,1.0,3,0.9999646797995597,2.0,1,-0.6510635344737921,-3.01249175890905
3,2,190,300,82,74,72,44,75.8,59.1578947368421,1.9586435032785754,218,0.9708400388738195,15.553633450087505,1,0.6333333333333333,0.5105574334104696,32.50472228793717,29.427877939124322,4.0,1.9932904646839011,2.0,7.667517570118337,7.792299178740874,7.719221607788253,68.38477631085024,0.8715596330275229,75.8,59.1578947368421,0,0.0,30.394390650899325,1,0.0,0.0,0.0,0,2,13.350232030995679,4.435783996079541,nan,22.17863324773021,1.0,3,0.6019411512818067,2.0,2,0.288764044943818,-4.426374926079248
4,1,202,432,76,57,64,21,69.5990099009901,37.53465346534654,2.6138656633735473,241,0.9862469300375443,16.03728119216293,1,0.4675925925925926,0.38257513154266876,40.4894675032377,36.138621999185304,3.605551275463989,1.8091181415596196,2.0,6.667948594698257,6.692039732200459,-12.52706960680851,81.4558441227157,0.8381742738589212,69.5990099009901,37.53465346534654,0,0.0,26.036130495793333,2,0.0,0.0,0.0,0,1,9.679235290409968,8.576029556073946,nan,25.657487159665017,1.0,4,0.37724798341227506,3.0,1,-1.613280601803197,8.422921621771117
4,2,207,315,80,80,71,45,75.04347826086956,62.99516908212561,2.376664111201975,252,0.9775248387930803,16.23454913941803,1,0.6571428571428571,0.42075781566552944,37.931327007726914,34.058772731852805,3.605551275463989,1.8991708082982792,2.0,7.735437046564975,7.996692898071596,1.4438584976571487,78.62741699796952,0.8214285714285714,75.04347826086956,62.99516908212561,0,0.0,26.036130495793333,1,0.0,0.0,0.0,0,2,17.134059577284894,3.9111378833720347,nan,26.089771131102246,1.0,4,0.6567347598100992,3.0,2,-0.7565217391304344,3.837274345283504
5,1,218,494,76,58,63,20,69.41743119266054,37.325688073394495,2.7329774683044845,263,0.9865552324689729,16.66031874701878,1,0.44129554655870445,0.3659012968813063,42.59025019366582,38.07886552931954,4.0,1.8513509933509373,2.0,6.864064729836441,6.9604475009823,-12.52277095699441,86.5269119345812,0.8288973384030418,69.41743119266054,37.325688073394495,0,0.0,24.686958448628005,2,0.0,0.0,0.0,0,1,9.95162623232948,0.27683453966638505,nan,25.934321699331402,1.0,5,0.38372417631366224,4.0,1,-0.18157870832955325,-0.20896539195204156
5,2,225,324,80,79,71,43,75.33333333333333,61.29333333333334,2.3664836003321166,272,0.9771272733983497,16.925687506432688,1,0.6944444444444444,0.4225678977279446,39.62158707887775,35.22782990761707,4.0,1.9760030710487195,2.0,8.0,8.425741880677132,-0.5083449210002567,81.79898987322332,0.8272058823529411,75.33333333333333,61.29333333333334,0,0.0,24.686958448628005,1,0.0,0.0,0.0,0,2,15.44563461897232,1.7263432100542235,nan,27.81611434115647,1.0,5,0.5552765001443462,4.0,2,0.28985507246376585,-1.70183574879227
6,1,219,588,76,61,62,19,68.71689497716895,38.75342465753425,3.246810649444036,272,0.9916868132282997,16.698486766680407,1,0.37244897959183676,0.307994554647415,47.948302948888994,42.20189569201838,3.0,1.7223560259869901,2.0,5.95546422007043,6.169749529741183,-12.733093671227133,94.5269119345812,0.8051470588235294,68.71689497716895,38.75342465753425,0,0.0,22.42416304251078,2,0.0,0.0,0.0,0,1,9.182534297306805,1.5903404487424484,nan,27.52466214807385,1.0,6,0.3336111538048212,5.0,1,-0.7005362154915957,1.4277365841397511
6,2,223,369,80,80,71,39,75.31838565022422,60.18385650224215,3.0777738368859864,292,0.9852244825775096,16.85029431422316,1,0.6043360433604336,0.32491016331848954,46.03259284128635,40.19950248448356,3.605551275463989,1.7712092827800672,2.0,8.0,7.883908915481638,-1.9763398327216295,92.8700576850888,0.7636986301369864,75.31838565022422,60.18385650224215,0,0.0,22.42416304251078,1,0.0,0.0,0.0,0,2,14.336973220132938,1.109577519580525,nan,28.925691860736997,1.0,6,0.4956484114246402,5.0,2,-0.014947683109113541,-1.109476831091186
