StepNumber,NumberOfCells
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,3
11,3
12,3
13,3
14,4
15,4
16,5
17,5
18,6
19,6
20,7
21,8
22,9
23,10
24,10
25,11
26,14
27,15
28,16
29,18
30,23
31,28
32,30
33,32
34,35
35,45
36,49
