2	0	10	0
3	0	10	0
4	10	10	0
5	11	11	0
6	11	11	0
7	11	11	0
8	12	12	0
9	12	12	0
10	12	12	0
11	13	13	0
12	13	13	0
13	13	13	0
14	14	14	0
15	14	14	0
16	14	14	0
17	15	16	0
18	15	15	0
19	15	25	0
20	16	36	0
21	17	26	0
22	17	17	0
23	18	23	0
24	22	34	0
25	24	30	23
26	24	30	0
27	26	30	0
28	26	34	0
29	27	27	0
30	27	31	0
31	27	27	0
32	28	29	0
33	28	28	0
34	29	38	0
35	30	39	0
36	31	33	0
37	31	33	0
38	31	33	0
39	31	38	0
40	31	35	0
41	31	32	0
42	32	37	30
43	32	39	30
44	32	32	0
45	32	32	0
46	32	39	0
47	33	33	44
48	33	38	0
49	34	35	0
50	34	38	0
51	34	38	0
52	35	37	0
53	35	36	24
54	35	37	24
55	35	39	0
56	35	39	0
57	36	38	0
58	36	38	0
59	36	36	0
60	36	36	0
61	37	39	0
62	37	39	0
63	37	39	0
64	38	38	0
65	38	38	0
66	38	38	0
67	38	39	0
68	38	38	54
69	38	38	0
70	38	39	0
71	39	39	0
72	39	39	0
73	39	39	0
74	39	39	0
75	39	39	0
76	39	39	0
