stepNum,id,divideFlag,cellAge,growthRate,LifeHistory,startVol,targetVol,lineage,pos,time,radius,length,orientation,cellType
1,31,False,1,0.005,11,9.567894762,10.4755742,,"[50.0, 38.35714286]",1.5,,9.567894762,-59.89857241,2
1,32,False,1,0.003,11,11.60435415,12.18586758,,"[52.05263158, 29.36842105]",1.5,,11.60435415,-56.91330319,2
1,33,False,1,-0.002,11,21.43947048,20.86074816,,"[55.67241379, 85.5]",1.5,,21.43947048,-64.6372864,1
1,34,False,1,0.009,11,6.442661334,7.420822794,,"[49.66666667, 53.94444444]",1.5,,6.442661334,-13.4360733,2
1,35,False,1,0.013,8,26.03879671,30.33638773,,"[56.76923077, 69.20879121]",1.5,,26.03879671,-20.71174084,1
1,36,False,1,-0.004,11,7.350017559,6.92820323,,"[52.25, 44.65]",1.5,,7.350017559,-47.82828046,2
1,37,False,1,0.007,11,10.65514034,11.97341926,,"[52.32, 62.68]",1.5,,10.65514034,-26.37537032,1
1,38,False,1,-0.007,11,12.80268562,11.35119862,,"[53.0, 97.2195122]",1.5,,12.80268562,-28.42885805,0
1,39,False,1,0.006,6,18.82645146,19.90651947,,"[56.36206897, 117.9482759]",1.5,,18.82645146,55.6998536,2
1,40,False,1,0.005,11,5.845028238,6.331370506,,"[53.31578947, 19.84210526]",1.5,,5.845028238,2.650463258,2
1,41,False,1,-0.0,6,7.99049036,7.973515304,,"[56.16666667, 107.9166667]",1.5,,7.99049036,50.58244009,0
1,42,False,1,0.003,11,6.741475125,7.093783913,,"[56.59090909, 51.22727273]",1.5,,6.741475125,-7.208575813,2
1,43,False,1,-0.003,11,8.501559325,8.119415292,,"[61.9, 38.8]",1.5,,8.501559325,-42.61817915,2
1,44,False,1,-0.002,11,9.457835891,9.146006608,,"[63.45454545, 24.45454545]",1.5,,9.457835891,-59.02353179,2
1,45,False,1,0.005,11,12.10347982,13.09883918,,"[63.13513514, 91.72972973]",1.5,,12.10347982,-31.60581839,2
1,46,False,1,0.004,11,20.09761862,21.39329999,,"[67.91111111, 100.7111111]",1.5,,20.09761862,-87.35362581,3
1,47,False,1,0.006,11,22.3023839,24.62766963,,"[70.57894737, 42.96491228]",1.5,,22.3023839,-66.26036886,1
1,48,False,1,0.013,11,9.990729992,12.40530712,,"[64.79166667, 52.45833333]",1.5,,9.990729992,-57.20302556,1
1,49,False,1,-0.002,11,10.60964974,10.24567349,,"[67.41176471, 107.2352941]",1.5,,10.60964974,-83.04256429,2
1,50,False,1,0.012,11,19.12894971,23.35516824,,"[70.7962963, 70.83333333]",1.5,,19.12894971,-59.56719735,1
1,51,False,1,-0.001,11,9.387181248,9.294330638,,"[68.71428571, 29.28571429]",1.5,,9.387181248,-49.45992189,2
1,52,False,1,0.02,11,14.82391286,20.7288955,,"[72.45, 62.625]",1.5,,14.82391286,-58.04945563,1
1,53,False,1,0.006,11,11.65419604,12.9614814,,"[71.10714286, 91.85714286]",1.5,,11.65419604,-45.95614508,2
1,54,False,1,0.021,11,7.04934198,9.897292343,,"[70.4137931, 115.4137931]",1.5,,7.04934198,-45.0,2
1,55,False,1,-0.001,11,6.613044616,6.510703179,,"[71.76190476, 35.47619048]",1.5,,6.613044616,-62.56478491,3
1,56,False,1,0.005,11,8.551453074,9.303869465,,"[72.35, 84.6]",1.5,,8.551453074,79.0658242,2
1,57,False,1,-0.0,11,17.00220253,16.8817532,,"[75.25531915, 50.70212766]",1.5,,17.00220253,-35.0252588,1
1,58,False,1,0.011,11,6.318284642,7.530109098,,"[76.77777778, 108.6111111]",1.5,,6.318284642,-17.10612123,2
1,59,False,1,0.01,11,8.478399855,9.937518495,,"[79.46428571, 95.39285714]",1.5,,8.478399855,84.65873005,2
1,60,False,1,-0.002,11,15.47181422,14.93200098,,"[80.45454545, 115.8409091]",1.5,,15.47181422,-37.68828545,1
1,61,False,1,0.017,4,25.42984045,28.20601138,,"[87.38271605, 28.81481481]",1.5,,25.42984045,-82.89189491,1
1,62,False,1,0.001,11,8.191040098,8.390289549,,"[80.68965517, 20.0]",1.5,,8.191040098,33.28778619,2
1,63,False,1,0.013,11,14.07267894,17.47652725,,"[85.61111111, 55.63888889]",1.5,,14.07267894,68.38504513,1
1,64,False,1,0.007,11,32.79791844,36.97462014,,"[95.93478261, 39.72826087]",1.5,,32.79791844,71.61499576,1
1,65,False,1,0.079,6,15.80156068,32.21538535,,"[83.25, 67.77272727]",1.5,,15.80156068,-3.838146143,1
1,66,False,1,0.004,11,11.79418159,12.64814989,,"[84.41463415, 85.97560976]",1.5,,11.79418159,-13.0838438,2
1,67,False,1,0.006,11,10.24264287,11.25414591,,"[85.26666667, 102.7]",1.5,,10.24264287,-40.56035909,2
1,68,False,1,0.004,11,30.49216519,32.7210726,,"[96.63888889, 46.88888889]",1.5,,30.49216519,74.53168899,1
1,69,False,1,0.018,8,24.44745649,30.35888911,,"[94.27118644, 52.37288136]",1.5,,24.44745649,71.30912503,1
1,70,False,1,0.017,11,14.73330345,19.50078678,,"[90.43243243, 113.2972973]",1.5,,14.73330345,-47.36538009,1
1,71,False,1,-0.008,11,7.137775702,6.298747559,,"[89.06896552, 19.86206897]",1.5,,7.137775702,-19.62867933,2
1,72,False,1,0.013,8,29.83184136,34.7100704,,"[90.97647059, 75.27058824]",1.5,,29.83184136,7.496289929,1
1,73,False,1,0.006,11,13.01216878,14.29846169,,"[94.05405405, 92.81081081]",1.5,,13.01216878,-70.60350115,2
1,74,False,1,0.012,11,16.92447444,20.61079246,,"[94.61702128, 101.3829787]",1.5,,16.92447444,-47.9962554,1
1,75,False,1,-0.002,11,6.199798384,5.982593621,,"[93.0, 119.8125]",1.5,,6.199798384,0.0,1
1,76,True,1,NaN,1,13.32781137,13.32781137,,"[100.5, 20.73684211]",1.5,,13.32781137,-88.2216787,1
1,77,False,1,0.019,11,12.4086978,17.00267359,,"[98.43589744, 63.76923077]",1.5,,12.4086978,23.25420571,1
1,78,False,1,0.013,11,16.19859555,20.22077774,,"[97.66666667, 78.43589744]",1.5,,16.19859555,6.54816534,3
1,79,False,1,0.021,11,7.095077571,9.961535282,,"[99.11764706, 116.9411765]",1.5,,7.095077571,-6.371760679,1
1,80,False,1,0.015,11,12.31082252,15.77673715,,"[101.2647059, 105.7941176]",1.5,,12.31082252,-16.06103134,1
1,81,False,1,0.02,11,12.56989672,17.35584103,,"[104.2826087, 33.82608696]",1.5,,12.56989672,50.84387279,1
1,82,False,1,0.013,11,30.77758954,38.23218083,,"[106.5316456, 67.63291139]",1.5,,30.77758954,-13.30928434,1
1,83,False,1,0.01,11,18.06627836,21.46879705,,"[105.2156863, 92.1372549]",1.5,,18.06627836,6.895872475,3
1,84,False,1,0.006,11,13.87350175,15.41028073,,"[105.2820513, 116.9230769]",1.5,,13.87350175,-4.244372377,1
2,1,False,2,0.032,11,5.080843675,8.633847936,,"[16.8, 83.06666667]",3.0,,5.405999203,-75.28075516,1
2,2,True,2,0.006,2,29.81286475,30.32267488,,"[23.84931507, 93.10958904]",3.0,,30.32267488,-51.31458962,1
2,3,False,2,0.026,11,6.476244946,9.919115103,,"[17.26923077, 108.8846154]",3.0,,6.469944145,-77.78701724,2
2,4,False,2,0.01,6,43.20215327,47.41743447,,"[20.79310345, 46.02586207]",3.0,,43.13915757,-7.318730981,1
2,5,True,2,0.004,2,20.00612653,20.22709315,,"[25.71929825, 73.87719298]",3.0,,20.22709315,89.70905431,2
2,6,False,2,-0.009,11,10.18386855,8.725329243,,"[21.52941176, 87.61764706]",3.0,,10.28095527,-51.32328082,2
2,7,False,2,-0.013,8,5.114139637,4.38178046,,"[20.5, 24.1875]",3.0,,5.301859257,20.38519569,0
2,8,False,2,0.003,11,5.042040092,5.326818938,,"[22.05882353, 103.6470588]",3.0,,5.802668396,43.6987189,2
2,9,False,2,0.006,11,6.741475125,7.457861174,,"[25.0, 67.0]",3.0,,7.492235047,83.73559615,2
2,10,False,2,0.001,11,6.985699679,7.064206812,,"[26.71428571, 59.85714286]",3.0,,7.159236621,51.81834889,2
2,13,False,2,0.017,11,9.890084084,13.0965639,,"[29.92, 97.96]",3.0,,10.37099723,-80.45162409,3
2,11,False,2,0.011,11,6.596939677,7.921745557,,"[29.0, 26.23529412]",3.0,,6.872412334,76.37233581,2
2,12,False,2,0.02,11,15.93600645,22.30855081,,"[28.57446809, 38.76595745]",3.0,,16.45685045,-14.46678218,1
2,14,True,2,0.049,2,35.07395594,40.60015546,,"[38.34146341, 62.81707317]",3.0,,40.60015546,43.84007644,1
2,15,False,2,-0.007,11,7.064206812,6.288331408,,"[29.04347826, 106.2173913]",3.0,,7.113150733,-28.15496624,2
2,16,False,2,-0.083,5,8.153853478,4.38178046,,"[31.88888889, 20.83333333]",3.0,,7.416721909,-87.39998708,2
2,19,True,2,0.019,2,19.2634133,20.38855503,,"[35.5, 108.1666667]",3.0,,20.38855503,-27.36674515,2
2,17,False,2,0.008,5,13.76133497,14.64751317,,"[35.4516129, 50.22580645]",3.0,,13.91460711,36.50832092,2
2,85,False,1,-0.005,10,9.275195311,8.648069257,,"[35.04545455, 67.13636364]",3.0,,9.275195311,49.56909905,2
2,20,False,2,0.01,11,5.258554521,6.152778894,,"[36.13333333, 41.46666667]",3.0,,5.839939839,58.20653667,2
2,21,False,2,0.001,11,13.73490821,13.91059652,,"[39.17073171, 88.43902439]",3.0,,13.95343666,-52.50975045,1
2,22,False,2,-0.066,11,17.176837,5.768121028,,"[38.12244898, 117.0]",3.0,,17.19276287,-29.20612758,2
2,23,False,2,0.007,11,19.51376585,21.84364894,,"[38.67346939, 25.73469388]",3.0,,19.12066285,-23.05584408,1
2,26,False,2,0.017,11,5.181899763,6.844455372,,"[40.84210526, 36.68421053]",3.0,,5.845028238,-87.34953674,2
2,86,False,1,0.004,10,8.627305685,9.165129294,,"[39.42307692, 77.30769231]",3.0,,8.627305685,-13.58920416,1
2,25,False,2,0.006,11,12.35367926,13.62207697,,"[43.65714286, 95.48571429]",3.0,,11.44547085,-82.21108711,1
2,27,False,2,0.021,11,12.9319568,18.33184031,,"[45.71052632, 25.0]",3.0,,13.71726075,-28.60503095,1
2,87,False,1,0.002,10,10.87389089,11.2880224,,"[43.59375, 48.21875]",3.0,,10.87389089,6.917801234,2
2,29,False,2,0.012,11,6.32455532,7.77230363,,"[44.21052632, 59.94736842]",3.0,,6.243568324,43.19862189,3
2,30,False,2,0.006,11,7.274516944,8.04661039,,"[47.47058824, 80.58823529]",3.0,,6.724839558,62.93491176,2
2,31,False,2,0.005,11,9.567894762,10.4755742,,"[50.125, 38.625]",3.0,,10.15996304,-61.75365324,2
2,32,False,2,0.003,11,11.60435415,12.18586758,,"[51.65789474, 30.07894737]",3.0,,11.62038362,-58.91058304,2
2,33,False,2,-0.002,11,21.43947048,20.86074816,,"[55.36206897, 85.81034483]",3.0,,21.12002234,-65.87461945,1
2,34,False,2,0.009,11,6.442661334,7.420822794,,"[49.65, 54.3]",3.0,,6.211554639,-1.862334229,2
2,88,False,1,0.003,3,5.449353666,5.529681747,,"[50.14285714, 122.0714286]",3.0,,5.449353666,-82.83864001,2
2,36,False,2,-0.004,11,7.350017559,6.92820323,,"[52.0, 45.09090909]",3.0,,8.095237065,-56.96702717,2
2,39,False,2,0.006,6,18.82645146,19.90651947,,"[56.6056338, 118.5774648]",3.0,,19.62999733,57.96602628,2
2,37,False,2,0.007,11,10.65514034,11.97341926,,"[52.18518519, 63.55555556]",3.0,,10.86173847,-24.17157458,1
2,38,False,2,-0.007,11,12.80268562,11.35119862,,"[53.3255814, 97.6744186]",3.0,,13.23447312,-23.88521566,0
2,40,False,2,0.005,11,5.845028238,6.331370506,,"[53.47368421, 20.63157895]",3.0,,5.695310541,4.232022832,2
2,35,False,2,0.013,8,26.03879671,30.33638773,,"[57.42528736, 68.59770115]",3.0,,26.18080263,-18.27889937,1
2,89,False,1,0.001,5,7.933053216,7.973515304,,"[55.86666667, 108.3333333]",3.0,,7.933053216,62.52556837,0
2,42,False,2,0.003,11,6.741475125,7.093783913,,"[56.22727273, 52.0]",3.0,,7.690279586,8.331739541,2
2,43,False,2,-0.003,11,8.501559325,8.119415292,,"[62.31034483, 38.4137931]",3.0,,7.934914352,-50.83578911,2
2,44,False,2,-0.002,11,9.457835891,9.146006608,,"[63.35294118, 24.94117647]",3.0,,9.509053448,-61.7610226,2
2,45,False,2,0.005,11,12.10347982,13.09883918,,"[63.15789474, 91.92105263]",3.0,,12.48155473,-29.93868413,2
2,46,False,2,0.004,11,20.09761862,21.39329999,,"[68.38297872, 101.3829787]",3.0,,20.75063492,-86.83994491,3
2,47,False,2,0.006,11,22.3023839,24.62766963,,"[70.21666667, 43.21666667]",3.0,,22.97450464,-68.86717782,1
2,48,False,2,0.013,11,9.990729992,12.40530712,,"[65.85714286, 51.78571429]",3.0,,10.14248832,-60.37075435,1
2,49,False,2,-0.002,11,10.60964974,10.24567349,,"[67.73529412, 107.5588235]",3.0,,10.05812281,-87.41571835,2
2,50,False,2,0.012,11,19.12894971,23.35516824,,"[71.43396226, 70.83018868]",3.0,,19.5216596,-59.68537542,1
2,51,False,2,-0.001,11,9.387181248,9.294330638,,"[68.68, 29.8]",3.0,,9.811790817,-46.59849142,2
2,52,False,2,0.02,11,14.82391286,20.7288955,,"[72.74418605, 62.76744186]",3.0,,16.08093701,-59.67449168,1
2,53,False,2,0.006,11,11.65419604,12.9614814,,"[71.07142857, 92.07142857]",3.0,,11.48912529,45.0,2
2,54,False,2,0.021,11,7.04934198,9.897292343,,"[70.46666667, 115.8333333]",3.0,,7.976733885,37.9698426,2
2,56,False,2,0.005,11,8.551453074,9.303869465,,"[72.52631579, 84.84210526]",3.0,,8.286737268,83.90863804,2
2,55,False,2,-0.001,11,6.613044616,6.510703179,,"[72.28571429, 35.23809524]",3.0,,6.345865487,-57.45835334,3
2,90,False,1,0.006,10,15.53984953,16.8817532,,"[75.09756098, 51.68292683]",3.0,,15.53984953,-32.91230125,1
2,59,False,2,0.01,11,8.478399855,9.937518495,,"[79.25925926, 95.59259259]",3.0,,9.482266562,79.2147001,2
2,58,False,2,0.011,11,6.318284642,7.530109098,,"[76.89473684, 109.5263158]",3.0,,6.477668832,-23.07931654,2
2,60,False,2,-0.002,11,15.47181422,14.93200098,,"[80.11363636, 116.5681818]",3.0,,16.06898982,-34.93130487,1
2,61,False,2,0.017,4,25.42984045,28.20601138,,"[88.1686747, 29.08433735]",3.0,,26.84159605,-83.6903638,1
2,62,False,2,0.001,11,8.191040098,8.390289549,,"[80.92307692, 20.88461538]",3.0,,7.642535531,23.3469003,2
2,63,False,2,0.013,11,14.07267894,17.47652725,,"[86.1025641, 55.64102564]",3.0,,14.60722877,70.1410109,1
2,64,False,2,0.007,11,32.79791844,36.97462014,,"[95.28235294, 38.58823529]",3.0,,32.41254785,77.51412602,1
2,65,False,2,0.079,6,15.80156068,32.21538535,,"[83.57142857, 67.97619048]",3.0,,16.86106904,-4.931111204,1
2,66,False,2,0.004,11,11.79418159,12.64814989,,"[84.2, 86.675]",3.0,,11.00648435,-8.999682836,2
2,67,False,2,0.006,11,10.24264287,11.25414591,,"[85.39285714, 102.7142857]",3.0,,10.51926846,-39.49242084,2
2,68,False,2,0.004,11,30.49216519,32.7210726,,"[96.68, 45.69333333]",3.0,,30.61597679,80.44510726,1
2,69,False,2,0.018,8,24.44745649,30.35888911,,"[94.43548387, 51.5483871]",3.0,,23.87646017,78.11026337,1
2,70,False,2,0.017,11,14.73330345,19.50078678,,"[90.05, 114.075]",3.0,,15.1475828,-45.90770114,1
2,71,False,2,-0.008,11,7.137775702,6.298747559,,"[88.72413793, 20.82758621]",3.0,,7.214725397,-17.45447138,2
2,73,False,2,0.006,11,13.01216878,14.29846169,,"[93.6, 93.05714286]",3.0,,12.9305933,-74.13491461,2
2,72,False,2,0.013,8,29.83184136,34.7100704,,"[91.19318182, 75.25]",3.0,,30.72322979,5.627117265,1
2,74,False,2,0.012,11,16.92447444,20.61079246,,"[94.53061224, 101.5918367]",3.0,,17.12314683,-46.4154784,1
2,75,False,2,-0.002,11,6.199798384,5.982593621,,"[93.05555556, 121.1111111]",3.0,,7.485727835,-8.849609317,1
2,91,False,1,-0.05,3,7.879664367,6.286993568,77,"[97.47619048, 21.57142857]",3.0,,7.879664367,75.36129005,1
2,77,False,2,0.019,11,12.4086978,17.00267359,,"[98.90909091, 62.75]",3.0,,13.6797475,17.94649619,1
2,78,False,2,0.013,11,16.19859555,20.22077774,,"[97.6744186, 78.20930233]",3.0,,17.15451377,4.987866585,3
2,79,False,2,0.021,11,7.095077571,9.961535282,,"[99.05263158, 118.0526316]",3.0,,7.845739316,-2.811949089,1
2,81,False,2,0.02,11,12.56989672,17.35584103,,"[104.3513514, 33.91891892]",3.0,,12.4832151,72.35005428,1
2,80,False,2,0.015,11,12.31082252,15.77673715,,"[101.1428571, 106.2857143]",3.0,,10.85940238,-18.38259209,1
2,82,False,2,0.013,11,30.77758954,38.23218083,,"[106.7252747, 66.27472527]",3.0,,32.8547371,-13.22863997,1
2,92,False,1,NaN,1,4.818321705,4.818321705,77,"[104.3333333, 20.33333333]",3.0,,4.818321705,-14.52730205,1
2,83,False,2,0.01,11,18.06627836,21.46879705,,"[105.1886792, 92.18867925]",3.0,,18.0452409,9.241060572,3
2,84,False,2,0.006,11,13.87350175,15.41028073,,"[105.3404255, 117.2340426]",3.0,,15.71213751,-4.793809237,1
3,1,False,3,0.032,11,5.080843675,8.633847936,,"[16.70833333, 83.16666667]",4.5,,7.510776257,-22.2183352,3
3,93,False,1,0.018,9,13.19031158,16.81342605,3,"[19.02777778, 96.5]",4.5,,13.19031158,-55.04372726,3
3,3,False,3,0.026,11,6.476244946,9.919115103,,"[17.52173913, 109.0869565]",4.5,,6.435222697,-75.73521422,2
3,4,False,3,0.01,6,43.20215327,47.41743447,,"[20.54032258, 46.01612903]",4.5,,45.26206675,-7.56258551,1
3,7,False,3,-0.013,8,5.114139637,4.38178046,,"[20.21428571, 23.42857143]",4.5,,5.515640345,46.52488023,0
3,94,False,1,0.097,6,8.184311949,19.67112826,6,"[21.23333333, 73.76666667]",4.5,,8.184311949,-87.03219168,2
3,6,False,3,-0.009,11,10.18386855,8.725329243,,"[21.70967742, 87.25806452]",4.5,,10.41419917,-47.32920374,2
3,8,False,3,0.003,11,5.042040092,5.326818938,,"[21.61111111, 103.1666667]",4.5,,5.705564541,41.54438644,2
3,9,False,3,0.006,11,6.741475125,7.457861174,,"[24.95238095, 66.80952381]",4.5,,7.208358385,80.93719176,2
3,10,False,3,0.001,11,6.985699679,7.064206812,,"[26.39130435, 59.39130435]",4.5,,7.550710729,-45.0,2
3,13,False,3,0.017,11,9.890084084,13.0965639,,"[30.42857143, 98.89285714]",4.5,,11.33664069,89.09599212,3
3,11,False,3,0.011,11,6.596939677,7.921745557,,"[29.0952381, 25.66666667]",4.5,,7.063543423,79.05570778,2
3,12,False,3,0.02,11,15.93600645,22.30855081,,"[28.30434783, 38.47826087]",4.5,,17.17069952,-15.79490862,1
3,95,False,1,0.023,9,12.41175122,17.04208359,3,"[30.67741935, 88.12903226]",4.5,,12.41175122,-52.41060013,1
3,15,False,3,-0.007,11,7.064206812,6.288331408,,"[28.69565217, 106.6521739]",4.5,,6.897538397,-36.59449054,2
3,96,False,1,0.043,9,12.86032935,22.94977089,15,"[30.79310345, 55.06896552]",4.5,,12.86032935,45.693518,3
3,97,False,1,NaN,1,8.175348211,8.175348211,6,"[31.03571429, 73.60714286]",4.5,,8.175348211,74.33472998,2
3,16,False,3,-0.083,5,8.153853478,4.38178046,,"[31.61538462, 20.15384615]",4.5,,6.764281227,86.78367304,2
3,98,False,1,0.067,9,9.112157794,22.58123183,20,"[31.92, 114.24]",4.5,,9.112157794,-24.79051511,2
3,17,False,3,0.008,5,13.76133497,14.64751317,,"[35.08571429, 49.68571429]",4.5,,13.83107786,40.52305451,2
3,85,False,2,-0.005,10,9.275195311,8.648069257,,"[34.63157895, 66.47368421]",4.5,,9.10611534,40.41240846,2
3,20,False,3,0.01,11,5.258554521,6.152778894,,"[36.0, 41.5]",4.5,,5.865300866,63.93749183,2
3,21,False,3,0.001,11,13.73490821,13.91059652,,"[39.35714286, 89.5]",4.5,,14.29514005,-47.36614615,1
3,22,False,3,-0.066,11,17.176837,5.768121028,,"[37.65957447, 117.3829787]",4.5,,16.60536578,-25.44536748,2
3,23,False,3,0.007,11,19.51376585,21.84364894,,"[38.6875, 25.20833333]",4.5,,18.20535312,-22.50308245,1
3,99,False,1,NaN,1,7.647467559,7.647467559,20,"[37.0, 105.6666667]",4.5,,7.647467559,-32.38358434,2
3,26,False,3,0.017,11,5.181899763,6.844455372,,"[40.5, 36.66666667]",4.5,,6.0,90.0,2
3,86,False,2,0.004,10,8.627305685,9.165129294,,"[39.66666667, 77.51851852]",4.5,,8.574816624,-6.727531565,1
3,25,False,3,0.006,11,12.35367926,13.62207697,,"[43.82352941, 96.17647059]",4.5,,11.57054672,-73.10366539,1
3,100,False,1,-0.002,9,18.02852094,17.63914078,15,"[44.82051282, 70.17948718]",4.5,,18.02852094,37.19542093,1
3,27,False,3,0.021,11,12.9319568,18.33184031,,"[45.44444444, 24.94444444]",4.5,,13.80184253,-27.03248372,1
3,87,False,2,0.002,10,10.87389089,11.2880224,,"[43.32, 48.24]",4.5,,10.97724643,10.43015019,2
3,29,False,3,0.012,11,6.32455532,7.77230363,,"[44.17647059, 59.94117647]",4.5,,6.581770869,41.29268485,3
3,30,False,3,0.006,11,7.274516944,8.04661039,,"[47.73684211, 81.21052632]",4.5,,7.579869087,66.92481847,2
3,31,False,3,0.005,11,9.567894762,10.4755742,,"[49.96551724, 38.65517241]",4.5,,10.09698906,-57.65312429,2
3,32,False,3,0.003,11,11.60435415,12.18586758,,"[51.73684211, 29.84210526]",4.5,,11.90943369,-58.86320783,2
3,33,False,3,-0.002,11,21.43947048,20.86074816,,"[55.03636364, 85.89090909]",4.5,,20.90937757,-61.76135212,1
3,88,False,2,0.003,3,5.449353666,5.529681747,,"[49.66666667, 122.0666667]",4.5,,5.982593621,84.58627345,2
3,34,False,3,0.009,11,6.442661334,7.420822794,,"[49.59090909, 54.22727273]",4.5,,6.741475125,-7.208575813,2
3,36,False,3,-0.004,11,7.350017559,6.92820323,,"[51.61904762, 44.9047619]",4.5,,6.820179909,-60.38000947,2
3,39,False,3,0.006,6,18.82645146,19.90651947,,"[56.52631579, 118.1842105]",4.5,,19.92977631,57.79245297,2
3,37,False,3,0.007,11,10.65514034,11.97341926,,"[51.79166667, 64.08333333]",4.5,,10.48626928,-21.87285518,1
3,38,False,3,-0.007,11,12.80268562,11.35119862,,"[53.21621622, 97.35135135]",4.5,,13.11263134,-25.34875677,0
3,40,False,3,0.005,11,5.845028238,6.331370506,,"[53.35294118, 20.41176471]",4.5,,5.366359906,-10.99556496,2
3,89,False,2,0.001,5,7.933053216,7.973515304,,"[55.78571429, 107.9285714]",4.5,,7.387852908,50.06574305,0
3,35,False,3,0.013,8,26.03879671,30.33638773,,"[57.52439024, 67.67073171]",4.5,,27.08448224,-17.20121576,1
3,42,False,3,0.003,11,6.741475125,7.093783913,,"[56.19047619, 51.42857143]",4.5,,7.17260664,5.072191301,2
3,43,False,3,-0.003,11,8.501559325,8.119415292,,"[62.07407407, 38.25925926]",4.5,,8.295485889,-53.90199872,3
3,44,False,3,-0.002,11,9.457835891,9.146006608,,"[63.54545455, 24.66666667]",4.5,,9.447534995,-64.77657048,2
3,45,False,3,0.005,11,12.10347982,13.09883918,,"[62.89189189, 91.54054054]",4.5,,12.34515953,-25.56594154,2
3,46,False,3,0.004,11,20.09761862,21.39329999,,"[68.46, 101.08]",4.5,,20.73180015,-88.64671329,3
3,47,False,3,0.006,11,22.3023839,24.62766963,,"[70.4137931, 42.84482759]",4.5,,22.96659612,-71.91828858,1
3,48,False,3,0.013,11,9.990729992,12.40530712,,"[66.0, 51.07142857]",4.5,,10.03448822,-65.68263484,1
