TimeStep,NumberOfCells
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,2
14,2
15,2
16,2
17,4
18,3
19,3
20,3
21,3
22,3
23,3
24,3
25,5
26,6
27,7
28,7
29,7
30,8
31,7
32,9
33,11
34,13
35,14
