lable,NumberOfDivision
1.0,0.0
2.0,0.0
3.0,0.0
4.0,0.0
5.0,0.0
6.0,0.0
7.0,3.0
8.0,0.0
9.0,0.0
10.0,0.0
11.0,1.0
12.0,0.0
13.0,0.0
14.0,0.0
15.0,0.0
16.0,1.0
17.0,1.0
18.0,0.0
19.0,0.0
20.0,1.0
21.0,0.0
22.0,0.0
23.0,1.0
24.0,0.0
25.0,1.0
26.0,0.0
27.0,1.0
28.0,0.0
29.0,0.0
30.0,0.0
31.0,0.0
2071.0,0.0
33.0,142.0
34.0,0.0
35.0,0.0
36.0,2.0
37.0,0.0
38.0,3.0
2080.0,0.0
2081.0,0.0
2084.0,1.0
42.0,1.0
2086.0,0.0
2091.0,0.0
2094.0,1.0
2095.0,2.0
49.0,0.0
50.0,41.0
2099.0,3.0
2100.0,3.0
2101.0,0.0
54.0,65.0
2102.0,2.0
58.0,9.0
2106.0,0.0
2107.0,0.0
64.0,43.0
65.0,62.0
2114.0,0.0
67.0,38.0
2118.0,1.0
71.0,0.0
2120.0,1.0
2122.0,2.0
75.0,53.0
76.0,9.0
2050.0,1.0
2123.0,0.0
80.0,1.0
81.0,11.0
2129.0,1.0
2135.0,2.0
88.0,17.0
90.0,0.0
2139.0,1.0
2141.0,0.0
94.0,33.0
2143.0,1.0
96.0,0.0
2146.0,0.0
99.0,28.0
2055.0,0.0
101.0,0.0
2151.0,0.0
107.0,9.0
108.0,10.0
109.0,18.0
110.0,9.0
2057.0,0.0
112.0,0.0
113.0,1.0
114.0,0.0
115.0,9.0
116.0,30.0
117.0,1.0
118.0,62.0
119.0,3.0
120.0,7.0
121.0,4.0
122.0,86.0
123.0,25.0
2167.0,0.0
125.0,0.0
126.0,4.0
127.0,0.0
128.0,4.0
2060.0,2.0
130.0,0.0
2170.0,0.0
2171.0,1.0
2173.0,0.0
2175.0,0.0
135.0,1.0
136.0,0.0
137.0,0.0
2177.0,0.0
139.0,0.0
140.0,0.0
2186.0,1.0
2187.0,0.0
143.0,0.0
144.0,0.0
145.0,2.0
2188.0,2.0
147.0,0.0
2190.0,0.0
2192.0,0.0
