CellId,label,birth_length,AverageLength,AverageVelocity,LifeHistory,GrowthRate,AverageOrientation
1.0,,33.62835732819393,32.89166263323749,-1.022,2.0,-0.008,-2.6174019407581577
2.0,,34.8519945860028,35.80567258804027,-0.032,2.0,0.011,-2.620405448128464
3.0,3.0,40.25382376178179,52.95555004128309,0.114,11.0,0.031,-2.5890459122037637
4.0,3.0,38.93337718289276,60.97720556555602,4.587,2.0,0.245,-2.5214694161202145
5,3.0,34.73060845844654,,,1,NaN,-2.510685613789799
6.0,3.0,46.56878113840688,72.19260281188906,6.823,2.0,0.285,-2.490108390936589
7,3.0,39.88804188841048,,,1,NaN,-2.4855750699918295
8.0,3.0,53.0237254500814,38.38512440862728,-4.36,3.0,-0.079,-2.27563586150371
9.0,3.0,47.590974752723646,84.04579755312847,-4.479,4.0,0.216,-2.4913741680709913
10.0,3.0,37.33495021216033,51.11423224800554,1.054,8.0,0.042,-1.8513961988910412
11.0,3.0,95.27345155466342,113.77177893672827,0.114,5.0,0.075,-2.437155780928655
12,3.0,47.936796024932015,,,1,NaN,-1.9525798721496395
13,3.0,63.10375090835485,,,1,NaN,-2.579852777149083
14.0,3.0,35.24267353201519,40.383531302339385,0.78,4.0,0.029,-2.2682080709090844
15,3.0,22.658418924803694,,,1,NaN,-1.5895775467248259
16.0,3.0,91.38416341130376,117.642206262547,-0.754,3.0,0.155,-2.413103404816787
17.0,3.0,34.75433825440871,50.82403514886308,-0.409,9.0,0.037,-1.4882901522975982
18,3.0,34.87633457387451,,,1,NaN,-2.327283779379255
19.0,3.0,38.68813601047225,41.45758293733196,0.167,8.0,-0.004,-1.728075941844637
20,3.0,119.86420857045508,,,1,NaN,-2.5016880939889368
21.0,3.0,40.87127798886434,55.869505908256365,2.19,6.0,0.09,-2.545157265385574
22.0,3.0,22.68308393341385,27.26783124220602,-0.835,5.0,0.021,-2.429480607423168
23.0,3.0,24.52609301927459,31.52108223240706,0.683,8.0,0.021,-2.1241855685016824
24.0,3.0,81.51377933739587,94.40859965555141,-2.088,4.0,0.073,-2.470653620456978
25.0,3.0,44.5599868392746,55.961853278330715,0.036,6.0,0.049,-2.2795930767390145
26,3.0,31.41502053418891,,,1,NaN,-1.6564787403003218
27.0,3.0,27.83511285583252,30.339422156346497,1.478,3.0,0.015,-2.3522755654881564
28.0,4.0,63.05728758228251,71.42508798721457,0.446,3.0,0.054,-2.5208497854277065
29.0,5.0,34.46467032302127,38.55535213002045,-0.697,3.0,0.028,-2.3989797150793337
30,3.0,78.95137119777253,,,1,NaN,-2.1057802120142735
31,3.0,55.8785888939353,,,1,NaN,-2.675335325563766
32,3.0,36.28490173866204,,,1,NaN,-1.6003270261906095
33,3.0,55.25187099357266,,,1,NaN,-2.5915861208783646
34,3.0,48.69930786264428,,,1,NaN,-2.538319548408275
35,3.0,75.74178404314749,,,1,NaN,-2.3210269788998033
