TimeStep,CellNumber,Orientation,Center_X,Center_Y,Major_axis,Minor_axis
1,1,83.782573779209,45.0088228941976,140.162452575021,28,7.82183339600265
1,2,76.2495951246575,47.8954834267885,168.633176183008,26,7.99518850287638
1,3,-54.7005094284975,119.077850367914,172.183857272102,27,7.86526024857166
1,4,-11.9873935707772,134.989096661278,287.396151764932,45,8.25591802125444
1,5,28.2914532433895,132.822747536597,55.2032955995944,38,8.57336996955288
1,6,4.75906984649812,141.082965961482,301.003447618419,38,7.84223602631376
1,7,3.96118753349912,197.465459648707,60.9988055373917,32,8.08035343270258
1,8,31.8294153127057,233.838885005435,195.311492949545,26,7.51952885814084
1,9,-78.7847605975271,241.587699357613,113.606795898977,44,7.90473815358046
1,10,32.3908448497956,277.535691875078,260.155586466845,41,9.19415094747189
1,11,9.35900186488861,283.5,226.5,27,8.76087136691827
1,12,-28.6049956056911,332.199586413903,85.3216451788443,29,8.97077405246374
2,1,81.7969806637149,45.0102312866347,139.642681092101,28,8.12928658252899
2,2,76.5655481891389,48.0136818235413,169.61616639465,27,8.09467766041442
2,3,-55.2447868006532,118.785035759916,173.089202464018,27,8.06028608163283
2,4,-11.8380513365205,135,287.5,46,8.00291464143603
2,5,27.129528853266,133.271998179613,55.9449889548071,39,8.58374301804368
2,6,4.49454112162813,141.078364113673,301.00307519557,38,7.68417425939701
2,7,3.64339864390352,196.968226771991,61.4989894407519,34,7.82356687170241
2,8,31.9934904722208,234,196,27,7.38504169554466
2,9,-78.5828653240024,241.197950488015,114.019787979927,44,8.04050593393452
2,10,32.1890213050299,277.299071185272,260.23055711398,42,9.26767784181586
2,11,9.59503948207178,283,226.5,28,8.64383839939208
2,12,-29.4025871817974,332.380248550916,85.1378652638133,30,8.85083537757131
3,1,81.0313871652923,45.0122261113425,139.65589337666,28,8.21629912598926
3,2,76.5575455984849,48.3837656816675,169.513698053426,28,8.03220041270653
3,3,-55.7679224713066,118.78127316891,173.086617121241,27,8.02805166726366
3,4,-11.7255666962975,135.989566112387,287.398387886539,47,7.96853930955686
3,5,27.4156933700736,132.769778529489,55.9438446513319,39,8.76751047215854
3,6,3.80189524169432,141.066306905848,301.002200724476,38,7.8157349501041
3,7,3.51328503624219,197.5,61.5,34,8.10894148315303
3,8,32.0015314927877,233.735029033988,196.424016965664,27,7.41698382886395
3,9,-78.1286771487739,241.205714405405,114.021387930072,44,8.09645410259135
3,10,32.5176715935284,277.537559707894,260.65677431227,43,9.2338911946048
3,11,9.4117020188677,283.5,226.5,28,8.85680525844881
3,12,-29.3893583775179,332.380563038878,85.1379530942586,30,8.95444632486678
4,1,78.8558148019087,45.0282841445041,139.78991798958,28,8.37817003076142
4,2,74.8509421443378,47.9040852369054,169.778706457321,28,8.27861606730341
4,3,-57.2419809703177,118.62061053122,173.388490620931,28,7.88679937786009
4,4,-11.8779226508374,136.489294183778,287.897086435682,48,8.01152077279775
4,5,27.6317207704662,133.325133228688,56.2110801766603,39,8.78758443935722
4,6,3.25738733771038,140.55682151309,301.001615647333,38,7.93088819159214
4,7,4.46979656095629,197.46103321979,61.998479277443,34,8.07496740188231
4,8,31.1267712653725,234.24153331977,196.428012821316,27,7.6225899032007
4,9,-78.4749528752909,241.199796294136,114.520162543659,46,7.84701090864532
4,10,32.223834484522,277.110242527248,260.387414459385,44,9.15747872169056
4,11,10.508277106125,283.408811216349,226.991614285529,28,9.18143895103942
4,12,-29.4439951061105,331.943845726023,85.3833771014733,31,8.77202181528593
5,1,78.6007644921588,45.0295892822135,139.796466391044,29,8.19085212060293
5,2,73.8968534925585,48.5,170,28,8.69627885865638
5,3,-56.959779931059,118.353469792456,173.808242167896,28,8.00072661154931
5,4,-12.3386226149983,136.988450875213,287.893155521884,49,7.99590848394505
5,5,26.8304278111761,133.274324250695,56.4461731235467,40,8.74812752025587
5,6,3.79716906871712,140.566224599875,302.002195258394,38,7.8484053752568
5,7,4.71803373677433,197.458873902863,61.9983057737317,34,8.06915241684893
5,8,30.9372428969286,234.242950552347,196.428865458461,28,7.41104985669444
5,9,-78.2625828131861,241.112168282809,114.908741546242,46,7.97707812587294
5,10,32.0895776303804,277.373257427322,260.463549905481,44,9.27741095040469
5,11,10.5901321012912,283.408108970219,226.99148350801,28,9.1449979462501
5,12,-29.7780787170914,332.371313612529,85.1354025497786,31,8.73837282930374
6,1,76.1201007517366,45.5145996501627,139.619943738385,30,8.03110828660747
6,2,73.6806151069651,48.9798551395088,170.359504288012,29,8.47085546913828
6,3,-56.3938770098046,118.776740278663,174.083568951487,28,7.89765026665905
6,4,-12.3099381269088,137.488504304485,287.893400072705,50,7.95104546136525
6,5,26.2158963508145,134.22769053385,56.6694453082927,41,8.71196927440571
6,6,3.25947528062063,140.556857895655,302.001617718656,38,8.05480719629748
6,7,5.04703990937742,197.956013204788,62.4980614036914,36,7.9166177035075
6,8,30.8274395831397,233.814415626511,196.67313020195,27,7.69273469642153
6,9,-78.4066336423025,241.211165243847,114.919919223559,46,8.07901071642348
6,10,31.7241277328074,277.525829888157,261.149410246523,45,9.22166307390242
6,11,11.0356020589931,283.404290542362,226.990754215182,29,8.88086921154293
6,12,-30.7693340918082,331.918033856888,85.8849746409237,31,9.09979780788228
7,1,75.1725309554738,45.0332991896536,139.255909248125,30,8.08750624390537
7,2,73.0001000897785,48.9781526333523,169.853814982921,28,8.82049334087784
7,3,-57.8262944204666,118.60926906802,173.887318432446,28,8.0555041790462
7,4,-12.4269263769826,137.488285627387,287.892402852792,51,7.94107587592812
7,5,26.0368277049457,134.719474384643,56.550743954425,42,8.55911760754718
7,6,2.23531707139992,140.019501873298,302.000380467818,40,7.70001716693293
7,7,4.98805535034439,197.956525969652,62.4981064230517,36,7.99982722647892
7,8,30.8274395831397,233.814415626511,196.67313020195,27,7.69273469642153
7,9,-78.2194428237107,241.214695506775,114.918981338669,46,8.11204302597293
7,10,31.7972442331427,277.526914917424,261.150081962895,46,9.0337990569094
7,11,10.6042951653151,283.407987482188,227.491460778258,28,9.1655496115628
7,12,-30.1194900122291,331.863175771905,85.6332142235518,30,9.31060235904946
8,1,73.2522740420381,45.0636258023664,139.432237393538,31,8.11644010634812
