TimeStep,CellNumber,Orientation,Center_X,Center_Y
1,1,62.3281109547809,289.324985412853,367.289393003109
1,2,-81.6073172286181,289.578332853274,325.432376165606
1,3,-73.2368190274621,303.580465828835,340.453872308903
1,4,88.1720063562913,304.500254452819,286.515949547738
1,5,-79.7887778980094,312.177277504061,365.515839095191
1,6,86.0183811923821,319.001206811169,282.034718219658
1,7,89.208048507899,320.993184664081,324.013869483205
2,1,63.3519643545213,288,368
2,2,-84.8159972027509,290.590354521901,324.004090335235
2,3,-78.3709190951961,303.691311618433,343.121314478201
2,4,86.4052898011919,303.501967478725,283.562698376995
2,5,-75.3626774419136,314.610122219383,365.142577452564
2,6,86.8467052062823,317.500757032055,267.027503798968
2,7,88.7454743809814,321.00023969913,317.021893853122
3,1,69.9663375204043,287.858968155963,369.201540329473
3,2,-81.7290514095866,289.577127796979,320.43327334639
3,3,-88.3687693656765,302.528466499428,345.00040525291
3,4,86.2547337347082,304.001067838305,279.032660343322
3,5,-66.8702223485592,316.19640755572,368.04019126579
3,6,86.4043887435852,317.033325501104,265.061729840033
3,7,-74.7196396316566,322.263542407108,317.035352188799
4,1,69.8517444141878,287.327774752253,368.530597758805
4,2,-77.2466424625152,287.635047908946,314.791580717243
4,3,87.2874391718019,300.501680714128,346.570988151022
4,5,-60.2701825174312,319.313768547547,366.317857898882
4,6,82.5398196460111,317.077615557948,265.69052335153
4,7,-70.6530463667985,323.303052612094,322.722114081494
4,8,87.4665197719153,301.000488718772,251.022101581969
4,9,81.8375338348496,307,296.5
5,1,86.0098212085441,283.502424007269,333.069585477847
5,3,79.8794134162127,297.531119786963,341.351440900738
5,5,-58.4874161366428,321.522685817342,364.14747461249
5,6,86.6780676128091,318.001680291599,267.557946180362
5,7,-64.6529964209446,325.310318044495,323.120034773272
5,8,-83.5107710152559,302.113016430513,248.506406880844
5,9,77.7541310477496,305.5,302
6,5,-62.1961843988129,327.290947816738,358.324502268936
6,8,-78.9138496808796,304.192284760357,246.018660827779
6,9,79.8906199280054,305.515525543056,307.675527899848
6,10,-66.4160296103859,275.016613668992,309.025380597861
6,11,74.711192320293,286.850462160109,357.385853214344
6,12,-81.6075553069288,285.151306783115,274.937732123945
6,13,80.7972682058685,293.006435679496,319.579964126492
6,14,71.9509876986285,301.704123392682,357.285226353304
6,15,-80.2599650828426,318.161970838929,248.599003546951
6,16,76.3966311634693,316.570132067051,291.087998153421
6,17,-64.7672228594538,321,339.5
6,18,-62.8339574845735,337.06688359123,305.153742158257
7,8,89.2153956774889,303.000046880189,246.506846750384
7,9,70.1793548593876,302.5,310
7,10,-56.78324803937,271.466109942053,298.437299742432
7,11,73.4434550035206,283.857519269025,348.020730512863
7,12,-79.6935812031558,287.686979937437,260.426678780405
7,13,73.0036261767977,289.897521151705,317.814149551889
7,14,78.6020007916491,303.539443847404,361.89524621759
7,15,88.1130473726586,318.000271129944,247.516463791558
7,16,-89.2121660927836,320.513749862348,294.500094533826
7,17,-61.9009987025817,326.058700866441,341.765427219694
7,18,88.9334981916812,334.000173234901,301.018612893158
7,19,-53.5725814634412,331.394597133608,359.30079313808
7,20,-81.0625877487124,348.667496824039,319.856785907183
8,9,68.1374833893382,300.258110285062,305.836420737948
8,10,-65.0158997464241,266.757970856233,292.335604113824
8,12,-75.8789046784772,284.137094915394,248.393122829917
8,13,69.758999566377,287.5,313.5
8,14,81.9844580699812,304.01465457923,362.709162570737
8,15,88.5896059958403,317.00015147945,248.012306766596
8,16,-87.3771294966684,324.022880869588,301.000523808569
8,17,-56.4431647497426,328.750006866855,342.329145845322
8,18,-87.4173301554145,339.045060829157,295.001015755041
8,19,-52.3166617350835,333.805648462419,358.60429933356
8,20,-87.671282513081,352.541045520907,314.480509545841
8,21,69.4715848176057,277.792913261391,327.356414868645
8,22,79.4711835237689,290.5,368
8,23,-79.033525377445,301.59511729249,233.509130668437
8,24,71.4445872686991,303.311737496925,275.347537825803
