CellId,GrowthRate,birthLength,LifeHistory,AverageVelocity,AverageLength
1,-0.0085470424965024,17.8465709686279,73,0.124628774821758,31.268196105957
2,-0.00143451883923262,28.4368419647217,99,-0.23433081805706,38.4001045227051
3,-0.00189178402069956,26,132,0.0113315777853131,27.0790920257568
4,-0.00645738048478961,24,77,-0.436855047941208,26.2153549194336
5,0.000482887146063149,20.372989654541,79,0.263873279094696,25.3467063903809
6,-0.000898398749995977,21.1765975952148,144,0.451115071773529,26.3908252716064
7,-0.00206990423612297,27,149,0.389444708824158,30.0995693206787
8,-0.00517711928114295,26.9753379821777,94,1.07581388950348,30.894645690918
9,-0.0064191073179245,20.0038471221924,81,1.31493055820465,27.6500282287598
10,-0.0111298970878124,22.5226612091064,62,0.653157532215118,28.3161106109619
11,0.00347030814737082,21.0190372467041,86,1.11563849449158,29.205265045166
12,-0.00168875546660274,21.734582901001,130,-0.421637117862701,28.5148849487305
13,-0.0083240894600749,22.9789180755615,59,-0.667121171951294,30.3716564178467
14,-0.00686870608478785,21.3676490783691,56,-0.434732347726822,24.1076564788818
15,-0.00552489561960101,6,22,-0.0151515156030655,14.5901918411255
16,-0.00492067728191614,26.8700580596924,98,1.22342729568481,28.1829967498779
17,-0.000915974727831781,26.9051094055176,54,-0.303949415683746,32.7127380371094
18,-0.0165539383888245,18.3412075042725,45,-0.786470532417297,21.5283031463623
19,-0.009502655826509,17.7087516784668,46,0.601775228977203,18.0759468078613
20,-0.00486379396170378,18,84,-0.0154665987938643,29.3721313476563
21,-0.00210342975333333,16.1276149749756,77,0.631164789199829,21.8199195861816
22,-0.00194105587434024,18.0249805450439,104,0.26080185174942,26.8873481750488
23,-0.00620489474385977,19.2898902893066,51,-0.684772193431854,29.012939453125
24,0.000973743386566639,19.3335704803467,91,1.49059498310089,24.5683727264404
25,-0.00377157749608159,19.6329383850098,49,1.12567555904388,24.2251796722412
26,-0.00240926444530487,21.4238052368164,64,1.61649453639984,32.0312957763672
27,0.00372393918223679,18.1788501739502,48,-1.09139502048492,25.2929744720459
28,-0.000341738195857033,19.2301826477051,65,0.674099206924438,28.1076526641846
29,-0.00225178548134863,25.4558410644531,116,-0.150221198797226,27.9544544219971
30,-0.0129953641444445,19.6116104125977,46,0.662526428699493,30.1089553833008
31,-0.0021051277872175,22.7916526794434,119,-0.0672055184841156,27.4137592315674
32,-0.00431101163849235,24.1495323181152,89,0.140426114201546,29.9883804321289
33,-0.00151414202991873,25.179048538208,76,1.81752598285675,30.8958873748779
34,0,6,2,0.384409576654434,6
35,-0.000285632471786812,17,68,-0.516926765441895,30.1440544128418
36,0.00364793441258371,16.9941158294678,72,0.336749315261841,24.4805946350098
37,0.00177352852188051,18,78,1.56110215187073,23.2541923522949
38,-0.000249772187089548,18.2388000488281,65,-0.0652381330728531,27.4953765869141
39,-0.00454109767451882,16.9705619812012,69,1.3777893781662,22.7531623840332
40,-0.00931083876639605,17.6855525970459,34,-0.800741732120514,28.2570552825928
41,-0.00147965573705733,19.6412792205811,53,1.35467600822449,26.5128059387207
42,-0.00387319549918175,17.8465709686279,78,0.250311702489853,23.8883380889893
43,-0.061331145465374,11.0883369445801,5,0.285493969917297,9.11756610870361
44,0.010114842094481,19.5961818695068,36,0.821499884128571,23.607027053833
45,-0.000726048136129975,20.2830009460449,60,1.74961340427399,25.7409191131592
46,-0.00386627134867013,20.554801940918,105,0.0458432137966156,27.0835990905762
47,-0.00520393904298544,18.3412075042725,79,0.445436120033264,25.9605274200439
48,-0.00260023516602814,21.5342578887939,34,0.610962510108948,29.0944728851318
49,0.0034750634804368,18.3086833953857,62,0.452904492616653,25.6761531829834
50,-0.00139172445051372,21.8197116851807,75,1.24914002418518,26.0082149505615
51,-0.00618590787053108,18,57,1.77335464954376,29.2846298217773
52,-0.0129297152161598,24.7487392425537,34,-1.31615793704987,32.4441375732422
53,-0.000907858193386346,22.2022171020508,68,1.27502501010895,26.5931396484375
54,-0.00282135093584657,19,74,0.420341432094574,23.7109622955322
55,0.00384580041281879,18.867338180542,57,1.5608549118042,27.2769718170166
56,-0.00490780919790268,19.6773986816406,79,1.42023193836212,25.4838275909424
57,-0.00308065209537745,23,75,-0.322465538978577,25.9952297210693
58,-0.0159763153642416,19.8491382598877,21,-0.78744649887085,24.9734764099121
59,-0.0011670101666823,19,57,-0.11753086745739,23.1831169128418
60,-0.0011356706963852,21.9465808868408,89,1.14734184741974,32.9446792602539
61,-0.0017469204030931,19.8491382598877,107,-0.0733188167214394,25.1203689575195
62,-0.00261577451601624,22.8000030517578,98,0.460093587636948,30.038013458252
63,-0.00458409776911139,21.0769004821777,80,-0.078466035425663,25.4885158538818
64,0.000419386546127498,18.7552280426025,96,-1.53661525249481,29.1607818603516
65,-0.0023530307225883,17,94,-0.777236640453339,24.6276836395264
66,-0.021062633022666,14.9203767776489,16,1.70335900783539,18.5769824981689
67,-0.0545472092926502,14.7580471038818,11,-0.832539856433868,9.16984939575195
68,0.0169107522815466,18.8214950561523,27,0.232032299041748,24.5954151153564
69,-0.00497939717024565,19.1343307495117,70,-1.8801281452179,24.8557910919189
70,-0.00392172671854496,15.4951591491699,35,-0.240614533424377,19.7276439666748
71,0.000642776489257813,18.3847751617432,45,-0.112795680761337,25.0691089630127
72,0.000517241598572582,14.9803161621094,69,0.60335111618042,24.5187320709229
73,-0.000709165062289685,18.7552280426025,94,-0.841776967048645,27.826602935791
74,0.00327301537618041,17.1957054138184,94,-0.807432770729065,25.2366714477539
75,0.000531320518348366,17.9569549560547,59,0.164203882217407,25.2638263702393
76,0.0045064315199852,18.7829704284668,60,0.263272106647491,28.9914016723633
77,-0.00835815351456404,16.2776393890381,23,-1.60687792301178,21.3602905273438
78,-0.0116831716150045,16.9385318756104,31,-1.29174673557281,24.3404140472412
79,-0.010796619579196,20,48,-0.083159551024437,31.0574645996094
80,0.00485560949891806,16.404878616333,61,0.455425649881363,25.4616508483887
81,-0.00450516538694501,19.0918807983398,60,0.0592502169311047,26.0948524475098
82,-0.00806035753339529,17.4868011474609,31,-0.0399557128548622,22.7607002258301
83,-0.00560770183801651,22.0983428955078,41,-0.279923111200333,30.7479610443115
