Channel_img,Count_FilteredNuclei,Count_IdentifySecondaryObjects,Count_Watershed,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05CorrectIlluminationCalculate,ExecutionTime_06CorrectIlluminationApply,ExecutionTime_07Watershed,ExecutionTime_08IdentifySecondaryObjects,ExecutionTime_09TrackObjects,ExecutionTime_10MeasureObjectSizeShape,ExecutionTime_11MeasureObjectNeighbors,ExecutionTime_12SaveImages,FileName_img,Frame_img,Group_Index,Group_Number,Height_img,ImageNumber,ImageSet_ImageSet,MD5Digest_img,Metadata_FileLocation,Metadata_Frame,Metadata_Series,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05CorrectIlluminationCalculate,ModuleError_06CorrectIlluminationApply,ModuleError_07Watershed,ModuleError_08IdentifySecondaryObjects,ModuleError_09TrackObjects,ModuleError_10MeasureObjectSizeShape,ModuleError_11MeasureObjectNeighbors,ModuleError_12SaveImages,PathName_img,ProcessingStatus,Scaling_img,Series_img,Threshold_FinalThreshold_IdentifySecondaryObjects,Threshold_OrigThreshold_IdentifySecondaryObjects,Threshold_SumOfEntropies_IdentifySecondaryObjects,Threshold_WeightedVariance_IdentifySecondaryObjects,TrackObjects_LostObjectCount_IdentifySecondaryObjects_50,TrackObjects_MergedObjectCount_IdentifySecondaryObjects_50,TrackObjects_NewObjectCount_IdentifySecondaryObjects_50,TrackObjects_SplitObjectCount_IdentifySecondaryObjects_50,URL_img,Width_img
-1,9.0,9.0,9.0,0.0,0.0,1.515625,0.0,0.0625,0.0,0.203125,0.21875,0.296875,0.078125,0.140625,0.015625,TestSchnitz-01-p-002_Object Predictions.tif,0,1,1,538,1,b'eLsF+9vTG016gyzpGRjFwxUHFKWmQOKsWK8kMw1chMN8CwxEkC9AZbwzSmEPYiAKfHAwAhngGAAV/r6udgAe6KAC',167d4640f7495a772a0f4b1cb283dfde,file:///C:/Users/Administrator/Documents/Schnitzcells%20sample%20images%20set/3.%20Object%20Classification/TestSchnitz-01-p-002_Object%20Predictions.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\Schnitzcells sample images set\3. Object Classification,Done,255,0,7.659314178454224e-06,7.659314e-06,-13.593422723222385,9.009167931237168e-13,0,0,9,0,file:///C:/Users/Administrator/Documents/Schnitzcells%20sample%20images%20set/3.%20Object%20Classification/TestSchnitz-01-p-002_Object%20Predictions.tif,472
-1,11.0,11.0,11.0,0.0,0.0,0.34375,0.0,0.09375,0.0,0.46875,0.21875,0.203125,0.078125,0.109375,0.03125,TestSchnitz-01-p-003_Object Predictions.tif,0,2,1,538,2,b'eLsF+9vTG016gyzpGRjHwxUHFKWmQOKsWK8kMw1chMN8CwxEkC9AZbwzSmEPYiAKfHAwAhngGAAV/r6udgAfSqAD',590793c5a054db99170e26b6975c0265,file:///C:/Users/Administrator/Documents/Schnitzcells%20sample%20images%20set/3.%20Object%20Classification/TestSchnitz-01-p-003_Object%20Predictions.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\Schnitzcells sample images set\3. Object Classification,Done,255,0,7.659314178454224e-06,7.659314e-06,-13.623649464671637,2.371908143190102e-15,0,1,0,3,file:///C:/Users/Administrator/Documents/Schnitzcells%20sample%20images%20set/3.%20Object%20Classification/TestSchnitz-01-p-003_Object%20Predictions.tif,472
-1,10.0,10.0,10.0,0.0,0.0,0.296875,0.0,0.0625,0.0,0.453125,0.25,0.203125,0.09375,0.140625,0.046875,TestSchnitz-01-p-004_Object Predictions.tif,0,3,1,538,3,b'eLsF+9vTG016gyzpGZjEwxUHFKWmQOKsWK8kMw1chMN8CwxEkC9AZbwzSmEPYiAKfHAwAhngGAAV/r6udgAfrKAE',052b11bf45acc8a48f9c1b02fe0bc67c,file:///C:/Users/Administrator/Documents/Schnitzcells%20sample%20images%20set/3.%20Object%20Classification/TestSchnitz-01-p-004_Object%20Predictions.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\Schnitzcells sample images set\3. Object Classification,Done,255,0,7.659314178454224e-06,7.659314e-06,-13.62061490809403,9.094947017729282e-13,0,1,0,2,file:///C:/Users/Administrator/Documents/Schnitzcells%20sample%20images%20set/3.%20Object%20Classification/TestSchnitz-01-p-004_Object%20Predictions.tif,472
-1,11.0,11.0,11.0,0.0,0.0,0.21875,0.0,0.078125,0.0,0.546875,0.234375,0.1875,0.078125,0.125,0.03125,TestSchnitz-01-p-005_Object Predictions.tif,0,4,1,538,4,b'eLsF+9vTG016gyzpGZjGwxUHFKWmQOKsWK8kMw1chMN8CwxEkC9AZbwzSmEPYiAKfHAwAhngGAAV/r6udgAgDqAF',9904254a1877a4e6345991c0276d4c53,file:///C:/Users/Administrator/Documents/Schnitzcells%20sample%20images%20set/3.%20Object%20Classification/TestSchnitz-01-p-005_Object%20Predictions.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\Schnitzcells sample images set\3. Object Classification,Done,255,0,7.659314178454224e-06,7.659314e-06,-13.647546193874408,2.935113210032901e-15,0,1,0,3,file:///C:/Users/Administrator/Documents/Schnitzcells%20sample%20images%20set/3.%20Object%20Classification/TestSchnitz-01-p-005_Object%20Predictions.tif,472
-1,13.0,13.0,13.0,0.0,0.0,0.234375,0.0,0.09375,0.03125,0.40625,0.25,0.21875,0.09375,0.125,0.046875,TestSchnitz-01-p-006_Object Predictions.tif,0,5,1,538,5,b'eLsF+9vTG016gyzpGZjFwxUHFKWmQOKsWK8kMw1chMN8CwxEkC9AZbwzSmEPYiAKfHAwAhngGAAV/r6udgAgcKAG',ee8d391111b8c845226f8151e533464b,file:///C:/Users/Administrator/Documents/Schnitzcells%20sample%20images%20set/3.%20Object%20Classification/TestSchnitz-01-p-006_Object%20Predictions.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\Schnitzcells sample images set\3. Object Classification,Done,255,0,7.659314178454224e-06,7.659314e-06,-13.64458181917575,1.3208904842710601e-14,1,1,1,3,file:///C:/Users/Administrator/Documents/Schnitzcells%20sample%20images%20set/3.%20Object%20Classification/TestSchnitz-01-p-006_Object%20Predictions.tif,472
-1,15.0,15.0,15.0,0.0,0.0,0.234375,0.0,0.0625,0.0,0.609375,0.25,0.359375,0.109375,0.140625,0.03125,TestSchnitz-01-p-007_Object Predictions.tif,0,6,1,538,6,b'eLsF+9vTG016gyzpGZjHwxUHFKWmQOKsWK8kMw1chMN8CwxEkC9AZbwzSmEPYiAKfHAwAhngGAAV/r6udgAg0qAH',dd639fee7d35794d7b83758d24e4c178,file:///C:/Users/Administrator/Documents/Schnitzcells%20sample%20images%20set/3.%20Object%20Classification/TestSchnitz-01-p-007_Object%20Predictions.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\Schnitzcells sample images set\3. Object Classification,Done,255,0,7.659314178454224e-06,7.659314e-06,-13.6636084648073,3.629046321007733e-15,0,2,0,5,file:///C:/Users/Administrator/Documents/Schnitzcells%20sample%20images%20set/3.%20Object%20Classification/TestSchnitz-01-p-007_Object%20Predictions.tif,472
-1,17.0,17.0,17.0,0.0,0.0,0.171875,0.015625,0.015625,0.015625,0.140625,0.25,0.28125,0.140625,0.140625,0.03125,TestSchnitz-01-p-008_Object Predictions.tif,0,7,1,538,7,b'eLsF+9vTG016gyzpGVjEwxUHFKWmQOKsWK8kMw1chMN8CwxEkC9AZbwzSmEPYiAKfHAwAhngGAAV/r6udgAhNKAI',e5950da3cf7652d2cbecf21ee74a63bc,file:///C:/Users/Administrator/Documents/Schnitzcells%20sample%20images%20set/3.%20Object%20Classification/TestSchnitz-01-p-008_Object%20Predictions.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\Schnitzcells sample images set\3. Object Classification,Done,255,0,7.659314178454224e-06,7.659314e-06,-13.665834048555533,0.0,0,1,0,6,file:///C:/Users/Administrator/Documents/Schnitzcells%20sample%20images%20set/3.%20Object%20Classification/TestSchnitz-01-p-008_Object%20Predictions.tif,472
-1,18.0,18.0,18.0,0.0,0.0,0.140625,0.0,0.03125,0.0,0.140625,0.25,0.234375,0.125,0.140625,0.046875,TestSchnitz-01-p-009_Object Predictions.tif,0,8,1,538,8,b'eLsF+9vTG016gyzpGVjGwxUHFKWmQOKsWK8kMw1chMN8CwxEkC9AZbwzSmEPYiAKfHAwAhngGAAV/r6udgAhlqAJ',8ab4031d13b93d4ba651cb4ee6e397c9,file:///C:/Users/Administrator/Documents/Schnitzcells%20sample%20images%20set/3.%20Object%20Classification/TestSchnitz-01-p-009_Object%20Predictions.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\Schnitzcells sample images set\3. Object Classification,Done,255,0,7.659314178454224e-06,7.659314e-06,-13.656528701899983,4.632786988624231e-15,12,1,12,1,file:///C:/Users/Administrator/Documents/Schnitzcells%20sample%20images%20set/3.%20Object%20Classification/TestSchnitz-01-p-009_Object%20Predictions.tif,472
-1,22.0,22.0,22.0,0.0,0.0,0.171875,0.0,0.015625,0.0,0.171875,0.265625,0.3125,0.265625,0.1875,0.046875,TestSchnitz-01-p-010_Object Predictions.tif,0,9,1,538,9,b'eLsF+9vTG016gy3pGcTDFQcUpaZA4qxYryQzDVyEw3wLDESQL0BlvDNKYQ9iIAp8cDACGeAYABX+vq52AB6HoAE=',6004aa671ce4b9e0f07cff259f32acc1,file:///C:/Users/Administrator/Documents/Schnitzcells%20sample%20images%20set/3.%20Object%20Classification/TestSchnitz-01-p-010_Object%20Predictions.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\Schnitzcells sample images set\3. Object Classification,Done,255,0,7.659314178454224e-06,7.659314e-06,-13.654063831924628,4.852159391448532e-15,15,0,18,1,file:///C:/Users/Administrator/Documents/Schnitzcells%20sample%20images%20set/3.%20Object%20Classification/TestSchnitz-01-p-010_Object%20Predictions.tif,472
-1,20.0,20.0,20.0,0.0,0.0,0.15625,0.0,0.046875,0.0,0.140625,0.28125,0.296875,0.125,0.171875,0.015625,TestSchnitz-01-p-011_Object Predictions.tif,0,10,1,538,10,b'eLsF+9vTG016gy3pGcbDFQcUpaZA4qxYryQzDVyEw3wLDESQL0BlvDNKYQ9iIAp8cDACGeAYABX+vq52AB7poAI=',4ce72fefbe22e2238a92834fd7f953a5,file:///C:/Users/Administrator/Documents/Schnitzcells%20sample%20images%20set/3.%20Object%20Classification/TestSchnitz-01-p-011_Object%20Predictions.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\Schnitzcells sample images set\3. Object Classification,Done,255,0,7.659314178454224e-06,7.659314e-06,-13.664548297408409,0.0,3,4,4,4,file:///C:/Users/Administrator/Documents/Schnitzcells%20sample%20images%20set/3.%20Object%20Classification/TestSchnitz-01-p-011_Object%20Predictions.tif,472
