ImageNumber,ObjectNumber,Children_IdentifySecondaryObjects_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_IdentifyPrimaryObjects
11,10,1,284.73333333333335,264.6977777777778,0,10,10
11,11,1,145.9409090909091,285.2909090909091,0,11,11
11,12,1,122.07860262008734,290.3624454148472,0,12,12
11,13,1,148.55248618784532,299.1767955801105,0,13,13
11,14,1,128.21025641025642,298.8666666666667,0,14,14
12,1,1,329.09584664536743,85.27795527156549,0,1,1
12,2,1,241.47465437788017,103.99539170506912,0,2,2
12,3,1,236.24761904761905,125.9,0,3,3
12,4,1,43.820598006644516,137.16943521594683,0,4,4
12,5,1,116.58620689655173,173.60536398467434,0,5,5
12,6,1,232.73127753303964,195.1497797356828,0,6,6
12,7,1,282.15555555555557,225.04074074074074,0,7,7
12,8,1,264.7192118226601,254.29064039408868,0,8,8
12,9,1,284.8595744680851,264.8,0,9,9
12,10,1,146.03238866396762,285.4655870445344,0,10,10
12,11,1,121.21212121212122,290.6017316017316,0,11,11
12,12,1,145.96595744680852,298.4595744680851,0,12,12
12,13,1,125.73248407643312,299.62420382165607,0,13,13
13,1,1,329.1442307692308,85.35576923076923,0,1,1
13,2,1,241.47465437788017,104.0552995391705,0,2,2
13,3,1,236.1952380952381,126.23333333333333,0,3,3
13,4,1,43.649517684887456,137.11897106109325,0,4,4
13,5,1,116.59765625,173.796875,0,5,5
13,6,1,232.81415929203538,195.23893805309734,0,6,6
13,7,1,282.2105263157895,225.21428571428572,0,7,7
13,8,1,264.71014492753625,254.33816425120773,0,8,8
13,9,1,285.2340425531915,264.88510638297873,0,9,9
13,10,1,145.79841897233203,285.7786561264822,0,10,10
13,11,1,120.76521739130435,290.74347826086955,0,11,11
13,12,1,146.72767857142858,298.5580357142857,0,12,12
13,13,1,125.81920903954803,299.50282485875704,0,13,13
14,1,1,329.1516129032258,85.35161290322581,0,1,1
14,2,1,241.5906976744186,103.72093023255815,0,2,2
14,3,1,236.2073732718894,126.33640552995392,0,3,3
14,4,1,116.65891472868218,173.77131782945736,0,4,4
14,5,1,232.7991266375546,195.24890829694323,0,5,5
14,6,1,282.1189591078067,225.2453531598513,0,6,6
14,7,1,264.45238095238096,254.40952380952382,0,7,7
14,8,1,285.418410041841,264.88284518828453,0,8,8
14,9,1,150.121387283237,284.6300578034682,0,9,9
14,10,1,137.47560975609755,288.280487804878,0,10,10
14,11,1,120.2991452991453,290.87179487179486,0,11,11
14,12,1,147.95098039215685,298.70098039215685,0,12,12
14,13,1,126.9368932038835,299.09708737864077,0,13,13
15,1,1,241.78636363636363,103.7,0,1,1
15,2,1,235.9547511312217,126.90045248868778,0,2,2
15,3,1,116.83834586466165,173.84586466165413,0,3,3
15,4,1,232.7872340425532,195.40851063829788,0,4,4
15,5,1,282.20363636363635,225.26545454545453,0,5,5
15,6,1,264.1455399061033,254.31924882629107,0,6,6
15,7,1,285.320987654321,264.880658436214,0,7,7
15,8,1,150.95833333333334,285.11309523809524,0,8,8
15,9,1,138.17525773195877,289.0618556701031,0,9,9
15,10,1,119.73191489361702,291.1063829787234,0,10,10
15,11,1,148.23267326732673,298.46534653465346,0,11,11
15,12,1,126.44339622641509,299.25,0,12,12
16,1,1,188.87254901960785,60.59803921568628,0,1,1
16,2,1,207.17333333333335,62.22,0,2,2
16,3,1,241.7972972972973,103.45495495495496,0,3,3
16,4,1,235.9126637554585,126.93013100436681,0,4,4
16,5,1,116.71167883211679,173.62043795620437,0,5,5
16,6,1,232.69834710743802,195.4504132231405,0,6,6
16,7,1,282.0678571428571,225.2642857142857,0,7,7
16,8,1,263.86425339366514,254.32579185520362,0,8,8
16,9,1,285.41295546558706,264.95546558704456,0,9,9
16,10,1,118.97933884297521,291.1652892561983,0,10,10
16,11,1,126.43720930232558,299.0511627906977,0,11,11
17,1,1,189.14883720930231,60.51162790697674,0,1,1
17,2,1,207.7945205479452,62.273972602739725,0,2,2
17,3,1,241.95594713656388,103.08810572687224,0,3,3
17,4,1,235.8154506437768,127.24463519313305,0,4,4
17,5,1,116.95357142857142,173.51071428571427,0,5,5
17,6,1,232.70445344129556,195.46963562753035,0,6,6
17,7,1,282.11929824561406,225.27719298245614,0,7,7
17,8,1,263.0444444444444,254.10666666666665,0,8,8
17,9,1,285.18650793650795,264.91269841269843,0,9,9
17,10,1,146.08243727598565,286.68458781362006,0,10,10
17,11,1,119.18725099601593,291.2828685258964,0,11,11
17,12,1,148.6064814814815,298.4537037037037,0,12,12
17,13,1,126.62946428571429,299.0580357142857,0,13,13
18,1,1,126.39772727272727,52.878787878787875,0,1,1
18,2,1,188.48058252427185,60.36893203883495,0,2,2
18,3,1,148.7860696517413,62.243781094527364,0,3,3
18,4,1,207.32692307692307,62.37179487179487,0,4,4
18,5,1,241.81415929203538,103.03982300884955,0,5,5
18,6,1,235.66949152542372,127.52542372881356,0,6,6
18,7,1,116.91756272401433,173.40860215053763,0,7,7
18,8,1,232.86065573770492,195.65573770491804,0,8,8
18,9,1,282.07342657342656,225.2902097902098,0,9,9
18,10,1,262.71090047393363,254.70142180094786,0,10,10
18,11,1,282.9391634980989,264.5399239543726,0,11,11
18,12,1,146.25087108013938,286.4773519163763,0,12,12
18,13,1,120.07569721115537,291.1633466135458,0,13,13
18,14,1,148.67741935483872,298.3271889400922,0,14,14
18,15,1,126.59825327510917,299.1659388646288,0,15,15
19,1,1,126.64566929133858,53.21653543307087,0,1,1
19,2,1,149.3128205128205,62.36923076923077,0,2,2
19,3,1,328.6514657980456,86.0586319218241,0,3,3
19,4,1,242.28240740740742,102.86574074074075,0,4,4
19,5,1,235.92307692307693,127.20361990950227,0,5,5
19,6,1,117.11832061068702,173.44274809160305,0,6,6
19,7,1,232.98678414096915,195.74008810572687,0,7,7
19,8,1,281.9632352941176,225.22794117647058,0,8,8
19,9,1,262.5049019607843,254.88235294117646,0,9,9
19,10,1,282.56201550387595,264.40697674418607,0,10,10
19,11,1,145.33976833976834,284.7683397683398,0,11,11
19,12,1,123.29501915708812,291.27969348659,0,12,12
19,13,1,147.4585152838428,296.73799126637556,0,13,13
19,14,1,126.785,300.59,0,14,14
20,1,1,126.85931558935361,53.368821292775664,0,1,1
20,2,1,187.52659574468086,60.4468085106383,0,2,2
20,3,1,150.38536585365853,62.5609756097561,0,3,3
20,4,1,206.53459119496856,62.503144654088054,0,4,4
20,5,1,242.2262443438914,102.69683257918552,0,5,5
20,6,1,235.80088495575222,127.38053097345133,0,6,6
20,7,1,117.06296296296296,173.4037037037037,0,7,7
20,8,1,232.92340425531916,195.7404255319149,0,8,8
20,9,1,281.76241134751774,225.24822695035462,0,9,9
20,10,1,262.2232558139535,255.13953488372093,0,10,10
20,11,1,282.35227272727275,264.4583333333333,0,11,11
20,12,1,145.19101123595505,284.4194756554307,0,12,12
20,13,1,124.59386973180077,291.32567049808426,0,13,13
20,14,1,147.98206278026905,296.8340807174888,0,14,14
20,15,1,127.61951219512196,300.77073170731705,0,15,15
21,1,1,128.2029520295203,54.11439114391144,0,1,1
21,2,1,152.83098591549296,61.497652582159624,0,2,2
21,3,1,187.0,60.45263157894737,0,3,3
21,4,1,206.6172839506173,62.55555555555556,0,4,4
21,5,1,242.2914798206278,102.5201793721973,0,5,5
21,6,1,235.8095238095238,127.83116883116882,0,6,6
21,7,1,117.08856088560886,173.35055350553506,0,7,7
21,8,1,233.19246861924685,195.81589958158995,0,8,8
21,9,1,281.59090909090907,225.33216783216784,0,9,9
21,10,1,262.0138888888889,255.20833333333334,0,10,10
21,11,1,282.19850187265916,264.28464419475654,0,11,11
21,12,1,141.44723618090453,283.1859296482412,0,12,12
21,13,1,124.78358208955224,291.1231343283582,0,13,13
21,14,1,148.39269406392694,296.675799086758,0,14,14
21,15,1,127.91787439613526,300.6231884057971,0,15,15
22,1,1,131.0222222222222,55.333333333333336,0,1,1
22,2,1,156.77678571428572,59.669642857142854,0,2,2
22,3,1,186.68527918781726,60.54822335025381,0,3,3
22,4,1,206.75739644970415,62.650887573964496,0,4,4
22,5,1,242.18260869565216,102.71739130434783,0,5,5
22,6,1,235.59913793103448,128.10344827586206,0,6,6
22,7,1,117.37142857142857,173.3,0,7,7
22,8,1,233.23265306122448,195.94285714285715,0,8,8
22,9,1,281.5597269624573,225.36860068259386,0,9,9
22,10,1,261.75,255.72321428571428,0,10,10
22,11,1,281.8666666666667,264.35185185185185,0,11,11
22,12,1,141.39805825242718,283.25728155339806,0,12,12
22,13,1,124.07299270072993,291.2116788321168,0,13,13
22,14,1,148.34234234234233,296.94144144144144,0,14,14
22,15,1,128.34285714285716,300.6380952380952,0,15,15
23,1,1,132.52707581227438,55.935018050541515,0,1,1
23,2,1,158.46082949308754,59.42857142857143,0,2,2
23,3,1,186.33333333333334,60.64102564102564,0,3,3
23,4,1,206.62130177514794,62.63905325443787,0,4,4
23,5,1,242.1818181818182,102.45887445887446,0,5,5
23,6,1,236.04641350210971,128.45147679324896,0,6,6
23,7,1,117.39350180505416,173.23465703971118,0,7,7
23,8,1,233.4938775510204,196.03673469387755,0,8,8
23,9,1,281.26599326599325,225.34343434343435,0,9,9
23,10,1,261.4273127753304,255.85462555066078,0,10,10
23,11,1,281.53479853479854,264.2600732600733,0,11,11
23,12,1,141.0891089108911,283.2227722772277,0,12,12
23,13,1,155.8375,286.775,0,13,13
23,14,1,124.22710622710623,291.27106227106225,0,14,14
23,15,1,148.5929203539823,296.96017699115043,0,15,15
23,16,1,128.31924882629107,300.67605633802816,0,16,16
24,1,1,132.96478873239437,56.278169014084504,0,1,1
24,2,1,159.75107296137338,59.047210300429185,0,2,2
24,3,1,185.77386934673368,60.55778894472362,0,3,3
24,4,1,206.5344827586207,62.64367816091954,0,4,4
24,5,1,242.28205128205127,102.35897435897436,0,5,5
24,6,1,235.91803278688525,128.61065573770492,0,6,6
24,7,1,117.1056338028169,173.39084507042253,0,7,7
24,8,1,233.56626506024097,196.0562248995984,0,8,8
24,9,1,280.8524590163934,225.34426229508196,0,9,9
24,10,1,261.137339055794,256.0128755364807,0,10,10
24,11,1,281.38709677419354,264.36559139784947,0,11,11
24,12,1,141.1745283018868,283.1792452830189,0,12,12
24,13,1,124.04693140794224,291.3393501805054,0,13,13
24,14,1,148.76495726495727,297.1111111111111,0,14,14
24,15,1,128.54166666666666,300.7361111111111,0,15,15
25,1,1,132.45862068965516,56.293103448275865,0,1,1
25,2,1,159.59913793103448,59.077586206896555,0,2,2
25,3,1,185.8861386138614,60.62376237623762,0,3,3
25,4,1,206.96987951807228,62.903614457831324,0,4,4
25,5,1,242.52631578947367,102.02631578947368,0,5,5
25,6,1,235.8938775510204,128.75510204081633,0,6,6
25,7,1,117.42957746478874,173.45422535211267,0,7,7
25,8,1,234.2941176470588,196.37254901960785,0,8,8
25,9,1,280.79016393442623,225.32131147540983,0,9,9
25,10,1,261.11538461538464,256.05555555555554,0,10,10
25,11,1,281.2775800711744,264.5409252669039,0,11,11
25,12,1,145.2123287671233,284.2328767123288,0,12,12
25,13,1,124.04014598540147,291.4160583941606,0,13,13
25,14,1,148.96170212765958,297.0851063829787,0,14,14
25,15,1,128.66363636363636,300.72727272727275,0,15,15
26,1,1,131.86148648648648,56.07432432432432,0,1,1
26,2,1,159.4820717131474,59.01195219123506,0,2,2
26,3,1,185.4516129032258,60.42857142857143,0,3,3
26,4,1,207.26153846153846,62.87179487179487,0,4,4
26,5,1,242.62753036437246,101.50202429149797,0,5,5
26,6,1,235.83834586466165,128.72932330827066,0,6,6
26,7,1,117.185667752443,172.9739413680782,0,7,7
26,8,1,234.14126394052045,196.3828996282528,0,8,8
26,9,1,260.6305220883534,256.3293172690763,0,9,9
26,10,1,281.2857142857143,264.6411149825784,0,10,10
26,11,1,140.59903381642513,282.9130434782609,0,11,11
26,12,1,155.87878787878788,287.1515151515151,0,12,12
26,13,1,123.53287197231833,291.30103806228374,0,13,13
26,14,1,149.08620689655172,297.5215517241379,0,14,14
26,15,1,128.44782608695652,300.7130434782609,0,15,15
27,1,1,131.75165562913907,55.92384105960265,0,1,1
27,2,1,159.71153846153845,58.73461538461538,0,2,2
27,3,1,185.65277777777777,60.77777777777778,0,3,3
27,4,1,207.81151832460733,63.026178010471206,0,4,4
27,5,1,242.84860557768926,101.07171314741036,0,5,5
27,6,1,235.88679245283018,128.43396226415095,0,6,6
27,7,1,117.2,172.8918032786885,0,7,7
27,8,1,234.5054945054945,196.5164835164835,0,8,8
27,9,1,260.44,256.308,0,9,9
27,10,1,281.0944055944056,264.6818181818182,0,10,10
27,11,1,141.08878504672896,282.94392523364485,0,11,11
27,12,1,156.3763440860215,287.4731182795699,0,12,12
27,13,1,123.67465753424658,291.2157534246575,0,13,13
27,14,1,149.2826086956522,297.5695652173913,0,14,14
27,15,1,128.76987447698744,300.67782426778246,0,15,15
28,1,1,132.03194888178913,56.0702875399361,0,1,1
28,2,1,160.13899613899613,58.633204633204635,0,2,2
28,3,1,185.3930131004367,61.10480349344978,0,3,3
28,4,1,207.9543147208122,63.015228426395936,0,4,4
28,5,1,243.14173228346456,100.79527559055119,0,5,5
28,6,1,236.1385767790262,128.18352059925093,0,6,6
28,7,1,41.15614617940199,133.27574750830564,0,7,7
28,8,1,51.69491525423729,151.01694915254237,0,8,8
28,9,1,117.29392971246007,172.70287539936103,0,9,9
28,10,1,234.68363636363637,196.62181818181818,0,10,10
28,11,1,260.4313725490196,256.24313725490197,0,11,11
28,12,1,281.1010101010101,264.73737373737373,0,12,12
28,13,1,141.24886877828055,283.12669683257917,0,13,13
28,14,1,156.89772727272728,287.17045454545456,0,14,14
28,15,1,123.38305084745762,291.1322033898305,0,15,15
28,16,1,149.54008438818565,297.746835443038,0,16,16
28,17,1,128.78861788617886,300.6178861788618,0,17,17
29,1,1,160.9814126394052,58.36431226765799,0,1,1
29,2,1,185.09170305676855,61.419213973799124,0,2,2
29,3,1,208.1608040201005,63.02512562814071,0,3,3
29,4,1,242.9922480620155,100.75581395348837,0,4,4
29,5,1,236.0072463768116,128.55072463768116,0,5,5
29,6,1,41.438709677419354,133.60645161290321,0,6,6
29,7,1,52.225,151.925,0,7,7
29,8,1,234.8932384341637,196.644128113879,0,8,8
29,9,1,260.2692307692308,256.2769230769231,0,9,9
29,10,1,281.04,264.8333333333333,0,10,10
29,11,1,141.67532467532467,283.1774891774892,0,11,11
29,12,1,157.5,287.8666666666667,0,12,12
29,13,1,123.625,291.3092105263158,0,13,13
29,14,1,150.02510460251045,298.02510460251045,0,14,14
29,15,1,129.16803278688525,300.77868852459017,0,15,15
30,1,1,161.67169811320755,58.17358490566038,0,1,1
30,2,1,184.65217391304347,61.69130434782609,0,2,2
30,3,1,208.01530612244898,63.035714285714285,0,3,3
30,4,1,243.3576923076923,100.48461538461538,0,4,4
30,5,1,236.1094890510949,128.72262773722628,0,5,5
30,6,1,235.37455830388691,196.73851590106008,0,6,6
30,7,1,260.22641509433964,256.3018867924528,0,7,7
30,8,1,281.07,264.96666666666664,0,8,8
30,9,1,142.05020920502093,283.2887029288703,0,9,9
30,10,1,157.97560975609755,288.219512195122,0,10,10
30,11,1,123.5,291.28,0,11,11
30,12,1,150.19917012448133,298.08298755186723,0,12,12
30,13,1,129.05241935483872,300.73387096774195,0,13,13
31,1,1,162.54710144927537,58.03260869565217,0,1,1
31,2,1,184.53679653679654,61.97402597402598,0,2,2
31,3,1,208.0148514851485,63.24752475247525,0,3,3
31,4,1,243.4031007751938,100.32945736434108,0,4,4
31,5,1,236.14285714285714,128.63571428571427,0,5,5
31,6,1,54.170731707317074,154.5772357723577,0,6,6
31,7,1,42.77333333333333,156.44666666666666,0,7,7
31,8,1,51.6530612244898,174.98299319727892,0,8,8
31,9,1,235.5719298245614,196.80701754385964,0,9,9
31,10,1,260.1222222222222,256.4037037037037,0,10,10
31,11,1,280.76143790849676,264.94444444444446,0,11,11
31,12,1,141.68085106382978,283.07659574468084,0,12,12
31,13,1,157.8586956521739,288.2391304347826,0,13,13
31,14,1,123.62333333333333,291.15,0,14,14
31,15,1,150.65289256198346,298.3181818181818,0,15,15
31,16,1,129.1556420233463,300.6031128404669,0,16,16
32,1,1,163.16479400749063,57.81273408239701,0,1,1
32,2,1,183.86580086580088,62.16450216450217,0,2,2
32,3,1,207.94202898550725,63.169082125603865,0,3,3
32,4,1,243.63601532567048,99.72030651340997,0,4,4
32,5,1,236.15845070422534,128.23591549295776,0,5,5
32,6,1,42.93464052287582,136.55882352941177,0,6,6
32,7,1,54.8,155.25714285714287,0,7,7
32,8,1,235.6344827586207,196.8,0,8,8
32,9,1,260.0925925925926,256.3925925925926,0,9,9
32,10,1,280.73927392739273,265.1485148514852,0,10,10
32,11,1,142.5793650793651,283.42857142857144,0,11,11
32,12,1,123.52922077922078,291.47402597402595,0,12,12
32,13,1,150.9139344262295,298.5163934426229,0,13,13
32,14,1,129.64566929133858,300.83858267716533,0,14,14
33,1,1,163.25555555555556,57.8962962962963,0,1,1
33,2,1,183.62025316455697,62.19831223628692,0,2,2
33,3,1,208.03333333333333,63.22857142857143,0,3,3
33,4,1,243.88518518518518,99.46296296296296,0,4,4
33,5,1,236.42160278745644,127.88501742160278,0,5,5
33,6,1,236.3835616438356,196.89383561643837,0,6,6
33,7,1,259.967032967033,256.3992673992674,0,7,7
33,8,1,280.6525974025974,265.15909090909093,0,8,8
33,9,1,142.4758064516129,283.4193548387097,0,9,9
33,10,1,159.1547619047619,289.04761904761904,0,10,10
33,11,1,151.10245901639345,298.67622950819674,0,11,11
33,12,1,129.9294117647059,300.89019607843136,0,12,12
34,1,1,163.8892857142857,57.56428571428572,0,1,1
34,2,1,187.79333333333332,61.14,0,2,2
34,3,1,207.99052132701422,63.241706161137444,0,3,3
34,4,1,176.61627906976744,63.96511627906977,0,4,4
34,5,1,243.94871794871796,99.3882783882784,0,5,5
34,6,1,236.45833333333334,128.05208333333334,0,6,6
34,7,1,43.5472312703583,137.30618892508144,0,7,7
34,8,1,55.8421052631579,157.2434210526316,0,8,8
34,9,1,236.7108843537415,196.86054421768708,0,9,9
34,10,1,259.81227436823104,256.48375451263536,0,10,10
34,11,1,280.4690553745928,265.2052117263844,0,11,11
34,12,1,142.6496062992126,283.4803149606299,0,12,12
34,13,1,159.61176470588236,289.1764705882353,0,13,13
34,14,1,151.54618473895582,299.00401606425703,0,14,14
34,15,1,129.9291338582677,301.003937007874,0,15,15
35,1,1,164.1769230769231,57.71153846153846,0,1,1
35,2,1,208.07575757575756,63.39393939393939,0,2,2
35,3,1,183.0966386554622,62.239495798319325,0,3,3
35,4,1,244.0748031496063,99.29133858267717,0,4,4
35,5,1,236.68817204301075,127.30824372759857,0,5,5
35,6,1,43.74592833876221,137.2540716612378,0,6,6
35,7,1,56.13939393939394,157.0121212121212,0,7,7
35,8,1,42.45454545454545,156.13636363636363,0,8,8
35,9,1,52.443729903536976,175.508038585209,0,9,9
35,10,1,117.5828025477707,171.77707006369425,0,10,10
35,11,1,236.98566308243727,196.87813620071685,0,11,11
35,12,1,269.70394736842104,223.47368421052633,0,12,12
35,13,1,288.4072164948454,226.340206185567,0,13,13
35,14,1,260.02973977695166,256.2453531598513,0,14,14
35,15,1,280.24183006535947,265.12091503267976,0,15,15
35,16,1,124.36274509803921,291.5326797385621,0,16,16
35,17,1,152.25099601593627,298.7768924302789,0,17,17
35,18,1,130.66030534351145,300.99236641221376,0,18,18
36,1,1,164.5201465201465,57.57142857142857,0,1,1
36,2,1,207.44230769230768,63.30288461538461,0,2,2
36,3,1,182.32793522267207,62.37651821862348,0,3,3
36,4,1,244.03787878787878,99.41287878787878,0,4,4
36,5,1,236.62847222222223,127.61458333333333,0,5,5
36,6,1,56.8,157.9375,0,6,6
36,7,1,237.71917808219177,196.86301369863014,0,7,7
36,8,1,269.75471698113205,223.44025157232704,0,8,8
36,9,1,289.0,226.43,0,9,9
36,10,1,259.73741007194246,256.4424460431655,0,10,10
36,11,1,152.9375,299.19921875,0,11,11
36,12,1,130.99253731343285,301.1865671641791,0,12,12
37,1,1,165.19926199261994,57.19557195571956,0,1,1
37,2,1,181.87351778656125,62.351778656126484,0,2,2
37,3,1,207.28909952606634,63.26066350710901,0,3,3
37,4,1,244.28044280442805,99.03690036900369,0,4,4
37,5,1,236.7235494880546,127.44709897610922,0,5,5
37,6,1,57.17391304347826,158.7639751552795,0,6,6
37,7,1,238.40878378378378,196.86824324324326,0,7,7
37,8,1,269.7701863354037,223.40372670807454,0,8,8
37,9,1,289.3910891089109,226.53465346534654,0,9,9
37,10,1,259.8327526132404,256.411149825784,0,10,10
