TimeStep,CellId,Center_X,Center_Y,Major_axis,label,parent,daughter1,daughter2,checked,InstantaneousGrowthRate,InstantaneousVelocity
1,1,55.2464408874512,131.820861816406,34.349681854248,1,0,5,6,True,-0.01,-3.164
1,2,102.017456054688,80.680793762207,50.5605392456055,2,0,3,4,True,0.007,-2.677
2,1,54.0343055725098,127.181671142578,33.4898414611816,1,0,5,6,True,0.011,0.004
2,2,100.131790161133,76.5645141601562,51.2341079711914,2,0,3,4,True,0.005,-0.292
3,1,52.5754508972168,127.798530578613,34.4507255554199,1,0,5,6,True,0.013,-4.427
3,2,98.9131622314453,77.4231491088867,51.6956176757812,2,0,3,4,True,0.005,-3.314
4,1,51.5944595336914,121.009841918945,35.6332588195801,1,0,5,6,True,0.038,-0.641
4,2,97.195426940918,71.463249206543,52.1840972900391,2,0,3,4,True,0.037,-0.408
5,1,51.4620399475098,120.021507263184,39.0904388427734,1,0,5,6,True,0.017,-1.832
5,2,97.1084518432617,70.5447616577148,55.4807548522949,2,0,3,4,True,0.024,-1.414
6,1,48.9634895324707,118.092910766602,40.6492958068848,1,0,5,6,True,0.066,1.058
6,2,95.8425979614258,68.6735763549805,57.6441192626953,2,0,3,4,True,-0.004,-0.032
7,1,50.3834800720215,119.219177246094,46.6138000488281,1,0,5,6,True,0.095,-1.987
7,2,94.9799118041992,69.7815170288086,57.2845573425293,2,0,3,4,True,0.073,-2.559
8,1,50.8560676574707,115.770538330078,55.1589889526367,1,0,5,6,True,-0.004,0.003
8,2,92.1896743774414,67.0950775146484,63.8340492248535,2,0,3,4,True,-0.001,-0.276
9,1,49.4798278808594,116.370559692383,54.8188400268555,1,0,5,6,True,0.049,-0.187
9,2,91.0095520019531,67.9976806640625,63.7042579650879,2,0,3,4,True,0.036,-0.039
10,1,47.0890426635742,117.056045532227,59.2082824707031,1,0,5,6,True,-0.015,0.109
10,2,91.1906127929688,67.6576690673828,66.9234008789062,2,0,3,4,True,0.06,-0.238
11,1,45.044548034668,118.033584594727,57.8227920532227,1,0,5,6,True,0.014,-1.38
11,2,89.5754470825195,69.1996994018555,72.3658752441406,2,0,3,4,True,,
12,1,42.9817237854004,116.596603393555,59.0706939697266,1,0,5,6,True,,
12,4,77.6345520019531,73.9894943237305,53.1167488098145,2,2,16,15,True,0.012,0.132
12,3,109.143333435059,54.690788269043,33.0381698608398,2,2,9,10,True,0.055,-0.972
13,6,31.7793560028076,119.98819732666,42.9211578369141,1,1,8,7,True,0.051,0.229
13,5,61.1924705505371,113.373542785645,31.6081066131592,1,1,19,20,True,0.025,-1.439
