2	0	0	0
3	1	13	2
4	1	15	2
5	14	14	3
6	14	16	3
7	16	21	4
8	16	25	4
9	17	25	6
10	17	23	6
11	22	34	7
12	22	31	7
13	24	30	10
14	24	34	10
15	26	31	9
16	26	29	9
17	26	33	8
18	26	34	8
19	30	37	16
20	30	39	16
21	31	39	13
22	31	33	13
23	32	39	15
24	32	39	15
25	32	37	12
26	32	39	12
27	34	39	17
28	34	34	17
29	34	37	22
30	34	38	22
31	35	39	11
32	35	39	11
33	35	35	14
34	35	37	18
35	35	39	18
36	35	39	14
37	36	36	33
38	36	39	33
39	36	39	0
40	37	39	0
41	38	39	19
42	38	39	19
43	38	38	29
44	38	39	29
45	39	39	43
46	39	39	43
