TimeStep,CellNumber,Orientation,Center_X,Center_Y,Major_axis,Minor_axis
1,1,84.3353336597865,47.5048833698876,143.098706091371,28,7.57175488460467
1,2,78.4403491072675,50.0101416946304,170.600194015093,26,7.82054276130989
1,3,-52.9728853803639,120.801096450764,175.100824690972,25,7.90984419988868
1,4,-12.2336586190134,137.105949473282,290.98864579105,44,6.71943958525341
1,5,27.0247541906331,134.60021944128,57.1636225931574,36,7.70027086760229
1,6,5.21081823630507,143.090820615341,302.004132731822,36,6.44423925139864
1,7,3.33917677547182,199.5,63,32,7.30831249049042
1,8,32.0496634352899,235.734672927464,197.923794224335,24,7.23573232062323
1,9,-78.4060607794975,243.211176042878,115.419916335744,41,7.49882779007464
1,10,30.9711444016964,279.51460631856,262.642573421862,40,7.89133572870865
1,11,9.2095904146617,285.580023208288,227.506445255179,26,7.60085011431545
1,12,-29.0717705130958,334.374011733194,87.5140951839717,28,8.34050164941399
2,1,83.2728369030287,47.5068847739726,143.117141571752,28,7.49996485948834
2,2,77.0719778980437,50.012674054546,170.611863411745,26,7.82410413896223
2,3,-53.6466069906086,120.796381976578,175.097311877553,25,7.77980709823355
2,4,-12.6244847622788,137.60928013473,290.48791172578,45,6.58359296467989
2,5,26.6563304328228,134.998218834475,57.6180325699412,35,7.78453433701375
2,6,5.23602697583956,143.091258763741,302.004172787056,36,6.38860194493892
2,7,3.31278530246775,199.5,63,32,7.30786598369914
2,8,31.5443432643966,235.738420851472,197.926117764304,24,7.23506683964354
2,9,-78.3989977353289,243.211309190632,115.419880739646,41,7.44996996348995
2,10,31.206722749073,279,263,40,7.89728821051086
2,11,8.16265579513236,285.5,227.5,26,7.56410263542028
2,12,-29.52746436232,334.370119555901,87.5071592970961,29,8.09104588272441
3,1,82.0600457845501,47.5095866221468,142.638135227112,28,7.59195557182356
3,2,76.4377827689072,50.0139420750624,170.617250559083,27,7.79799484522445
3,3,-54.9003964562569,120.378422947367,175.303423356498,26,7.51959352120182
3,4,-12.524262119003,137.608426505417,290.488102133701,45,6.63811822302033
3,5,26.7861348303701,134.774669235953,57.4463474507311,36,7.78153850373988
3,6,4.52340050139919,143.078866245959,302.003114793345,36,6.49994701307313
3,7,3.48669399600882,199.5,63,32,7.30774792948629
3,8,31.2518421877391,235.740599627387,197.927447595254,24,7.27590555695936
3,9,-78.1884729609618,243.215279867197,115.918827282079,42,7.37648150816252
3,10,30.9648309641674,279.071258361228,262.742744082316,41,7.71739616370718
3,11,8.90140443354231,285.5,227.5,26,7.62944777883222
3,12,-29.0545865810535,333.937078712303,87.7571786680463,29,8.1573168366612
4,1,79.4393106895006,47.5084693365062,142.09163845724,28,7.67880181175163
4,2,75.7661219731155,49.5306998656779,170.745880559628,28,7.66202497688926
4,3,-56.2326545490053,120.640171230941,174.890787655128,26,7.56470589254681
4,5,26.8254822005953,135.720555365525,57.671829837636,38,7.57248486713672
4,7,3.44720291546039,200,63,33,7.25745684432943
4,8,30.0755941297697,236.249428915321,197.932682483494,24,7.25934412018393
4,9,-78.5078770341009,243.209257160059,115.920431289346,42,7.44212119938541
4,10,30.8081838153002,279.070556624615,262.743917225613,42,7.67045098000755
4,11,9.14938361123687,285.579504533446,227.506361438741,26,7.653408560981
4,12,-29.0545865810535,333.937078712303,87.7571786680463,29,8.1573168366612
4,13,-8.12799463382133,126.994977347705,292.929307530397,23,6.82515517090188
4,14,-19.8600492495897,149.800400702387,287.859875466799,24,5.78540097087142
4,15,-4.3006504877216,134.462504975992,301.001407858892,20,6.27887760943648
4,16,29.824696165464,153.248673973637,302.566224418811,17,6.45762023796434
5,1,79.3771581814224,47.5085690319568,142.092171598924,29,7.5207005354045
5,2,73.9036137469044,50.0392033570241,171.277254054698,28,7.78550667496697
5,3,-56.2940556879143,120.638982461009,174.890638077302,27,7.50518802008547
5,5,25.825819122143,135.51442451155,58.1179409346949,38,7.7554406755108
5,7,3.83722942631288,200,63.5,34,7.26475579824612
5,8,30.4652822018623,236.246491912829,197.930968269991,25,7.08952908622404
5,9,-78.3002100332709,243.591003629867,116.11178007588,43,7.45791238623797
5,10,30.5847769204349,279,263,42,7.77601582843848
5,11,9.34928121263884,285.581226287494,227.506641823601,26,7.92325657271872
5,12,-29.4622626099575,334.370679837827,87.5081497992255,29,8.15983295509305
5,13,-7.63637476416933,126.433557176968,293.004434311854,23,7.08475084211292
5,14,-20.6346070324355,149.823796514808,287.532076574848,24,6.08824898311804
5,15,-6.97359742067875,134.439294023318,301.003698897447,20,6.12510716788095
5,16,27.4203919949846,153.17408363806,302.786432097683,17,6.69021992640662
6,1,77.2545645334261,47.5246401004745,141.720619732566,28,7.85530552795907
6,2,73.5596683008,49.5613275137709,170.924525002052,28,7.90167969499549
6,3,-55.7926119554432,120.367590966251,175.305400944586,27,7.50866309718963
6,5,25.3943093963697,135.571154587766,57.9033778901465,38,7.90121658635589
6,7,4.65275876512351,200,63.5,34,7.2940110277229
6,8,30.277596497181,235.816108626425,197.679701388836,26,6.87447910545446
6,9,-78.2668686119653,243.101676749391,116.510447307603,44,7.38250526849955
6,10,30.3786612616498,279.5,263,43,7.64977694072164
6,11,9.65136093127819,285.583826271778,227.507076926732,26,7.80750294580528
6,12,-30.4943178714595,333.423386833756,87.3845940547236,29,8.21666634151837
6,13,-8.31801397991776,126.427666348002,293.005259822949,23,7.08566550090729
6,14,-19.9119942707511,149.829711808893,287.029891574241,24,6.22759455885771
6,15,-8.39658801712092,133.426987941598,301.005359484749,20,6.1101414698761
6,16,28.0171674479824,152.76320070386,301.940921621762,17,6.86164995517336
7,1,74.6396048419211,47.5178606322258,141.632444818858,29,7.89161465965642
7,2,72.7138203632224,49.5451674982294,170.797144566773,28,8.14669188207612
7,3,-56.6401961023765,120.357330531798,175.307435618269,27,7.6382663248161
7,5,25.4973736603333,136.069530276596,58.4026050172874,40,7.81805087710728
7,7,4.73620523769678,200.5,63.5,34,7.43087510102883
7,8,30.2201301867688,236.180387225191,198.183710793383,26,7.04177316806764
7,9,-78.294431188058,243.202882469082,116.020796903733,44,7.57424677107781
7,10,30.4992803472908,279.32294600269,262.815418462098,43,7.89569072647873
7,11,9.81976668530761,285.585274724294,227.507325440685,26,8.13740418496438
7,12,-29.4515936974467,333.814469048502,86.8916964934963,30,8.23289266847906
7,13,-8.27203172663135,126.428063420885,293.005201931506,23,7.12913180673813
7,14,-19.8128229855147,150.330525758001,287.029597532639,26,6.03243362856117
7,15,-8.41148329522941,133.5,301.5,20,6.0600166839433
7,16,28.1972106129513,152.736253929471,302.559336771662,18,6.48801271338989
8,1,73.8335793615255,47.3805573561917,140.658985614626,29,7.94172200699276
8,2,71.664625449987,50.1826735683052,171.131905005319,29,7.99651985289337
8,3,-56.9003355451198,120.627236097627,175.389229557712,28,7.49179952071764
8,5,25.3992618063923,136.571076505122,58.4033408191495,40,7.94922229302727
8,7,4.19566719587641,200.5,63.5,34,7.54896212873097
8,8,29.9861181814014,236.183178179187,198.182968340899,26,7.04097902217452
8,9,-77.7265194769375,243.224006100112,115.91656686075,44,7.61557607153524
8,10,29.7622150787062,279.496401586604,262.631906995295,44,7.89918538576889
8,11,9.20783191570175,285.580008060267,227.506442799371,28,7.66667888265915
8,12,-30.1661930016144,333.362061555677,87.1329186454711,30,8.21653751663462
8,13,-7.93028993359715,126.426234247451,292.93579758393,23,7.44663253034431
8,14,-19.3252731121302,150.33453466489,287.028172464902,26,6.06071874623307
8,15,-10.214442969712,133.403409054754,301.41925811711,22,6.04447894550536
8,16,27.2141865501456,152.957318134326,302.110696832336,18,6.48905968931142
9,1,72.7402634759286,47.3966785312289,140.819219092411,30,7.94262434468187
9,2,70.7446271587573,50.1928605373462,171.136918637253,29,7.98735864681682
9,3,-58.0855382139758,120.104233463402,175.386835418679,28,7.51398279939621
9,5,24.8379342246929,136.953749784983,58.7100265045842,42,7.75115590527652
9,7,4.66542964002534,200.459331421983,63.4983433221806,34,7.71592391854781
9,8,29.9336949566654,235.750501267478,197.93330172221,26,7.16213206908658
9,9,-77.3081139116083,243.122071192385,116.902363140047,45,7.50981355029031
9,10,29.5959734214244,279,263,45,7.81978146479657
9,11,8.98796681384446,285.578113514276,227.506139413511,28,7.87254239599883
9,12,-29.9724426743677,333.366682373287,87.1341508000072,30,8.31612979124261
9,13,-8.46985327573744,126.420902243646,292.931808745849,24,7.28616756800217
9,14,-18.9411356184661,150.837701710742,287.027073721069,26,6.24321803979679
9,15,-10.857386960636,133.396867003816,301.414767925279,22,5.95403587621937
9,16,25.9929885355929,152.719130577629,302.550576157789,18,6.59709079716735
10,1,69.5397404479507,46.7135275119737,139.912642751342,31,7.70889830387618
10,2,69.8398963576725,50.7029556935108,171.141688927739,29,8.17210599830907
10,3,-57.9950152929843,120.605992046925,175.387001488775,28,7.68405544948152
10,5,24.5522271988773,137,58.5,42,7.88990111214723
10,7,4.88410833284839,201,63.5,35,7.45805614439845
10,8,28.9290553841747,236.258136860117,197.937609668044,26,7.30539067189095
10,9,-77.2440720992035,242.745478862483,116.803882174265,46,7.39979029326791
10,11,8.73763386711399,285.575955032423,227.505802839901,28,7.96669203691566
10,12,-29.9245125301958,333.367824830739,87.1344580219225,30,8.28280908518909
10,13,-6.87493407432777,126.05625615885,293.936553645892,24,7.2132265591483
10,14,-19.4989709693827,151.166894964682,287.471323743051,26,6.24774618236009
10,15,-10.7886882959868,133.397568422098,301.41524419648,22,5.95394660631463
10,16,25.9698992013116,153.218949448816,302.050487887969,18,6.75527028987376
10,17,27.1731709602717,268.988133753873,257.617971015815,22,7.67951597401492
10,18,38.82891072851,288.407479822809,267.762513868974,24,7.55100984513804
11,1,69.4588831313717,47.1491205298418,139.563579369396,31,7.96584527568015
11,2,69.3319721934542,50.0643588687744,171.352952792253,30,8.02901934867759
11,3,-58.4289718296196,120.597559269666,175.386230639269,28,7.57526247963446
11,5,24.9066690007672,137.289429306585,58.9534975006269,43,7.72411581817149
11,7,4.62689743060306,201,63.5,36,7.30547982139625
11,8,28.9444219930818,236.258019502814,197.937544785115,26,7.26348297507407
11,9,-77.1061727395227,243.235752479029,116.913642210107,46,7.43070976095296
11,11,9.25234885910481,286.080391513853,227.506505111981,30,7.50032979293466
11,12,-30.2193593297128,333.428740452527,87.3842392385041,31,8.05735513265236
11,13,-6.69431273396031,125.441713923551,293.00340888722,24,7.54542188522539
11,14,-20.0668329653122,151.171558009915,287.469646515194,27,5.99680573483865
11,15,-11.39573232075,132.391350785071,301.41106489065,22,6.08712742035937
11,16,24.9547753841188,152.921902764707,301.593358914932,19,6.50674681562294
11,17,26.2487047714207,268.727307162143,257.16957557754,22,7.75703257673193
11,18,38.6332702727464,288.687833349235,268.390579034448,24,7.58332347301831
12,1,67.0939141798645,46.8448170686977,139.234038862745,32,7.7529660999033
12,2,69.2013561690662,50.7101253769825,171.144959458362,31,7.8914829632985
12,3,-58.9582157069193,120.587267312693,175.385377007174,29,7.70180182878597
12,5,24.9716378799027,137.577830423593,59.4065168772595,44,7.80149249498999
12,7,4.42766396848707,200.961399788256,63.9985077969835,37,7.43326496728694
12,8,28.6028437632575,236.061020392291,197.760632282846,27,7.3244608313002
12,9,-76.2334860526969,242.633346161175,117.395380315839,49,7.32640334330327
12,11,8.59750218394141,286.074746119177,227.505618550441,30,7.86762353346455
12,12,-30.4901187788662,333.677163459315,87.315446781701,31,8.29781243633343
12,13,-8.50417756895022,124.573940761095,293.994502541802,24,7.24974875271296
12,14,-17.9025310138945,151,287.5,28,6.13842449446963
