ImageNumber,ObjectNumber,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_IdentifySecondaryObjects
5,1,124.175,50.63333333333333,0,1,1
5,2,138.88235294117646,57.411764705882355,0,2,2
5,3,195.34285714285716,59.72,0,3,3
5,4,328.5464480874317,84.78142076502732,0,4,4
5,5,239.56852791878174,111.84771573604061,0,5,5
5,6,44.203125,136.15625,0,6,6
5,7,47.01526717557252,168.58778625954199,0,7,7
5,8,116.13669064748201,172.86330935251797,0,8,8
5,9,232.056,194.088,0,9,9
5,10,281.1275167785235,224.0738255033557,0,10,10
5,11,266.1186440677966,253.83898305084745,0,11,11
5,12,283.85470085470087,263.8974358974359,0,12,12
5,13,147.6153846153846,283.34615384615387,0,13,13
5,14,119.4,289.51666666666665,0,14,14
5,15,149.11267605633802,298.5211267605634,0,15,17
5,16,126.5,298.7352941176471,0,16,18
6,1,130.74761904761905,53.74761904761905,0,1,1
6,2,195.83333333333334,60.00555555555555,0,2,2
6,3,328.7704918032787,85.08196721311475,0,3,3
6,4,241.21186440677965,104.08474576271186,0,4,4
6,5,237.0909090909091,124.20779220779221,0,5,5
6,6,43.97674418604651,135.69767441860466,0,6,6
6,7,47.255639097744364,168.45112781954887,0,7,7
6,8,116.36054421768708,173.12925170068027,0,8,8
6,9,232.03225806451613,194.16935483870967,0,9,9
6,10,281.3092105263158,224.19078947368422,0,10,10
6,11,266.05128205128204,254.04273504273505,0,11,11
6,12,284.38260869565215,264.37391304347824,0,12,12
6,13,148.82,283.24,0,13,13
6,14,121.36986301369863,289.5342465753425,0,14,14
6,15,149.25714285714287,298.7142857142857,0,15,15
6,16,126.28205128205128,299.15384615384613,0,16,16
7,1,126.33557046979865,51.919463087248324,0,1,1
7,2,142.5483870967742,59.58064516129032,0,2,2
7,3,196.21511627906978,60.28488372093023,0,3,3
7,4,328.73224043715845,84.97267759562841,0,4,4
7,5,239.55737704918033,112.07103825136612,0,5,5
7,6,43.82539682539682,135.55555555555554,0,6,6
7,7,47.19402985074627,168.76119402985074,0,7,7
7,8,116.125,173.35416666666666,0,8,8
7,9,232.1015625,194.1875,0,9,9
7,10,281.3066666666667,224.46666666666667,0,10,10
7,11,265.63157894736844,254.0,0,11,11
7,12,284.59322033898303,264.45762711864404,0,12,12
7,13,150.77777777777777,282.68888888888887,0,13,13
7,14,119.6875,290.046875,0,14,16
7,15,149.26865671641792,298.6268656716418,0,15,18
7,16,125.57142857142857,299.6,0,16,19
8,1,131.2112676056338,54.25352112676056,0,1,1
8,2,196.28571428571428,60.36571428571428,0,2,2
8,3,328.78688524590166,85.07650273224044,0,3,3
8,4,239.51041666666666,112.0625,0,4,4
8,5,43.916666666666664,135.67424242424244,0,5,5
8,6,47.34027777777778,168.80555555555554,0,6,6
8,7,116.30985915492958,173.29577464788733,0,7,7
8,8,232.21311475409837,194.45081967213116,0,8,8
8,9,281.2108843537415,224.49659863945578,0,9,9
8,10,265.45535714285717,254.0625,0,10,10
8,11,284.9316239316239,264.7264957264957,0,11,11
8,12,150.97826086956522,282.9130434782609,0,12,12
8,13,118.93103448275862,290.1034482758621,0,13,14
8,14,149.54545454545453,298.6363636363636,0,14,16
8,15,125.12121212121212,299.6363636363636,0,15,17
9,1,131.44239631336404,54.58064516129032,0,1,1
9,2,195.89142857142858,60.457142857142856,0,2,2
9,3,328.8695652173913,85.23913043478261,0,3,3
9,4,241.67619047619047,102.73333333333333,0,4,4
9,5,236.9493670886076,124.65822784810126,0,5,5
9,6,43.552,134.512,0,6,6
9,7,47.333333333333336,168.7659574468085,0,7,8
9,8,116.2312925170068,173.6326530612245,0,8,9
9,9,232.33333333333334,194.65079365079364,0,9,10
9,10,281.3486842105263,224.56578947368422,0,10,11
9,11,264.62831858407077,253.8230088495575,0,11,12
9,12,285.48333333333335,264.9166666666667,0,12,13
