ImageNumber,ObjectNumber,Children_IdentifySecondaryObjects_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_Watershed
4,4,1,239.5929648241206,111.41708542713567,0,4,4
4,5,1,44.21875,136.578125,0,5,5
4,6,1,47.06106870229008,168.25954198473283,0,6,6
4,7,1,116.26618705035972,172.71223021582733,0,7,7
4,8,1,232.032,193.992,0,8,8
4,9,1,281.0326797385621,223.9607843137255,0,9,9
4,10,1,275.17903930131007,258.92576419213975,0,10,10
4,11,1,146.6909090909091,284.0181818181818,0,11,11
4,12,1,130.72727272727272,287.1818181818182,0,12,12
4,13,1,119.38709677419355,289.4516129032258,0,13,13
4,14,1,149.03030303030303,298.3484848484849,0,14,14
4,15,1,125.6896551724138,298.7241379310345,0,15,15
5,1,1,124.175,50.63333333333333,0,1,1
5,2,1,138.88235294117646,57.411764705882355,0,2,2
5,3,1,195.34285714285716,59.72,0,3,3
5,4,1,328.5464480874317,84.78142076502732,0,4,4
5,5,1,239.56852791878174,111.84771573604061,0,5,5
5,6,1,44.203125,136.15625,0,6,6
5,7,1,47.01526717557252,168.58778625954199,0,7,7
5,8,1,116.13669064748201,172.86330935251797,0,8,8
5,9,1,232.056,194.088,0,9,9
5,10,1,281.1275167785235,224.0738255033557,0,10,10
5,11,1,266.1186440677966,253.83898305084745,0,11,11
5,12,1,283.85470085470087,263.8974358974359,0,12,12
5,13,1,147.6153846153846,283.34615384615387,0,13,13
5,14,1,119.4,289.51666666666665,0,14,14
5,15,1,130.75,287.25,0,15,15
5,16,1,128.0,288.0,0,16,16
5,17,1,149.11267605633802,298.5211267605634,0,17,17
5,18,1,126.5,298.7352941176471,0,18,18
6,1,1,130.74761904761905,53.74761904761905,0,1,1
6,2,1,195.83333333333334,60.00555555555555,0,2,2
6,3,1,328.7704918032787,85.08196721311475,0,3,3
6,4,1,241.21186440677965,104.08474576271186,0,4,4
6,5,1,237.0909090909091,124.20779220779221,0,5,5
6,6,1,43.97674418604651,135.69767441860466,0,6,6
6,7,1,47.255639097744364,168.45112781954887,0,7,7
6,8,1,116.36054421768708,173.12925170068027,0,8,8
6,9,1,232.03225806451613,194.16935483870967,0,9,9
6,10,1,281.3092105263158,224.19078947368422,0,10,10
6,11,1,266.05128205128204,254.04273504273505,0,11,11
6,12,1,284.38260869565215,264.37391304347824,0,12,12
6,13,1,148.82,283.24,0,13,13
6,14,1,121.36986301369863,289.5342465753425,0,14,14
6,15,1,149.25714285714287,298.7142857142857,0,15,15
6,16,1,126.28205128205128,299.15384615384613,0,16,16
7,1,1,126.33557046979865,51.919463087248324,0,1,1
7,2,1,142.5483870967742,59.58064516129032,0,2,2
7,3,1,196.21511627906978,60.28488372093023,0,3,3
7,4,1,328.73224043715845,84.97267759562841,0,4,4
7,5,1,239.55737704918033,112.07103825136612,0,5,5
7,6,1,43.82539682539682,135.55555555555554,0,6,6
7,7,1,47.19402985074627,168.76119402985074,0,7,7
7,8,1,116.125,173.35416666666666,0,8,8
7,9,1,232.1015625,194.1875,0,9,9
7,10,1,281.3066666666667,224.46666666666667,0,10,10
7,11,1,265.63157894736844,254.0,0,11,11
7,12,1,284.59322033898303,264.45762711864404,0,12,12
7,13,1,150.77777777777777,282.68888888888887,0,13,13
7,14,1,140.0,286.0,0,14,14
7,15,1,143.0,286.0,0,15,15
7,16,1,119.6875,290.046875,0,16,16
7,17,1,130.5,287.5,0,17,17
7,18,1,149.26865671641792,298.6268656716418,0,18,18
7,19,1,125.57142857142857,299.6,0,19,19
8,1,1,131.2112676056338,54.25352112676056,0,1,1
8,2,1,196.28571428571428,60.36571428571428,0,2,2
8,3,1,328.78688524590166,85.07650273224044,0,3,3
8,4,1,239.51041666666666,112.0625,0,4,4
8,5,1,43.89312977099237,135.61068702290078,0,5,5
8,6,1,47.34027777777778,168.80555555555554,0,6,6
8,7,1,116.30985915492958,173.29577464788733,0,7,7
8,8,1,232.21311475409837,194.45081967213116,0,8,8
8,9,1,281.2108843537415,224.49659863945578,0,9,9
8,10,1,265.45535714285717,254.0625,0,10,10
8,11,1,284.9316239316239,264.7264957264957,0,11,11
8,12,1,150.97826086956522,282.9130434782609,0,12,12
8,13,1,138.75,286.75,0,13,13
8,14,1,118.93103448275862,290.1034482758621,0,14,14
8,15,1,130.0,287.5,0,15,15
8,16,1,149.54545454545453,298.6363636363636,0,16,16
8,17,1,125.12121212121212,299.6363636363636,0,17,17
9,1,1,131.44239631336404,54.58064516129032,0,1,1
9,2,1,195.89142857142858,60.457142857142856,0,2,2
9,3,1,328.8695652173913,85.23913043478261,0,3,3
9,4,1,241.67619047619047,102.73333333333333,0,4,4
9,5,1,236.9493670886076,124.65822784810126,0,5,5
9,6,1,43.552,134.512,0,6,6
9,7,1,49.0,147.0,0,7,7
9,8,1,47.333333333333336,168.7659574468085,0,8,8
9,9,1,116.2312925170068,173.6326530612245,0,9,9
9,10,1,232.33333333333334,194.65079365079364,0,10,10
9,11,1,281.3486842105263,224.56578947368422,0,11,11
9,12,1,264.62831858407077,253.8230088495575,0,12,12
9,13,1,285.48333333333335,264.9166666666667,0,13,13
9,14,1,151.21428571428572,283.1904761904762,0,14,14
9,15,1,139.0,286.75,0,15,15
9,16,1,118.35,290.3833333333333,0,16,16
9,17,1,149.5151515151515,298.8030303030303,0,17,17
9,18,1,124.94285714285714,299.9428571428571,0,18,18
10,1,1,131.51401869158877,54.6822429906542,0,1,1
10,2,1,196.20111731843576,60.59217877094972,0,2,2
10,3,1,328.7228260869565,85.33152173913044,0,3,3
10,4,1,241.77981651376146,103.0,0,4,4
10,5,1,236.525,125.725,0,5,5
10,6,1,43.0,134.39669421487602,0,6,6
10,7,1,47.629629629629626,169.05185185185186,0,7,7
10,8,1,116.37333333333333,173.70666666666668,0,8,8
10,9,1,232.34126984126985,194.8095238095238,0,9,9
10,10,1,281.6625,224.83125,0,10,10
10,11,1,264.3063063063063,253.85585585585585,0,11,11
10,12,1,285.34166666666664,264.94166666666666,0,12,12
10,13,1,151.1904761904762,283.14285714285717,0,13,13
10,14,1,139.0,287.0,0,14,14
10,15,1,118.0,290.5081967213115,0,15,15
10,16,1,130.0,288.0,0,16,16
10,17,1,149.80882352941177,298.8382352941176,0,17,17
10,18,1,124.91666666666667,299.8888888888889,0,18,18
11,1,1,132.10138248847926,54.94930875576037,0,1,1
11,2,1,196.16847826086956,60.69565217391305,0,2,2
11,3,1,328.76630434782606,85.40217391304348,0,3,3
11,4,1,241.6355140186916,103.04672897196262,0,4,4
11,5,1,238.0,116.0,0,5,5
11,6,1,236.53012048192772,126.26506024096386,0,6,6
11,7,1,42.85826771653543,134.15748031496062,0,7,7
11,8,1,42.111111111111114,157.66666666666666,0,8,8
11,9,1,47.6015037593985,169.53383458646616,0,9,9
11,10,1,116.36734693877551,173.91156462585033,0,10,10
11,11,1,232.390243902439,194.90243902439025,0,11,11
11,12,1,281.60897435897436,224.69871794871796,0,12,12
11,13,1,264.01769911504425,253.94690265486724,0,13,13
11,14,1,285.3965517241379,264.8965517241379,0,14,14
11,15,1,155.57894736842104,281.6842105263158,0,15,15
11,16,1,147.875,284.7083333333333,0,16,16
11,17,1,138.5,287.0,0,17,17
11,18,1,117.83333333333333,290.3939393939394,0,18,18
11,19,1,149.66176470588235,299.0735294117647,0,19,19
11,20,1,124.375,300.0,0,20,20
12,1,1,124.28225806451613,51.78225806451613,0,1,1
12,2,1,145.36111111111111,61.05555555555556,0,2,2
12,3,1,196.77184466019418,61.04368932038835,0,3,3
12,4,1,328.7857142857143,85.70918367346938,0,4,4
12,5,1,242.2921348314607,101.76404494382022,0,5,5
12,6,1,235.73846153846154,128.2923076923077,0,6,6
12,7,1,42.060344827586206,132.9051724137931,0,7,7
12,8,1,50.0,147.0,0,8,8
12,9,1,48.46491228070175,171.00877192982455,0,9,9
12,10,1,116.48101265822785,174.19620253164558,0,10,10
12,11,1,232.375,194.84027777777777,0,11,11
12,12,1,281.63793103448273,224.91379310344828,0,12,12
12,13,1,262.65686274509807,253.57843137254903,0,13,13
12,14,1,286.39495798319325,265.42857142857144,0,14,14
12,15,1,156.43478260869566,281.82608695652175,0,15,15
12,16,1,146.85714285714286,285.0,0,16,16
12,17,1,117.01639344262296,290.73770491803276,0,17,17
12,18,1,149.47058823529412,298.75,0,18,18
12,19,1,123.29629629629629,300.44444444444446,0,19,19
13,1,1,124.56153846153846,51.76923076923077,0,1,1
13,2,1,188.89380530973452,60.31858407079646,0,2,2
13,3,1,138.0,58.0,0,3,3
13,4,1,146.2,61.5,0,4,4
13,5,1,205.82022471910113,61.831460674157306,0,5,5
13,6,1,328.72680412371136,85.8659793814433,0,6,6
13,7,1,242.47252747252747,101.63736263736264,0,7,7
13,8,1,235.671875,128.234375,0,8,8
13,9,1,41.836363636363636,132.85454545454544,0,9,9
13,10,1,41.0,158.0,0,10,10
13,11,1,44.0,159.0,0,11,11
13,12,1,48.51260504201681,170.73949579831933,0,12,12
13,13,1,116.5,174.28205128205127,0,13,13
13,14,1,232.4820143884892,195.0431654676259,0,14,14
13,15,1,281.6470588235294,225.01764705882354,0,15,15
13,16,1,262.4339622641509,253.53773584905662,0,16,16
13,17,1,286.34453781512605,265.4201680672269,0,17,17
13,18,1,156.52380952380952,282.3333333333333,0,18,18
13,19,1,147.0,285.23809523809524,0,19,19
13,20,1,138.66666666666666,287.6666666666667,0,20,20
13,21,1,116.09677419354838,291.14516129032256,0,21,21
13,22,1,149.61111111111111,298.81944444444446,0,22,22
13,23,1,123.25,300.5833333333333,0,23,23
14,1,1,122.08,51.15,0,1,1
14,2,1,133.07142857142858,55.214285714285715,0,2,2
14,3,1,188.04761904761904,60.25714285714286,0,3,3
14,4,1,147.12121212121212,61.89393939393939,0,4,4
14,5,1,205.62765957446808,61.840425531914896,0,5,5
14,6,1,328.6443298969072,85.84536082474227,0,6,6
14,7,1,242.5632183908046,101.04597701149426,0,7,7
14,8,1,235.78333333333333,128.98333333333332,0,8,8
14,9,1,41.925233644859816,132.70093457943926,0,9,9
14,10,1,50.0,147.0,0,10,10
14,11,1,41.0,158.0,0,11,11
14,12,1,49.0,171.2566371681416,0,12,12
14,13,1,116.50993377483444,174.36423841059602,0,13,13
14,14,1,232.5,195.04225352112675,0,14,14
14,15,1,281.59659090909093,225.03977272727272,0,15,15
14,16,1,262.09708737864077,253.6893203883495,0,16,16
14,17,1,286.7130434782609,265.504347826087,0,17,17
14,18,1,156.89473684210526,282.42105263157896,0,18,18
14,19,1,147.14285714285714,285.4761904761905,0,19,19
14,20,1,115.63235294117646,291.29411764705884,0,20,20
14,21,1,149.52173913043478,298.6231884057971,0,21,21
14,22,1,122.55882352941177,300.88235294117646,0,22,22
15,1,1,122.69724770642202,51.642201834862384,0,1,1
15,2,1,134.25,55.5,0,2,2
15,3,1,188.04761904761904,60.304761904761904,0,3,3
15,4,1,147.84,62.14666666666667,0,4,4
15,5,1,205.76344086021504,62.01075268817204,0,5,5
15,6,1,328.6102564102564,85.87179487179488,0,6,6
15,7,1,242.78313253012047,100.3855421686747,0,7,7
15,8,1,235.64615384615385,129.12307692307692,0,8,8
15,9,1,42.06603773584906,132.6320754716981,0,9,9
15,10,1,40.5,157.5,0,10,10
15,11,1,43.0,159.0,0,11,11
15,12,1,49.1271186440678,171.3050847457627,0,12,12
15,13,1,116.67948717948718,174.26282051282053,0,13,13
15,14,1,232.31654676258992,195.02158273381295,0,14,14
15,15,1,281.63583815028903,225.07514450867052,0,15,15
15,16,1,261.71287128712873,253.46534653465346,0,16,16
15,17,1,287.0695652173913,265.75652173913045,0,17,17
15,18,1,157.53333333333333,283.6,0,18,18
15,19,1,147.47368421052633,285.7368421052632,0,19,19
15,20,1,114.7741935483871,291.83870967741933,0,20,20
15,21,1,149.37878787878788,298.530303030303,0,21,21
15,22,1,121.94117647058823,301.0,0,22,22
16,1,1,122.4949494949495,51.64646464646464,0,1,1
16,2,1,134.6,56.2,0,2,2
16,3,1,130.5,57.0,0,3,3
16,4,1,196.4572864321608,61.165829145728644,0,4,4
16,5,1,148.45333333333335,62.266666666666666,0,5,5
16,6,1,328.3673469387755,86.15306122448979,0,6,6
16,7,1,242.88095238095238,99.85714285714286,0,7,7
16,8,1,235.44776119402985,129.6417910447761,0,8,8
16,9,1,41.699029126213595,132.1747572815534,0,9,9
16,10,1,49.39449541284404,171.5137614678899,0,10,10
16,11,1,116.69620253164557,174.0253164556962,0,11,11
16,12,1,232.30985915492957,195.16901408450704,0,12,12
16,13,1,281.4057142857143,225.08,0,13,13
16,14,1,261.07,253.41,0,14,14
16,15,1,286.92105263157896,265.70175438596493,0,15,15
16,16,1,279.0,264.0,0,16,16
16,17,1,157.61111111111111,285.22222222222223,0,17,17
16,18,1,146.8,286.5,0,18,18
16,19,1,114.0625,292.078125,0,19,19
16,20,1,125.0,289.0,0,20,20
16,21,1,127.0,289.0,0,21,21
16,22,1,149.58333333333334,298.4166666666667,0,22,22
16,23,1,126.27272727272727,300.0,0,23,23
16,24,1,119.45,301.65,0,24,24
17,1,1,122.95575221238938,51.78761061946903,0,1,1
17,2,1,135.0,56.0,0,2,2
17,3,1,188.75213675213675,60.48717948717949,0,3,3
17,4,1,149.1125,62.7625,0,4,4
17,5,1,207.21518987341773,62.18987341772152,0,5,5
17,6,1,328.65128205128207,85.96923076923076,0,6,6
17,7,1,243.1625,99.35,0,7,7
17,8,1,235.4142857142857,129.85714285714286,0,8,8
17,9,1,41.41,132.2,0,9,9
17,10,1,41.5,157.5,0,10,10
17,11,1,48.95652173913044,171.16521739130434,0,11,11
17,12,1,116.96815286624204,173.9299363057325,0,12,12
17,13,1,232.2551724137931,195.06896551724137,0,13,13
17,14,1,281.69714285714286,225.27428571428572,0,14,14
17,15,1,260.0927835051546,253.56701030927834,0,15,15
17,16,1,286.5762711864407,265.52542372881356,0,16,16
17,17,1,147.125,286.2083333333333,0,17,17
17,18,1,137.33333333333334,285.6666666666667,0,18,18
17,19,1,157.71428571428572,287.14285714285717,0,19,19
17,20,1,114.52307692307693,291.84615384615387,0,20,20
17,21,1,149.85,298.35,0,21,21
17,22,1,122.875,300.6875,0,22,22
18,1,1,121.93069306930693,51.663366336633665,0,1,1
18,2,1,130.5,57.5,0,2,2
18,3,1,196.15151515151516,61.17171717171717,0,3,3
18,4,1,149.5164835164835,62.62637362637363,0,4,4
18,5,1,328.61306532663315,86.12060301507537,0,5,5
18,6,1,243.1818181818182,99.0909090909091,0,6,6
18,7,1,237.0,120.0,0,7,7
18,8,1,41.06818181818182,131.9090909090909,0,8,8
18,9,1,235.0,131.046875,0,9,9
18,10,1,50.0,146.5,0,10,10
18,11,1,41.0,157.2,0,11,11
18,12,1,117.06134969325153,173.69325153374234,0,12,12
18,13,1,46.98360655737705,167.36065573770492,0,13,13
18,14,1,52.68571428571428,178.82857142857142,0,14,14
18,15,1,232.70666666666668,195.40666666666667,0,15,15
18,16,1,281.73295454545456,225.2215909090909,0,16,16
18,17,1,261.04273504273505,255.2136752136752,0,17,17
18,18,1,285.66990291262135,266.00970873786406,0,18,18
18,19,1,147.0,285.8,0,19,19
18,20,1,158.0625,287.5625,0,20,20
18,21,1,115.04761904761905,291.74603174603175,0,21,21
18,22,1,149.56896551724137,298.1551724137931,0,22,22
18,23,1,125.3157894736842,300.5263157894737,0,23,23
18,24,1,118.14285714285714,302.07142857142856,0,24,24
19,1,1,123.06306306306307,51.927927927927925,0,1,1
19,2,1,187.7403846153846,60.38461538461539,0,2,2
19,3,1,149.42045454545453,62.29545454545455,0,3,3
19,4,1,206.20481927710844,62.18072289156626,0,4,4
19,5,1,328.3048128342246,86.1283422459893,0,5,5
19,6,1,243.42105263157896,99.07894736842105,0,6,6
19,7,1,240.46666666666667,109.33333333333333,0,7,7
19,8,1,235.55128205128204,128.98717948717947,0,8,8
19,9,1,41.14782608695652,131.94782608695652,0,9,9
19,10,1,50.5,148.0,0,10,10
19,11,1,48.3448275862069,169.64827586206897,0,11,11
19,12,1,116.92413793103448,173.7448275862069,0,12,12
19,13,1,232.3828125,195.2265625,0,13,13
19,14,1,281.56363636363636,225.0969696969697,0,14,14
19,15,1,261.5128205128205,255.24786324786325,0,15,15
19,16,1,284.4173913043478,265.3478260869565,0,16,16
19,17,1,135.42857142857142,281.85714285714283,0,17,17
19,18,1,145.40740740740742,284.44444444444446,0,18,18
19,19,1,156.41666666666666,286.8333333333333,0,19,19
19,20,1,117.55357142857143,290.92857142857144,0,20,20
19,21,1,149.2280701754386,297.10526315789474,0,21,21
19,22,1,123.97222222222223,301.44444444444446,0,22,22
20,1,1,123.76923076923077,52.27350427350427,0,1,1
20,2,1,187.15533980582524,60.41747572815534,0,2,2
20,3,1,150.63953488372093,62.54651162790697,0,3,3
20,4,1,206.63855421686748,62.34939759036145,0,4,4
20,5,1,328.2513368983957,86.1283422459893,0,5,5
20,6,1,243.01075268817203,100.0752688172043,0,6,6
20,7,1,235.34177215189874,129.72151898734177,0,7,7
20,8,1,40.867924528301884,131.9433962264151,0,8,8
20,9,1,48.510791366906474,169.45323741007195,0,9,9
20,10,1,117.05960264900662,173.26490066225165,0,10,10
20,11,1,232.53846153846155,195.3230769230769,0,11,11
20,12,1,281.5,225.1280487804878,0,12,12
20,13,1,261.06722689075633,255.52100840336135,0,13,13
20,14,1,284.4594594594595,265.47747747747746,0,14,14
20,15,1,144.96153846153845,284.0769230769231,0,15,15
20,16,1,156.72727272727272,287.0,0,16,16
20,17,1,119.375,290.875,0,17,17
20,18,1,149.75510204081633,297.265306122449,0,18,18
20,19,1,124.76315789473684,301.8157894736842,0,19,19
21,1,1,124.95833333333333,52.891666666666666,0,1,1
21,2,1,186.72815533980582,60.359223300970875,0,2,2
21,3,1,152.90217391304347,61.358695652173914,0,3,3
21,4,1,206.47058823529412,62.411764705882355,0,4,4
21,5,1,328.33678756476684,86.27461139896373,0,5,5
21,6,1,243.1046511627907,99.40697674418605,0,6,6
21,7,1,240.11111111111111,109.11111111111111,0,7,7
21,8,1,235.53658536585365,129.46341463414635,0,8,8
21,9,1,40.75925925925926,131.91666666666666,0,9,9
21,10,1,48.66187050359712,170.0935251798561,0,10,10
21,11,1,117.08552631578948,173.34868421052633,0,11,11
21,12,1,232.59259259259258,195.3111111111111,0,12,12
21,13,1,280.8855421686747,225.12048192771084,0,13,13
21,14,1,260.9756097560976,255.6341463414634,0,14,14
21,15,1,284.49056603773585,265.3490566037736,0,15,15
21,16,1,145.06896551724137,283.6551724137931,0,16,16
21,17,1,157.0,287.0,0,17,17
21,18,1,119.01923076923077,290.7692307692308,0,18,18
21,19,1,149.87755102040816,297.1020408163265,0,19,19
21,20,1,125.28947368421052,301.7368421052632,0,20,20
22,1,1,128.03968253968253,54.46825396825397,0,1,1
22,2,1,156.56666666666666,59.72222222222222,0,2,2
22,3,1,186.18085106382978,60.648936170212764,0,3,3
22,4,1,206.8139534883721,62.53488372093023,0,4,4
22,5,1,328.3265306122449,86.33163265306122,0,5,5
22,6,1,243.1123595505618,99.43820224719101,0,6,6
22,7,1,235.13253012048193,130.15662650602408,0,7,7
22,8,1,40.255319148936174,131.18085106382978,0,8,8
22,9,1,48.82786885245902,170.30327868852459,0,9,9
22,10,1,117.33333333333333,173.37908496732027,0,10,10
22,11,1,232.54676258992805,195.50359712230215,0,11,11
22,12,1,281.10526315789474,225.26315789473685,0,12,12
22,13,1,260.7142857142857,256.2857142857143,0,13,13
22,14,1,284.734693877551,265.7040816326531,0,14,14
22,15,1,275.0,261.0,0,15,15
22,16,1,145.5,283.6666666666667,0,16,16
22,17,1,157.0,287.0,0,17,17
22,18,1,118.27272727272727,291.0181818181818,0,18,18
22,19,1,150.22222222222223,297.6,0,19,19
22,20,1,125.36842105263158,301.7105263157895,0,20,20
23,1,1,129.46031746031747,55.01587301587302,0,1,1
23,2,1,157.675,59.5625,0,2,2
23,3,1,185.79545454545453,60.64772727272727,0,3,3
23,4,1,206.95348837209303,62.41860465116279,0,4,4
23,5,1,328.096256684492,86.53475935828877,0,5,5
23,6,1,243.31764705882352,98.74117647058823,0,6,6
23,7,1,239.6,109.2,0,7,7
23,8,1,235.37209302325581,130.37209302325581,0,8,8
23,9,1,39.71111111111111,130.34444444444443,0,9,9
23,10,1,50.75,148.0,0,10,10
23,11,1,48.642857142857146,169.87301587301587,0,11,11
23,12,1,117.33552631578948,173.3421052631579,0,12,12
23,13,1,232.85714285714286,195.60714285714286,0,13,13
23,14,1,275.2692307692308,224.18269230769232,0,14,14
23,15,1,289.54545454545456,226.75757575757575,0,15,15
23,16,1,260.02542372881356,256.4406779661017,0,16,16
23,17,1,284.33663366336634,265.5742574257426,0,17,17
23,18,1,134.5,280.0,0,18,18
23,19,1,145.25,283.6,0,19,19
23,20,1,156.66666666666666,286.8,0,20,20
23,21,1,118.27272727272727,290.92727272727274,0,21,21
23,22,1,150.25531914893617,297.25531914893617,0,22,22
23,23,1,125.775,301.75,0,23,23
24,1,1,130.45255474452554,55.40875912408759,0,1,1
24,2,1,157.3783783783784,59.148648648648646,0,2,2
24,3,1,185.2875,60.325,0,3,3
24,4,1,166.0,58.5,0,4,4
24,5,1,206.67816091954023,62.48275862068966,0,5,5
24,6,1,327.8994708994709,86.83068783068784,0,6,6
24,7,1,243.1443298969072,100.08247422680412,0,7,7
24,8,1,39.56043956043956,130.14285714285714,0,8,8
24,9,1,235.3111111111111,130.34444444444443,0,9,9
24,10,1,45.5,141.0,0,10,10
24,11,1,50.5,147.5,0,11,11
24,12,1,48.90298507462686,169.955223880597,0,12,12
24,13,1,116.97986577181209,173.63087248322148,0,13,13
24,14,1,232.90714285714284,195.67857142857142,0,14,14
24,15,1,275.12264150943395,224.20754716981133,0,15,15
24,16,1,289.7536231884058,226.84057971014494,0,16,16
24,17,1,259.6810344827586,256.57758620689657,0,17,17
24,18,1,276.0,260.0,0,18,18
24,19,1,284.6060606060606,265.85858585858585,0,19,19
24,20,1,274.0,261.0,0,20,20
24,21,1,145.0,283.75,0,21,21
24,22,1,157.33333333333334,287.5,0,22,22
24,23,1,117.9090909090909,290.9818181818182,0,23,23
24,24,1,150.66666666666666,297.84313725490193,0,24,24
24,25,1,128.09677419354838,301.5806451612903,0,25,25
24,26,1,118.8,301.6,0,26,26
25,1,1,129.97058823529412,55.404411764705884,0,1,1
25,2,1,157.73333333333332,59.026666666666664,0,2,2
25,3,1,185.64634146341464,60.47560975609756,0,3,3
25,4,1,207.27710843373495,62.54216867469879,0,4,4
25,5,1,327.6595744680851,86.73936170212765,0,5,5
25,6,1,242.93269230769232,100.5,0,6,6
25,7,1,39.13131313131313,130.04040404040404,0,7,7
25,8,1,235.09876543209876,131.01234567901236,0,8,8
25,9,1,50.6,147.8,0,9,9
25,10,1,40.2,155.1,0,10,10
25,11,1,46.625,166.234375,0,11,11
25,12,1,117.45751633986929,173.16993464052288,0,12,12
25,13,1,54.0,178.9433962264151,0,13,13
25,14,1,233.82089552238807,196.03731343283582,0,14,14
25,15,1,280.5581395348837,225.13953488372093,0,15,15
25,16,1,260.01666666666665,256.6166666666667,0,16,16
25,17,1,284.2178217821782,265.91089108910893,0,17,17
25,18,1,273.0,262.0,0,18,18
25,19,1,144.58064516129033,283.5483870967742,0,19,19
25,20,1,157.3,287.2,0,20,20
25,21,1,118.08064516129032,291.01612903225805,0,21,21
25,22,1,150.78571428571428,297.94642857142856,0,22,22
25,23,1,127.61111111111111,301.6666666666667,0,23,23
26,1,1,128.57777777777778,54.992592592592594,0,1,1
26,2,1,157.4788732394366,59.66197183098591,0,2,2
26,3,1,184.53846153846155,60.32051282051282,0,3,3
26,4,1,208.7,62.83,0,4,4
26,5,1,327.93,86.96,0,5,5
26,6,1,244.17525773195877,97.77319587628865,0,6,6
26,7,1,36.36363636363637,126.07272727272728,0,7,7
26,8,1,234.75555555555556,132.43333333333334,0,8,8
26,9,1,38.5,133.0,0,9,9
26,10,1,44.42857142857143,136.14285714285714,0,10,10
26,11,1,40.4,156.6,0,11,11
26,12,1,117.53048780487805,173.0731707317073,0,12,12
26,13,1,45.27272727272727,166.54545454545453,0,13,13
26,14,1,49.5,167.5,0,14,14
26,15,1,54.48837209302326,180.67441860465115,0,15,15
26,16,1,233.61111111111111,196.00617283950618,0,16,16
26,17,1,280.5052631578947,225.4157894736842,0,17,17
26,18,1,258.8139534883721,257.30232558139534,0,18,18
26,19,1,286.0833333333333,266.75,0,19,19
26,20,1,144.28571428571428,283.3333333333333,0,20,20
26,21,1,158.22222222222223,287.6666666666667,0,21,21
26,22,1,117.20370370370371,291.0925925925926,0,22,22
26,23,1,150.8108108108108,296.8918918918919,0,23,23
26,24,1,128.65217391304347,301.7826086956522,0,24,24
26,25,1,119.72727272727273,302.45454545454544,0,25,25
27,1,1,127.3305785123967,54.19834710743802,0,1,1
27,2,1,157.9375,59.40625,0,2,2
27,3,1,184.49397590361446,60.855421686746986,0,3,3
27,4,1,139.11111111111111,60.77777777777778,0,4,4
27,5,1,209.009900990099,62.87128712871287,0,5,5
27,6,1,327.6717948717949,87.0923076923077,0,6,6
