ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Children_FilterObjects_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Neighbors_AngleBetweenNeighbors_Expanded,Neighbors_FirstClosestDistance_Expanded,Neighbors_FirstClosestObjectNumber_Expanded,Neighbors_NumberOfNeighbors_Expanded,Neighbors_PercentTouching_Expanded,Neighbors_SecondClosestDistance_Expanded,Neighbors_SecondClosestObjectNumber_Expanded,Number_Object_Number,Parent_FilteredNuclei,Parent_Watershed,TrackObjects_Displacement_50,TrackObjects_DistanceTraveled_50,TrackObjects_FinalAge_50,TrackObjects_IntegratedDistance_50,TrackObjects_Label_50,TrackObjects_Lifetime_50,TrackObjects_Linearity_50,TrackObjects_ParentImageNumber_50,TrackObjects_ParentObjectNumber_50,TrackObjects_TrajectoryX_50,TrackObjects_TrajectoryY_50
1,1,209,522,146,62,117,44,129.86124401913875,52.483253588516746,2.0624129939547977,235,0.9730405301042694,16.312788383647018,1,0.4003831417624521,0.4848689389230628,34.60782644620203,31.76476034853718,4.123105625617661,2.0350675256324937,2.0,7.602631123499285,7.981747808311147,63.254332652698956,73.59797974644667,0.8893617021276595,1,129.86124401913875,52.483253588516746,0,90.75970696712591,65.90156748116722,2,3.0,68.79432624113475,120.04044245979338,7,1,1,1,0.0,0.0,nan,0.0,1.0,1,nan,0.0,0,0.0,0.0
1,2,171,240,211,63,181,55,195.44444444444446,58.953216374269005,1.9643880454603486,192,0.9754128480261736,14.755472278097805,1,0.7125,0.5090643889383133,31.7793636056132,29.068883707497267,3.605551275463989,1.9031230976211533,2.0,6.6996452071463715,7.003711463886385,86.73150691717761,64.97056274847714,0.890625,1,195.44444444444446,58.953216374269005,0,136.02450536295342,65.90156748116722,1,4.0,76.04166666666667,68.1542732073643,4,2,2,2,0.0,0.0,nan,0.0,2.0,1,nan,0.0,0,0.0,0.0
1,3,186,360,342,92,318,77,329.0967741935484,84.01612903225806,1.5072898412175613,198,0.9433165660658144,15.389040103942165,1,0.5166666666666667,0.6634424067982958,26.863439887629276,25.495097567963924,4.47213595499958,2.2214662022530107,2.0,8.403430671982933,8.915823783637569,-60.70880290643602,59.35533905932738,0.9393939393939394,1,329.0967741935484,84.01612903225806,0,27.32014650873837,93.4291687631947,4,3.0,51.5625,135.98196512135425,2,3,3,3,0.0,0.0,nan,0.0,3.0,1,nan,0.0,0,0.0,0.0
1,4,204,456,246,132,234,94,239.6078431372549,110.86274509803921,2.8258472812898097,247,0.9876172630710112,16.11647812414279,1,0.4473684210526316,0.35387616543225475,42.103969036884976,38.07886552931954,3.605551275463989,1.7910846392447515,2.0,6.471832459560074,6.605378992399047,-12.021291865204638,85.11269837220809,0.8259109311740891,1,239.6078431372549,110.86274509803921,0,134.1949923181975,68.1542732073643,2,5.0,100.0,82.8585440798204,8,4,4,4,0.0,0.0,nan,0.0,4.0,1,nan,0.0,0,0.0,0.0
1,5,124,168,49,148,41,127,44.38709677419355,136.80645161290323,1.5304613438330372,136,0.9198670792004082,12.565098628628435,1,0.7380952380952381,0.6533977509654063,20.21095843499305,20.223748416156685,4.0,1.9765463537157588,2.0,7.0,7.927348959918667,5.908686726854167,48.83452377915607,0.9117647058823529,1,44.38709677419355,136.80645161290323,0,59.41352851899803,31.125592687066533,6,3.0,71.36929460580913,80.13886387646737,7,5,5,5,0.0,0.0,nan,0.0,5.0,1,nan,0.0,0,0.0,0.0
1,6,127,190,52,178,42,159,46.94488188976378,167.82677165354332,1.4899626089388978,144,0.9259885064260596,12.716187407449045,1,0.6684210526315789,0.671157782081637,20.945833452165328,19.313207915827967,4.123105625617661,1.981189382129078,2.0,7.761140001162655,7.908135022066132,11.8642259369019,48.7634559672906,0.8819444444444444,1,46.94488188976378,167.82677165354332,0,97.96450086282348,31.125592687066533,5,3.0,71.1943793911007,69.66045567228149,7,6,6,6,0.0,0.0,nan,0.0,6.0,1,nan,0.0,0,0.0,0.0
1,7,148,320,125,182,109,162,116.49324324324324,171.77702702702703,1.5644742822848883,158,0.9479388179291154,13.727325035155395,1,0.4625,0.6391923544690787,24.414218451661338,23.021728866442675,4.123105625617661,1.991800016841839,2.0,7.690153544530925,7.774769005240223,-35.88035270710258,53.94112549695428,0.9367088607594937,1,116.49324324324324,171.77702702702703,0,22.621970618178473,69.66045567228149,6,8.0,100.0,80.13886387646737,5,7,7,7,0.0,0.0,nan,0.0,7.0,1,nan,0.0,0,0.0,0.0
1,8,128,266,242,201,223,187,231.7890625,193.3515625,1.5355588415500083,141,0.942569994586202,12.766152972845846,1,0.48120300751879697,0.6512287077130761,22.225078900955353,20.591260281974,3.605551275463989,1.9147909217470667,2.0,6.933752452815364,7.423369499176848,59.42601427890177,49.698484809834994,0.9078014184397163,1,231.7890625,193.3515625,0,27.901185168327718,57.69730704809511,9,5.0,100.0,70.31185574164715,10,8,8,8,0.0,0.0,nan,0.0,8.0,1,nan,0.0,0,0.0,0.0
1,9,146,230,293,229,270,219,280.8904109589041,223.65068493150685,1.5775586820261827,166,0.9390440665015891,13.63425735166143,1,0.6347826086956522,0.633890841205109,23.51777216230018,22.360679774997898,4.123105625617661,2.0547871749678723,2.0,7.995905065506586,8.085334863077167,82.36010114324509,53.798989873223334,0.8795180722891566,1,280.8904109589041,223.65068493150685,0,27.48465552212687,33.20068759131413,10,5.0,81.94774346793349,39.56080176189979,11,9,9,9,0.0,0.0,nan,0.0,9.0,1,nan,0.0,0,0.0,0.0
1,10,120,216,277,261,259,249,267.39166666666665,253.98333333333332,1.416253637930187,135,0.9241597760928804,12.360774464742066,1,0.5555555555555556,0.7060882127451905,20.187533341516918,18.601075237738275,4.123105625617661,1.946654213391677,2.0,7.155417527999327,7.711762143824243,66.23517921410317,46.21320343559643,0.8888888888888888,1,267.39166666666665,253.98333333333332,0,95.92579649576075,18.35583252834984,11,5.0,99.4550408719346,33.20068759131413,9,10,10,10,0.0,0.0,nan,0.0,10.0,1,nan,0.0,0,0.0,0.0
