Channel_img,Count_FilteredNuclei,Count_IdentifySecondaryObjects,Count_Watershed,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05ColorToGray,ExecutionTime_06CorrectIlluminationCalculate,ExecutionTime_07CorrectIlluminationApply,ExecutionTime_08Threshold,ExecutionTime_09ImageMath,ExecutionTime_10Watershed,ExecutionTime_11IdentifySecondaryObjects,ExecutionTime_12TrackObjects,ExecutionTime_13MeasureObjectSizeShape,ExecutionTime_14MeasureObjectNeighbors,ExecutionTime_15SaveImages,FileName_img,Frame_img,Group_Index,Group_Number,Height_img,ImageNumber,ImageSet_ImageSet,MD5Digest_img,Metadata_FileLocation,Metadata_Frame,Metadata_Series,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05ColorToGray,ModuleError_06CorrectIlluminationCalculate,ModuleError_07CorrectIlluminationApply,ModuleError_08Threshold,ModuleError_09ImageMath,ModuleError_10Watershed,ModuleError_11IdentifySecondaryObjects,ModuleError_12TrackObjects,ModuleError_13MeasureObjectSizeShape,ModuleError_14MeasureObjectNeighbors,ModuleError_15SaveImages,PathName_img,ProcessingStatus,Scaling_img,Series_img,Threshold_FinalThreshold_IdentifySecondaryObjects,Threshold_FinalThreshold_Threshold,Threshold_OrigThreshold_IdentifySecondaryObjects,Threshold_OrigThreshold_Threshold,Threshold_SumOfEntropies_IdentifySecondaryObjects,Threshold_SumOfEntropies_Threshold,Threshold_WeightedVariance_IdentifySecondaryObjects,Threshold_WeightedVariance_Threshold,TrackObjects_LostObjectCount_IdentifySecondaryObjects_50,TrackObjects_MergedObjectCount_IdentifySecondaryObjects_50,TrackObjects_NewObjectCount_IdentifySecondaryObjects_50,TrackObjects_SplitObjectCount_IdentifySecondaryObjects_50,URL_img,Width_img
-2,50.0,50.0,50.0,0.0,0.0,0.21875,0.0,0.0625,0.0,0.0,0.0625,0.0,0.125,0.21875,0.234375,0.15625,0.125,0.03125,TestSchnitz-01-p-011.tif,0,11,1,538,11,b'eLtreVRJG03JQzolG+qVZKaBazuY34GBC/ITZjUKYoA9b2eDqIqCUtOoVBuC3AC2GUSDIw/IAHsFZyVIk1pZARRzxQWJyankmgYMIOQqHWq2jT6yoA2kotc1stGHVvn6qL4BCuDwNShr2AEAkHkl1A==',8e80a8b9d3e6528203be65ba62543d7c,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Schnitzcells%20sample%20images%20set/1.%20Raw%20Images/1.%20raw%20images/TestSchnitz-01-p-011.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\GitHub\article\CellProfiler\Schnitzcells sample images set\1. Raw Images\1. raw images,Done,65535,0,0.9925910234451294,0.0073951417580246925,0.992591,0.0073951418,-14.064817175918362,-13.645939464386913,1.1981218263999531e-08,0.00025686519947367445,27,3,35,3,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Schnitzcells%20sample%20images%20set/1.%20Raw%20Images/1.%20raw%20images/TestSchnitz-01-p-011.tif,472
-2,54.0,54.0,54.0,0.0,0.0,0.140625,0.0,0.09375,0.03125,0.0,0.09375,0.015625,0.171875,0.234375,0.234375,0.15625,0.125,0.03125,TestSchnitz-01-p-012.tif,0,12,1,538,12,b'eLtreVRJG03JQzolG+mVZKaBazuY34GBC/ITZjUKYoA9b2eDqIqCUtOoVBuC3AC2GUSDIw/IAHsFZyVIk1pZARRzxQWJyankmgYMIOQqHWq2jT6yoA2kotc1stGHVvn6qL4BCuDwNShr2AEAkjEl1Q==',6c7ca2614a98967a7624a59d44161831,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Schnitzcells%20sample%20images%20set/1.%20Raw%20Images/1.%20raw%20images/TestSchnitz-01-p-012.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\GitHub\article\CellProfiler\Schnitzcells sample images set\1. Raw Images\1. raw images,Done,65535,0,0.9927050471305847,0.0072819506749510765,0.99270505,0.0072819507,-14.115044497110384,-13.733781391193986,1.1008605401193489e-08,0.0002386785369041514,36,1,32,7,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Schnitzcells%20sample%20images%20set/1.%20Raw%20Images/1.%20raw%20images/TestSchnitz-01-p-012.tif,472
-2,55.0,55.0,55.0,0.0,0.0,0.09375,0.0,0.015625,0.015625,0.0,0.078125,0.0,0.140625,0.203125,0.234375,0.125,0.125,0.015625,TestSchnitz-01-p-013.tif,0,13,1,538,13,b'eLtreVRJG03JQzolG+uVZKaBazuY34GBC/ITZjUKYoA9b2eDqIqCUtOoVBuC3AC2GUSDIw/IAHsFZyVIk1pZARRzxQWJyankmgYMIOQqHWq2jT6yoA2kotc1stGHVvn6qL4BCuDwNShr2AEAk+kl1g==',8e275cf8dedfc31c8286455e2d7f322e,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Schnitzcells%20sample%20images%20set/1.%20Raw%20Images/1.%20raw%20images/TestSchnitz-01-p-013.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\GitHub\article\CellProfiler\Schnitzcells sample images set\1. Raw Images\1. raw images,Done,65535,0,0.9926563501358032,0.007317893207073212,0.99265635,0.007317893,-14.098700883233644,-13.84875958319791,1.0283637492619497e-08,0.00022100906669866185,31,3,29,6,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Schnitzcells%20sample%20images%20set/1.%20Raw%20Images/1.%20raw%20images/TestSchnitz-01-p-013.tif,472
-2,49.0,49.0,49.0,0.0,0.0,0.109375,0.0,0.015625,0.015625,0.0,0.078125,0.0,0.109375,0.203125,0.3125,0.203125,0.171875,0.046875,TestSchnitz-01-p-014.tif,0,14,1,538,14,b'eLtreVRJG03JQzolm+iVZKaBazuY34GBC/ITZjUKYoA9b2eDqIqCUtOoVBuC3AC2GUSDIw/IAHsFZyVIk1pZARRzxQWJyankmgYMIOQqHWq2jT6yoA2kotc1stGHVvn6qL4BCuDwNShr2AEAlaEl1w==',6ccc0f6d7384d7b19d52732a13a05162,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Schnitzcells%20sample%20images%20set/1.%20Raw%20Images/1.%20raw%20images/TestSchnitz-01-p-014.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\GitHub\article\CellProfiler\Schnitzcells sample images set\1. Raw Images\1. raw images,Done,65535,0,0.992658793926239,0.0073291584849357605,0.9926588,0.0073291585,-14.098675956871968,-13.935717597476419,9.30507497038291e-09,0.0001984228850082882,35,3,29,7,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Schnitzcells%20sample%20images%20set/1.%20Raw%20Images/1.%20raw%20images/TestSchnitz-01-p-014.tif,472
-2,49.0,49.0,49.0,0.0,0.0,0.203125,0.0,0.0625,0.0,0.0,0.09375,0.0,0.1875,0.296875,0.328125,0.203125,0.140625,0.015625,TestSchnitz-01-p-015.tif,0,15,1,538,15,b'eLtreVRJG03JQzolm+qVZKaBazuY34GBC/ITZjUKYoA9b2eDqIqCUtOoVBuC3AC2GUSDIw/IAHsFZyVIk1pZARRzxQWJyankmgYMIOQqHWq2jT6yoA2kotc1stGHVvn6qL4BCuDwNShr2AEAl1kl2A==',78bac577356bcdb2b6599060a8948899,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Schnitzcells%20sample%20images%20set/1.%20Raw%20Images/1.%20raw%20images/TestSchnitz-01-p-015.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\GitHub\article\CellProfiler\Schnitzcells sample images set\1. Raw Images\1. raw images,Done,65535,0,0.9927040338516235,0.007284007500857115,0.99270403,0.0072840075,-14.084775547648068,-13.93973244050309,9.609454320841771e-09,0.00020956760868949122,29,2,21,7,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Schnitzcells%20sample%20images%20set/1.%20Raw%20Images/1.%20raw%20images/TestSchnitz-01-p-015.tif,472
-2,53.0,53.0,53.0,0.0,0.0,0.15625,0.0,0.015625,0.015625,0.0,0.09375,0.0,0.15625,0.234375,0.25,0.171875,0.125,0.03125,TestSchnitz-01-p-016.tif,0,16,1,538,16,b'eLtreVRJG03JQzolm+mVZKaBazuY34GBC/ITZjUKYoA9b2eDqIqCUtOoVBuC3AC2GUSDIw/IAHsFZyVIk1pZARRzxQWJyankmgYMIOQqHWq2jT6yoA2kotc1stGHVvn6qL4BCuDwNShr2AEAmREl2Q==',00886f6efc3897e8c4f00c53aaeed4a0,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Schnitzcells%20sample%20images%20set/1.%20Raw%20Images/1.%20raw%20images/TestSchnitz-01-p-016.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\GitHub\article\CellProfiler\Schnitzcells sample images set\1. Raw Images\1. raw images,Done,65535,0,0.9928228855133057,0.00715269660577178,0.9928229,0.0071526966,-14.090753153091208,-13.817349653207973,8.605254585220016e-09,0.0001920659511546705,27,4,28,6,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Schnitzcells%20sample%20images%20set/1.%20Raw%20Images/1.%20raw%20images/TestSchnitz-01-p-016.tif,472
-2,54.0,54.0,54.0,0.0,0.0,0.109375,0.0,0.015625,0.03125,0.0,0.078125,0.0,0.140625,0.234375,0.296875,0.171875,0.140625,0.046875,TestSchnitz-01-p-017.tif,0,17,1,538,17,b'eLtreVRJG03JQzolm+uVZKaBazuY34GBC/ITZjUKYoA9b2eDqIqCUtOoVBuC3AC2GUSDIw/IAHsFZyVIk1pZARRzxQWJyankmgYMIOQqHWq2jT6yoA2kotc1stGHVvn6qL4BCuDwNShr2AEAmskl2g==',228958e8c4b5bc777d54135370cba0cb,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Schnitzcells%20sample%20images%20set/1.%20Raw%20Images/1.%20raw%20images/TestSchnitz-01-p-017.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\GitHub\article\CellProfiler\Schnitzcells sample images set\1. Raw Images\1. raw images,Done,65535,0,0.9927315711975098,0.00724585959687829,0.9927316,0.0072458596,-14.0844874394266,-13.205603955688307,8.008509119011274e-09,0.0001748805479496743,35,1,30,7,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Schnitzcells%20sample%20images%20set/1.%20Raw%20Images/1.%20raw%20images/TestSchnitz-01-p-017.tif,472
-2,50.0,50.0,50.0,0.0,0.0,0.15625,0.0,0.03125,0.015625,0.0,0.109375,0.0,0.21875,0.265625,0.34375,0.171875,0.125,0.03125,TestSchnitz-01-p-018.tif,0,18,1,538,18,b'eLtreVRJG03JQzolW+iVZKaBazuY34GBC/ITZjUKYoA9b2eDqIqCUtOoVBuC3AC2GUSDIw/IAHsFZyVIk1pZARRzxQWJyankmgYMIOQqHWq2jT6yoA2kotc1stGHVvn6qL4BCuDwNShr2AEAnIEl2w==',ba8a4f61c38765287e762036333133c2,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Schnitzcells%20sample%20images%20set/1.%20Raw%20Images/1.%20raw%20images/TestSchnitz-01-p-018.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\GitHub\article\CellProfiler\Schnitzcells sample images set\1. Raw Images\1. raw images,Done,65535,0,0.9928928017616272,0.007096101529896259,0.9928928,0.0070961015,-14.060466473989752,-13.897446910013592,7.372263844814199e-09,0.00016808019647364703,29,4,26,4,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Schnitzcells%20sample%20images%20set/1.%20Raw%20Images/1.%20raw%20images/TestSchnitz-01-p-018.tif,472
-2,54.0,54.0,54.0,0.0,0.0,0.09375,0.0,0.015625,0.015625,0.0,0.078125,0.0,0.109375,0.203125,0.234375,0.140625,0.140625,0.03125,TestSchnitz-01-p-019.tif,0,19,1,538,19,b'eLtreVRJG03JQzolW+qVZKaBazuY34GBC/ITZjUKYoA9b2eDqIqCUtOoVBuC3AC2GUSDIw/IAHsFZyVIk1pZARRzxQWJyankmgYMIOQqHWq2jT6yoA2kotc1stGHVvn6qL4BCuDwNShr2AEAnjkl3A==',ccf28a95714fa37b4bf232fe77d88fc6,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Schnitzcells%20sample%20images%20set/1.%20Raw%20Images/1.%20raw%20images/TestSchnitz-01-p-019.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\GitHub\article\CellProfiler\Schnitzcells sample images set\1. Raw Images\1. raw images,Done,65535,0,0.9929794073104858,0.006999599747359753,0.9929794,0.0069995997,-14.059869084525882,-13.888551067155987,7.0157946547062595e-09,0.00016345210378086706,28,2,21,9,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Schnitzcells%20sample%20images%20set/1.%20Raw%20Images/1.%20raw%20images/TestSchnitz-01-p-019.tif,472
-2,71.0,71.0,71.0,0.0,0.0,0.109375,0.0,0.015625,0.015625,0.0,0.0625,0.0,0.125,0.171875,0.25,0.171875,0.140625,0.03125,TestSchnitz-01-p-020.tif,0,20,1,538,20,b'eLtreVRJG03JQzklGxnolWSmgWs7mN+BgQvyE2Y1CmKAPW9ng6iKglLTqFQbgtwAthlEgyMPyAB7BWclSJNaWQEUc8UFicmp5JoGDCDkKh1qto0+sqANpKLXNbLRh1b5+qi+AQrg8DUoa9gBAJB6JdQ=',3ae6a348271d22dea7c72f15ffac1f20,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Schnitzcells%20sample%20images%20set/1.%20Raw%20Images/1.%20raw%20images/TestSchnitz-01-p-020.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\GitHub\article\CellProfiler\Schnitzcells sample images set\1. Raw Images\1. raw images,Done,65535,0,0.9931449890136719,0.00683544622734189,0.993145,0.006835446,-14.046488563323264,-13.875102453696137,6.088170879071986e-09,0.0001463095432182069,34,0,33,9,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Schnitzcells%20sample%20images%20set/1.%20Raw%20Images/1.%20raw%20images/TestSchnitz-01-p-020.tif,472
