CellId,lable,birth Length,Last Length,AverageLength,AverageOrientation,AverageVelocity,LifeHistory,growth rate
1285.0,241.0,4.533315962,4.098780306,4.3169212020000005,19.82107097,0.6,3.0,-0.022
1286.0,165.0,21.26662211,62.0162756,36.147963365,-32.09710755454546,0.211,22.0,0.032
1287.0,165.0,19.85901603,47.54052072,28.235143029166665,82.5839776775,-0.346,24.0,0.024
1288.0,52.0,26.87555676,42.44886386,33.38921928928572,68.88293501071429,0.798,14.0,0.022
1289.0,62.0,22.63267896,42.00592591,30.009293969523803,70.29030939666667,-0.34,21.0,0.02
1290.0,62.0,39.23021863,21.79224755,42.35278785333334,62.269132113333335,-1.0,9.0,-0.044
1291.0,62.0,20.4842075,42.46117639,30.062419944761906,74.98910086809524,0.153,21.0,0.023
1292.0,62.0,31.131045,53.28758418,40.60987036066667,76.52802964266668,-0.484,15.0,0.024
1293.0,174.0,22.75839337,46.33560866,32.081779564090915,-65.0805908209091,-0.18,22.0,0.022
1294.0,174.0,21.46210186,42.80300218,30.910857556363638,-3.3207956195454527,-0.316,22.0,0.021
1295.0,173.0,24.21501532,26.07906223,25.05615189,-65.26734314400001,0.774,5.0,0.01
1296.0,70.0,21.83194054,35.73763307,27.918527449999996,-76.3632010968421,0.191,19.0,0.017
1297.0,70.0,21.84742029,52.9072234,30.175999206666667,-72.06232447636364,-0.052,33.0,0.018
1298.0,70.0,21.35400957,47.14608299,31.591354260000003,-56.844843716190475,-0.019,21.0,0.025
1299.0,173.0,22.4284763,48.53647127,34.35735070166666,-76.6894445211111,0.366,18.0,0.029
1300.0,70.0,20.62718848,57.52970581,34.99485298516129,-45.8045489064516,0.162,31.0,0.022
1301.0,242.0,4.972652484,4.972652484,5.103956038,-10.249989099999999,0.13,3.0,0.0
1302.0,176.0,25.33361274,61.77102335,39.345912711379306,-60.90179601551724,-0.063,29.0,0.02
1303.0,176.0,27.01249578,35.51969438,31.07235685636363,-80.0327857690909,-0.591,11.0,0.017
1304.0,83.0,25.9422359,41.39309627,31.644940465,-58.58076320416668,-0.37,12.0,0.026
1305.0,83.0,27.44366762,25.04644065,34.68283737848485,-59.1169291469697,-0.027,33.0,-0.002
1306,87,31.89878002,31.89878002,31.89878002,-88.82580085,0.0,1,NaN
1307.0,87.0,33.75773369,56.61529108,43.223106238571425,-54.192835353571425,-0.133,14.0,0.025
1308.0,88.0,20.70570579,45.44047932,30.58353108136363,-42.889351452272734,0.154,22.0,0.024
1309.0,92.0,36.61893837,152.4113103,69.71326427060606,-12.325691084666666,0.641,33.0,0.029
1310.0,88.0,23.3889841,48.28558638,33.18731983909091,-37.82993262227273,0.339,22.0,0.022
1311.0,91.0,32.87366373,39.21059498,35.703853523999996,57.4125006,0.996,5.0,0.024
1312.0,92.0,40.85874345,57.69405995,48.074669740000004,6.900849991199999,-0.334,10.0,0.023
1313.0,91.0,32.17250889,44.02099394,38.02321367454545,18.500200823636362,0.401,11.0,0.019
1314.0,243.0,24.50964822,48.61204186,33.60368385076923,-53.75679101038462,-0.105,26.0,0.018
1315,99,16.34496027,16.34496027,16.34496027,18.31816395,0.0,1,NaN
1316.0,99.0,16.37652922,38.93265637,31.944546529999997,16.949896225,-1.418,4.0,0.144
1317.0,102.0,24.44332215,44.73356365,32.66966253761903,80.49413857333334,0.249,21.0,0.019
1318.0,102.0,21.66869449,46.25666749,31.50304873772728,-85.35061309954546,-0.003,22.0,0.023
1319.0,246.0,27.65253399,30.69785368,29.193830658000003,-51.79208538599998,0.325,5.0,0.014
1320.0,4.0,30.40575151,48.83638841,37.04955624076923,-68.77850617692307,0.729,13.0,0.024
1321.0,146.0,24.15827776,41.37779678,31.535966169047622,-13.918067090000001,-0.236,21.0,0.017
1322.0,146.0,20.89853522,39.5121131,28.496228725555554,68.9008346588889,0.122,18.0,0.024
1323.0,4.0,20.39036259,43.06121625,30.237954211666665,-45.769686307777775,0.446,18.0,0.028
1324.0,9.0,18.47505826,40.61550922,27.217171991249998,45.28542877625,-0.291,24.0,0.022
1325.0,9.0,18.47887593,39.06541318,26.582848039130432,49.7429623673913,0.172,23.0,0.022
1326.0,3.0,32.08278359,56.12355285,42.48773359941177,5.920258601764706,0.759,17.0,0.022
1327.0,3.0,29.59989351,54.33868181,39.81712479294118,-62.260161060000016,0.142,17.0,0.024
1328.0,14.0,19.82826605,47.82990698,29.823570804347824,69.40398285217393,0.384,23.0,0.026
1329.0,14.0,19.43952617,24.56084783,20.780581577,60.661036468,1.158,10.0,0.016
1330.0,22.0,43.79613676,50.90465815,47.35039745500001,30.050197939999997,0.857,2.0,0.05
1331.0,28.0,29.83505626,56.93335718,41.075272251666675,-57.575578396666664,0.517,18.0,0.024
1332,22,6.773851127,6.773851127,6.773851127,7.649295227,0.0,1,NaN
1333.0,28.0,25.48983445,53.27089053,38.061971037000006,-29.483176475,0.169,20.0,0.025
1334,41,12.75638801,12.75638801,12.75638801,-41.76929922,0.0,1,NaN
1335.0,41.0,29.60032799,45.4476731,37.524000545,-48.44861537,-0.815,2.0,0.143
1336.0,50.0,24.67384069,47.15912453,33.925932494375004,59.808315705,-0.068,32.0,0.013
1337.0,50.0,16.67171663,27.7169258,23.237490767500002,58.745224863333334,0.711,12.0,0.028
1338.0,59.0,25.82101124,25.01424129,25.060321366666667,75.08978171333334,0.17,3.0,-0.007
1339.0,59.0,29.81289918,63.84267386,46.223670768333335,68.95467208,-1.136,6.0,0.085
1340.0,77.0,26.41425613,39.93392172,31.42616830666667,13.446241974533335,-1.479,15.0,0.018
1341.0,242.0,5.366563146,4.972652484,5.169607815,3.5625081750000014,0.099,2.0,-0.025
1342.0,77.0,21.22160465,67.99336704,29.994151886875002,-5.9401548245,-1.699,16.0,0.049
1343.0,77.0,22.46049705,46.2127433,31.310828113043478,-12.664781455347827,-0.426,23.0,0.021
1344.0,77.0,26.24874282,53.82317332,35.931782399499994,-10.04406254255,0.313,20.0,0.024
1345.0,83.0,25.11669714,37.0549815,32.484472395,-87.87998596000001,0.375,4.0,0.065
1346,83,5.446711546,5.446711546,5.446711546,90.0,0.0,1,NaN
1347,87,12.46564148,12.46564148,12.46564148,78.91722076,0.0,1,NaN
1348.0,87.0,19.09184415,35.14014805,27.1159961,-86.574957495,-0.351,2.0,0.203
1349.0,181.0,27.27885674,31.65678533,29.776924417500002,73.3115815175,1.398,4.0,0.025
1350,181,28.72774196,28.72774196,28.72774196,71.93634827,0.0,1,NaN
1351.0,249.0,7.073701911,9.462774158,7.92737716575,-33.594539462499995,0.477,4.0,0.048
1352.0,7.0,32.29975191,33.87492222,32.683488405,54.7363798125,-0.676,4.0,0.008
1353.0,4.0,39.49374924,82.68608295,71.30565775800001,-60.886143424,-1.304,5.0,0.099
1354.0,7.0,25.94122894,30.11866556,24.7114240075,55.05613582125,-0.461,8.0,0.012
1355,4,26.05463222,26.05463222,26.05463222,-77.30713869,0.0,1,NaN
1356.0,12.0,25.46390137,78.3093136,38.689068334999995,49.1058506765,0.862,20.0,0.037
1357.0,12.0,25.58429324,29.11421956,27.272237638,70.546939428,0.461,5.0,0.017
1358.0,149.0,27.99948992,42.86302035,34.52086889923076,76.36219507615384,-0.517,13.0,0.022
1359.0,149.0,28.976912,52.3211409,38.86614675166666,59.521962726666665,0.081,18.0,0.022
1360.0,152.0,26.2363228,33.8861056,30.67637827,79.06470678000001,0.956,3.0,0.057
1361,152,6.065591898,6.065591898,6.065591898,88.16790784,0.0,1,NaN
1362.0,38.0,21.4603707,31.55616171,30.460476045384617,78.01060707461536,-0.006,13.0,0.02
1363,38,8.121681417,8.121681417,8.121681417,-79.75370262,0.0,1,NaN
1364.0,44.0,33.25027308,43.14538732,38.1978302,11.71684912,1.563,2.0,0.087
1365,44,5.333333333,5.333333333,5.333333333,0.0,0.0,1,NaN
1366.0,65.0,38.42064567,86.76335045,47.584289168333335,26.166328961666665,1.695,6.0,0.091
1367.0,65.0,49.090296,52.93933625,50.53615476624999,43.0115995225,-0.424,8.0,0.006
1368.0,77.0,16.66212621,39.21878737,25.78604480409091,-14.497055903045453,-0.742,22.0,0.026
1369.0,79.0,19.46023091,41.01425738,29.16901870444444,-33.07409272777778,-0.083,18.0,0.028
1370.0,77.0,18.40938949,50.13170538,33.286835521724136,-14.99276391748276,-0.16,29.0,0.023
1371.0,79.0,23.99545323,60.1635798,37.963909918571424,-61.57278332785713,0.019,28.0,0.022
1372.0,87.0,22.96986233,46.22620151,31.785497426842102,-60.91985318157895,0.011,19.0,0.025
1373.0,181.0,32.63155395,36.54986517,34.15983108833334,-27.63136659666667,-0.605,6.0,0.013
1374.0,87.0,22.97865956,56.42600731,36.123755934347834,-48.68908562739131,-0.007,23.0,0.026
1375.0,181.0,44.82603722,45.34998888,43.216272002500006,66.5910623075,-0.059,4.0,0.002
1376.0,88.0,23.43157338,71.33760404,35.007048818499996,-56.223496799500005,-0.213,20.0,0.037
1377.0,88.0,21.32701113,48.77417982,30.85963259142857,-33.35814458285714,0.222,21.0,0.026
1378.0,88.0,21.11288627,41.12405101,28.721600295500004,-4.08770431365,0.403,20.0,0.022
1379.0,88.0,18.24525669,41.04689454,25.54137691904762,-27.242878919047627,0.823,21.0,0.026
1380.0,250.0,29.35129967,28.6525338,28.767392462500002,28.091682785,0.128,4.0,-0.004
1381.0,251.0,5.695310541,4.671532636,6.025812528870968,-1.3627607593548379,0.107,31.0,-0.004
1382.0,7.0,27.54195307,12.33010836,25.252103016,60.797692747999996,-0.194,5.0,-0.107
1383.0,7.0,25.26486995,41.50945011,32.634724545714285,52.417625480000005,-1.049,14.0,0.024
1384.0,253.0,9.434927134,10.56218266,9.361395081125,41.185517085,0.357,8.0,0.009
1385.0,22.0,24.88793523,45.00306336,32.57574849631578,25.49689038973684,0.307,38.0,0.01
1386,18,13.53302052,13.53302052,13.53302052,-46.57895008,0.0,1,NaN
1387.0,23.0,34.3741099,39.2292457,36.898312374999996,18.206757273333334,-0.573,6.0,0.015
1388.0,18.0,18.88450507,46.49770607,38.63658021888889,-50.32476350111111,0.002,9.0,0.067
1389.0,22.0,25.71876135,51.94856197,37.322326395121955,15.217750401780489,0.218,41.0,0.011
1390.0,23.0,32.84231534,41.59943658,36.901382516249996,32.434102923750004,-0.391,8.0,0.02
1391.0,41.0,12.79025441,11.48158838,13.028588231666667,-47.568818918333335,-0.691,6.0,-0.012
1392.0,41.0,27.46740936,27.39429156,27.110365729999998,-51.364724027499996,-0.287,4.0,-0.0
1393.0,46.0,54.73871203,67.5567816,61.599397323333335,19.461470206666664,0.873,3.0,0.047
1394.0,46.0,32.62968561,38.06717039,35.361460397500004,7.121003701000001,0.589,4.0,0.026
1395.0,164.0,37.42893699,49.17697973,42.51280461625,70.95235327625,-0.066,8.0,0.023
1396.0,164.0,43.69593219,56.26115081,49.50587139875,84.56282041624999,-0.073,8.0,0.021
1397,46,12.09548219,12.09548219,12.09548219,17.03050678,0.0,1,NaN
1398,46,7.34733826,7.34733826,7.34733826,0.0,0.0,1,NaN
1399.0,76.0,30.40915099,52.15717709,39.7144794175,-52.04134889349999,-0.073,20.0,0.018
1400.0,76.0,30.15458848,44.97484284,36.71402398916667,74.20337780333334,-0.175,12.0,0.022
1401.0,82.0,18.34383795,21.68334147,20.082546812,47.035856226,-0.683,5.0,0.022
1402.0,82.0,19.56841088,22.07046189,20.794444915,54.803772603333336,-0.659,6.0,0.013
1403.0,77.0,9.870822118,18.3652423,16.226892067599998,-74.456952748,-0.329,5.0,0.083
1404.0,77.0,17.2863584,40.528719,26.84298023291667,-80.04667882291666,0.005,24.0,0.024
1405.0,87.0,26.56047743,45.02423274,34.121077324375,-77.99479630125,0.151,16.0,0.022
1406.0,88.0,26.35517848,61.86678419,39.483487519285724,-75.73367001249999,0.332,28.0,0.02
1407.0,87.0,14.8490455,36.90260506,22.55334988333333,24.781311860000002,0.538,3.0,0.202
1408.0,87.0,18.5372823,18.15911327,18.348197785,-83.95432327500001,0.883,2.0,-0.007
1409.0,87.0,21.8237095,45.53541528,31.113090737619057,-66.63539037714284,-0.052,21.0,0.023
1410.0,88.0,25.32457609,44.12868837,33.968303707333334,-65.74515602866667,0.079,15.0,0.025
1411.0,99.0,41.88951663,49.63551358,45.67747831571428,10.444744751142858,-0.647,7.0,0.016
1412.0,99.0,46.07917527,52.04311772,48.9485038725,54.84760676,-0.318,4.0,0.02
1413.0,99.0,18.65333423,20.46740938,19.641138811136365,27.17616910025,0.067,44.0,0.001
1414.0,99.0,17.78934823,46.53597039,28.679226222,-4.709500092,0.173,30.0,0.021
1415.0,188.0,25.61274743,50.68903384,38.150890634999996,-6.216838430000003,2.938,2.0,0.228
1416.0,188.0,29.70521932,59.48304152,43.13210830136364,-34.31548698363636,-0.366,22.0,0.021
1417.0,23.0,32.44189113,49.35376395,39.63250936,35.034499385454545,0.619,11.0,0.025
1418.0,23.0,42.40851802,47.31760659,44.47845476,48.963348097499996,-0.632,4.0,0.018
1419.0,41.0,27.11103558,27.39429156,26.991351186666666,-51.722409449999994,-0.827,3.0,0.002
1420.0,44.0,24.59457596,30.91382694,27.677808845999998,10.268003970199999,-0.831,5.0,0.03
1421.0,44.0,15.18577744,33.79549579,23.216128306842105,23.885680841052636,0.637,19.0,0.028
1422.0,45.0,22.77310081,76.61382814,34.949319792727266,18.092054923181816,0.111,22.0,0.037
1423.0,45.0,28.27450801,54.85791063,38.652318815,16.811441895,1.333,18.0,0.025
1424.0,168.0,23.1464053,27.12486624,25.260585037142853,-12.477574790000002,-0.34,7.0,0.015
1425.0,168.0,24.52406709,28.02039045,26.383520194285715,67.51805876571429,0.014,7.0,0.013
1426.0,60.0,23.79602918,37.89018049,29.653588699999993,82.44647831733333,-0.266,15.0,0.021
1427.0,60.0,18.43356984,42.88254993,27.384925547272726,-68.48225646409092,-0.239,22.0,0.026
1428.0,65.0,48.69538641,52.65547484,50.496803105,40.189004465,0.053,4.0,0.013
1429.0,65.0,42.92600587,44.88124318,43.61270710666667,46.103423443333334,-0.587,3.0,0.01
1430.0,174.0,20.67111489,41.62010642,29.126957803809525,-57.13835136761905,-0.243,21.0,0.022
1431.0,174.0,25.18639675,45.44555445,33.33820122764706,-47.01107737352941,-0.082,17.0,0.023
1432.0,74.0,23.6105561,41.35697801,31.497441322631584,-22.91501371894737,-0.099,19.0,0.02
1433.0,74.0,21.47267156,32.59567303,26.304606868333334,51.733545615,-0.035,18.0,0.015
1434,82,42.76589644,42.76589644,42.76589644,45.25324621,0.0,1,NaN
1435.0,83.0,31.72543651,38.90344215,34.92374796428571,-18.75677777428572,-0.797,7.0,0.019
1436.0,82.0,17.92565648,38.8411166,26.11021818875,6.522778868843751,-0.104,32.0,0.016
1437.0,83.0,30.62981808,56.40264817,43.21299443681818,-47.36380845954546,-0.269,22.0,0.019
1438,87,4.981598793,4.981598793,4.981598793,0.0,0.0,1,NaN
1439.0,87.0,37.33831802,50.73010097,45.498809525999995,-20.351094028000002,-1.382,5.0,0.041
1440.0,99.0,17.71105656,21.46497015,19.59408100428572,21.549762724285717,-0.808,7.0,0.018
1441.0,99.0,16.87827236,45.2245573,28.50488516909091,9.662949136636364,-0.966,11.0,0.06
1442.0,4.0,30.42302969,33.30670876,31.48221415,31.088046916666666,-0.343,3.0,0.02
1443.0,4.0,41.82637528,40.47607993,40.58413941769231,39.00685002884615,-0.528,26.0,-0.001
1444.0,9.0,50.4955636,47.80648033,49.151021965,22.350174404999997,-1.164,2.0,-0.018
1445,9,41.69783013,41.69783013,41.69783013,33.59532615,0.0,1,NaN
1446,16,42.90276089,42.90276089,42.90276089,33.1520694,0.0,1,NaN
1447.0,16.0,42.06594918,56.1663617,47.7671522075,45.5038163675,0.076,8.0,0.024
1448.0,152.0,26.70053139,43.01885133,35.554893836666665,76.99857762666666,0.251,6.0,0.053
1449.0,152.0,8.560911957,11.18023989,9.870575923499999,74.54292771,-0.36,2.0,0.089
1450.0,28.0,31.51259391,50.8180262,40.428238873333335,-43.88486986416667,0.23,12.0,0.027
1451.0,28.0,39.88435695,62.5592272,49.643948372857146,-1.2709466671428566,0.901,14.0,0.021
1452.0,44.0,32.86078228,52.38126708,45.74955636999999,17.525004310000003,0.428,10.0,0.031
1453.0,161.0,27.10764647,87.85360635,37.56757258428571,54.86742046142857,0.53,14.0,0.056
1454,44,5.223375263,5.223375263,5.223375263,26.11846101,0.0,1,NaN
1455.0,161.0,26.17290006,40.34755742,32.92654858230769,56.58072623076923,0.3,13.0,0.022
1456.0,50.0,29.57299427,51.08692727,39.505015866875,59.909931130000004,-0.011,16.0,0.023
1457.0,50.0,29.93926386,46.77085794,37.745286420000006,50.455429151428575,0.566,14.0,0.021
1458.0,166.0,22.4543215,47.6775132,33.16859762086956,-21.633861507391305,-0.457,23.0,0.022
1459.0,166.0,18.00715751,21.49444476,19.515955005,80.11451709333333,-0.065,6.0,0.02
1460.0,262.0,5.376796813,5.444424564,6.424471472799999,-61.513600139999994,-0.571,5.0,0.002
1461.0,167.0,62.25064025,86.34246938,69.70660094,-33.7727827225,0.541,4.0,0.055
1462.0,167.0,40.52478798,39.72015305,35.399054982,-62.33854046299998,0.156,20.0,-0.001
1463.0,60.0,20.49404494,27.42198928,23.758404836666667,-65.85146840083333,-0.372,12.0,0.016
1464.0,60.0,22.60219242,40.69287697,28.606091543333335,84.32403491277779,-0.148,18.0,0.022
1465,82,18.67053698,18.67053698,18.67053698,40.65282773,0.0,1,NaN
1466.0,82.0,21.05768681,43.47897699,27.15821572666667,47.10242469666667,0.23,9.0,0.054
1467.0,82.0,22.68001181,57.90917175,29.37537923071428,23.441146491428572,-0.384,14.0,0.045
1468.0,82.0,21.79637489,29.08526692,25.19679656846154,35.296026361538466,0.473,13.0,0.015
1469.0,83.0,14.98950516,39.20762365,20.226336428,84.54415678000001,-0.562,5.0,0.128
1470.0,83.0,21.28800816,20.4056542,20.846831180000002,-88.55433698499999,-0.36,2.0,-0.014
1471.0,87.0,22.55325929,41.85834889,30.25828996117647,-59.24197925941176,-0.163,17.0,0.024
1472.0,87.0,22.37300588,40.63000723,28.969240284117646,-9.197409884764705,0.129,17.0,0.023
1473.0,87.0,20.25679219,45.10603989,28.821096084000004,-57.169771624,0.036,20.0,0.027
1474.0,91.0,22.09897822,42.27536908,29.30281105333333,56.30691803999999,0.814,3.0,0.144
1475.0,87.0,22.19234413,21.813662,21.912688402499995,-18.2205205725,-0.644,4.0,-0.003
1476.0,91.0,13.67378295,13.70988258,13.691832765000001,57.043515445,-0.266,2.0,0.001
1477.0,188.0,27.68067248,54.66223139,34.957438422500005,-43.61211552249999,0.111,4.0,0.113
1478.0,188.0,25.56181374,27.63290528,26.42872877666667,74.84151582999999,-0.684,3.0,0.017
1479.0,263.0,30.43598309,37.13785153,36.309831197,-49.05661147766667,0.065,30.0,0.004
1480.0,264.0,37.37868178,47.09168492,41.70486067999999,78.42771826571428,-0.366,7.0,0.022
1481.0,219.0,16.7768268,15.85727834,16.31705257,59.51078242,0.205,2.0,-0.019
1482.0,219.0,18.89043969,37.87013871,26.196983649444448,-41.75133941166666,-0.053,18.0,0.026
1483.0,265.0,40.9429033,59.67941295,48.72587411,27.355128384545456,0.511,11.0,0.023
1484.0,17.0,37.97956707,50.76348455,43.9000206675,-63.65854184375,-0.182,8.0,0.024
1485.0,17.0,50.39064713,51.54946652,50.970056825,88.20407631,-0.304,2.0,0.008
1486.0,12.0,19.88947454,36.64133093,26.004928703684207,70.24475775473685,0.131,19.0,0.021
1487.0,12.0,20.32370649,45.34640528,29.386059435217387,60.297717969130424,0.682,23.0,0.023
1488.0,16.0,19.7759333,27.74844366,23.53168728888889,25.376974666666666,-0.459,9.0,0.025
1489.0,16.0,20.42820923,28.52078886,23.839075322222225,44.75397909,0.248,9.0,0.025
1490.0,41.0,26.51755442,59.69770698,39.91084619173913,-41.97870680086955,-0.254,23.0,0.024
1491,41,23.98776453,23.98776453,23.98776453,-66.6672014,0.0,1,NaN
1492.0,43.0,48.50111559,51.11827705,49.86849681,16.480943909999997,-0.889,3.0,0.012
1493,43,42.66047366,42.66047366,42.66047366,22.73750988,0.0,1,NaN
1494.0,46.0,6.390010717,5.900933197,6.145471957,33.17473544,-0.788,2.0,-0.027
1495.0,46.0,61.64517528,80.26348617,70.27001867999999,16.092460347999996,0.09,5.0,0.035
1496.0,172.0,46.26957258,47.0142768,46.641924689999996,58.545291645,-1.961,2.0,0.005
1497.0,172.0,28.17210738,50.4365621,37.19559556294118,77.65023859647059,0.97,17.0,0.023
1498.0,71.0,18.63625574,51.94414733,40.13729682166667,-57.70529571416666,0.188,12.0,0.057
1499,71,10.95887527,10.95887527,10.95887527,-63.48217938,0.0,1,NaN
1500.0,74.0,25.03129181,29.81398938,26.64997544166667,44.754101248333335,-0.259,6.0,0.019
1501.0,74.0,22.64764571,55.43499528,36.612466195,60.08172687700001,-0.838,10.0,0.06
1502.0,82.0,19.9204321,28.96359409,23.846537059230773,66.89351586384615,0.273,13.0,0.019
1503.0,82.0,22.78438503,67.18938894,37.0518430117647,22.065449499999996,-0.0,17.0,0.042
1504.0,82.0,19.55193257,19.78858126,19.91352962666667,27.748097048333335,-0.561,6.0,0.001
1505.0,82.0,21.61999437,33.6123072,26.474228732666663,37.450308038,0.271,15.0,0.02
1506.0,87.0,15.64526463,46.68339281,37.71114438714285,37.696308687142846,-0.172,7.0,0.104
1507,87,18.84887195,18.84887195,18.84887195,-82.80103066,0.0,1,NaN
1508.0,181.0,37.92555835,42.07441158,39.58382036333334,28.087704203333335,-1.719,3.0,0.023
1509.0,181.0,44.14855609,46.16272159,45.155638839999995,51.37286837,-0.8,2.0,0.015
1510.0,91.0,11.31389164,39.24524803,25.104061417272725,26.888767474545453,0.635,22.0,0.038
1511.0,91.0,25.5380182,23.38319085,22.76369494857143,25.947048171428573,0.23,7.0,-0.008
1512.0,99.0,17.14986048,41.33298696,25.938233970800002,15.501030993199999,0.284,25.0,0.023
1513.0,99.0,18.87733937,23.76299954,20.744931188888888,65.65553269,0.113,9.0,0.017
1514.0,206.0,24.75895861,42.43266976,32.062429365,2.5765722450625,-0.002,16.0,0.022
1515,206,59.75369577,59.75369577,59.75369577,-1.968444646,0.0,1,NaN
1516.0,272.0,32.49296701,41.64451557,37.176673647499996,85.7753271225,-0.313,8.0,0.021
1517,7,35.23106251,35.23106251,35.23106251,29.2835097,0.0,1,NaN
1518.0,4.0,38.46985844,50.24998829,43.70630977375,-78.63513718749999,0.941,8.0,0.022
1519,7,12.97796666,12.97796666,12.97796666,57.43980524,0.0,1,NaN
1520.0,4.0,37.22066633,72.10514248,44.6466832,-52.03071932,1.684,7.0,0.063
1521.0,146.0,23.19733771,46.89291899,33.35018620428572,51.76847781190476,-0.29,21.0,0.022
1522.0,146.0,25.30777792,52.38450402,36.041072262916664,43.46522803083334,-0.001,24.0,0.02
1523.0,14.0,20.98413365,36.424001,26.75923289117647,47.977561186470595,-0.757,17.0,0.022
1524.0,14.0,17.87339118,37.95130971,24.96012528,49.045599995882355,-0.204,17.0,0.03
1525,9,70.6569,70.6569,70.6569,80.89230424,0.0,1,NaN
1526.0,9.0,24.92689449,43.66168898,30.263055193333333,21.278043091666667,1.548,6.0,0.062
1527,19,42.30525644,42.30525644,42.30525644,-58.90900752,0.0,1,NaN
1528,20,11.79077508,11.79077508,11.79077508,-8.998758319,0.0,1,NaN
1529,19,6.245171658,6.245171658,6.245171658,-64.7277659,0.0,1,NaN
1530.0,20.0,22.55940081,45.43449826,38.086810044,-8.4282513488,-0.292,5.0,0.093
1531.0,28.0,15.52938761,38.25585128,24.885423700434785,-62.96226534652174,0.656,23.0,0.026
1532.0,28.0,16.5916893,46.70826216,27.206180410714286,-58.478504772499996,0.042,28.0,0.025
1533.0,38.0,20.3513635,39.24441508,27.480273708823532,71.24059668,-0.387,17.0,0.026
1534.0,38.0,20.6065214,28.17081622,23.190275723333333,78.22771654833333,0.277,6.0,0.035
1535.0,43.0,45.48797707,53.93017557,48.837050944,30.372450514,-0.338,5.0,0.023
1536.0,43.0,27.52322193,43.75703764,34.059848613750006,34.40134478125,0.235,16.0,0.019
1537.0,46.0,37.97192039,42.94525944,39.966802255000005,10.829096917500001,0.883,4.0,0.021
1538.0,277.0,5.406498133,8.003140427,8.73200151375,61.1622702525,0.428,4.0,0.065
1539.0,46.0,10.31968454,9.912585464,10.270538946,12.35726484,1.142,4.0,-0.007
1540.0,278.0,4.38178046,4.418071998,4.381994147333333,65.43247814666667,-0.171,3.0,0.002
1541.0,52.0,7.918511936,18.36050016,15.625307767666667,64.077380865,1.292,6.0,0.093
1542,52,4.974602162,4.974602162,4.974602162,-80.53767779,0.0,1,NaN
1543.0,59.0,24.83492828,24.36347571,24.298436403999997,72.77929709,-0.069,5.0,-0.003
1544.0,59.0,29.49795997,63.31379413,34.52244896333333,72.10401332333333,-1.438,6.0,0.085
1545.0,279.0,29.23674012,33.49045201,30.486375122000005,-82.160888046,-0.007,5.0,0.018
1546.0,74.0,23.78629661,56.91810678,36.62141946310345,-69.43876488551726,-0.011,29.0,0.02
1547.0,74.0,23.96661864,40.31348985,31.493765395999997,-33.931178259999996,0.163,15.0,0.023
1548.0,83.0,4.894994432,5.055900531,4.9754474815,4.708438229999999,-0.683,2.0,0.011
1549.0,83.0,11.06676716,12.77633263,11.921549895,85.39304996999999,-0.784,2.0,0.048
1550.0,87.0,23.60433254,45.51695552,35.1920673575,-56.87133148,0.678,4.0,0.109
1551.0,87.0,20.95178355,21.98782237,21.46980296,-29.650764545,-1.032,2.0,0.016
1552.0,90.0,36.34565962,65.70316005,48.69034540058823,-57.3501692382353,0.148,17.0,0.023
1553.0,90.0,41.1789871,44.18233386,41.711024902000005,-80.40639222600001,-0.53,5.0,0.009
1554.0,182.0,25.30198729,55.30345805,33.26943972,36.5992686125,-0.47,4.0,0.13
1555.0,182.0,23.958511,27.46878969,25.613513883333336,-68.41526663666666,-0.812,3.0,0.03
1556.0,181.0,18.50471759,23.969761,20.865766982222222,61.32584959777778,0.291,9.0,0.019
1557.0,181.0,21.32288504,19.99141133,25.090327925,52.9618792525,0.47,20.0,-0.002
1558.0,99.0,23.03129727,38.32288259,28.987234782941176,35.691869008235294,0.006,17.0,0.02
1559.0,99.0,26.3375822,42.99839381,32.060225759999994,72.047201811875,0.291,16.0,0.02
1560.0,206.0,31.60722799,63.1090584,45.367291205499995,-1.44279182245,-0.362,20.0,0.023
1561.0,206.0,23.88698312,56.2947893,38.636752449545455,3.2585503546818178,-0.811,22.0,0.026
1562.0,280.0,19.83761853,20.9894442,20.413531365,78.08429090499999,-0.29,2.0,0.019
1563.0,281.0,24.93888138,30.87465244,27.86302971,-81.41347763,0.363,9.0,0.016
1564.0,7.0,36.51602438,38.45648528,37.351661963333335,53.86642596000001,-0.099,3.0,0.012
1565.0,137.0,33.83715063,50.72487868,44.804492544000006,40.643920574000006,0.61,5.0,0.054
1566.0,4.0,8.479787285,11.34594731,10.368293959363639,25.29851507090909,0.187,11.0,0.018
1567.0,1.0,42.76057144,63.42321915,51.385095576666664,35.47069333833333,0.758,6.0,0.044
1568.0,7.0,44.08785281,48.89953816,46.46757399999999,57.317774453333335,-0.144,3.0,0.023
1569.0,4.0,17.60551202,16.7947455,17.421492296666667,33.293998560000006,0.408,3.0,-0.01
1570,137,5.982648738,5.982648738,5.982648738,40.54253652,0.0,1,NaN
1571.0,7.0,20.46260949,42.24521389,29.210630011578946,55.16908097421053,-0.744,19.0,0.025
1572,1,5.542593462,5.542593462,5.542593462,66.89056238,0.0,1,NaN
1573.0,7.0,18.49667001,39.64682816,27.927305228823528,54.96512029117647,-0.365,17.0,0.03
1574.0,17.0,24.97160637,32.81297052,28.365744725,-31.88568150916667,-0.314,12.0,0.015
