TimeStep,NumberOfCells
1,1
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,4
13,4
14,4
15,4
16,4
17,4
18,6
19,6
20,7
21,8
22,8
23,10
24,10
25,10
26,13
27,14
28,15
29,15
30,16
31,17
32,20
33,23
34,23
35,25
