TimeStep,NumberOfCells
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,3
9,3
10,2
11,3
12,3
13,4
14,4
15,4
16,6
17,7
18,8
19,8
20,9
21,9
22,12
23,13
24,14
25,14
26,17
27,17
28,19
29,21
30,22
31,24
