ImageNumber,ObjectNumber,Children_FilterObjects_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
1,1,1,108.09625668449198,56.57219251336898,0,1
1,2,1,104.27083333333333,64.31770833333333,0,2
1,3,1,93.69325153374233,71.02453987730061,0,3
1,4,1,111.03676470588235,74.43382352941177,0,4
2,1,1,108.96984924623115,56.2713567839196,0,1
2,2,1,105.37745098039215,64.13725490196079,0,2
2,3,1,94.63690476190476,70.9702380952381,0,3
2,4,1,112.53424657534246,74.38356164383562,0,4
3,1,1,111.6390243902439,56.46341463414634,0,1
3,2,1,107.80382775119617,64.24401913875599,0,2
3,3,1,96.98823529411764,71.05294117647058,0,3
3,4,1,115.89873417721519,74.66455696202532,0,4
4,1,1,87.84186046511628,58.89302325581395,0,1
4,2,1,84.036866359447,66.6405529953917,0,2
4,3,1,72.45263157894736,73.37894736842105,0,3
4,4,1,92.77018633540372,77.19875776397515,0,4
5,1,1,92.57272727272728,59.9,0,1
5,2,1,88.83783783783784,67.57657657657657,0,2
5,3,1,77.06862745098039,74.05882352941177,0,3
5,4,1,98.45180722891567,78.1144578313253,0,4
6,1,1,96.77011494252874,58.17624521072797,0,1
6,2,1,92.85546875,65.74609375,0,2
6,3,1,81.28378378378379,72.54054054054055,0,3
6,4,1,103.77511961722487,77.38277511961722,0,4
7,1,1,98.875,56.378571428571426,0,1
7,2,1,94.61940298507463,63.91417910447761,0,2
7,3,1,83.42533936651584,70.61990950226244,0,3
7,4,1,105.67248908296943,75.82532751091703,0,4
8,1,1,88.18705035971223,54.36690647482014,0,1
8,2,1,105.73913043478261,58.971014492753625,0,2
8,3,1,92.56445993031359,64.07665505226481,0,3
8,4,1,82.34905660377359,71.10377358490567,0,4
8,5,1,103.6375,76.6625,0,5
9,1,1,94.03424657534246,53.821917808219176,0,1
9,2,1,112.95424836601308,58.88235294117647,0,2
9,3,1,99.04362416107382,63.711409395973156,0,3
9,4,1,89.78125,71.03125,0,4
9,5,1,110.203125,77.0234375,0,5
10,1,1,95.09395973154362,54.32214765100671,0,1
10,2,1,114.98692810457516,60.16339869281046,0,2
10,3,1,100.04166666666667,64.125,0,3
10,4,1,90.95871559633028,71.18807339449542,0,4
10,5,1,111.0925925925926,77.23333333333333,0,5
11,1,1,91.02912621359224,50.79126213592233,0,1
11,2,1,116.42079207920793,58.23762376237624,0,2
11,3,1,97.6269592476489,60.808777429467085,0,3
11,4,1,89.42792792792793,68.25675675675676,0,4
11,5,1,107.17816091954023,75.33333333333333,0,5
12,1,1,89.4798206278027,50.7085201793722,0,1
12,2,1,117.38839285714286,58.89732142857143,0,2
12,3,1,97.01479289940828,60.71597633136095,0,3
12,4,1,89.37931034482759,68.33620689655173,0,4
12,5,1,105.06182795698925,75.8225806451613,0,5
13,1,1,89.57786885245902,50.540983606557376,0,1
13,2,1,119.74180327868852,58.9344262295082,0,2
13,3,1,98.08815426997245,60.66115702479339,0,3
13,4,1,91.27314814814815,68.34722222222223,0,4
13,5,1,104.98768472906404,75.97783251231527,0,5
14,1,1,89.07518796992481,51.08270676691729,0,1
14,2,1,121.60661764705883,59.75367647058823,0,2
14,3,1,87.04081632653062,59.03061224489796,0,3
14,4,1,109.69444444444444,63.21666666666667,0,4
14,5,1,92.52682926829269,68.6829268292683,0,5
14,6,1,104.11212814645309,76.28146453089245,0,6
15,1,1,89.00706713780919,50.86572438162544,0,1
15,2,1,116.48299319727892,54.006802721088434,0,2
15,3,1,87.16517857142857,58.830357142857146,0,3
15,4,1,111.90155440414507,62.59585492227979,0,4
15,5,1,131.6689189189189,64.87162162162163,0,5
15,6,1,95.7846889952153,68.04306220095694,0,6
15,7,1,118.93562231759657,74.44206008583691,0,7
15,8,1,91.62162162162163,76.8030888030888,0,8
16,1,1,113.98,49.265,0,1
16,2,1,75.73096446700508,49.796954314720814,0,2
16,3,1,100.37125748502994,50.52095808383233,0,3
16,4,1,80.44090909090909,56.96363636363636,0,4
16,5,1,109.308,61.884,0,5
16,6,1,132.95054945054946,63.36813186813187,0,6
16,7,1,92.85643564356435,66.06930693069307,0,7
16,8,1,83.33134328358209,72.41791044776119,0,8
16,9,1,118.30645161290323,73.65806451612903,0,9
17,1,1,115.07476635514018,48.83177570093458,0,1
17,2,1,76.55609756097562,49.62926829268293,0,2
17,3,1,101.88397790055248,50.386740331491715,0,3
17,4,1,134.2741116751269,60.63959390862944,0,4
