CellLifeId,GrowthRate,birthLength,LifeHistory,AverageVelocity,AverageLength
1,0.0306354886252293,24,10,7.22481932271201,29.7
2,0.0264901137161109,26,6,8.91942596314026,29.5
3,0.0158850299673875,30,4,-9.8487752865832,30.75
4,0.0273838418818794,28,4,-13.6746621256609,30.5
5,0.0323593357401596,28,4,-17.0518957755129,30.75
6,0.0195434073848516,26,6,-9.43254314827259,26.8333333333333
7,0.121373083395203,14,4,11.4394190277179,19.75
8,0,8,1,31.5866593078883,8
9,0,4,1,-30.7209742796066,4
10,0,32,1,35.1772285618859,32
11,0.0295058535847981,18,13,-3.37702273645445,24.4615384615385
12,0.0345978459197263,17,16,-3.85545262457793,24.8125
13,0.0127858698867458,27,15,-2.27116917184889,27.4666666666667
14,0.0272117051826754,20,13,-5.36537535403511,25.1538461538462
15,0.0303289267731938,16,7,-9.49253246681161,19.8571428571429
16,0,4,1,-21.8398196544922,4
17,0.0656473483649341,6,16,-3.00451257970717,20.4375
18,0.0577459104057894,9,15,3.62796066401626,22.4
19,0.0267331755709378,19,13,2.38782095562235,24.4615384615385
20,0.0360413429429479,16,15,3.26593508662495,23.6666666666667
21,0.0278777152096914,18,13,5.76710566531481,22.9230769230769
22,0.0436328919940074,16,14,2.87813598646349,26
23,0.0252680119553415,20,14,3.62773413453731,25.7857142857143
24,0.0292023082965296,21,11,-3.86160877153031,26.8181818181818
25,0.0624489082402351,11,4,-13.5548155761789,13.25
26,0,7,1,-18.4023230211669,7
27,0.120030131865847,9,8,5.44708823929809,23.75
28,-0.101022633928386,11,4,21.8590817767493,15.5
29,0.0339393934623874,19,12,6.63796526104258,26.25
30,0.0321592879431619,20,11,5.53702288688902,25.7272727272727
31,0,6,1,-24.2081167642904,6
32,0.0695979426941871,8,12,-4.63205413021601,15.4166666666667
33,0.096342943969379,12,7,-8.82940698583587,24.2857142857143
34,0,12,1,-29.6420035440654,12
35,0,10,1,33.0785584703761,10
36,0.162159179087943,6,8,10.5620684803161,32.125
37,0.0722875073490166,24,6,9.62338326159329,35.3333333333333
38,0,6,1,24.055851544976,6
39,0,8,1,25.816624503904,8
40,0,13,6,14.5336036582353,13.6666666666667
41,0,5,1,27.1587835549742,5
42,0,5,1,15.9503754849129,5
43,-0.215542388308351,21,2,20.9544021558413,16
44,0.186611256611516,19,3,12.3465613488131,27.3333333333333
45,0.0190528046133161,17,2,-13.0695382844973,17.5
46,0.0385081766977747,15,12,-3.65670844925294,21.75
47,0.0385081766977747,17,12,-2.7544219985451,23.9166666666667
48,0.182933401957365,18,3,-11.1941929980231,25.6666666666667
49,0.197993983086637,16,3,-18.7902651946076,24.3333333333333
50,-0.0180224070900919,19,2,-30.604191585261,18.5
51,0,10,1,14.9478667272602,10
52,0.0692131215927481,26,2,16.1601013424425,29
53,0.251257267458793,16,2,37.4870295056189,25
54,0,14,1,32.999600770247,14
55,0,4,1,24.822662870733,4
56,0.247312448243126,20,2,-30.1509270673613,31
57,0,12,1,-28.1871549429843,12
58,0,6,1,13.3586824597585,6
59,0,4,1,17.4813617755337,4
60,0.0356234342364921,20,11,-0.818158181601492,26.4545454545455
61,0.0334587019575782,19,11,-1.83004761000842,23.8181818181818
