TimeStep,NumberOfCells
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,3
9,2
10,3
11,2
12,3
13,3
14,3
15,5
16,4
17,6
18,6
19,9
20,5
21,5
22,8
23,9
24,11
25,12
