lable,NumberOfDivision
1,0
2,0
3,0
4,2
5,5
6,0
7,0
8,0
9,0
10,2
11,10
12,0
13,0
14,1
15,0
16,0
17,4
18,0
19,1
20,0
21,0
22,0
23,1
24,0
25,2
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,1
35,2
36,0
37,0
38,2
39,12
40,0
41,5
42,0
43,1
44,0
45,0
46,1
47,1
48,1
49,0
50,0
51,1
52,1
53,0
54,9
55,0
56,0
57,0
58,1
59,0
60,0
61,1
62,1
63,1
64,0
65,0
66,0
67,11
68,0
69,0
