CellId,birth Length,Last Length,AverageLength,AverageOrientation,AverageVelocity,LifeHistory,growth rate
1.0,24.5123729705811,18.7115230560303,18.520810077064912,-73.4814396908409,-0.048,19.0,-0.009
2.0,47.0448150634766,47.3701248168945,47.20746994018555,79.31541442871095,0.132,2.0,0.002
3.0,48.5844535827637,12.9084272384644,35.33356634775797,82.7824435763889,-0.337,9.0,-0.098
4.0,24.3360443115234,35.8692436218262,28.15166972932362,-77.65178934733073,0.081,21.0,0.012
5.0,22.7610492706299,11.6971054077148,20.005820846557622,61.514352416992196,0.377,5.0,-0.089
6.0,20.2554607391357,14.2851285934448,18.5543985366821,-78.22365824381514,-1.013,3.0,-0.078
7.0,43.6357917785645,47.0842819213867,46.21320585771041,-63.432091452858664,0.111,11.0,0.005
8.0,20.6115818023682,14.7035980224609,19.339916865030933,-53.63220723470054,-0.795,3.0,-0.075
9.0,20.6567935943604,12.8570737838745,18.360841989517226,71.8667984008789,0.133,4.0,-0.079
10.0,22.6793022155762,11.2173452377319,20.346734809875503,68.45076904296876,-0.62,5.0,-0.094
11.0,23.6138343811035,12.4111070632935,24.89427241412075,-75.68884207985617,-0.384,22.0,-0.019
12.0,19.730598449707,16.8256225585938,26.09944452558245,-56.8976796468099,-0.503,21.0,-0.005
13.0,26.8413028717041,11.7987079620361,23.109968185424822,-78.28235168457029,-0.115,5.0,-0.11
14.0,23.0773239135742,10.646297454834,20.2247543334961,77.6250732421875,-0.429,5.0,-0.103
15.0,29.4294033050537,13.8585090637207,24.896035194396962,47.71780141194663,-0.124,6.0,-0.084
16.0,38.6644058227539,52.0151710510254,45.37234166463216,8.780781046549473,-0.026,15.0,0.013
17.0,38.2216911315918,50.112964630127,44.08094194200302,55.4937218560113,0.131,18.0,0.01
18.0,29.7477512359619,10.8095226287842,24.581996781485426,52.63177054268974,-0.356,21.0,-0.032
19.0,18.2449970245361,11.821741104126,16.95015869140624,-70.85950012207033,0.11,5.0,-0.058
20.0,24.7787914276123,9.7247142791748,19.931164423624686,64.30796813964842,-0.735,6.0,-0.104
21.0,26.4714412689209,38.9896850585938,32.05461079733713,-57.34870147705079,0.115,14.0,0.018
22.0,24.643835067749,16.2777938842773,20.460814476013148,55.24676513671875,-1.427,2.0,-0.138
23.0,10.4759931564331,10.4759931564331,10.4759931564331,49.0121154785156,0.0,1.0,0.0
24.0,12.9983501434326,11.9790334701538,12.488691806793199,62.18371582031256,0.359,2.0,-0.027
25.0,32.9433364868164,12.8005390167236,26.50378728795934,36.623796251085075,-0.212,27.0,-0.023
26.0,31.252613067627,32.7359809875488,31.734874089558932,60.982416788737,0.379,3.0,0.01
27.0,19.2563571929932,24.203369140625,21.12383706229073,-7.566264561244398,-0.347,7.0,0.022
28.0,53.2646446228027,48.9062538146973,51.08544921875,80.6619415283203,-0.832,2.0,-0.028
29.0,34.7141189575195,18.4437141418457,20.612751960754398,-27.933644104003896,-1.714,10.0,-0.042
30.0,44.1449737548828,44.1449737548828,44.1449737548828,77.4780578613281,0.0,1.0,0.0
