lable,NumberOfDivision
1,0
2,1
3,0
4,11
5,0
6,42
7,0
8,1
9,37
10,9
11,10
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,1
20,0
21,12
22,0
23,0
24,0
25,47
26,0
27,0
28,1
29,0
30,0
31,0
32,0
