TimeStep,CellLifeId,Center_X,Center_Y,Orientation,Major_axis,Minor_axis,lable,parent,height,width
1,1,29.0693397521973,136.700469970703,60.5346984863281,32.0935134887695,8.29385280609131,1,0,4.14692640304565,16.0467567443848
1,2,24.4890594482422,373.049407958984,74.1959991455078,28.4377307891846,8.04810428619385,2,0,14.2188653945923,4.02405214309692
1,3,33.5117721557617,374.54248046875,72.1575317382813,22.5080471038818,6.98767948150635,3,0,11.2540235519409,3.49383974075317
1,4,53.6672668457031,569.352966308594,-47.8269958496094,23.734935760498,8.31919384002686,4,0,4.15959692001343,11.867467880249
1,5,69.4117660522461,716.822814941406,86.2207794189453,30.1431484222412,8.12716388702393,5,0,4.06358194351196,15.0715742111206
1,6,87.1941528320313,712.06982421875,-50.47119140625,22.0598850250244,6.79899597167969,6,0,11.0299425125122,3.39949798583984
1,7,103.046043395996,862.587829589844,-88.7030181884766,35.0854873657227,7.73878717422485,7,0,3.86939358711243,17.5427436828613
1,8,101.657104492188,854.639953613281,88.8165893554688,28.812915802002,6.86491203308105,8,0,3.43245601654053,14.406457901001
1,9,123.835662841797,635.609069824219,63.407958984375,21.2279243469238,7.79117107391357,9,0,10.6139621734619,3.89558553695679
1,10,141.975036621094,589.010009765625,-49.2587280273438,35.5741691589355,7.39569425582886,10,0,17.7870845794678,3.69784712791443
1,11,233.922454833984,644.650024414063,54.5770874023438,26.7584915161133,7.22771406173706,11,0,3.61385703086853,13.3792457580566
1,12,257.248779296875,706.9658203125,-79.1946868896484,26.4634590148926,7.40932512283325,12,0,13.2317295074463,3.70466256141663
1,13,283.517700195313,547.605773925781,73.4881439208984,20.735818862915,7.69208335876465,13,0,10.3679094314575,3.84604167938232
1,14,315.954772949219,684.187255859375,-83.3430938720703,23.0801753997803,7.71233940124512,14,0,11.5400876998901,3.85616970062256
1,15,331.911437988281,1038.421875,-76.2601318359375,28.2821407318115,6.45482540130615,15,0,3.22741270065308,14.1410703659058
1,16,335.675018310547,1029.03466796875,-76.3797149658203,26.9833545684814,7.43183755874634,16,0,3.71591877937317,13.4916772842407
1,17,390.504821777344,382.830505371094,-50.4044342041016,35.4714965820313,7.66382026672363,17,0,17.7357482910156,3.83191013336182
1,18,623.717102050781,768.397216796875,88.1773529052734,27.9529991149902,7.94974374771118,18,0,13.9764995574951,3.97487187385559
1,19,1066.86401367188,461.261871337891,-64.5624847412109,24.9475269317627,7.71178102493286,19,0,12.4737634658813,3.85589051246643
1,20,1143.35205078125,119.725860595703,-74.1605529785156,24.5309867858887,8.03669834136963,20,0,12.2654933929443,4.01834917068481
1,21,1161.5595703125,723.110534667969,63.0266571044922,22.6331024169922,6.34005451202393,21,0,3.17002725601196,11.3165512084961
1,22,1168.60168457031,378.197723388672,51.3558502197266,33.2325096130371,6.45895290374756,22,0,3.22947645187378,16.6162548065186
1,23,1180.87976074219,636.34814453125,-46.1646423339844,21.8569679260254,6.42351770401001,23,0,10.9284839630127,3.211758852005
1,24,1261.23986816406,264.8623046875,-68.1014709472656,23.2519607543945,6.99430370330811,24,0,11.6259803771973,3.49715185165405
2,1,29.6147422790527,135.494506835938,60.2763061523438,30.9476680755615,8.08421039581299,1,0,4.04210519790649,15.4738340377808
2,2,25.3093490600586,371.529663085938,72.5835876464844,27.9702606201172,7.9215407371521,2,0,13.9851303100586,3.96077036857605
2,3,34.0739059448242,373.410308837891,72.6313781738281,21.2819080352783,6.75856447219849,3,0,10.6409540176392,3.37928223609924
2,4,54.4320678710938,568.0048828125,-47.7546539306641,23.93772315979,7.60344123840332,4,0,3.80172061920166,11.968861579895
2,5,70.4542083740234,715.73388671875,85.9532623291016,31.0096702575684,7.83788967132568,5,0,3.91894483566284,15.5048351287842
2,6,87.3265686035156,710.72021484375,-49.6151123046875,23.1174583435059,6.6984748840332,6,0,11.5587291717529,3.3492374420166
2,7,105.299942016602,861.87158203125,-88.8488159179688,31.8875713348389,7.82550668716431,7,0,3.91275334358215,15.9437856674194
2,8,102.906753540039,853.73291015625,87.3175506591797,29.3682823181152,6.80805349349976,8,0,3.40402674674988,14.6841411590576
2,9,124.276916503906,634.477844238281,64.55908203125,20.6219100952148,7.21133136749268,9,0,10.3109550476074,3.60566568374634
2,10,142.930252075195,588.529235839844,-48.9658203125,34.6065940856934,7.07486248016357,10,0,17.3032970428467,3.53743124008179
2,11,234.272323608398,643.412658691406,53.8926696777344,25.5613899230957,6.88159084320068,11,0,3.44079542160034,12.7806949615479
2,12,257.634063720703,705.546081542969,-80.4898223876953,25.9361057281494,6.95093059539795,12,0,12.9680528640747,3.47546529769897
2,13,283.972686767578,546.398986816406,73.5696868896484,19.9166812896729,7.19057464599609,13,0,9.95834064483643,3.59528732299805
2,14,316.757202148438,683.973937988281,-85.2511901855469,22.4647941589355,7.94256734848022,14,0,11.2323970794678,3.97128367424011
2,15,332.668731689453,1036.8984375,-74.1499938964844,27.0572166442871,6.20794534683228,15,0,3.10397267341614,13.5286083221436
2,16,336.177398681641,1028.13403320313,-76.3616333007813,26.0811595916748,7.06117963790894,16,0,3.53058981895447,13.0405797958374
2,17,390.799224853516,381.429016113281,-50.5125885009766,33.9322700500488,7.24476766586304,17,0,16.9661350250244,3.62238383293152
2,18,624.951721191406,767.340942382813,84.9103393554688,26.8109283447266,6.84104156494141,18,0,13.4054641723633,3.4205207824707
2,19,1067.32983398438,460.071533203125,-64.0124053955078,24.5484504699707,6.87907600402832,19,0,12.2742252349854,3.43953800201416
2,20,1143.76342773438,118.399566650391,-73.7350769042969,23.07053565979,7.75308799743652,20,0,11.535267829895,3.87654399871826
2,21,1161.73071289063,721.760192871094,63.1545867919922,21.4358520507813,6.05944013595581,21,0,3.02972006797791,10.7179260253906
2,22,1169.02111816406,376.936340332031,51.783447265625,31.8004112243652,5.79584264755249,22,0,2.89792132377625,15.9002056121826
2,23,1181.30554199219,635.137329101563,-46.5087280273438,20.0972747802734,6.53129768371582,23,0,10.0486373901367,3.26564884185791
2,24,1261.4814453125,263.292449951172,-68.9197387695313,22.5472011566162,6.62531185150146,24,0,11.2736005783081,3.31265592575073
3,1,30.2839622497559,134.22590637207,61.1053771972656,30.7659091949463,8.21439552307129,1,0,4.10719776153564,15.3829545974731
3,2,25.6608200073242,370.903503417969,73.7861480712891,28.1035861968994,7.92874670028687,2,0,14.0517930984497,3.96437335014343
3,3,34.6518325805664,372.178161621094,71.4220733642578,21.534158706665,6.96718120574951,3,0,10.7670793533325,3.48359060287476
3,4,54.9194946289063,566.782165527344,-47.0642852783203,24.1892871856689,8.18360996246338,4,0,4.09180498123169,12.0946435928345
3,5,70.7180938720703,714.27587890625,84.4494323730469,30.8951854705811,7.96742248535156,5,0,3.98371124267578,15.4475927352905
3,6,88.0655517578125,709.329956054688,-49.8836822509766,22.6841850280762,6.83063507080078,6,0,11.3420925140381,3.41531753540039
