"Cell ID","Region num birth","Region num death","Cell birth time","Cell death time","Cell age","Old pole age","Error frame","stat0","Long axis (L) birth","Long axis (L) death","Short axis birth","Short axis death","Area birth","Area death","Region score birth","Region score death","X position birth","Y position birth","Fluor1 sum","Fluor1 mean","Fluor2 sum","Fluor2 mean","Num of neighbors","Region gray val","Focus1(1) long axis birth","Focus1(1) short axis birth","Focus1(1) score birth","Focus1(1) intensity birth","Focus1(2) long axis birth","Focus1(2) short axis birth","Focus1(2) score birth","Focus1(2) intensity birth","Focus1(3) long axis birth","Focus1(3) short axis birth","Focus1(3) score birth","Focus1(3) intensity birth","Focus1(4) long axis birth","Focus1(4) short axis birth","Focus1(4) score birth","Focus1(4) intensity birth","Focus1(5) long axis birth","Focus1(5) short axis birth","Focus1(5) score birth","Focus1(5) intensity birth","Focus1(1) long axis pole align","Focus1(1) long axis norm pole align","Focus1(1) long axis normalized","Focus1(2) long axis normalized","Focus1(3) long axis normalized","Focus1(4) long axis normalized","Focus1(5) long axis normalized","Focus1(1) short axis normalized","Focus1(2) short axis normalized","Focus1(3) short axis normalized","Focus1(4) short axis normalized","Focus1(5) short axis normalized","Focus1(1) gaussianFitWidth","Focus1(2) gaussianFitWidth","Focus1(3) gaussianFitWidth","Mother ID","Daughter1 ID","Daughter2 ID","dL max","dL min","L death / L birth","Fluor1 sum death","Fluor1 mean death","Fluor2 sum death","Fluor2 mean death","Focus1(1) long axis death","Focus1(1) short axis death","Focus1(1) score death","Focus1(1) intensity death","Focus1(2) long axis death","Focus1(2) short axis death","Focus1(2) score death","Focus1(2) intensity death","Focus1(2) long axis death","Focus1(3) short axis death","Focus1(3) score death","Focus1(3) intensity death","Focus1(4) long axis death","Focus1(4) short axis death","Focus1(4) score death","Focus1(4) intensity death","Focus1(5) long axis death","Focus1(5) short axis death","Focus1(5) score death","Focus1(5) intensity death","Focus1(1) gaussian fit width death","Focus1(2) gaussian fit width death","Focus1(3) gaussian fit width death","Long axis/Short axis birth","Long axis/Short axis death","Neck width","Maximum width","Cell dist to edge","Generation","Generation0","Progenitor","Focus2(1) long axis birth","Focus2(1) short axis birth","Focus2(1) score birth","Focus2(1) intensity birth","Focus2(2) long axis birth","Focus2(2) short axis birth","Focus2(2) score birth","Focus2(2) intensity birth","Focus2(3) long axis birth","Focus2(3) short axis birth","Focus2(3) score birth","Focus2(3) intensity birth","Focus2(4) long axis birth","Focus2(4) short axis birth","Focus2(4) score birth","Focus2(4) intensity birth","Focus2(5) long axis birth","Focus2(5) short axis birth","Focus2(5) score birth","Focus2(5) intensity birth","Focus3(1) long axis birth","Focus3(1) short axis birth","Focus3(1) score birth","Focus3(1) intensity birth","Focus3(2) long axis birth","Focus3(2) short axis birth","Focus3(2) score birth","Focus3(2) intensity birth","Focus3(3) long axis birth","Focus3(3) short axis birth","Focus3(3) score birth","Focus3(3) intensity birth","Focus3(4) long axis birth","Focus3(4) short axis birth","Focus3(4) score birth","Focus3(4) intensity birth","Focus3(5) long axis birth","Focus3(5) short axis birth","Focus3(5) score birth","Focus3(5) intensity birth","Focus2(1) long axis normalized","Focus2(2) long axis normalized","Focus2(3) long axis normalized","Focus2(4) long axis normalized","Focus2(5) long axis normalized","Focus2(1) short axis normalized","Focus2(2) short axis normalized","Focus2(3) short axis normalized","Focus2(4) short axis normalized","Focus2(5) short axis normalized","Focus3(1) long axis normalized","Focus3(2) long axis normalized","Focus3(3) long axis normalized","Focus3(4) long axis normalized","Focus3(5) long axis normalized","Focus3(1) short axis normalized","Focus3(2) short axis normalized","Focus3(3) short axis normalized","Focus3(4) short axis normalized","Focus3(5) short axis normalized","Long axis length","Short axis length","Growth Rate"
1,1,1,1,22,21,NaN,NaN,0,28,95,8.00010999845335,7.6548763935991,224,728,33.3670306734005,49.8669455771503,120.558035714286,123.34375,NaN,NaN,NaN,NaN,NaN,113.455357142857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3,4,9,0,3.39285714285714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.49995187633835,12.410389811054,8.00010999845335,9.27336807952179,1,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30,11,0.0581748753059684
2,2,2,1,28,27,NaN,NaN,0,28,125,7.9458053423555,7.20563593311157,223,901,39.3833058241398,49.4484728461757,109.116591928251,146.730941704036,NaN,NaN,NaN,NaN,NaN,113.587443946188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,9,10,13,0,4.46428571428571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.52387187875654,17.3475320097142,7.9458053423555,8.89650699255859,1,0,0,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29,11,0.0554114528565592
3,1,1,23,30,7,NaN,NaN,2,74,122,7.54088302147419,7.25125593511468,559,884,49.783056690626,49.646551115737,121.293381037567,120.109123434705,NaN,NaN,NaN,NaN,NaN,126.225402504472,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,13,14,13,3,1.64864864864865,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.81317437086214,16.824671628153,7.1443391323434,8.30631097944812,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,76,12,0.0714222787898696
4,3,5,23,33,10,NaN,NaN,2,33,73,7.36873532788495,7.26422430924581,243,531,44.6524744453961,49.7128664503088,94.1728395061728,163.761316872428,NaN,NaN,NaN,NaN,NaN,124.008230452675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,21,22,7,0,2.21212121212121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.4783804182952,10.0492491548047,7.36873532788495,8.28420672175389,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34,10,0.0793951879681911
5,1,1,29,29,0,NaN,NaN,0,1,1,0,0,0,0,-49.9995261656411,-49.9995261656411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Inf,Inf,0,0,NaN,0,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN
6,2,2,29,29,0,NaN,NaN,0,1,1,0,0,0,0,-49.9995261656411,-49.9995261656411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Inf,Inf,0,0,NaN,0,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN
7,3,3,29,29,0,NaN,NaN,0,1,1,0,0,0,0,-49.9995261656411,-49.9995261656411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Inf,Inf,0,0,NaN,0,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN
8,4,4,29,29,0,NaN,NaN,0,1,1,0,0,0,0,-49.9995261656411,-49.9995261656411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Inf,Inf,0,0,NaN,0,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN
9,5,15,29,39,10,NaN,NaN,2,37,101,7.23705591463814,5.35857044913415,268,654,46.5742787631452,-44.2606929478188,106.884328358209,154.75,NaN,NaN,NaN,NaN,NaN,137.492537313433,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,42,43,28,2,2.72972972972973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.11257622387046,18.8483105631876,7.23705591463814,8.29274479548136,1,1,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38,13,0.100420260419704
10,10,2,29,31,2,NaN,NaN,2,67,78,8.3105383981735,7.20763064351195,557,562,49.3549830254082,49.7853310327326,134.170556552962,114.394973070018,NaN,NaN,NaN,NaN,NaN,129.603231597846,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,15,16,9,2,1.16417910447761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.06205287670956,10.8218641961367,6.26613939897046,10.0934772731762,1,1,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68,16,0.076008103649313
