TimeStep,CellId,Orientation,label,Center_X,Center_Y,Major_axis,Minor_axis,parent,daughter1,daughter2,InstantaneousGrowthRate,InstantaneousVelocity
1.0,0.0,1.7429871349736594,1.0,71.46421813964844,34.08073425292969,30.927085876464844,8.652729034423828,0.0,,,,
1.0,1.0,1.3258177307567967,2.0,75.17647552490234,63.70589065551758,26.19384765625,8.246211051940918,0.0,,,,
2.0,2.0,1.4730693669075123,3.0,71.72239685058594,43.46839141845703,58.406253814697266,13.874656677246094,0.0,,,,
3.0,3.0,1.7681918907414147,4.0,69.63462829589844,38.326927185058594,37.26206588745117,8.825225830078125,0.0,,,,
3.0,4.0,1.5707963267948966,5.0,74.5,62.0,34.0,9.0,0.0,,,,
4.0,5.0,1.7748143068450872,6.0,69.38883209228516,38.28733825683594,39.237945556640625,8.91464614868164,0.0,,,,
4.0,6.0,1.6064954394468662,7.0,74.75286865234375,59.91974639892578,36.11982727050781,9.636712074279785,0.0,,,,
5.0,7.0,1.7748143234898441,8.0,68.31414031982422,40.06499481201172,43.56019973754883,8.273061752319336,0.0,,,,
5.0,8.0,1.6064954394468662,9.0,74.8770751953125,57.94204330444336,40.15297317504883,9.529638290405273,0.0,,,,
6.0,9.0,1.7681918907414147,10.0,67.61538696289062,42.923072814941406,45.498939514160156,7.844644546508789,0.0,,,,
6.0,10.0,1.6041173239783988,11.0,74.85183715820312,59.44506072998047,43.076080322265625,9.46141242980957,0.0,,,-3.555,-1.696
7.0,10.0,1.7681918907414147,11.0,75.51924133300781,43.403846740722656,25.298980712890625,7.452413558959961,0.0,,,,
7.0,11.0,1.7483924864591658,12.0,66.7891616821289,43.10318374633789,49.995933532714844,8.151784896850586,0.0,35.0,13.0,,
7.0,12.0,1.4601391871829597,13.0,73.83536529541016,69.01829528808594,22.0863094329834,7.619776248931885,0.0,,,,
8.0,13.0,1.5707963267948966,12.0,64.0,60.0,24.0,6.0,11.0,,,,
8.0,14.0,1.7894652714632377,14.0,75.44706726074219,44.98823928833008,26.465518951416016,7.375635623931885,0.0,36.0,21.0,0.625,-0.088
8.0,15.0,1.5707963267948966,15.0,74.0,71.5,21.0,6.0,0.0,,,0.6,0.421
8.0,35.0,1.8736811662580528,12.0,67.91815185546875,33.661922454833984,25.293720245361328,7.63584041595459,11.0,,,,
9.0,14.0,1.8157750060567805,14.0,75.70588684082031,43.67647171020508,29.589345932006836,8.00367546081543,0.0,36.0,21.0,0.485,0.031
9.0,15.0,1.5707963267948966,15.0,74.5,74.0,24.0,7.0,0.0,,,0.4,0.284
9.0,16.0,1.8925468662621197,16.0,67.8499984741211,35.95000076293945,29.09295082092285,7.273238182067871,0.0,,,,
9.0,17.0,1.4876549675656583,17.0,64.25862884521484,65.10345458984375,26.159326553344727,6.477548122406006,0.0,,,0.893,-2.79
10.0,14.0,1.8157750060567805,14.0,75.35294342041016,44.58823776245117,32.01470184326172,7.761139392852783,0.0,36.0,21.0,0.853,-0.288
10.0,15.0,1.5707963267948966,15.0,74.5,76.0,26.0,7.0,0.0,,,1.0,-0.141
10.0,17.0,1.8438050594907303,17.0,67.38797760009766,38.32863235473633,30.62225341796875,6.625192165374756,0.0,,,,
10.0,18.0,1.4711276561567357,18.0,64.5,69.0,26.368486404418945,6.5672454833984375,0.0,,,1.42,-3.549
11.0,14.0,1.7681918907414147,14.0,76.0,40.5,36.28148651123047,8.040761947631836,0.0,36.0,21.0,7.26,1.463
11.0,15.0,1.5707963267948966,15.0,74.0,75.5,31.0,8.0,0.0,,,,
11.0,18.0,1.8157750060567805,18.0,67.76471710205078,35.94117736816406,33.46991729736328,5.820855140686035,0.0,,,,
11.0,19.0,1.5042280853453305,19.0,64.2986831665039,69.98008728027344,30.332664489746094,6.186266899108887,0.0,,,1.012,-3.79
12.0,14.0,1.6539375611884588,14.0,74.08966064453125,56.92414093017578,72.58175659179688,10.629822731018066,0.0,36.0,21.0,,
12.0,19.0,1.804539512247143,19.0,67.4957046508789,35.11802673339844,35.39161682128906,6.207429885864258,0.0,,,,
12.0,20.0,1.4464413512741916,20.0,64.17692565917969,70.91539001464844,32.37306594848633,7.069979667663574,0.0,37.0,22.0,9.044,-1.408
13.0,20.0,1.6628431801960621,20.0,64.04823303222656,61.22752380371094,77.59319305419922,11.351739883422852,0.0,37.0,22.0,0.801,0.25
13.0,21.0,1.6332151385619023,14.0,71.74124145507812,87.14008331298828,36.24178695678711,9.481499671936035,14.0,39.0,23.0,0.421,0.485
13.0,36.0,1.8000282505186034,14.0,75.09062957763672,46.254478454589844,43.62809371948242,8.147806167602539,14.0,,,0.395,0.017
14.0,20.0,1.674896264460354,20.0,62.80012893676758,64.27017211914062,81.60063171386719,10.970141410827637,0.0,37.0,22.0,,
14.0,21.0,1.6295521518972016,14.0,70.63966369628906,91.1258544921875,38.34547805786133,9.395524024963379,14.0,39.0,23.0,,
14.0,36.0,1.8233505841593496,14.0,74.34390258789062,47.60487365722656,45.60273742675781,8.402148246765137,14.0,,,1.319,-0.325
15.0,22.0,1.7506498317333874,20.0,61.93999481201172,93.58000183105469,23.523435592651367,6.171548366546631,20.0,,,,
15.0,23.0,1.5707963267948966,14.0,72.5,74.5,19.0,7.0,21.0,,,0.376,-0.411
15.0,24.0,1.8157750060567805,21.0,65.82353210449219,41.20587921142578,45.59669494628906,7.518604278564453,0.0,,,0.387,-0.156
15.0,36.0,1.8490959782731475,14.0,73.82075500488281,45.377357482910156,52.19701385498047,9.47787857055664,14.0,,,0.718,-0.21
15.0,37.0,0.9272951812814234,20.0,57.68000411987305,71.24000549316406,20.0,6.800000190734863,20.0,38.0,25.0,5.021,1.907
15.0,39.0,1.8568477910608525,14.0,70.12261199951172,98.18311309814453,23.645538330078125,7.3363237380981445,21.0,,,0.102,-0.313
16.0,23.0,1.862253075967332,14.0,72.31192779541016,71.7935791015625,20.880613327026367,7.56682825088501,21.0,,,,
16.0,24.0,1.8086322582103767,21.0,65.02862548828125,41.00693893432617,47.53230667114258,7.126900672912598,0.0,,,,
16.0,36.0,1.8224863218065914,14.0,73.10375213623047,44.54096603393555,55.785194396972656,8.882463455200195,14.0,,,1.7,0.26
16.0,37.0,1.3734008294274058,20.0,59.0384635925293,82.19231414794922,45.106712341308594,12.551433563232422,20.0,38.0,25.0,,
16.0,39.0,1.778292545031542,14.0,69.60477447509766,96.62733459472656,24.15472984313965,7.519382476806641,21.0,,,0.592,0.25
17.0,25.0,1.7975951699019501,20.0,60.37921142578125,96.85674285888672,28.63211441040039,6.221113204956055,37.0,,,0.238,-0.063
17.0,26.0,1.7681918907414147,22.0,67.42308807373047,29.88461685180664,26.671794891357422,5.883484840393066,0.0,,,,
17.0,27.0,1.8370484034233607,23.0,61.7884635925293,56.94230651855469,24.733034133911133,6.227111339569092,0.0,40.0,30.0,6.199,-1.397
17.0,28.0,1.92956700252212,24.0,74.16438293457031,71.0616455078125,24.110475540161133,6.6713457107543945,0.0,,,0.257,-0.323
17.0,36.0,1.8313987069078395,14.0,72.14938354492188,48.43983459472656,64.28683471679688,8.37403678894043,14.0,,,,
17.0,38.0,1.3045442668111893,20.0,53.16923141479492,73.45384979248047,24.29450225830078,7.104168891906738,37.0,,,0.331,-0.071
17.0,39.0,1.7894652714632377,14.0,69.63529205322266,98.14117431640625,27.116310119628906,6.941775321960449,21.0,,,0.39,-0.203
18.0,25.0,1.8370484034233607,20.0,60.09231185913086,96.66152954101562,29.819969177246094,6.49022912979126,37.0,,,-0.476,0.297
18.0,27.0,1.779819268705457,23.0,64.63751983642578,41.92311096191406,55.729705810546875,6.314056873321533,0.0,40.0,30.0,,
18.0,28.0,1.92956700252212,24.0,74.39041137695312,68.45890045166016,25.397930145263672,6.6713457107543945,0.0,,,0.562,-0.395
18.0,29.0,1.8259787246810943,25.0,71.75309753417969,47.19646072387695,66.97594451904297,8.203713417053223,0.0,42.0,31.0,,
18.0,38.0,1.3258177307567967,20.0,52.50000762939453,73.5,25.951313018798828,6.5484619140625,37.0,,,0.531,0.218
18.0,39.0,1.7894652714632377,14.0,69.3705825805664,97.08235168457031,29.068683624267578,7.050240516662598,21.0,,,0.827,-0.157
