TimeStep,CellId,Center_X,Center_Y,Major_axis,label,parent,daughter1,daughter2,checked,InstantaneousGrowthRate,InstantaneousVelocity
1,1,106.105979919434,57.9902076721191,35.1872215270996,1,0,2,3,True,0.015,-3.202
2,1,102.947830200195,53.710132598877,36.5264892578125,1,0,2,3,True,0.021,-2.694
3,1,99.9831085205078,50.6390686035156,38.3850708007812,1,0,2,3,True,0.013,-1.215
4,1,98.4573211669922,49.616024017334,39.5389022827148,1,0,2,3,True,0.029,-1.421
5,1,95.3365707397461,51.0016136169434,42.1929817199707,1,0,2,3,True,0.018,0.486
6,1,95.1940460205078,52.7866363525391,43.8088264465332,1,0,2,3,True,0.008,-0.757
7,1,93.8934707641602,52.7869033813477,44.5620384216309,1,0,2,3,True,-0.006,-0.344
8,1,92.629035949707,53.9573669433594,44.0204391479492,1,0,2,3,True,0.04,-1.273
9,1,91.5498809814453,52.0049476623535,47.6436538696289,1,0,2,3,True,-0.029,-1.617
10,1,90.4522933959961,48.9827613830566,44.9981727600098,1,0,2,3,True,0.009,-0.018
11,1,89.6879501342773,50.3130378723145,45.786735534668,1,0,2,3,True,0.037,-0.998
12,1,89.2894821166992,47.9270553588867,49.1335678100586,1,0,2,3,True,0.058,-0.904
13,1,88.4899139404297,46.5415382385254,54.3286170959473,1,0,2,3,True,,
14,3,81.2487487792969,44.1699981689453,34.8876075744629,1,1,0,0,False,-0.011,-0.628
14,2,105.82022857666,53.1687316894531,29.1806316375732,1,1,4,5,True,0.032,-1.28
15,3,80.8812026977539,42.8618316650391,33.8634872436523,1,1,0,0,False,-0.002,-0.187
15,2,103.977890014648,52.5571708679199,32.0969696044922,1,1,4,5,True,0.03,-0.558
16,3,80.6440200805664,42.7113609313965,33.7035827636719,1,1,0,0,False,0.011,-0.489
16,2,102.720756530762,53.176643371582,34.774055480957,1,1,4,5,True,,
17,3,79.7666931152344,42.7963218688965,34.7116584777832,1,1,0,0,False,0.006,-0.52
17,5,113.545845031738,52.9241523742676,16.3565349578857,1,2,0,0,False,0.034,1.432
17,4,92.7784729003906,53.4648208618164,28.2453289031982,1,2,6,7,True,0.024,-0.731
18,3,78.4351959228516,43.6057968139648,35.235279083252,1,1,0,0,False,-0.023,-0.909
18,5,115.402809143066,54.0237236022949,19.4598846435547,1,2,0,0,False,0.04,-4.365
18,4,90.892219543457,54.508430480957,30.4320621490479,1,2,6,7,True,0.028,-2.641
19,3,76.0072402954102,45.0951957702637,33.1615791320801,1,1,0,0,False,-0.124,-0.021
19,5,110.914413452148,48.0500450134277,23.1036911010742,1,2,0,0,False,0.054,0.604
19,4,85.2284469604492,56.0761032104492,32.9790267944336,1,2,6,7,True,0.048,0.002
20,3,77.4674301147461,42.4729156494141,21.9714584350586,1,1,0,0,False,,
20,5,110.580451965332,51.0146102905273,28.0034427642822,1,2,0,0,False,0.076,-2.052
20,4,83.4889831542969,58.6407890319824,37.273983001709,1,2,6,7,True,0.058,-2.162
21,5,107.31330871582,50.7373886108398,34.8461151123047,1,2,0,0,False,-0.073,-3.718
21,4,80.4123458862305,57.3736953735352,42.5089340209961,1,2,6,7,True,-0.028,-1.702
22,5,102.904647827148,46.990608215332,28.2410869598389,1,2,0,0,False,,
22,4,76.0228424072266,58.9959030151367,39.956184387207,1,2,6,7,True,,
23,7,60.7143325805664,55.7014656066895,18.0190544128418,1,4,0,0,False,0.071,1.427
23,6,79.5128555297852,55.8640975952148,25.6244449615479,1,4,8,9,True,-0.024,-1.133
24,7,61.6328315734863,57.8577537536621,24.4148139953613,1,4,0,0,False,0.036,-2.887
24,6,78.3007278442383,54.6317329406738,23.4401321411133,1,4,8,9,True,0.096,-1.186
25,7,58.330493927002,55.0482177734375,27.6872653961182,1,4,0,0,False,0.015,-3.125
25,6,77.2040100097656,53.0909805297852,32.0397567749023,1,4,8,9,True,0.042,-2.934
26,7,55.8489418029785,50.8301887512207,29.0464859008789,1,4,0,0,False,0.023,-1.497
26,6,74.4020614624023,49.3757820129395,35.7952117919922,1,4,8,9,True,,
27,7,54.029182434082,49.4924468994141,31.0982913970947,1,4,0,0,False,0.032,1.432
27,9,80.8633270263672,50.918399810791,24.325496673584,1,6,10,11,True,-0.01,-1.354
27,8,62.178050994873,45.041259765625,14.930139541626,1,6,0,0,False,,
28,7,54.9876594543457,51.6176567077637,33.9470863342285,1,4,0,0,False,0.041,-1.699
28,9,80.4730224609375,47.6607131958008,23.463415145874,1,6,10,11,True,,
29,7,54.3310050964355,48.5616493225098,37.6374969482422,1,4,0,0,False,-0.013,-4.062
29,11,90.7871551513672,41.8593330383301,18.3150653839111,1,9,0,0,False,,
29,10,66.8391952514648,47.0200691223145,13.8725166320801,1,9,0,0,False,,
30,7,51.675464630127,42.294361114502,36.4802093505859,1,4,0,0,False,-0.04,-0.888
31,7,50.9054565429688,41.1310882568359,32.9219512939453,1,4,0,0,False,-0.013,-0.002
32,7,50.4110336303711,41.7301139831543,31.7718276977539,1,4,0,0,False,0.027,-3.56
33,7,46.9196586608887,37.5617065429688,34.1898612976074,1,4,0,0,False,0.014,-1.659
34,7,45.015754699707,35.9581604003906,35.4851913452148,1,4,0,0,False,-0.016,-2.638
35,7,41.6425857543945,33.8387184143066,34.0899810791016,1,4,0,0,False,0.037,-0.521
36,7,41.316047668457,32.9978866577148,37.4128494262695,1,4,0,0,False,0.008,-1.126
37,7,39.3235092163086,32.7676849365234,38.1672630310059,1,4,0,0,False,0.025,0.248
38,7,39.1692695617676,33.5257148742676,40.3928527832031,1,4,0,0,False,0.01,-2.884
39,7,37.8394393920898,28.2680797576904,41.2783660888672,1,4,0,0,False,0.005,-1.771
40,7,35.814525604248,26.5399227142334,41.7209167480469,1,4,0,0,False,,
