CellId,birthLength,AverageLength,AverageVelocity,AverageOrientation,LifeHistory,GrowthRate
1.0,35.1872215270996,43.54713205190805,-1.074,,13.0,0.022
2.0,29.1806316375732,32.017218907674135,-0.613,,3.0,0.039
3.0,34.8876075744629,32.50495038713729,-0.394,,7.0,-0.044
4.0,28.2453289031982,35.2325865427653,-1.206,,6.0,0.039
5.0,16.3565349578857,25.0017925898234,-1.35,,6.0,0.061
6.0,25.6244449615479,29.224886417388927,-1.313,,4.0,0.056
7.0,18.0190544128418,33.65343136257595,-1.401,,18.0,0.031
8.0,14.930139541626,14.930139541626,0.0,,1.0,
9.0,24.325496673584,23.894455909728997,-0.677,,2.0,-0.012
10.0,13.8725166320801,13.8725166320801,0.0,,1.0,
11.0,18.3150653839111,18.3150653839111,0.0,,1.0,
