CellNumber,GrowthRate,birthLength,LifeHistory,AverageVelocity,AverageLength
54,NaN,58,1,0,58
55,NaN,50,1,0,50
56,NaN,44,1,0,44
57,NaN,40,1,0,40
58,NaN,47,1,0,47
59,NaN,60,1,0,60
60,NaN,49,1,0,49
61,NaN,44,1,0,44
62,NaN,69,1,0,69
63,NaN,57,1,0,57
64,NaN,60,1,0,60
65,NaN,33,1,0,33
66,NaN,58,1,0,58
67,NaN,31,1,0,31
68,NaN,50,1,0,50
69,NaN,67,1,0,67
70,NaN,52,1,0,52
71,NaN,47,1,0,47
72,NaN,34,1,0,34
73,NaN,57,1,0,57
74,NaN,32,1,0,32
75,NaN,15,1,0,15
76,NaN,46,1,0,46
77,NaN,33,1,0,33
78,NaN,52,1,0,52
79,NaN,40,1,0,40
80,NaN,40,1,0,40
81,NaN,51,1,0,51
82,NaN,34,1,0,34
83,NaN,66,1,0,66
84,NaN,38,1,0,38
85,NaN,69,1,0,69
86,NaN,35,1,0,35
87,NaN,30,1,0,30
88,NaN,34,1,0,34
89,NaN,33,1,0,33
90,NaN,54,1,0,54
91,NaN,36,1,0,36
92,NaN,60,1,0,60
93,NaN,33,1,0,33
94,NaN,50,1,0,50
95,NaN,32,1,0,32
96,NaN,35,1,0,35
97,NaN,37,1,0,37
98,NaN,30,1,0,30
99,NaN,32,1,0,32
100,NaN,34,1,0,34
101,NaN,51,1,0,51
102,NaN,27,1,0,27
103,NaN,41,1,0,41
104,NaN,31,1,0,31
105,NaN,59,1,0,59
106,NaN,32,1,0,32
107,NaN,35,1,0,35
108,NaN,44,1,0,44
109,NaN,33,1,0,33
110,NaN,37,1,0,37
111,NaN,40,1,0,40
112,NaN,39,1,0,39
113,NaN,37,1,0,37
114,NaN,33,1,0,33
115,NaN,32,1,0,32
116,NaN,35,1,0,35
117,NaN,58,1,0,58
118,NaN,39,1,0,39
119,NaN,56,1,0,56
120,NaN,68,1,0,68
121,NaN,35,1,0,35
122,NaN,33,1,0,33
123,NaN,34,1,0,34
124,NaN,38,1,0,38
125,NaN,39,1,0,39
126,NaN,34,1,0,34
127,NaN,39,1,0,39
128,NaN,57,1,0,57
129,NaN,28,1,0,28
130,NaN,44,1,0,44
131,NaN,34,1,0,34
132,NaN,39,1,0,39
133,NaN,32,1,0,32
134,NaN,35,1,0,35
135,NaN,30,1,0,30
136,NaN,48,1,0,48
137,NaN,32,1,0,32
138,NaN,41,1,0,41
139,NaN,41,1,0,41
140,NaN,44,1,0,44
141,NaN,38,1,0,38
142,NaN,38,1,0,38
143,NaN,38,1,0,38
144,NaN,64,1,0,64
145,NaN,40,1,0,40
146,NaN,31,1,0,31
147,NaN,42,1,0,42
148,NaN,38,1,0,38
149,NaN,36,1,0,36
150,NaN,34,1,0,34
151,NaN,38,1,0,38
152,NaN,27,1,0,27
153,NaN,41,1,0,41
154,NaN,36,1,0,36
155,NaN,44,1,0,44
156,NaN,37,1,0,37
157,NaN,42,1,0,42
158,NaN,50,1,0,50
159,NaN,35,1,0,35
160,NaN,34,1,0,34
161,NaN,30,1,0,30
162,NaN,30,1,0,30
163,NaN,41,1,0,41
164,NaN,38,1,0,38
165,NaN,36,1,0,36
166,NaN,32,1,0,32
167,NaN,28,1,0,28
168,NaN,45,1,0,45
169,NaN,25,1,0,25
170,NaN,36,1,0,36
171,NaN,49,1,0,49
172,NaN,45,1,0,45
173,NaN,41,1,0,41
174,NaN,44,1,0,44
175,NaN,42,1,0,42
176,NaN,37,1,0,37
177,NaN,43,1,0,43
178,NaN,33,1,0,33
179,NaN,45,1,0,45
180,NaN,33,1,0,33
181,NaN,43,1,0,43
182,NaN,42,1,0,42
183,NaN,37,1,0,37
184,NaN,29,1,0,29
185,NaN,42,1,0,42
186,NaN,45,1,0,45
187,NaN,41,1,0,41
188,NaN,46,1,0,46
189,NaN,26,1,0,26
190,NaN,41,1,0,41
191,NaN,47,1,0,47
192,NaN,40,1,0,40
193,NaN,32,1,0,32
194,NaN,32,1,0,32
195,NaN,30,1,0,30
196,NaN,44,1,0,44
197,NaN,36,1,0,36
198,NaN,42,1,0,42
199,NaN,27,1,0,27
200,NaN,38,1,0,38
201,NaN,30,1,0,30
202,NaN,50,1,0,50
203,NaN,57,1,0,57
204,NaN,26,1,0,26
205,NaN,40,1,0,40
206,NaN,49,1,0,49
207,NaN,46,1,0,46
208,NaN,45,1,0,45
209,NaN,50,1,0,50
210,NaN,45,1,0,45
211,NaN,40,1,0,40
212,NaN,37,1,0,37
213,NaN,50,1,0,50
214,NaN,35,1,0,35
215,NaN,47,1,0,47
216,NaN,46,1,0,46
217,NaN,41,1,0,41
218,NaN,46,1,0,46
219,NaN,31,1,0,31
220,NaN,44,1,0,44
221,NaN,27,1,0,27
222,NaN,46,1,0,46
223,NaN,54,1,0,54
224,NaN,44,1,0,44
225,NaN,44,1,0,44
226,NaN,28,1,0,28
227,NaN,27,1,0,27
228,NaN,36,1,0,36
229,NaN,36,1,0,36
230,NaN,52,1,0,52
231,NaN,34,1,0,34
232,NaN,29,1,0,29
233,NaN,38,1,0,38
234,NaN,46,1,0,46
235,NaN,44,1,0,44
236,NaN,58,1,0,58
237,NaN,32,1,0,32
238,NaN,31,1,0,31
239,NaN,28,1,0,28
240,NaN,46,1,0,46
241,NaN,31,1,0,31
242,NaN,53,1,0,53
243,NaN,52,1,0,52
244,NaN,51,1,0,51
245,NaN,27,1,0,27
246,NaN,29,1,0,29
247,NaN,46,1,0,46
248,NaN,39,1,0,39
249,NaN,43,1,0,43
250,NaN,54,1,0,54
251,NaN,38,1,0,38
252,NaN,53,1,0,53
253,NaN,51,1,0,51
254,NaN,46,1,0,46
255,NaN,54,1,0,54
256,NaN,50,1,0,50
257,NaN,34,1,0,34
258,NaN,32,1,0,32
259,NaN,50,1,0,50
260,NaN,32,1,0,32
261,NaN,27,1,0,27
262,NaN,50,1,0,50
263,NaN,50,1,0,50
264,NaN,28,1,0,28
265,NaN,32,1,0,32
266,NaN,38,1,0,38
267,NaN,28,1,0,28
268,NaN,38,1,0,38
269,NaN,25,1,0,25
270,NaN,36,1,0,36
271,NaN,33,1,0,33
272,NaN,43,1,0,43
273,NaN,35,1,0,35
274,NaN,48,1,0,48
275,NaN,50,1,0,50
276,NaN,37,1,0,37
277,NaN,34,1,0,34
278,NaN,30,1,0,30
279,NaN,50,1,0,50
280,NaN,31,1,0,31
281,NaN,29,1,0,29
282,NaN,30,1,0,30
283,NaN,59,1,0,59
284,NaN,35,1,0,35
285,NaN,28,1,0,28
286,NaN,30,1,0,30
287,NaN,33,1,0,33
288,NaN,52,1,0,52
289,NaN,30,1,0,30
290,NaN,40,1,0,40
291,NaN,46,1,0,46
292,NaN,60,1,0,60
293,NaN,30,1,0,30
294,NaN,41,1,0,41
295,NaN,56,1,0,56
296,NaN,51,1,0,51
297,NaN,31,1,0,31
298,NaN,64,1,0,64
299,NaN,54,1,0,54
300,NaN,36,1,0,36
301,NaN,38,1,0,38
302,NaN,30,1,0,30
303,NaN,30,1,0,30
304,NaN,58,1,0,58
305,NaN,58,1,0,58
306,NaN,35,1,0,35
307,NaN,34,1,0,34
308,NaN,32,1,0,32
309,NaN,44,1,0,44
310,NaN,42,1,0,42
311,NaN,32,1,0,32
312,NaN,30,1,0,30
313,NaN,36,1,0,36
314,NaN,42,1,0,42
315,NaN,37,1,0,37
316,NaN,26,1,0,26
317,NaN,48,1,0,48
318,NaN,58,1,0,58
319,NaN,52,1,0,52
320,NaN,42,1,0,42
321,NaN,38,1,0,38
322,NaN,37,1,0,37
323,NaN,57,1,0,57
324,NaN,31,1,0,31
325,NaN,34,1,0,34
326,NaN,36,1,0,36
327,NaN,35,1,0,35
328,NaN,32,1,0,32
329,NaN,38,1,0,38
330,NaN,33,1,0,33
331,NaN,57,1,0,57
332,NaN,32,1,0,32
333,NaN,32,1,0,32
334,NaN,44,1,0,44
335,NaN,37,1,0,37
336,NaN,51,1,0,51
