lable,NumberOfDivision
1170.0,4.0
1171.0,NaN
1173.0,NaN
1174.0,2.0
1179.0,NaN
1180.0,NaN
1181.0,NaN
1185.0,NaN
1186.0,NaN
1189.0,NaN
1190.0,NaN
1194.0,NaN
1196.0,NaN
1200.0,NaN
1201.0,NaN
1203.0,NaN
1204.0,NaN
1206.0,NaN
1207.0,NaN
1209.0,2.0
1211.0,2.0
1213.0,NaN
1214.0,NaN
1217.0,NaN
1220.0,NaN
1221.0,NaN
1223.0,2.0
1224.0,NaN
1225.0,NaN
1226.0,NaN
1227.0,NaN
1228.0,NaN
1230.0,NaN
1231.0,NaN
1232.0,3.0
1234.0,NaN
1235.0,NaN
1236.0,NaN
1237.0,NaN
1238.0,NaN
1241.0,NaN
1242.0,NaN
1243.0,NaN
1244.0,2.0
1245.0,NaN
1247.0,NaN
1252.0,NaN
1254.0,NaN
1255.0,NaN
1259.0,NaN
1260.0,NaN
1266.0,2.0
1268.0,NaN
1270.0,NaN
1272.0,NaN
1274.0,NaN
1275.0,NaN
1277.0,NaN
1278.0,NaN
1280.0,NaN
1282.0,NaN
1283.0,2.0
1285.0,NaN
1286.0,NaN
1287.0,NaN
1289.0,NaN
1290.0,NaN
1293.0,NaN
1296.0,NaN
1297.0,NaN
1298.0,NaN
1299.0,NaN
1300.0,NaN
1301.0,NaN
1302.0,NaN
1303.0,NaN
1307.0,NaN
1308.0,NaN
1309.0,NaN
1311.0,NaN
1315.0,NaN
1316.0,NaN
1318.0,NaN
1320.0,NaN
1321.0,NaN
1324.0,NaN
1327.0,NaN
1329.0,NaN
1331.0,NaN
1332.0,NaN
1333.0,NaN
1335.0,NaN
1336.0,NaN
1337.0,NaN
1338.0,NaN
1339.0,NaN
1340.0,NaN
1343.0,NaN
1344.0,NaN
1345.0,NaN
1346.0,NaN
1347.0,NaN
1348.0,NaN
1350.0,NaN
1351.0,NaN
1352.0,NaN
1353.0,NaN
1354.0,NaN
