lable,NumberOfDivision
1.0,NaN
2.0,33.0
3.0,6.0
4.0,5.0
5.0,NaN
7.0,52.0
9.0,7.0
10.0,NaN
11.0,NaN
12.0,3.0
13.0,NaN
14.0,4.0
15.0,NaN
16.0,NaN
17.0,NaN
18.0,NaN
19.0,NaN
20.0,NaN
21.0,NaN
22.0,NaN
23.0,3.0
24.0,2.0
25.0,NaN
26.0,NaN
27.0,NaN
28.0,NaN
29.0,NaN
30.0,NaN
31.0,NaN
32.0,NaN
33.0,NaN
34.0,NaN
35.0,3.0
36.0,NaN
37.0,NaN
38.0,3.0
40.0,NaN
41.0,NaN
43.0,NaN
44.0,NaN
45.0,2.0
46.0,5.0
47.0,9.0
48.0,NaN
49.0,NaN
50.0,NaN
51.0,NaN
53.0,NaN
54.0,6.0
55.0,NaN
56.0,NaN
57.0,NaN
58.0,NaN
59.0,NaN
60.0,NaN
61.0,NaN
62.0,NaN
63.0,NaN
64.0,3.0
65.0,NaN
66.0,NaN
67.0,NaN
68.0,23.0
69.0,NaN
70.0,NaN
71.0,NaN
72.0,35.0
73.0,NaN
74.0,12.0
75.0,3.0
76.0,NaN
77.0,NaN
78.0,2.0
79.0,NaN
80.0,NaN
81.0,NaN
82.0,28.0
83.0,NaN
84.0,14.0
85.0,NaN
86.0,NaN
87.0,NaN
88.0,58.0
89.0,NaN
90.0,NaN
91.0,NaN
92.0,NaN
93.0,NaN
94.0,NaN
95.0,NaN
96.0,NaN
101.0,NaN
102.0,NaN
106.0,NaN
107.0,3.0
114.0,NaN
115.0,12.0
116.0,NaN
117.0,NaN
118.0,7.0
119.0,NaN
120.0,30.0
121.0,NaN
122.0,38.0
123.0,NaN
124.0,NaN
126.0,NaN
127.0,NaN
130.0,NaN
131.0,NaN
132.0,NaN
133.0,NaN
134.0,NaN
135.0,NaN
136.0,NaN
141.0,46.0
143.0,NaN
144.0,NaN
145.0,NaN
146.0,NaN
149.0,NaN
150.0,25.0
153.0,NaN
154.0,NaN
155.0,NaN
157.0,NaN
158.0,NaN
159.0,NaN
160.0,NaN
161.0,8.0
162.0,NaN
163.0,NaN
164.0,NaN
169.0,NaN
170.0,NaN
171.0,NaN
172.0,NaN
173.0,NaN
174.0,NaN
175.0,31.0
177.0,NaN
178.0,NaN
179.0,NaN
180.0,NaN
181.0,NaN
183.0,45.0
184.0,NaN
185.0,NaN
186.0,NaN
187.0,NaN
188.0,NaN
189.0,NaN
191.0,6.0
192.0,NaN
194.0,NaN
195.0,NaN
196.0,NaN
197.0,NaN
200.0,NaN
204.0,NaN
205.0,NaN
206.0,10.0
208.0,NaN
209.0,NaN
210.0,17.0
212.0,4.0
213.0,NaN
214.0,13.0
215.0,NaN
220.0,27.0
222.0,16.0
223.0,NaN
224.0,6.0
226.0,10.0
227.0,2.0
228.0,NaN
229.0,NaN
230.0,NaN
231.0,18.0
232.0,27.0
233.0,NaN
234.0,14.0
238.0,NaN
241.0,NaN
243.0,29.0
247.0,NaN
248.0,NaN
249.0,NaN
250.0,NaN
252.0,NaN
253.0,NaN
255.0,NaN
256.0,NaN
259.0,NaN
262.0,5.0
263.0,NaN
264.0,6.0
268.0,23.0
269.0,NaN
270.0,NaN
271.0,34.0
272.0,NaN
273.0,3.0
276.0,6.0
277.0,NaN
279.0,NaN
280.0,NaN
281.0,NaN
282.0,NaN
283.0,7.0
284.0,NaN
285.0,NaN
286.0,NaN
287.0,NaN
289.0,43.0
290.0,NaN
291.0,NaN
294.0,NaN
295.0,19.0
296.0,NaN
297.0,8.0
298.0,NaN
299.0,NaN
300.0,NaN
301.0,NaN
304.0,8.0
305.0,19.0
306.0,NaN
307.0,3.0
309.0,5.0
310.0,NaN
311.0,NaN
313.0,27.0
314.0,3.0
315.0,NaN
317.0,3.0
318.0,NaN
319.0,NaN
321.0,5.0
325.0,NaN
326.0,NaN
327.0,3.0
328.0,NaN
329.0,14.0
330.0,NaN
331.0,2.0
333.0,NaN
334.0,NaN
335.0,NaN
338.0,NaN
339.0,NaN
340.0,NaN
343.0,NaN
344.0,NaN
345.0,NaN
346.0,2.0
347.0,10.0
350.0,NaN
351.0,NaN
353.0,8.0
354.0,3.0
357.0,5.0
358.0,NaN
359.0,15.0
360.0,NaN
361.0,13.0
363.0,NaN
366.0,NaN
367.0,NaN
370.0,NaN
371.0,NaN
373.0,NaN
374.0,NaN
375.0,NaN
378.0,19.0
379.0,3.0
380.0,NaN
381.0,NaN
382.0,3.0
384.0,NaN
385.0,19.0
386.0,NaN
387.0,2.0
394.0,NaN
395.0,8.0
396.0,3.0
397.0,NaN
398.0,NaN
399.0,NaN
401.0,NaN
404.0,NaN
406.0,NaN
407.0,15.0
408.0,12.0
409.0,2.0
411.0,11.0
412.0,NaN
413.0,NaN
414.0,NaN
415.0,NaN
416.0,7.0
417.0,9.0
419.0,2.0
420.0,4.0
421.0,NaN
422.0,NaN
425.0,NaN
426.0,NaN
427.0,NaN
430.0,NaN
431.0,NaN
432.0,3.0
433.0,25.0
435.0,NaN
436.0,NaN
437.0,7.0
438.0,18.0
441.0,NaN
442.0,NaN
443.0,NaN
450.0,NaN
452.0,19.0
453.0,NaN
454.0,NaN
455.0,6.0
456.0,3.0
457.0,NaN
458.0,NaN
464.0,12.0
469.0,4.0
470.0,4.0
471.0,NaN
476.0,3.0
477.0,NaN
480.0,NaN
482.0,NaN
483.0,NaN
484.0,NaN
488.0,2.0
491.0,NaN
493.0,NaN
494.0,NaN
495.0,4.0
501.0,NaN
502.0,NaN
504.0,NaN
505.0,2.0
506.0,NaN
507.0,NaN
508.0,NaN
509.0,NaN
510.0,7.0
511.0,NaN
512.0,3.0
513.0,6.0
514.0,NaN
517.0,NaN
518.0,NaN
521.0,18.0
522.0,NaN
523.0,2.0
524.0,NaN
525.0,14.0
526.0,10.0
527.0,NaN
530.0,NaN
532.0,NaN
533.0,NaN
534.0,NaN
535.0,4.0
536.0,NaN
537.0,NaN
538.0,NaN
539.0,12.0
541.0,NaN
542.0,3.0
544.0,NaN
545.0,NaN
547.0,3.0
549.0,3.0
552.0,NaN
554.0,NaN
557.0,NaN
558.0,NaN
559.0,NaN
566.0,NaN
567.0,NaN
568.0,NaN
569.0,NaN
570.0,NaN
571.0,NaN
572.0,NaN
573.0,NaN
576.0,12.0
577.0,NaN
578.0,NaN
580.0,NaN
585.0,NaN
586.0,25.0
589.0,NaN
590.0,9.0
591.0,NaN
592.0,20.0
593.0,NaN
594.0,NaN
595.0,3.0
596.0,2.0
599.0,NaN
600.0,NaN
601.0,NaN
604.0,NaN
605.0,NaN
607.0,NaN
608.0,NaN
610.0,NaN
611.0,NaN
614.0,NaN
615.0,NaN
619.0,NaN
624.0,NaN
625.0,2.0
626.0,NaN
627.0,NaN
628.0,5.0
629.0,NaN
631.0,NaN
637.0,3.0
640.0,NaN
641.0,18.0
642.0,NaN
643.0,NaN
644.0,4.0
645.0,NaN
646.0,3.0
648.0,NaN
649.0,NaN
650.0,3.0
651.0,NaN
654.0,NaN
655.0,NaN
657.0,5.0
658.0,7.0
659.0,NaN
661.0,NaN
663.0,2.0
664.0,NaN
665.0,NaN
668.0,5.0
669.0,NaN
670.0,3.0
672.0,3.0
674.0,NaN
675.0,4.0
677.0,NaN
678.0,3.0
679.0,NaN
680.0,NaN
681.0,NaN
682.0,13.0
683.0,NaN
684.0,NaN
685.0,NaN
687.0,NaN
689.0,NaN
690.0,NaN
691.0,3.0
692.0,NaN
695.0,NaN
696.0,NaN
697.0,NaN
698.0,NaN
699.0,NaN
700.0,5.0
701.0,4.0
703.0,5.0
704.0,2.0
705.0,NaN
707.0,NaN
708.0,NaN
709.0,10.0
710.0,NaN
711.0,4.0
714.0,3.0
717.0,NaN
718.0,NaN
719.0,NaN
720.0,NaN
721.0,2.0
722.0,NaN
728.0,NaN
730.0,2.0
733.0,NaN
741.0,NaN
742.0,NaN
744.0,2.0
745.0,NaN
747.0,NaN
748.0,NaN
749.0,NaN
750.0,NaN
751.0,2.0
752.0,NaN
753.0,NaN
754.0,NaN
755.0,NaN
756.0,7.0
757.0,3.0
758.0,NaN
759.0,2.0
760.0,NaN
761.0,NaN
762.0,3.0
764.0,NaN
765.0,NaN
766.0,NaN
767.0,NaN
768.0,NaN
769.0,2.0
772.0,3.0
774.0,9.0
775.0,NaN
776.0,2.0
777.0,NaN
778.0,NaN
779.0,4.0
784.0,NaN
789.0,NaN
790.0,NaN
794.0,3.0
796.0,NaN
797.0,NaN
798.0,NaN
799.0,10.0
801.0,NaN
803.0,NaN
804.0,4.0
807.0,NaN
810.0,13.0
812.0,NaN
813.0,NaN
815.0,6.0
817.0,NaN
819.0,NaN
820.0,NaN
821.0,NaN
825.0,3.0
827.0,3.0
828.0,NaN
829.0,16.0
830.0,NaN
831.0,8.0
833.0,NaN
837.0,NaN
840.0,3.0
841.0,2.0
846.0,2.0
847.0,NaN
848.0,NaN
850.0,NaN
851.0,NaN
853.0,NaN
855.0,NaN
856.0,NaN
857.0,NaN
858.0,NaN
864.0,11.0
865.0,NaN
873.0,NaN
874.0,NaN
875.0,4.0
877.0,2.0
879.0,NaN
880.0,3.0
881.0,3.0
882.0,6.0
884.0,NaN
885.0,NaN
886.0,NaN
888.0,NaN
892.0,5.0
896.0,2.0
897.0,NaN
898.0,NaN
899.0,3.0
902.0,NaN
904.0,NaN
905.0,NaN
907.0,6.0
908.0,NaN
909.0,3.0
911.0,NaN
913.0,2.0
914.0,NaN
915.0,7.0
917.0,2.0
921.0,NaN
923.0,NaN
924.0,NaN
925.0,NaN
929.0,NaN
930.0,NaN
931.0,NaN
932.0,NaN
933.0,2.0
934.0,NaN
935.0,2.0
936.0,NaN
937.0,NaN
938.0,NaN
939.0,2.0
940.0,NaN
941.0,2.0
942.0,NaN
944.0,NaN
945.0,NaN
946.0,4.0
947.0,NaN
954.0,NaN
956.0,NaN
960.0,NaN
961.0,5.0
965.0,NaN
967.0,NaN
968.0,4.0
969.0,NaN
972.0,NaN
973.0,NaN
975.0,NaN
976.0,NaN
977.0,NaN
978.0,NaN
981.0,NaN
982.0,7.0
985.0,NaN
986.0,NaN
988.0,NaN
990.0,NaN
991.0,NaN
992.0,NaN
993.0,3.0
994.0,NaN
995.0,NaN
996.0,NaN
999.0,NaN
1000.0,NaN
1002.0,NaN
1003.0,NaN
1004.0,3.0
1005.0,3.0
1006.0,NaN
1008.0,5.0
1010.0,NaN
1011.0,NaN
1014.0,NaN
1015.0,2.0
1016.0,NaN
1017.0,NaN
1018.0,NaN
1019.0,NaN
1021.0,NaN
1023.0,NaN
1025.0,NaN
1026.0,NaN
1030.0,NaN
1031.0,NaN
1032.0,NaN
1033.0,4.0
1034.0,NaN
1036.0,6.0
1037.0,NaN
1038.0,NaN
1039.0,NaN
1040.0,NaN
1041.0,NaN
1043.0,NaN
1044.0,NaN
1045.0,NaN
1050.0,NaN
1053.0,NaN
1054.0,NaN
1055.0,NaN
1058.0,NaN
1060.0,NaN
1061.0,NaN
1063.0,NaN
1066.0,NaN
1068.0,NaN
1069.0,NaN
1070.0,NaN
1071.0,NaN
1072.0,3.0
1073.0,NaN
1075.0,NaN
1076.0,NaN
1077.0,4.0
1078.0,NaN
1079.0,NaN
1080.0,NaN
1084.0,NaN
1085.0,3.0
1086.0,NaN
1087.0,NaN
1090.0,NaN
1091.0,NaN
1092.0,2.0
1093.0,NaN
1094.0,NaN
1097.0,NaN
1098.0,NaN
1099.0,NaN
1102.0,NaN
1106.0,NaN
1107.0,NaN
1108.0,NaN
1110.0,NaN
1111.0,NaN
1113.0,NaN
1114.0,NaN
1115.0,NaN
1117.0,NaN
1118.0,NaN
1119.0,NaN
1120.0,NaN
1121.0,NaN
1122.0,NaN
1124.0,2.0
1125.0,NaN
1126.0,NaN
1127.0,2.0
1129.0,NaN
1132.0,NaN
1133.0,NaN
1135.0,NaN
1137.0,NaN
1138.0,5.0
1140.0,2.0
1144.0,NaN
1145.0,NaN
1146.0,NaN
1150.0,NaN
1156.0,3.0
1158.0,NaN
1159.0,NaN
1160.0,NaN
1161.0,NaN
1162.0,NaN
1164.0,NaN
1165.0,NaN
1167.0,NaN
1169.0,NaN
