TimeStep,CellId,Orientation,label,Center_X,Center_Y,Major_axis,Minor_axis,parent,daughter1,daughter2,InstantaneousGrowthRate,InstantaneousVelocity
1.0,0.0,1.6951513272827368,1.0,72.79999542236328,31.10000228881836,26.543434143066406,8.310327529907227,0.0,,,,
1.0,1.0,1.2120256510676728,2.0,76.87671661376953,60.171234130859375,25.04680633544922,7.841756820678711,0.0,,,,
2.0,2.0,1.7196862730692017,3.0,71.44009399414062,34.066017150878906,30.854814529418945,8.109277725219727,0.0,,,,
2.0,3.0,1.3397057163673964,4.0,75.36064910888672,63.53278732299805,27.88553810119629,8.474454879760742,0.0,,,,
3.0,4.0,1.77619172705039,5.0,70.65973663330078,31.03327751159668,33.57086944580078,8.158170700073242,0.0,,,,
3.0,5.0,1.414194465214967,6.0,75.30540466308594,58.26757049560547,30.256738662719727,9.14980411529541,0.0,,,,
4.0,6.0,1.784857004091992,7.0,69.47923278808594,38.9954833984375,37.090213775634766,8.412214279174805,0.0,,,,
4.0,7.0,1.5350971850146022,8.0,74.75223541259766,62.06242370605469,34.085411071777344,9.636712074279785,0.0,,,,
5.0,8.0,1.7894652881079947,9.0,69.44705963134766,38.48823165893555,38.505149841308594,8.677216529846191,0.0,,,,
5.0,9.0,1.5707963267948966,10.0,75.0,60.5,37.0,10.0,0.0,,,,
6.0,10.0,1.784857004091992,11.0,68.33393859863281,39.96390151977539,43.378135681152344,8.114812850952148,0.0,,,,
6.0,11.0,1.6041173239783988,12.0,75.319091796875,58.427303314208984,41.14381790161133,10.460858345031738,0.0,,,,
7.0,12.0,1.7975951699019501,13.0,67.44100952148438,42.755615234375,45.3466682434082,7.345410346984863,0.0,,,,
7.0,13.0,1.6030432086929318,14.0,74.87215423583984,59.46361541748047,43.17108917236328,9.511180877685547,0.0,67.0,35.0,-0.206,-5.644
8.0,13.0,1.7359450046821898,14.0,75.72972106933594,43.12162399291992,24.659847259521484,7.39795446395874,0.0,67.0,35.0,0.013,0.265
8.0,14.0,1.8736811662580528,15.0,68.5765151977539,30.555160522460938,25.293720245361328,7.039290428161621,0.0,,,,
8.0,15.0,1.5707963267948966,16.0,64.0,56.5,23.0,8.0,0.0,,,,
