CellId,lable,birthLength,AverageLength,AverageVelocity,LifeHistory,GrowthRate
1,1.0,43.0012322819349,43.0012322819349,0.0,1,NaN
2,2.0,66.8398257476433,66.8398257476433,0.0,1,NaN
3.0,4.0,41.6664586597847,58.87271875323828,-2.43,6.0,0.111
4.0,5.0,36.93366949837188,51.37144254864249,1.747,5.0,0.126
5.0,8.0,42.6824846904981,50.224766193826646,7.77,3.0,0.12
6.0,1.0,25.83981834331216,35.8493470402921,2.092,2.0,0.287
7.0,2.0,28.30345566318977,30.049162300240415,0.823,3.0,0.038
8.0,1.0,49.4004122806736,41.13924675213257,0.616,6.0,-0.13
9.0,2.0,32.0453189642557,53.05803356024636,2.799,4.0,0.196
10.0,1.0,41.27369674067429,48.07354450355524,0.645,3.0,0.093
11,1.0,17.20368613865745,17.20368613865745,0.0,1,NaN
12.0,8.0,67.12915146880033,76.6572978204204,1.429,3.0,0.088
13.0,8.0,56.2571739927991,66.63848122420589,-1.485,4.0,0.083
14.0,2.0,10.190285881065757,15.557018188295212,1.621,3.0,0.24
15.0,2.0,34.246421703603374,27.158002299037747,2.704,3.0,-0.388
16.0,2.0,33.417767576917775,34.883046906742166,0.29,5.0,-0.117
17,5.0,29.67970155818908,29.67970155818908,0.0,1,NaN
18,2.0,29.13659670588251,29.13659670588251,0.0,1,NaN
19.0,5.0,34.41354736904106,37.43289010278025,6.006,2.0,0.081
20,1.0,29.453213002820103,29.453213002820103,0.0,1,NaN
21,1.0,41.9337348516376,41.9337348516376,0.0,1,NaN
22,4.0,34.046469062355875,34.046469062355875,0.0,1,NaN
23,4.0,44.15222922096906,44.15222922096906,0.0,1,NaN
24,5.0,10.937295081301102,10.937295081301102,0.0,1,NaN
25,5.0,10.3149489128578,10.3149489128578,0.0,1,NaN
26.0,8.0,37.60695217487737,48.993611347913394,2.784,3.0,0.146
27.0,8.0,48.41241239465032,71.60278808861261,19.911,2.0,0.336
28.0,61.0,42.36903541348833,42.447020712595474,4.599,2.0,0.002
29.0,62.0,43.743577648970906,35.75773509515523,-6.838,7.0,-0.028
30.0,89.0,42.47663753709973,48.94202538715976,-9.292,2.0,0.133
31.0,106.0,37.238742055265845,49.95014940207591,2.024,4.0,0.13
32.0,107.0,22.162946037138127,35.8607517505984,-4.56,4.0,0.141
33.0,110.0,18.24615680872565,30.54371650631064,-2.429,10.0,0.03
34,122.0,50.0441842712812,50.0441842712812,0.0,1,NaN
35,8.0,50.8309199368444,50.8309199368444,0.0,1,NaN
36,140.0,63.90886609560311,63.90886609560311,0.0,1,NaN
37.0,8.0,36.41188555613636,30.137148525304333,3.367,7.0,-0.034
