Channel_kt2440,Count_FilteredNuclei,Count_IdentifySecondaryObjects,Count_Watershed,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05CorrectIlluminationCalculate,ExecutionTime_06CorrectIlluminationApply,ExecutionTime_07Watershed,ExecutionTime_08IdentifySecondaryObjects,ExecutionTime_09TrackObjects,ExecutionTime_10MeasureObjectSizeShape,ExecutionTime_11MeasureObjectNeighbors,ExecutionTime_12SaveImages,FileName_kt2440,Frame_kt2440,Group_Index,Group_Number,Height_kt2440,ImageNumber,ImageSet_ImageSet,MD5Digest_kt2440,Metadata_FileLocation,Metadata_Frame,Metadata_Series,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05CorrectIlluminationCalculate,ModuleError_06CorrectIlluminationApply,ModuleError_07Watershed,ModuleError_08IdentifySecondaryObjects,ModuleError_09TrackObjects,ModuleError_10MeasureObjectSizeShape,ModuleError_11MeasureObjectNeighbors,ModuleError_12SaveImages,PathName_kt2440,ProcessingStatus,Scaling_kt2440,Series_kt2440,Threshold_FinalThreshold_IdentifySecondaryObjects,Threshold_OrigThreshold_IdentifySecondaryObjects,Threshold_SumOfEntropies_IdentifySecondaryObjects,Threshold_WeightedVariance_IdentifySecondaryObjects,TrackObjects_LostObjectCount_IdentifySecondaryObjects_50,TrackObjects_MergedObjectCount_IdentifySecondaryObjects_50,TrackObjects_NewObjectCount_IdentifySecondaryObjects_50,TrackObjects_SplitObjectCount_IdentifySecondaryObjects_50,URL_kt2440,Width_kt2440
-1,69.0,69.0,74.0,0.0,0.0,3.96875,0.0,0.234375,0.0,1.109375,1.328125,1.421875,0.5,0.78125,0.15625,kt2440_T000.tif,0,1,1,861,1,b'eLu2g37oG03IQz0hA4stvZLMNHDxBAsEYPCCPAcqvpxRyjEQAxwK4MIMHMBABjh6gDQw0uwAvW2m7w==',9f011bb60667cbeea33cb8cef8bfb10b,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/kt2440/2.%20Ilastik%20Output/3.%20ilastik%20outputs/3.%20Cropped%20Object%20Classification/kt2440_T000.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\GitHub\article\CellProfiler\kt2440\2. Ilastik Output\3. ilastik outputs\3. Cropped Object Classification,Done,255,0,3.405764559261115e-08,3.4057646e-08,-13.515263365519054,0.0007254827049211506,0,0,69,0,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/kt2440/2.%20Ilastik%20Output/3.%20ilastik%20outputs/3.%20Cropped%20Object%20Classification/kt2440_T000.tif,912
-1,68.0,68.0,73.0,0.0,0.0,0.90625,0.0,0.703125,0.03125,1.171875,1.078125,1.15625,0.5625,0.71875,0.125,kt2440_T001.tif,0,2,1,861,2,b'eLu2g37oG03IQz0hGxgY6pVkpoGLJ1ggAIMX5DlQ8eWMUo6BGOBQABdm4AAGMsDRA6SBkWYHAL26pvA=',1931f9ea90e59e783c39056d184e7696,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/kt2440/2.%20Ilastik%20Output/3.%20ilastik%20outputs/3.%20Cropped%20Object%20Classification/kt2440_T001.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\GitHub\article\CellProfiler\kt2440\2. Ilastik Output\3. ilastik outputs\3. Cropped Object Classification,Done,255,0,3.405764559261115e-08,3.4057646e-08,-13.517065361124475,0.0007461371608951245,0,2,1,0,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/kt2440/2.%20Ilastik%20Output/3.%20ilastik%20outputs/3.%20Cropped%20Object%20Classification/kt2440_T001.tif,912
-1,69.0,69.0,74.0,0.0,0.0,0.609375,0.0,0.40625,0.03125,1.1875,0.9375,1.015625,0.40625,0.65625,0.28125,kt2440_T002.tif,0,3,1,861,3,b'eLu2g37oG03IQz0hGxgY6ZVkpoGLJ1ggAIMX5DlQ8eWMUo6BGOBQABdm4AAGMsDRA6SBkWYHAL4HpvE=',032d161095603ebda134e3a05012e1d1,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/kt2440/2.%20Ilastik%20Output/3.%20ilastik%20outputs/3.%20Cropped%20Object%20Classification/kt2440_T002.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\GitHub\article\CellProfiler\kt2440\2. Ilastik Output\3. ilastik outputs\3. Cropped Object Classification,Done,255,0,3.405764559261115e-08,3.4057646e-08,-13.525636228808054,0.0007580329237353912,0,2,0,3,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/kt2440/2.%20Ilastik%20Output/3.%20ilastik%20outputs/3.%20Cropped%20Object%20Classification/kt2440_T002.tif,912
-1,66.0,66.0,70.0,0.0,0.0,1.078125,0.0,0.890625,0.046875,1.734375,1.234375,0.953125,0.421875,0.734375,0.125,kt2440_T003.tif,0,4,1,861,4,b'eLu2g37oG03IQz0hGxgY65VkpoGLJ1ggAIMX5DlQ8eWMUo6BGOBQABdm4AAGMsDRA6SBkWYHAL5UpvI=',ad64ec138df4b56ad91b5e446db0782b,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/kt2440/2.%20Ilastik%20Output/3.%20ilastik%20outputs/3.%20Cropped%20Object%20Classification/kt2440_T003.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\GitHub\article\CellProfiler\kt2440\2. Ilastik Output\3. ilastik outputs\3. Cropped Object Classification,Done,255,0,4.438229694869733e-08,4.4382297e-08,-13.517352180756166,0.0007475860009138756,0,4,0,1,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/kt2440/2.%20Ilastik%20Output/3.%20ilastik%20outputs/3.%20Cropped%20Object%20Classification/kt2440_T003.tif,912
-1,69.0,69.0,71.0,0.0,0.0,0.921875,0.0,0.375,0.0,1.4375,1.03125,1.15625,0.625,0.6875,0.1875,kt2440_T004.tif,0,5,1,861,5,b'eLu2g37oG03IQz0hGxiY6JVkpoGLJ1ggAIMX5DlQ8eWMUo6BGOBQABdm4AAGMsDRA6SBkWYHAL6hpvM=',0060d8049c0bbb53f79b98ddcb7ddc1c,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/kt2440/2.%20Ilastik%20Output/3.%20ilastik%20outputs/3.%20Cropped%20Object%20Classification/kt2440_T004.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\GitHub\article\CellProfiler\kt2440\2. Ilastik Output\3. ilastik outputs\3. Cropped Object Classification,Done,255,0,3.1853353732458345e-08,3.1853354e-08,-13.524650317460814,0.0007541902625957842,0,3,1,5,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/kt2440/2.%20Ilastik%20Output/3.%20ilastik%20outputs/3.%20Cropped%20Object%20Classification/kt2440_T004.tif,912
-1,66.0,66.0,68.0,0.0,0.0,0.90625,0.0,0.3125,0.03125,1.328125,1.296875,1.203125,0.421875,0.90625,0.140625,kt2440_T005.tif,0,6,1,861,6,b'eLu2g37oG03IQz0hGxiY6pVkpoGLJ1ggAIMX5DlQ8eWMUo6BGOBQABdm4AAGMsDRA6SBkWYHAL7upvQ=',e377eb365796fe5bd3ec5e51720cd1ef,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/kt2440/2.%20Ilastik%20Output/3.%20ilastik%20outputs/3.%20Cropped%20Object%20Classification/kt2440_T005.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\GitHub\article\CellProfiler\kt2440\2. Ilastik Output\3. ilastik outputs\3. Cropped Object Classification,Done,255,0,3.7236929983919254e-08,3.723693e-08,-13.523335577306211,0.0007616592894573894,0,3,0,2,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/kt2440/2.%20Ilastik%20Output/3.%20ilastik%20outputs/3.%20Cropped%20Object%20Classification/kt2440_T005.tif,912
-1,69.0,69.0,71.0,0.0,0.0,0.484375,0.0,0.15625,0.015625,1.015625,1.1875,1.046875,0.515625,0.765625,0.15625,kt2440_T006.tif,0,7,1,861,7,b'eLu2g37oG03IQz0hGxiY6ZVkpoGLJ1ggAIMX5DlQ8eWMUo6BGOBQABdm4AAGMsDRA6SBkWYHAL87pvU=',e21aba729e219cf629f87047bf4caa52,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/kt2440/2.%20Ilastik%20Output/3.%20ilastik%20outputs/3.%20Cropped%20Object%20Classification/kt2440_T006.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\GitHub\article\CellProfiler\kt2440\2. Ilastik Output\3. ilastik outputs\3. Cropped Object Classification,Done,255,0,3.6940832615073305e-08,3.6940833e-08,-13.517376063367173,0.0007598516725732242,1,1,1,6,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/kt2440/2.%20Ilastik%20Output/3.%20ilastik%20outputs/3.%20Cropped%20Object%20Classification/kt2440_T006.tif,912
-1,70.0,70.0,72.0,0.0,0.0,0.734375,0.0,0.15625,0.015625,0.984375,1.1875,1.09375,0.5,0.609375,0.15625,kt2440_T007.tif,0,8,1,861,8,b'eLu2g37oG03IQz0hGxiY65VkpoGLJ1ggAIMX5DlQ8eWMUo6BGOBQABdm4AAGMsDRA6SBkWYHAL+IpvY=',a2cc236f8dae182d1ac6497664fd4613,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/kt2440/2.%20Ilastik%20Output/3.%20ilastik%20outputs/3.%20Cropped%20Object%20Classification/kt2440_T007.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\GitHub\article\CellProfiler\kt2440\2. Ilastik Output\3. ilastik outputs\3. Cropped Object Classification,Done,255,0,4.636758532683416e-08,4.6367585e-08,-13.515127380323928,0.0007661543966048772,1,2,2,5,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/kt2440/2.%20Ilastik%20Output/3.%20ilastik%20outputs/3.%20Cropped%20Object%20Classification/kt2440_T007.tif,912
-1,66.0,66.0,68.0,0.0,0.0,0.4375,0.0,0.234375,0.0,0.921875,0.78125,1.125,0.40625,0.5625,0.140625,kt2440_T008.tif,0,9,1,861,9,b'eLu2g37oG03IQz0hGxhY6JVkpoGLJ1ggAIMX5DlQ8eWMUo6BGOBQABdm4AAGMsDRA6SBkWYHAL/Vpvc=',925bfd486d45beee7f7c29025999ed37,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/kt2440/2.%20Ilastik%20Output/3.%20ilastik%20outputs/3.%20Cropped%20Object%20Classification/kt2440_T008.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\GitHub\article\CellProfiler\kt2440\2. Ilastik Output\3. ilastik outputs\3. Cropped Object Classification,Done,255,0,3.7236929983919254e-08,3.723693e-08,-13.515658549990233,0.0007892746398904782,2,4,2,3,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/kt2440/2.%20Ilastik%20Output/3.%20ilastik%20outputs/3.%20Cropped%20Object%20Classification/kt2440_T008.tif,912
-1,66.0,66.0,68.0,0.0,0.0,0.4375,0.0,0.21875,0.03125,0.890625,0.96875,1.046875,0.390625,0.578125,0.125,kt2440_T009.tif,0,10,1,861,10,b'eLu2g37oG03IQz0hGxhY6pVkpoGLJ1ggAIMX5DlQ8eWMUo6BGOBQABdm4AAGMsDRA6SBkWYHAMAipvg=',912ec726189b1e49e4509153deebe3da,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/kt2440/2.%20Ilastik%20Output/3.%20ilastik%20outputs/3.%20Cropped%20Object%20Classification/kt2440_T009.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\GitHub\article\CellProfiler\kt2440\2. Ilastik Output\3. ilastik outputs\3. Cropped Object Classification,Done,255,0,3.2073270261889775e-08,3.207327e-08,-13.509854099005054,0.0007908637391835673,1,1,0,4,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/kt2440/2.%20Ilastik%20Output/3.%20ilastik%20outputs/3.%20Cropped%20Object%20Classification/kt2440_T009.tif,912
