Cell_lable,NumberOfDivision
1,NaN
2,NaN
3,1
4,NaN
5,212
6,NaN
7,NaN
8,NaN
9,NaN
10,NaN
11,1
12,NaN
13,NaN
14,NaN
15,NaN
16,1
17,NaN
18,NaN
19,NaN
20,NaN
21,NaN
22,NaN
23,NaN
24,NaN
25,NaN
26,NaN
27,NaN
28,NaN
29,2
30,1
31,NaN
32,NaN
33,NaN
34,NaN
35,NaN
36,NaN
37,NaN
38,NaN
39,NaN
40,NaN
41,NaN
42,NaN
43,NaN
44,NaN
45,NaN
46,NaN
47,NaN
48,NaN
49,NaN
50,149
51,7
52,NaN
53,NaN
54,NaN
55,57
56,4
57,4
58,NaN
59,68
60,NaN
61,4
62,32
63,56
64,NaN
65,NaN
66,1
67,NaN
68,128
69,34
70,56
71,16
72,NaN
73,1
74,17
75,1
76,NaN
77,1
78,16
79,1
80,52
81,NaN
82,NaN
83,NaN
84,NaN
85,NaN
86,28
87,NaN
88,50
89,48
90,NaN
91,NaN
92,NaN
93,207
94,NaN
95,119
96,92
97,NaN
98,269
99,NaN
100,NaN
101,NaN
102,NaN
103,NaN
104,NaN
105,NaN
106,NaN
107,NaN
108,NaN
109,NaN
110,NaN
111,NaN
112,NaN
113,3
114,NaN
115,NaN
116,3
117,25
118,3
119,NaN
120,NaN
121,NaN
122,NaN
123,NaN
124,2
125,NaN
126,NaN
127,NaN
128,5
129,13
130,NaN
131,NaN
132,NaN
133,3
134,NaN
135,1
136,NaN
137,3
138,2
139,NaN
140,NaN
141,8
142,NaN
143,NaN
144,NaN
145,NaN
146,12
147,2
148,NaN
149,NaN
150,15
151,8
152,NaN
153,7
154,9
155,NaN
156,NaN
157,4
158,NaN
159,2
160,2
161,NaN
162,2
163,NaN
164,NaN
165,NaN
166,NaN
167,NaN
168,2
169,NaN
170,NaN
171,NaN
172,NaN
173,2
174,NaN
175,7
176,NaN
177,6
178,4
179,14
180,NaN
181,NaN
182,NaN
183,5
184,1
185,3
186,NaN
187,NaN
188,NaN
189,NaN
190,6
191,1
192,6
193,NaN
194,NaN
195,NaN
196,6
197,1
198,NaN
199,NaN
200,1
201,NaN
202,1
203,NaN
204,NaN
205,NaN
206,NaN
207,NaN
208,NaN
209,NaN
210,NaN
211,NaN
212,NaN
213,NaN
214,NaN
215,1
216,5
217,NaN
218,NaN
219,NaN
220,NaN
221,NaN
222,NaN
223,NaN
224,NaN
225,1
226,3
227,NaN
228,NaN
229,NaN
230,16
231,NaN
232,NaN
233,NaN
234,5
235,NaN
236,NaN
237,NaN
238,NaN
239,NaN
240,2
241,NaN
242,NaN
243,NaN
244,23
245,NaN
246,NaN
247,2
248,18
249,1
250,2
251,28
252,1
253,NaN
254,NaN
255,NaN
256,22
257,2
258,1
259,NaN
260,NaN
261,NaN
262,3
263,NaN
264,NaN
265,NaN
266,NaN
267,3
268,1
269,6
270,1
271,NaN
272,NaN
273,4
274,4
275,5
276,NaN
277,NaN
278,NaN
279,NaN
280,1
281,1
282,1
283,NaN
284,NaN
285,2
286,7
287,NaN
288,NaN
289,NaN
290,2
291,NaN
292,NaN
293,NaN
294,NaN
295,NaN
296,NaN
297,NaN
298,NaN
299,NaN
300,NaN
301,NaN
302,NaN
303,2
304,1
305,NaN
306,1
307,1
308,NaN
309,1
310,1
311,NaN
312,NaN
313,NaN
314,NaN
315,1
316,NaN
317,2
318,NaN
319,NaN
320,4
321,2
322,7
323,NaN
324,2
325,1
326,NaN
327,NaN
328,NaN
329,NaN
330,NaN
331,10
332,2
333,NaN
334,NaN
335,NaN
336,2
337,NaN
338,NaN
339,NaN
340,NaN
341,NaN
342,NaN
343,NaN
344,NaN
345,NaN
346,2
347,NaN
348,NaN
349,NaN
350,NaN
351,NaN
352,NaN
353,NaN
354,NaN
355,2
356,2
357,NaN
358,1
359,1
360,NaN
361,2
362,7
363,NaN
364,NaN
365,4
366,NaN
367,NaN
368,NaN
369,5
370,NaN
371,NaN
372,NaN
373,1
374,NaN
375,NaN
376,6
377,NaN
378,2
379,1
380,NaN
381,NaN
382,NaN
383,NaN
384,NaN
385,1
386,1
387,NaN
388,1
389,NaN
390,1
391,NaN
392,NaN
393,NaN
394,NaN
395,NaN
396,NaN
397,NaN
398,NaN
399,NaN
400,NaN
401,6
402,NaN
403,12
404,NaN
405,NaN
406,NaN
407,NaN
408,NaN
409,1
410,1
411,14
412,NaN
413,NaN
414,NaN
415,3
416,6
417,NaN
418,NaN
419,NaN
420,NaN
421,NaN
422,NaN
423,NaN
424,9
425,4
426,5
427,NaN
428,NaN
429,1
430,2
431,NaN
432,NaN
433,2
434,NaN
435,NaN
436,NaN
437,3
438,NaN
439,NaN
440,NaN
441,NaN
442,1
443,NaN
444,11
445,NaN
446,NaN
447,1
448,1
449,NaN
450,1
451,10
452,NaN
453,NaN
454,NaN
455,7
456,NaN
457,NaN
458,NaN
459,1
460,NaN
461,NaN
462,NaN
463,NaN
464,NaN
465,NaN
466,NaN
467,1
468,NaN
469,1
470,NaN
471,NaN
472,NaN
473,NaN
474,NaN
475,NaN
476,6
477,NaN
478,7
479,NaN
480,NaN
481,1
482,3
483,NaN
484,NaN
485,NaN
486,8
487,NaN
488,NaN
489,NaN
490,NaN
491,NaN
492,1
493,2
494,NaN
495,NaN
496,NaN
497,NaN
498,NaN
499,NaN
500,NaN
501,NaN
502,NaN
503,NaN
504,1
505,NaN
506,NaN
507,NaN
508,20
509,NaN
510,1
511,NaN
512,NaN
513,NaN
514,NaN
515,NaN
516,NaN
517,8
518,NaN
519,1
520,1
521,NaN
522,NaN
523,NaN
524,NaN
525,NaN
526,2
527,1
528,5
529,1
530,NaN
531,2
532,2
533,NaN
534,NaN
535,NaN
536,NaN
537,NaN
538,NaN
539,NaN
540,NaN
541,NaN
542,NaN
543,NaN
544,NaN
545,2
546,NaN
547,NaN
548,NaN
549,NaN
550,NaN
551,1
552,1
553,NaN
554,NaN
555,NaN
556,4
557,1
558,10
559,NaN
560,NaN
561,NaN
562,NaN
563,NaN
564,NaN
565,NaN
566,2
567,NaN
568,NaN
569,1
570,1
571,NaN
572,NaN
573,NaN
574,3
575,NaN
576,NaN
577,NaN
578,NaN
579,5
580,NaN
581,NaN
582,NaN
583,NaN
584,NaN
585,NaN
586,NaN
587,NaN
588,1
589,NaN
590,3
591,NaN
592,NaN
593,NaN
594,2
595,1
596,2
597,NaN
598,NaN
599,NaN
600,NaN
601,1
602,NaN
603,NaN
604,2
605,NaN
606,4
607,7
608,NaN
609,NaN
610,4
611,NaN
612,NaN
613,8
614,NaN
615,NaN
616,NaN
617,3
618,NaN
619,NaN
620,NaN
621,NaN
622,3
623,2
624,NaN
625,NaN
626,NaN
627,NaN
628,NaN
629,NaN
630,NaN
631,NaN
632,1
633,NaN
634,NaN
635,NaN
636,2
637,2
638,4
639,7
640,NaN
641,NaN
642,NaN
643,9
644,NaN
645,2
646,3
647,NaN
648,1
649,NaN
650,NaN
651,NaN
652,NaN
653,NaN
654,NaN
655,3
656,1
657,NaN
658,NaN
659,NaN
660,NaN
661,NaN
662,NaN
663,NaN
664,NaN
665,NaN
666,NaN
667,4
668,NaN
669,2
670,1
671,NaN
672,1
673,NaN
674,NaN
675,NaN
676,NaN
677,1
678,NaN
679,NaN
680,NaN
681,NaN
682,1
683,NaN
684,2
685,1
686,NaN
687,1
688,2
689,NaN
690,NaN
691,NaN
692,NaN
693,11
694,NaN
695,NaN
696,NaN
697,NaN
698,NaN
699,5
700,NaN
701,1
702,1
703,NaN
704,NaN
705,NaN
706,NaN
707,NaN
708,NaN
709,NaN
710,1
711,NaN
712,NaN
713,NaN
714,NaN
715,1
716,NaN
717,NaN
718,NaN
719,NaN
720,NaN
721,NaN
722,NaN
723,NaN
724,NaN
725,NaN
726,NaN
727,NaN
728,2
729,NaN
730,NaN
731,NaN
732,1
733,NaN
734,NaN
735,NaN
736,1
737,NaN
738,NaN
739,1
740,NaN
741,NaN
742,NaN
743,13
744,NaN
745,NaN
746,NaN
747,1
748,NaN
749,NaN
750,NaN
751,NaN
752,2
753,NaN
754,NaN
755,1
756,NaN
757,NaN
758,NaN
759,NaN
760,NaN
761,NaN
762,NaN
763,NaN
764,NaN
765,NaN
766,NaN
767,NaN
768,NaN
769,NaN
770,NaN
771,NaN
772,NaN
773,NaN
774,NaN
775,NaN
776,1
777,NaN
778,12
779,NaN
780,NaN
781,NaN
782,NaN
783,4
784,NaN
785,NaN
786,NaN
787,NaN
788,NaN
789,NaN
790,5
791,1
792,NaN
793,NaN
794,NaN
795,NaN
796,NaN
797,1
798,NaN
799,NaN
800,NaN
801,NaN
802,2
803,NaN
804,NaN
805,2
806,1
807,1
808,1
809,2
810,3
811,1
812,NaN
813,3
814,2
815,1
816,NaN
817,NaN
818,NaN
819,NaN
820,3
821,2
822,NaN
823,1
824,1
825,1
826,NaN
827,NaN
828,NaN
829,2
830,NaN
831,NaN
832,NaN
833,NaN
834,NaN
835,NaN
836,4
837,NaN
838,NaN
839,5
840,NaN
841,NaN
842,1
843,4
844,NaN
845,NaN
846,1
847,NaN
848,NaN
849,NaN
850,NaN
851,NaN
852,NaN
853,NaN
854,6
855,NaN
856,NaN
857,NaN
858,NaN
859,NaN
860,NaN
861,NaN
862,NaN
863,NaN
864,NaN
865,NaN
866,NaN
867,1
868,8
869,NaN
870,NaN
871,NaN
872,2
873,3
874,7
875,1
876,NaN
877,1
878,3
879,NaN
880,NaN
881,1
882,NaN
883,NaN
884,NaN
885,NaN
886,1
887,NaN
888,NaN
889,NaN
890,3
891,NaN
892,1
893,1
894,NaN
895,NaN
896,NaN
897,1
898,NaN
899,NaN
900,NaN
901,NaN
902,NaN
903,NaN
904,1
905,NaN
906,NaN
907,NaN
908,NaN
909,NaN
910,NaN
911,2
912,NaN
913,NaN
914,NaN
915,1
916,NaN
917,NaN
918,NaN
919,NaN
920,NaN
921,NaN
922,2
923,3
924,NaN
925,NaN
926,1
927,NaN
928,NaN
929,6
930,NaN
931,NaN
932,NaN
933,NaN
934,NaN
935,NaN
936,NaN
937,NaN
938,NaN
939,NaN
940,NaN
941,3
942,NaN
943,NaN
944,1
945,NaN
946,NaN
947,1
948,NaN
949,NaN
950,2
951,NaN
952,NaN
953,NaN
954,NaN
955,1
956,NaN
957,NaN
958,NaN
959,NaN
960,NaN
961,NaN
962,NaN
963,NaN
964,NaN
965,NaN
966,NaN
967,1
968,NaN
969,NaN
970,1
971,NaN
972,2
973,NaN
974,NaN
975,2
976,NaN
977,NaN
978,NaN
979,NaN
980,NaN
981,1
982,NaN
983,1
984,NaN
985,NaN
986,NaN
987,NaN
988,NaN
989,NaN
990,NaN
991,NaN
992,NaN
993,NaN
994,NaN
995,NaN
996,NaN
997,13
998,NaN
999,NaN
1000,NaN
1001,NaN
1002,3
1003,NaN
1004,NaN
1005,NaN
1006,NaN
1007,3
1008,NaN
1009,NaN
1010,NaN
1011,NaN
1012,NaN
1013,NaN
1014,NaN
1015,NaN
1016,NaN
1017,NaN
1018,NaN
1019,2
1020,NaN
1021,1
1022,NaN
1023,NaN
1024,2
1025,3
1026,NaN
1027,1
1028,NaN
1029,5
1030,NaN
1031,NaN
1032,NaN
1033,NaN
1034,1
1035,NaN
1036,NaN
1037,NaN
1038,1
1039,NaN
1040,NaN
1041,2
1042,NaN
1043,NaN
1044,NaN
1045,NaN
1046,1
1047,NaN
1048,NaN
1049,NaN
1050,NaN
1051,NaN
1052,3
1053,NaN
1054,NaN
1055,NaN
1056,NaN
1057,2
1058,NaN
1059,NaN
1060,NaN
1061,NaN
1062,NaN
1063,3
1064,NaN
1065,NaN
1066,NaN
1067,NaN
1068,NaN
1069,NaN
1070,1
1071,NaN
1072,NaN
1073,NaN
1074,NaN
1075,NaN
1076,NaN
1077,4
1078,NaN
1079,NaN
1080,NaN
1081,1
1082,NaN
1083,NaN
1084,NaN
1085,NaN
1086,3
1087,NaN
1088,NaN
1089,NaN
1090,1
1091,2
1092,NaN
1093,NaN
1094,NaN
1095,NaN
1096,NaN
1097,NaN
1098,NaN
1099,NaN
1100,NaN
1101,NaN
1102,NaN
1103,NaN
1104,NaN
1105,NaN
1106,NaN
1107,NaN
1108,NaN
1109,NaN
1110,NaN
1111,NaN
1112,1
1113,NaN
1114,NaN
1115,NaN
1116,NaN
1117,NaN
1118,NaN
1119,NaN
1120,NaN
1121,5
1122,NaN
1123,NaN
1124,NaN
1125,1
1126,NaN
1127,NaN
1128,2
1129,NaN
1130,NaN
1131,NaN
1132,4
1133,NaN
1134,9
1135,NaN
1136,NaN
1137,NaN
1138,NaN
1139,NaN
1140,NaN
1141,NaN
1142,NaN
1143,NaN
1144,NaN
1145,1
1146,NaN
1147,4
1148,1
1149,NaN
1150,NaN
1151,NaN
1152,NaN
1153,NaN
1154,NaN
1155,NaN
1156,NaN
1157,NaN
1158,NaN
1159,NaN
1160,NaN
1161,NaN
1162,NaN
1163,NaN
1164,NaN
1165,1
1166,1
1167,NaN
1168,NaN
1169,4
1170,NaN
1171,NaN
1172,3
1173,NaN
1174,NaN
1175,NaN
1176,NaN
1177,9
1178,NaN
1179,NaN
1180,NaN
1181,NaN
1182,NaN
1183,2
1184,4
1185,4
1186,NaN
1187,NaN
1188,NaN
1189,NaN
1190,NaN
1191,NaN
1192,NaN
1193,1
1194,NaN
1195,NaN
1196,NaN
1197,NaN
1198,NaN
1199,NaN
1200,NaN
1201,NaN
1202,NaN
1203,NaN
1204,NaN
1205,NaN
1206,NaN
1207,NaN
1208,NaN
1209,2
1210,NaN
1211,NaN
1212,NaN
1213,NaN
1214,1
1215,NaN
1216,NaN
1217,NaN
1218,NaN
1219,NaN
1220,NaN
1221,1
1222,1
1223,NaN
1224,NaN
1225,NaN
1226,NaN
1227,NaN
1228,NaN
1229,1
1230,NaN
1231,NaN
1232,2
1233,NaN
1234,2
1235,NaN
1236,NaN
1237,NaN
1238,NaN
