ImageNumber,ObjectNumber,Children_FilterObjects_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
1,1,1,73.32535885167464,105.24401913875599,0,1
2,1,1,74.99148936170212,102.52340425531915,0,1
3,1,1,75.71020408163265,101.42040816326531,0,1
4,1,1,78.66666666666667,100.33333333333333,0,1
5,1,1,80.7752808988764,99.89138576779027,0,1
6,1,1,83.29787234042553,98.61702127659575,0,1
7,1,1,79.12084592145015,95.45015105740181,0,1
8,1,1,78.9971181556196,93.95389048991355,0,1
9,1,1,81.28385416666667,94.54166666666667,0,1
10,1,1,83.34063260340632,95.35766423357664,0,1
11,1,1,77.47641509433963,87.88207547169812,0,1
11,2,1,92.8018018018018,103.76126126126127,0,2
12,1,1,76.42205323193916,87.32319391634981,0,1
12,2,1,96.45353159851301,106.70260223048327,0,2
13,1,1,74.89642857142857,86.0,0,1
13,2,1,96.48620689655172,106.72068965517241,0,2
14,1,1,76.55,84.17333333333333,0,1
14,2,1,99.78930817610063,106.81132075471699,0,2
15,1,1,77.57993730407523,83.00626959247649,0,1
15,2,1,102.1686046511628,107.28488372093024,0,2
16,1,1,77.19130434782609,81.35652173913043,0,1
16,2,1,103.90501319261213,108.08707124010554,0,2
17,1,1,67.06726457399103,69.83856502242152,0,1
17,2,1,79.5377358490566,88.58962264150944,0,2
17,3,1,106.35924369747899,113.4873949579832,0,3
18,1,1,65.53305785123968,66.7107438016529,0,1
18,2,1,77.9,87.15652173913044,0,2
18,3,1,97.42322097378278,105.64419475655431,0,3
18,4,1,118.0,122.73983739837398,0,4
19,1,1,67.55731225296442,66.64426877470356,0,1
19,2,1,80.54296875,89.0,0,2
19,3,1,101.86054421768708,108.54761904761905,0,3
19,4,1,124.42962962962963,127.53333333333333,0,4
20,1,1,69.6268656716418,65.25,0,1
20,2,1,82.1029411764706,88.83823529411765,0,2
20,3,1,105.56825396825397,109.85079365079365,0,3
20,4,1,130.13013698630138,130.93150684931507,0,4
21,1,1,71.34915254237288,67.61016949152543,0,1
21,2,1,89.45360824742268,89.30927835051547,0,2
21,3,1,103.55255255255256,107.84084084084084,0,3
21,4,1,130.68037974683546,129.93354430379748,0,4
22,1,1,73.53168044077135,69.76308539944904,0,1
22,2,1,90.55367231638418,90.9322033898305,0,2
22,3,1,89.7228637413395,100.44110854503464,0,3
22,4,1,109.6878612716763,99.34104046242774,0,4
22,5,1,127.45255474452554,126.88807785888078,0,5
23,1,1,70.33838383838383,56.24747474747475,0,1
23,2,1,74.24,76.43,0,2
23,3,1,90.16666666666667,89.65625,0,3
23,4,1,86.38784067085953,98.01048218029351,0,4
23,5,1,110.7,99.03157894736842,0,5
23,6,1,128.02483069977427,126.45823927765237,0,6
24,1,1,71.0631067961165,52.94174757281554,0,1
