1	0	0	0
2	0	0	0
3	1	1	0
4	1	1	0
5	2	2	0
6	2	2	0
7	3	3	0
8	3	3	0
9	4	4	0
10	4	4	0
11	5	5	0
12	5	5	0
13	6	6	0
14	6	18	0
15	7	7	0
16	7	7	0
17	7	13	0
18	8	8	0
19	8	8	0
20	9	9	0
21	9	9	0
22	10	10	0
23	10	10	0
24	11	11	0
25	11	11	0
26	12	12	0
27	12	12	0
28	13	13	0
29	13	13	0
30	14	28	17
31	14	20	0
32	14	21	0
33	14	14	0
34	15	22	0
35	15	20	0
36	19	21	14
37	21	27	31
38	21	30	71
39	21	27	35
40	22	30	32
41	22	22	36
42	23	28	34
43	27	27	68
44	28	28	37
45	28	28	0
46	29	34	44
47	29	30	83
48	29	34	79
49	29	29	69
50	29	34	42
51	29	32	30
52	29	34	45
53	29	29	0
54	30	30	49
55	31	33	47
56	31	32	38
57	31	34	40
58	32	34	84
59	32	32	93
60	33	34	76
61	33	34	72
62	33	34	56
63	33	34	51
64	33	34	86
65	33	34	74
66	33	34	0
67	34	34	94
68	19	26	14
69	27	28	68
70	29	34	69
71	14	20	17
72	21	32	71
73	33	34	72
74	29	32	30
75	33	34	74
76	21	32	31
77	33	34	76
78	22	27	32
79	23	28	34
80	29	34	79
81	21	28	35
82	22	34	36
83	28	28	37
84	29	31	83
85	32	34	84
86	31	32	38
87	33	34	86
88	31	34	40
89	29	34	42
90	29	34	44
91	29	34	45
92	31	34	47
93	30	31	49
94	32	33	93
95	34	34	94
96	33	34	51
97	33	34	56
