TimeStep,ObjectNumber,Orientation,lable,Center_X,Center_Y,divideFlag,Major_axis,Minor_axis
1,3,78.35057112,3,476.3421053,110.0526316,False,10.01135877,4.786275134
1,4,15.83292195,4,1142.267974,118.620915,False,24.80823326,7.939644617
1,6,60.39808803,6,28.35532995,135.8883249,False,31.69842963,8.166728325
1,8,21.33039623,8,1260.015267,263.4580153,False,23.33738486,7.27477295
1,9,-24.39257801,9,27.38327526,373.1986063,False,24.73484847,16.44185759
1,10,51.76012746,10,1167.938272,377.4197531,False,32.94651625,6.801786672
1,11,39.08958829,11,388.962963,381.1269841,False,34.69989876,7.645383812
1,12,24.96652302,12,1065.884354,460.3265306,False,25.58399787,7.419522641
1,13,-16.71751822,13,282.456,546.664,False,20.44687639,7.860275683
1,14,-47.99341123,14,52.66455696,568.2658228,False,24.86174638,8.1396416
1,15,40.86923787,15,141.3229167,588.4270833,False,35.34143771,7.565005488
1,16,-26.85822183,16,122.7445255,634.5839416,False,21.83730524,8.05935407
1,17,44.27014625,17,1179.838983,635.5338983,False,22.38443987,6.809408909
1,18,54.52165039,18,232.958042,643.7132867,False,26.44357452,7.042990614
1,19,-21.08254025,19,308.626506,669.939759,False,17.19481685,6.152680306
1,20,40.34951067,20,208.6161616,675.0808081,False,40.6773387,8.046795177
1,21,3.115198948,21,315.6701031,685.1030928,False,21.76850052,5.935598771
1,22,8.552427941,22,307.4605263,689.4868421,False,16.32043053,5.9943003
1,23,10.43071093,23,256.1644737,705.9210526,False,27.01658976,7.239712306
1,25,42.10150101,25,86.13513514,711.6306306,False,21.87819945,6.599541643
1,26,84.69326452,26,67.74,715.44,True,30.71041445,7.617386528
1,27,63.48675196,27,1160.552846,722.2276423,False,23.72161012,6.690972914
1,28,-5.842118268,28,623.4304636,767.2450331,False,27.60764649,7.407600545
1,29,27.93245495,29,204.2580645,785.7849462,False,16.04574732,7.384776096
1,30,11.39105604,30,587.3854167,799.15625,False,16.68974114,7.327017098
1,31,53.33301899,31,215.9230769,799.8901099,False,18.06878964,6.502760804
1,32,-16.79179595,32,586.6666667,816.6666667,False,15.07635006,6.603760418
1,33,89.1985934,33,582.3863636,831.5454545,False,16.86913147,6.681861987
1,34,36.89897986,34,599.5730337,836.8651685,False,16.50204082,6.90730976
1,35,87.23474647,35,101.5284553,854.5121951,False,29.11647025,5.772479226
1,37,-76.28414493,37,110.9428571,862.9714286,False,13.91718876,6.384421389
1,40,0.879093455,40,4.063583815,1035.202312,True,29.6850797,7.524614688
1,41,-60.2986515,41,333.1106557,1032.532787,False,30.14675128,14.46112744
1,42,48.90825406,42,748.0479452,1091.116438,False,34.1678469,6.164670512
2,3,15.95445495,4,1142.89404,117.5761589,False,24.3600047,8.005782993
2,5,61.19013744,6,28.81443299,134.7268041,False,31.45418568,8.152059613
2,6,21.09899896,8,1260.606299,262.488189,False,23.08411107,7.119608375
2,7,-24.00870606,9,28.01581028,371.715415,False,25.06020673,17.07268975
2,8,51.69919638,10,1168.546053,376.3223684,False,32.56814844,6.410360001
2,9,39.21100448,11,389.4692737,380.0223464,False,34.32670104,7.262113944
2,10,25.21665507,12,1066.302158,458.9568345,False,25.47231675,7.037512951
2,11,-15.97048176,13,282.973913,545.4956522,False,19.57680029,7.50700279
2,12,-46.9638352,14,53.27210884,567.122449,False,24.7553309,7.599276319
2,13,41.14598849,15,141.9668508,587.5248619,False,34.75779133,7.247858554
2,14,-26.29613766,16,123.3385827,633.5275591,False,21.38401453,7.616522632
2,15,44.55061414,17,1180.5,634.3571429,False,21.4743582,6.694111107
2,16,54.11620495,18,233.5714286,642.5488722,False,26.19991667,6.667236087
2,17,40.47283032,20,208.9060773,673.7403315,False,40.37752659,7.826432061
2,18,-19.74471396,19,309.1842105,668.8157895,False,17.32014258,5.617683455
2,19,3.711473494,21,315.8315789,683.2842105,False,21.67781232,5.751876856
2,20,8.993861427,22,308.057971,688.3623188,False,15.18660657,5.880062113
2,21,9.951369859,23,256.7,704.8785714,False,25.78068418,7.048432805
2,22,-44.51093759,26,64.2826087,710.0072464,True,21.41368988,12.36174922
2,23,41.86329415,25,86.57407407,710.3611111,False,21.11484502,6.621250668
2,24,-86.77535383,26,75.7260274,714.8356164,False,12.77080816,7.259324312
2,25,63.69295856,27,1161.009009,721.0990991,False,22.32716555,6.404289631
2,26,-5.487239052,28,623.9111111,766.5407407,True,27.25848821,6.809007614
2,27,26.86107809,29,204.8333333,784.702381,False,15.61851907,6.852889089
2,28,11.5355819,30,587.8988764,798.0224719,False,16.40487798,6.980741703
2,29,51.79568265,31,216.5764706,798.7529412,False,17.64327618,6.179466742
2,30,-16.94800456,32,587.0142857,815.6142857,False,14.85425657,5.975805
2,31,88.47790144,33,582.987013,830.4415584,False,15.89390923,6.154003476
2,32,34.94684131,34,600.1392405,835.721519,False,15.80994279,6.415052878
2,33,87.55030739,35,102.1491228,853.5789474,False,28.85635397,5.497611451
2,34,-73.8441103,37,111.0,861.6865672,False,13.83266886,6.280417095
2,38,-1.211228721,40,4.376470588,1028.152941,False,15.65194774,7.069271128
2,39,-60.24730082,41,333.4562738,1031.437262,False,28.32056439,12.63513915
2,40,-1.399781119,40,4.647887324,1040.887324,False,13.80332753,6.676605139
2,41,49.28543636,42,748.4230769,1089.8,False,33.64101308,5.56167058
3,4,16.19753186,4,1143.437908,115.9738562,False,24.99487987,7.917488666
3,6,60.780872,6,29.46766169,133.3134328,True,32.21866951,8.316536576
3,7,21.5750505,8,1261.295455,261.1439394,False,23.09256734,7.436946472
3,8,-24.91082138,9,28.63230241,370.6116838,False,25.04125313,16.32326969
3,9,39.55654542,11,390.1937173,378.8586387,False,34.85914151,7.663314293
3,10,51.7502376,10,1169.213836,374.9874214,False,32.74588579,6.66006481
3,11,25.18892931,12,1067.053691,457.7852349,False,25.77061908,7.415099521
3,12,-16.04066549,13,283.5748031,543.9212598,False,20.87271756,7.82580958
3,13,-47.75239187,14,53.77777778,565.8627451,False,25.1959108,7.814601538
3,14,40.95568292,15,142.5154639,585.9123711,False,35.85162862,7.648058637
3,15,-26.85175543,16,123.9208633,632.1223022,False,21.85044203,8.137484641
3,16,43.25583413,17,1181.222222,633.0940171,False,22.05395048,6.81434568
3,17,54.11550155,18,234.2907801,641.1843972,False,26.57381184,6.946056047
3,18,40.44955189,20,209.6243655,672.4314721,False,40.6785903,8.310945662
3,19,-20.36386861,19,309.7738095,667.4166667,False,17.54614855,6.122800016
3,20,3.112063602,21,316.7244898,682.3877551,False,22.17371336,5.95665911
3,21,9.969282911,22,308.6493506,686.7922078,False,16.28074214,6.057631431
3,22,10.50520976,23,257.2745098,703.2941176,False,26.76839497,7.432519275
3,23,41.80886179,25,87.42342342,709.2342342,False,21.53227426,6.71171725
3,24,88.00666555,26,67.98507463,704.2238806,False,15.49992389,5.711258748
3,25,84.85828341,26,69.2012987,713.1818182,False,31.56066534,7.65788763
3,26,63.11383748,27,1161.439655,719.4568966,False,23.16980867,6.488948934
3,27,0.179406892,28,625.0810811,759.1351351,False,14.03205214,6.76248249
3,28,-15.17137393,28,623.890411,771.3424658,False,12.94517744,7.207131278
3,29,27.97450553,29,205.4505495,783.1868132,False,16.44543314,7.043405216
3,30,11.95847619,30,588.4141414,796.6666667,False,17.29775068,7.287957097
3,31,51.50168542,31,217.1847826,797.3913043,False,17.82720186,6.651175292
3,32,-16.74278815,32,587.7142857,814.3766234,False,15.52752529,6.340617494
3,33,88.6875443,33,583.7191011,829.1573034,False,16.56659909,6.877873824
3,34,34.17272363,34,600.5795455,833.9886364,False,16.32739079,6.931109367
3,35,87.93900492,35,102.8067227,851.9747899,False,29.6414489,5.618412244
