TimeStep,CellLifeId,label,Orientation,Center_X,Center_Y,Major_axis,Minor_axis,parent,daughter1,daughter2,InstantaneousGrowthRate,InstantaneousVelocity
1,1,1,-1.38125676355439,71.7085987261146,33.4166666666667,35.7692443572529,8.69146852699117,0,0,0,0.006,-0.391
1,2,2,1.33257448925843,75.869406867846,63.94901144641,33.7923758004549,9.00911880600438,0,0,0,0.006,-0.519
2,1,1,-1.33618600409923,71.1937627811861,29.7505112474438,37.554249088426,8.53539436276455,0,0,0,0.024,0.395
2,2,2,1.44342327468857,76.1600397614314,59.4701789264413,35.5195311886991,9.36935113924791,0,0,0,0.006,0.482
3,1,1,-1.34555526606035,69.7412959381044,37.3936170212766,44.6822177747107,7.80995433782612,0,0,0,0.011,-0.071
3,2,2,1.56483626361763,75.5692454632283,64.0152817574021,37.3819343320255,10.1280896301378,0,0,0,0.005,-0.187
4,1,1,-1.34758429151209,69.6565176022835,36.7997145575642,48.0476472919049,7.60385544840369,0,0,0,0.046,0.022
4,2,2,-1.54139736011547,75.7511803588291,62.3394711992446,38.7334822608266,10.1584051459219,0,0,0,0.016,-0.159
5,1,1,-1.34644517395516,68.787824529991,38.6199641897941,61.8960367097554,6.92857814464835,0,0,0,0.021,0.151
5,2,2,-1.51712560108147,75.7991985752449,61.0191451469279,43.3873576777556,9.94353658487598,0,0,0,0.014,0.065
6,1,1,-1.36386928025522,68.0971731448763,41.3007950530035,68.0813299810331,6.6692107922119,0,0,0,-0.036,-0.063
6,2,2,-1.51221403688055,75.4645941278066,61.9443005181347,47.4418891717759,9.28588087066756,0,0,0,0.039,-0.547
7,1,1,-1.39495325743338,67.2439446366782,42.0839100346021,57.3811867317115,7.90293926811891,0,0,0,-0.004,0.382
7,2,2,-1.52666848465056,75.2661812297735,57.793284789644,59.2572599752019,7.99195586398638,0,0,0,0.01,0.214
8,1,1,-1.40258990676545,66.8065198983912,46.2201524132091,56.1640844979826,8.56470539952235,0,0,0,-0.007,0.442
8,2,2,-1.53127070713202,75.012955465587,59.848987854251,62.2705085281649,7.62325885767865,0,0,0,-0.002,0.037
9,1,1,-1.43328623318803,66.6229967948718,50.2435897435897,54.1684065257206,10.5875606350272,0,0,0,0.001,0.257
9,2,2,-1.51580333696216,75.3207617625093,59.7628827483196,61.6605440476965,8.36607131603801,0,0,0,0.002,0.131
10,1,1,-1.43945145619074,66.2329192546584,52.8431677018634,54.3799471451199,11.7322354845495,0,0,0,-0.021,0.385
10,2,2,-1.50399204922223,75.0514758819294,61.1393088552916,62.1277030177502,8.84969817845487,0,0,0,-0.065,-0.448
11,1,1,-1.36004788907777,76.572319201995,40.568578553616,48.0573643873805,5.88330736623195,0,0,0,0.015,-0.087
11,2,2,1.46747135642634,64.2496285289747,69.3833580980684,42.6924572363745,5.50432432459218,0,0,0,0.011,0.143
11,3,3,-1.296040979229,68.4447592067989,35.3626062322946,44.2532889402761,5.80470173448966,0,0,0,0.012,-0.078
11,4,4,1.55314652792933,74.0390410958904,76.8890410958904,35.0604746416549,7.67749115872171,0,0,0,0.007,0.075
12,1,1,-1.3575190553999,76.2542475728155,40.2384708737864,52.6095638160314,5.74974515204668,0,0,0,0.006,0.396
12,2,2,1.459822835923,63.7711621233859,70.7862266857963,46.0484390597304,5.4096601999458,0,0,0,-0.003,1.49
12,3,3,-1.31277045408005,67.9406666666667,35.4853333333333,47.7818457757009,5.60050421450867,0,0,0,0.02,0.474
12,4,4,-1.56486024682166,73.3931847968545,78.0229357798165,37.1781002955147,7.74767331576158,0,0,0,-0.001,1.383
13,1,1,-1.35385559741976,75.4029126213592,45.7594390507012,54.4672429760779,6.2218087707658,0,0,0,0.008,0.03
13,2,2,1.49195346466725,62.6215012722646,81.4332061068702,45.2950763467291,6.28616769127582,0,0,0,-0.005,0.433
13,3,3,-1.33750998654896,67.0184049079755,41.861963190184,53.7957464853226,5.66006924608982,0,0,0,0.003,0.094
13,4,4,-1.51832119280285,71.8580760095012,88.54216152019,36.8288473766732,9.49607294809534,0,0,0,0.004,0.383
14,1,1,-1.35708083818777,74.6130030959752,47.3183694530444,56.7624460728522,6.36251181784027,0,0,0,-0.019,-0.388
14,2,2,1.5013967522595,61.3550898203593,85.077245508982,43.7173282665669,7.16851039851592,0,0,0,-0.019,-0.526
14,3,3,-1.33970387879197,66.0684210526316,44.1959064327485,54.8370160299361,5.7787298051328,0,0,0,0.0,-0.347
14,4,4,-1.49786242653781,70.7170978627671,91.8841394825647,38.0234961799943,10.1256150590255,0,0,0,0.033,-0.571
15,1,1,-1.30721728174897,74.1755121042831,44.3263500931099,51.1005576365792,9.12326279609147,0,0,0,0.011,-0.238
15,2,2,1.42451230858538,60.0246331236897,82.7924528301887,38.0776760885923,15.5700101967044,0,0,0,0.007,-0.362
15,3,3,-1.32638469093811,66.0618279569892,41.0010752688172,54.8593484330473,6.29022236337501,0,0,0,0.012,-0.26
15,4,4,-1.42502172347339,71.3091976516634,87.7783757338552,47.8261104720478,8.32157828352388,0,0,0,0.013,-0.378
16,1,1,-1.31182438609996,73.4632743362832,43.1920353982301,54.4034330526261,8.61562803058307,0,0,0,0.03,0.21
16,2,2,1.39912134482992,58.5893743793446,81.5948361469712,40.0858739905243,16.4748994410508,0,0,0,-0.022,-1.956
16,3,3,-1.34276435194391,65.5058760683761,39.4139957264957,58.3178628641213,5.79055678368268,0,0,0,0.033,0.252
16,4,4,-1.38854267815863,71.1506976744186,85.4632558139535,51.6429402048714,7.82456018339861,0,0,0,-0.054,1.861
17,1,1,-1.30273010357977,73.0252854812398,45.9282218597064,63.4805587290229,7.62440557310849,0,0,0,0.004,-0.216
17,2,2,1.26946164275187,53.3767605633803,73.2957746478873,33.4976957980875,5.74424542624715,0,0,0,0.001,-0.106
17,3,3,-1.3467690643763,65.3679245283019,42.0245283018868,68.132130465619,5.48948850168342,0,0,0,0.004,-0.189
17,4,4,-1.32412468190868,69.8562197092084,98.1978998384491,35.307869541227,6.10491778741807,0,0,0,0.006,-0.223
17,5,5,-1.34555619191947,60.6811091854419,97.6195840554593,35.0873559408833,5.20940829933618,8,0,0,0.008,-0.147
17,6,0,-1.18157135081877,74.8122641509434,70.3396226415094,29.6814860878537,5.77528052016318,6,0,6,0.006,-0.316
18,1,1,-1.29141809626428,72.597609561753,44.5677290836653,64.6158329422851,7.7990042587226,0,0,0,-0.095,-0.273
18,2,2,1.3195598505409,52.7342419080068,73.1039182282794,33.6489131372294,5.71066038293194,0,0,0,0.011,0.327
18,3,3,-1.34729942205246,65.0647279549719,40.734052532833,69.2264904349103,5.33739279571968,0,0,0,-0.102,-0.671
18,4,4,-1.32351630940789,69.5492307692308,97.0461538461538,37.2453766977584,5.98317728197038,0,0,0,0.032,-0.055
18,5,5,-1.32968770246581,60.3380398671096,96.96926910299,37.3853535312979,5.12432576004191,8,0,0,0.226,-4.371
18,6,0,-1.1736342695805,74.8164893617021,68.0106382978723,31.4644288708268,5.8042028540504,6,0,6,0.023,-0.353
19,1,1,-1.32719195117742,61.5990740740741,56.8490740740741,36.0851198661213,4.78115989280478,0,0,0,0.006,0.096
19,2,2,1.41808581423098,52.2507645259939,75.4449541284404,36.8754772083325,6.390589688015,0,0,0,0.004,0.055
19,3,3,-1.32023126438582,68.7890365448505,25.6295681063123,38.7369492795749,5.31743594890702,0,0,0,0.015,0.011
19,4,4,-1.24213889690338,70.7029288702929,95.8702928870293,46.9763526306597,5.4096123097837,0,0,0,0.007,0.021
19,5,5,-1.32782083095065,68.9968689788054,61.3877649325626,105.212451373971,8.03009037124473,8,0,0,-0.163,2.677
19,6,0,-1.3108051491916,76.8287781350482,62.983922829582,38.3569913486232,5.71728614687475,6,0,6,0.006,-0.131
20,1,1,-1.32956805168287,61.606890459364,57.5494699646643,37.7580669494589,5.04441552339511,0,0,0,0.015,1.317
20,2,2,1.47475276334008,51.658077994429,76.1859331476323,38.0223650827604,6.55963883635456,0,0,0,0.008,1.284
20,3,3,-1.33335673543327,68.8879443585781,25.5239567233385,43.1301281796871,5.15856830244484,0,0,0,0.015,0.461
20,4,4,-1.19836874700339,71.2929894179894,95.5641534391534,48.965544580784,5.42592914247362,0,0,0,0.021,1.013
20,5,5,-1.32785826606349,63.5334890965732,84.5190809968847,56.3568716685357,9.43021636413497,8,0,0,-0.049,-0.122
20,6,0,-1.32270330883161,77.3556547619048,61.2886904761905,40.2011278128711,5.84180691234696,6,0,6,0.034,0.42
20,7,0,-1.34146867496279,77.5075406032483,27.3764501160093,54.0120118007692,5.76275419056589,7,7,0,0.077,0.466
21,1,1,-1.35193641379505,60.3939157566303,67.9243369734789,42.3710536041093,5.19276923228669,0,0,0,,
21,2,2,-1.52009098010227,49.6226175349428,85.0482846251588,40.4939000193083,7.15995602926406,0,0,0,,
21,3,3,-1.30308932302369,68.6879334257975,31.9882108183079,47.4927620780689,5.39913262083526,0,0,0,,
