1	0	0	0
2	0	1	0
3	1	2	0
4	2	3	0
5	3	5	0
6	4	4	0
7	5	6	0
8	6	6	0
9	7	7	0
10	7	7	0
11	8	8	0
12	8	8	0
13	9	9	0
14	9	9	0
15	10	10	0
16	10	10	0
17	11	11	0
18	11	11	0
19	12	12	0
20	12	12	0
21	13	13	0
22	13	13	0
23	14	14	0
24	14	14	0
25	15	15	0
26	15	15	0
27	16	16	0
28	16	16	0
29	17	17	0
30	17	17	0
31	18	18	0
32	18	18	0
33	19	19	0
34	19	19	0
35	20	20	0
36	20	20	0
37	21	21	0
38	21	21	0
39	22	22	0
40	22	22	0
41	23	23	0
42	23	23	0
43	24	24	0
44	24	24	0
45	25	25	0
46	25	25	0
47	26	26	0
48	26	30	0
49	26	26	0
50	27	27	0
51	27	29	0
52	28	28	0
53	28	28	0
54	28	28	0
55	29	33	0
56	29	31	0
57	29	30	0
58	30	33	51
59	31	32	48
60	31	31	0
61	32	32	0
62	32	33	0
63	32	32	0
64	33	34	0
65	33	37	0
66	33	33	0
67	34	35	55
68	34	37	66
69	34	38	0
70	34	35	0
71	34	35	0
72	34	35	0
73	35	39	0
74	35	35	0
75	35	35	0
76	35	35	0
77	36	36	74
78	36	36	71
79	36	36	0
80	36	37	0
81	36	39	0
82	37	39	0
83	37	37	0
84	37	37	0
85	37	38	0
86	37	37	0
87	38	38	0
88	38	39	0
89	38	39	0
90	38	38	0
91	38	39	0
92	39	39	90
93	39	39	69
94	39	39	0
95	39	39	0
96	39	39	0
97	39	39	0
98	31	31	48
99	30	33	51
100	34	39	55
101	34	34	66
102	39	39	69
103	36	36	71
104	36	39	74
105	39	39	90
