CellId,GrowthRate,birthLength,LifeHistory,AverageVelocity,AverageLength,AverageOrientation
1,0.209912968460142,43.525351959356,3,0.163366614140791,44.2617240929968,-0.421671513304816
2,0.198408627059818,38.5622657409145,3,0.166611358908339,40.1160837399951,-0.456381141601739
3,0.197605299786551,47.2569840956187,22,0.114322010495215,50.1029220805699,-0.321947891697563
4,-0.0612305247847931,44.6607307361536,23,0.264127704529127,43.4568763259231,-0.271223770460959
5,0.255871437325822,25.2858223159116,19,-0.134648896533619,39.9968207207496,-0.294058990922717
6,0.246235834366982,37.9569637892809,16,0.68091313357857,56.8574250241179,-0.22146083641788
7,0.569592458526721,30.1196352972506,10,0.124744052418588,44.5277563419778,-0.325946514865065
8,1.13902699018637,47.5218728104693,5,0.819160254064931,62.8566080078481,-0.108933809698383
9,-0.163313333799454,33.5355468338508,11,-0.390590826930247,35.0873736931207,-0.128231179525999
10,0.137216875365836,43.4024761532959,9,0.491447402000708,54.5293006611252,-0.161575227682034
11,0.395618240391208,50.6202478212047,5,-0.271596763357519,56.7260152337447,-0.294380126328386
12,1.14994946516795,46.4511962605671,5,-0.123060613451984,60.7558772083232,-0.223182942336371
13,0.561584074494483,41.545313497335,6,0.32055738205224,45.4753959235195,-0.179999387669965
14,NaN,42.6415150759515,1,NaN,NaN,NaN
15,NaN,38.739822143053,1,NaN,NaN,NaN
16,0.250245512009909,40.4835121704515,6,0.416726413207645,45.8512718846021,-0.18181500755822
17,-0.0774948908581928,55.4482885867228,5,0.335101854010966,59.0768229049113,0.276820747213232
18,-0.283486106482496,40.2875552627619,5,0.527242308247465,40.4594935705176,0.294319998278443
19,NaN,30.3334179338302,1,NaN,NaN,NaN
20,NaN,24.1627950858355,1,NaN,NaN,NaN
21,1.53906415221179,29.0985223840115,2,0.647801000317162,36.7938431450705,-0.126570012184354
22,NaN,50.6298616859304,1,NaN,NaN,NaN
23,NaN,60.2462659772029,1,NaN,NaN,NaN
24,NaN,27.9621203705951,1,NaN,NaN,NaN
25,NaN,57.2609467611294,1,NaN,NaN,NaN
26,NaN,28.4058131806071,1,NaN,NaN,NaN
27,NaN,31.7172964027181,1,NaN,NaN,NaN
28,NaN,60.6616178419391,1,NaN,NaN,NaN
29,NaN,44.4402918116552,1,NaN,NaN,NaN
30,NaN,39.7203030668045,1,NaN,NaN,NaN
31,NaN,53.9326451179291,1,NaN,NaN,NaN
32,NaN,43.3625112722549,1,NaN,NaN,NaN
33,NaN,30.5517760749178,1,NaN,NaN,NaN
34,NaN,46.4084152812788,1,NaN,NaN,NaN
35,NaN,49.411357579041,1,NaN,NaN,NaN
36,NaN,32.4241599305139,1,NaN,NaN,NaN
37,NaN,65.0489156956927,1,NaN,NaN,NaN
38,NaN,40.6958456089039,1,NaN,NaN,NaN
