CellId,label,birth_length,AverageLength,AverageVelocity,LifeHistory,GrowthRate,AverageOrientation
1.0,1.0,34.14303959634368,34.56790793830635,-0.265,2.0,0.085,-0.12119394533911146
2.0,2.0,32.45780335607153,50.550928802957415,-0.261,16.0,0.665,-0.4226952806444091
3.0,3.0,36.60444153242906,46.48305900660422,-0.35,10.0,0.437,-0.13914639530198794
4.0,3.0,30.22988612303188,77.20870497687773,-0.211,19.0,1.201,-1.6719703574060671
5.0,3.0,33.931472553137105,46.368251645095256,0.055,7.0,0.745,-2.9273891442559625
6,2,41.52066875686448,,,1,NaN,-0.44767310893587564
7.0,2.0,48.24087047655001,74.40697436364576,0.955,2.0,5.233,-0.5438201211711539
8.0,2.0,48.62762218734149,52.23206395962522,-0.344,2.0,0.721,-0.3921158958196628
9.0,2.0,55.5817920049785,62.36029427258185,0.104,3.0,0.764,-0.49663597805359155
10.0,3.0,31.51554131480888,60.80033621395011,-0.305,16.0,0.902,-2.6359051737089483
11.0,3.0,33.40848706542609,40.232799731706415,0.343,5.0,0.599,-0.09870041100792422
12.0,2.0,31.170370914233136,47.10605819664131,-0.713,6.0,2.245,-0.45979260733144023
13.0,2.0,29.58014408774825,36.46908345346223,-0.578,5.0,0.542,-0.21197846235454848
14.0,2.0,35.049098393555084,39.360333760262115,0.274,4.0,0.462,-0.19132633463192092
15.0,2.0,41.53221134708585,58.304749303168876,0.536,5.0,2.71,-0.5053601611165266
16.0,3.0,25.884275717110015,43.33371964928592,0.179,11.0,1.528,-0.4521928200408384
17.0,3.0,23.74980933746897,35.381710600580696,0.201,9.0,0.563,-1.4054111599769012
18.0,2.0,51.95216157755527,54.04039507240962,0.111,2.0,0.418,-0.41956146311412634
19,2,53.22432332866455,,,1,NaN,-0.37904027711162747
20.0,2.0,51.18258418942551,70.12681879664127,0.085,6.0,1.493,-0.5316827256001978
21.0,2.0,59.46592577483274,61.684991185935104,0.039,2.0,0.444,-0.5028446410893628
22.0,2.0,30.390399402003325,33.03392883113265,0.104,3.0,0.39,-0.4476133140140159
23.0,2.0,31.538515410399864,33.95332710503285,-0.054,3.0,0.353,-0.3765167376650948
24.0,2.0,29.99379104661073,36.057276961697404,0.164,5.0,0.469,-0.3509742233738221
25,2,29.460559763431046,,,1,NaN,-0.4661835007671646
26.0,2.0,31.39589388300677,58.73872056027806,0.444,3.0,2.83,-0.47739915659307214
27.0,2.0,38.226448652692405,67.79645992314839,1.531,3.0,5.624,-0.24925459547262752
28.0,3.0,136.50582707787223,164.1117153399839,0.616,3.0,3.436,-2.957811086065867
29,3,28.944141737081505,,,1,NaN,-0.26328031039885974
