StepNumber,NumberOfCells
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,4
10,2
11,2
12,4
13,4
14,4
15,4
16,4
17,4
18,6
19,6
20,8
21,8
22,7
23,10
24,10
25,10
26,13
27,14
28,13
29,15
30,14
31,14
32,18
33,22
34,21
35,22
