2	0	35	0
3	0	31	0
4	0	32	0
5	0	2	0
6	0	32	0
7	3	35	5
8	3	32	5
9	32	58	3
10	32	53	3
11	33	42	8
12	33	42	6
13	33	56	4
14	33	42	8
15	33	55	4
16	33	53	6
17	36	64	2
18	36	58	2
19	36	42	7
20	36	42	7
21	43	53	0
22	43	53	0
23	43	55	0
24	43	52	11
25	43	53	11
26	53	64	24
27	53	72	24
28	54	72	21
29	54	72	21
30	54	72	22
31	54	72	0
32	54	63	22
33	54	72	25
34	54	72	25
35	54	72	16
36	54	72	16
37	56	72	23
38	56	72	23
39	56	72	15
40	56	72	15
41	57	72	13
42	57	72	13
43	59	72	9
44	59	72	9
45	59	72	18
46	59	72	18
47	64	72	32
48	64	72	32
49	65	65	17
50	65	72	17
51	66	68	49
52	66	66	49
53	69	71	51
54	69	70	51
55	72	72	53
56	72	72	53
