StepNumber,NumberOfCells
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,3
12,4
13,4
14,5
15,4
16,6
17,8
18,8
19,8
20,8
21,10
22,12
23,12
24,13
25,14
26,16
27,17
28,17
29,19
30,23
31,25
