TimeStep,CellNumber,Orientation,Center_X,Center_Y
15,39,-72.3301685879925,81655.9981011883,121725.447139532
15,40,-78.4537374792243,82453.7309754751,104823.197105906
15,41,83.5181873203073,88835.806010929,85267.4009562842
15,42,-77.2081175738801,92209.4587301587,103165.526984127
15,43,59.4660484162628,95858.8457854406,117635.06784802
15,44,85.5662160737,93849.6181400379,85770.0628548256
15,45,54.6100068545216,98648.6261609907,123706.861311776
15,46,77.7034132881551,84415.8384301733,79765.6447502548
15,47,-76.5224755538318,85829.7309027778,97760.7020728114
15,48,-71.561734905342,89321.0483587853,111766.046822889
15,49,-83.612171539038,71554.5815981652,103736.020580602
15,50,-18.9629937057464,84315.0258338449,51247.1442091263
15,51,-74.3615667828226,87466.9612025188,121899.233191144
15,52,-41.8401261403459,92551.8332340383,55720.7613444544
15,53,-82.1370288949829,105315.249925728,80943.1632501485
16,16,-30.5521181177977,88546.3533114395,59647.4978497146
16,26,-89.8704740688536,101023.927370842,87035.7454588346
16,29,36.5520693626936,80706.1107715295,94522.3419247487
16,32,40.5889791776841,71333.0734492161,88301.0352760736
16,33,85.0354656174703,74834.0935755961,74150.8886669203
16,35,70.5801287851891,97159.0200258398,68297.9418604651
16,37,-80.7360956773413,78935.9756305385,108769.07208589
16,38,86.1294651424614,80483.1681123503,74176.4456836018
16,39,-80.4347344383428,82523.8613480218,124072.282930585
16,40,-77.0594006483741,83880.5756578947,106046.160453216
16,41,-89.958376510523,90726.4255236617,86475.5764589259
16,42,-79.7940856600088,92805.2877853511,100911.963107216
16,44,88.6414835894979,95906.0586734694,87494.4171120829
16,46,-88.01731172993,85410.4824935952,81874.5706423759
16,49,-68.2103838345261,71301.2710813492,102507.93030754
16,50,-15.2026917688549,83474.0341008198,51730.4029304029
16,51,-74.2595803421067,87744.7476105137,120836.251493429
16,52,-30.8540156514524,93681.3129288069,56082.3309275595
16,53,-75.9504908475438,106670.639659996,80680.5510723764
16,54,11.7649649368007,77637.5898126764,62854.8701992986
16,55,-78.1978563449842,87665.6011304613,100549.265454731
16,56,49.3384621431009,96065.0580062053,124435.329825981
16,57,-73.707099824613,91450.8931381807,115558.832034939
16,58,-75.2965056307395,95637.6678876679,112832.870879121
16,59,51.9954751864607,101709.082602339,127024.670375785
16,60,-78.3356900322104,99102.531152648,104952.625259605
17,29,26.1583706980697,79287.6974684381,94067.21858682
17,33,85.2182441852137,73833.9877835951,73638.9441535777
17,37,-82.4513179758039,77979.8796502286,107097.192096156
17,38,87.7873738190475,79530.6016399695,73881.1117467582
17,39,87.0961291752848,80688.6262180848,124205.000952692
17,41,-84.6311438995416,90240.6053829253,86095.5910624608
17,42,-85.916292043268,92556.3215792646,101943.687211171
17,44,-86.0082697675375,95751.7592032782,87476.0916297192
17,46,-84.1678725180208,84741.8913398693,81767.7786855483
17,49,-59.6585571687527,69562.923327855,101459.189327158
17,53,-70.0788176469099,106349.923252129,79199.9735921305
17,54,12.0669079868555,76899.1752490999,61649.9769739596
17,55,-85.5286904458621,87453.0932162733,100643.265448091
17,56,47.9900156500388,95521.1248060888,126931.814766337
17,57,-76.5046440526508,90769.9026712134,117431.579461495
17,58,-75.5011950893657,95296.9653342367,115181.04815944
17,59,49.827824037349,102155.200201306,127787.319561055
17,60,-80.2295524325698,98732.0579304954,106785.623346561
17,61,30.7956759189747,68483.84095088,87911.8886262149
17,62,-21.7813562464827,80233.1046808851,49158.4801102324
17,63,-20.9009933153789,86322.7036667406,57161.6184298071
17,64,-76.8973775949131,84244.8398576512,111001.130222749
17,65,84.2218077389245,85953.3677918425,127864.260900141
17,66,-23.9627040628714,91696.533285268,53276.3117840263
17,67,-63.3653392540352,100723.050639135,81253.151425762
17,68,79.5825565838684,101507.964197531,92265.9703703704
18,29,17.2918250449426,79628.7013136006,93206.7300521998
18,33,-89.6097347949151,73244.8141534391,71803.6329365079
18,37,-77.9755105416716,77699.3055555555,106841.59840633
18,39,85.7300751131714,80105.0078510543,125847.814166791
18,41,-78.0183374105984,91280.4724671145,84139.7215225301
18,42,-78.8042522182273,91561.3278867102,100507.633986928
18,46,-74.976649556393,85315.4257999496,80533.3270345175
18,49,-58.9966198932159,68632.1171502429,100547.185452601
18,53,-71.2628082767083,106210.982640847,77578.977094692
18,54,8.4702119276343,77793.4331931792,58989.0426691583
18,55,-78.6963046154759,86860.8762748256,102130.444847021
18,58,-77.3684452293227,95013.4751523676,115330.498124707
18,60,-76.5275354694231,97954.4582118562,105296.538575748
18,61,23.979774389289,67544.8972651776,86423.2060185185
18,62,-19.0415212913351,78928.3679473866,46372.913637937
18,63,-14.428665198312,86716.929319542,54266.4341009628
18,64,-75.4543240876989,84602.1987019174,113223.706383232
18,65,-89.919172599326,85775.664893617,125368.090031521
18,66,-16.0558399427448,91920.1393571589,49785.5557428636
18,67,-75.1242328660322,101481.882440476,81285.197172619
18,68,73.7248806303493,102554.117147708,93249.5283908696
18,69,88.9598376166134,78797.1530810286,67602.851770985
18,70,-78.3759806912144,79653.2083623289,78978.4011830202
18,71,-79.9381822371889,81725.717062056,101111.472992896
18,72,-86.1064527015738,90369.1594456735,120078.199514503
18,73,64.3259396834158,94459.4496124031,68577.3746770026
18,74,-79.3809331198835,96705.437079731,84639.318764009
18,75,48.2904595030784,98259.2588915365,134105.852307828
18,76,57.2400998712616,104870.092748341,124709.763106252
19,29,16.708606794757,79769.85646518,92635.9197721049
19,33,85.6027358532827,72465.3708327553,70857.6114347806
19,39,-89.3753801649489,79271.1056421475,123663.8045757
19,41,-69.1249579642193,92048.2710638002,83248.8180964308
19,42,-86.1686408706066,92069.4721430833,100647.07284742
19,46,-68.9678829450521,85165.0484800839,79130.504080563
19,53,-66.2884024884415,106546.636017378,77246.3347318931
19,54,12.7690902726694,77977.258492569,56888.2254069356
19,55,-85.526427977585,87100.2941533236,102108.369723435
19,58,-76.7857201829743,94455.6235201263,116595.283039551
19,61,19.4520779723462,66810.045564339,85755.606609574
19,64,-79.3415008411319,84247.1953899622,114803.203260758
19,65,82.9424364094965,84669.3019588313,127372.454625941
19,66,-13.5529554407973,91704.6161396983,47325.9153061927
19,67,-68.9243549000529,102053.721419123,80874.4555461073
19,69,76.3925333354191,78899.7715572716,65728.2207207207
19,70,-64.0591289689152,78983.8560469314,78543.6798034497
19,71,-86.3420365340068,82137.9157628344,100984.552000482
19,72,-89.1997448902446,89627.179725318,122094.887706856
19,73,62.6205605540006,94535.4679106587,67004.1395721421
19,74,-69.509899530441,97948.2001930392,84739.1330267416
19,75,56.885969945417,97564.6384640285,136033.474953468
19,76,54.3666647223789,105420.892787524,125557.324561404
