Channel_OrigGray,Count_FilteredNuclei,Count_IdentifyPrimaryObjects,Count_IdentifySecondaryObjects,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05CorrectIlluminationCalculate,ExecutionTime_06CorrectIlluminationApply,ExecutionTime_07ImageMath,ExecutionTime_08EnhanceOrSuppressFeatures,ExecutionTime_09IdentifyPrimaryObjects,ExecutionTime_10IdentifySecondaryObjects,ExecutionTime_11TrackObjects,ExecutionTime_12Tile,ExecutionTime_13MeasureObjectSizeShape,ExecutionTime_14SaveImages,FileName_OrigGray,Frame_OrigGray,Group_Index,Group_Number,Height_OrigGray,ImageNumber,ImageSet_ImageSet,MD5Digest_OrigGray,Metadata_FileLocation,Metadata_Frame,Metadata_Series,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05CorrectIlluminationCalculate,ModuleError_06CorrectIlluminationApply,ModuleError_07ImageMath,ModuleError_08EnhanceOrSuppressFeatures,ModuleError_09IdentifyPrimaryObjects,ModuleError_10IdentifySecondaryObjects,ModuleError_11TrackObjects,ModuleError_12Tile,ModuleError_13MeasureObjectSizeShape,ModuleError_14SaveImages,PathName_OrigGray,ProcessingStatus,Scaling_OrigGray,Series_OrigGray,Threshold_FinalThreshold_IdentifyPrimaryObjects,Threshold_FinalThreshold_IdentifySecondaryObjects,Threshold_OrigThreshold_IdentifyPrimaryObjects,Threshold_OrigThreshold_IdentifySecondaryObjects,Threshold_SumOfEntropies_IdentifyPrimaryObjects,Threshold_SumOfEntropies_IdentifySecondaryObjects,Threshold_WeightedVariance_IdentifyPrimaryObjects,Threshold_WeightedVariance_IdentifySecondaryObjects,TrackObjects_LostObjectCount_IdentifySecondaryObjects_50,TrackObjects_MergedObjectCount_IdentifySecondaryObjects_50,TrackObjects_NewObjectCount_IdentifySecondaryObjects_50,TrackObjects_SplitObjectCount_IdentifySecondaryObjects_50,URL_OrigGray,Width_OrigGray
-1,97.0,97.0,97.0,0.0,0.0,2.203125,0.0,0.25,0.0,0.0,4.1875,0.6875,0.671875,0.8125,0.03125,0.5,1.09375,mono_blur_T000.tif,0,1,1,1060,1,b'eLtMDd6OsxlNtkMi2eqVZKaBUyjMj8DwA7kdlISdUdIyiIFIz+AQBDLA1oDStq+rHQDepaAz',983dcf65ce1ad7e47215205465cd720b,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T000.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Client\Documents\GitHub\article\CellProfiler\E.coli_mono_agarose_noisy\1. Raw Images\1. raw images,Done,255,0,0.07672145366668702,0.391347199678421,0.09590182,0.3913472,-11.915336429570388,-10.93814410924118,1.9099346585316315,0.00348265351385891,0,0,97,0,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T000.tif,536
-1,97.0,97.0,97.0,0.0,0.0,1.484375,0.0,0.734375,0.03125,0.03125,4.46875,0.8125,0.8125,0.9375,0.046875,0.46875,0.953125,mono_blur_T001.tif,0,2,1,1060,2,b'eLtMDd6OsxlNtkMh2RrqlWSmgVMozI/A8AO5HZSEnVHSMoiBSM/gEAQywNaA0ravqx0A3vKgNA==',0b5bde4e6f19bfb456288c3bf3c2b92a,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T001.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Client\Documents\GitHub\article\CellProfiler\E.coli_mono_agarose_noisy\1. Raw Images\1. raw images,Done,255,0,0.07800098657608033,0.3928212821483612,0.09750123,0.39282128,-11.893877892014874,-10.698700952416743,1.8507212774180006,0.003578121484204433,3,0,0,2,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T001.tif,536
-1,98.0,98.0,98.0,0.0,0.0,0.3125,0.0,0.671875,0.03125,0.03125,4.1875,0.625,0.6875,0.78125,0.03125,0.53125,1.078125,mono_blur_T002.tif,0,3,1,1060,3,b'eLtMDd6OsxlNtkMh2RrplWSmgVMozI/A8AO5HZSEnVHSMoiBSM/gEAQywNaA0ravqx0A3z+gNQ==',59b1486715f82ce0baddf12b1cf70261,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T002.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Client\Documents\GitHub\article\CellProfiler\E.coli_mono_agarose_noisy\1. Raw Images\1. raw images,Done,255,0,0.07832998037338257,0.3925996720790863,0.097912475,0.39259967,-11.891262820723007,-10.782431647190043,1.812183727614657,0.003640574024043503,3,2,3,3,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T002.tif,536
-1,95.0,95.0,95.0,0.0,0.0,0.8125,0.0,0.875,0.046875,0.046875,4.59375,0.796875,0.84375,0.8125,0.03125,0.40625,0.859375,mono_blur_T003.tif,0,4,1,1060,4,b'eLtMDd6OsxlNtkMh2RrrlWSmgVMozI/A8AO5HZSEnVHSMoiBSM/gEAQywNaA0ravqx0A34ygNg==',091b5dfc3f9de6c9dc34fc418f5bba3c,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T003.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Client\Documents\GitHub\article\CellProfiler\E.coli_mono_agarose_noisy\1. Raw Images\1. raw images,Done,255,0,0.0788934588432312,0.3910773992538452,0.09861682,0.3910774,-11.973259308530071,-10.891534234889608,1.9101948434961171,0.0036862732876938413,4,3,3,4,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T003.tif,536
-1,93.0,93.0,93.0,0.0,0.0,0.359375,0.0,0.5,0.0,0.0,4.28125,0.625,0.59375,0.84375,0.03125,0.515625,1.0,mono_blur_T004.tif,0,5,1,1060,5,b'eLtMDd6OsxlNtkMh2ZrolWSmgVMozI/A8AO5HZSEnVHSMoiBSM/gEAQywNaA0ravqx0A39mgNw==',5ab07386bd213a12abd72544709862cc,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T004.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Client\Documents\GitHub\article\CellProfiler\E.coli_mono_agarose_noisy\1. Raw Images\1. raw images,Done,255,0,0.07902729511260986,0.39241379499435425,0.09878412,0.3924138,-11.973447832845277,-10.830270530614726,1.9094614971986958,0.0037381635145781237,3,1,2,4,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T004.tif,536
-1,96.0,96.0,96.0,0.0,0.0,0.515625,0.0,0.578125,0.03125,0.0,4.421875,0.828125,0.78125,0.703125,0.03125,0.4375,0.921875,mono_blur_T005.tif,0,6,1,1060,6,b'eLtMDd6OsxlNtkMh2ZrqlWSmgVMozI/A8AO5HZSEnVHSMoiBSM/gEAQywNaA0ravqx0A4CagOA==',68c3a0f590bc241a397b1021d2c8fdbb,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T005.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Client\Documents\GitHub\article\CellProfiler\E.coli_mono_agarose_noisy\1. Raw Images\1. raw images,Done,255,0,0.07961210608482361,0.3917217254638672,0.09951513,0.39172173,-11.983363945466465,-10.764989065508928,2.0146816410307893,0.0038311970490798085,2,1,4,5,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T005.tif,536
-1,92.0,92.0,92.0,0.0,0.0,0.34375,0.0,0.21875,0.015625,0.0,3.984375,0.75,0.703125,0.828125,0.03125,0.484375,1.109375,mono_blur_T006.tif,0,7,1,1060,7,b'eLtMDd6OsxlNtkMh2ZrplWSmgVMozI/A8AO5HZSEnVHSMoiBSM/gEAQywNaA0ravqx0A4HOgOQ==',4ef82534137e8d5e4ccdde53b5b024d6,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T006.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Client\Documents\GitHub\article\CellProfiler\E.coli_mono_agarose_noisy\1. Raw Images\1. raw images,Done,255,0,0.07983507513999939,0.39241859316825867,0.099793844,0.3924186,-11.978495068494741,-10.79157012034566,2.00194103841833,0.003921298249812193,6,0,2,4,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T006.tif,536
-1,92.0,92.0,92.0,0.0,0.0,0.59375,0.0,0.25,0.0,0.0,4.34375,0.6875,0.6875,0.75,0.03125,0.375,0.9375,mono_blur_T007.tif,0,8,1,1060,8,b'eLtMDd6OsxlNtkMh2ZrrlWSmgVMozI/A8AO5HZSEnVHSMoiBSM/gEAQywNaA0ravqx0A4MCgOg==',f559e89d8391b3cc041310c4e9f0cc67,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T007.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Client\Documents\GitHub\article\CellProfiler\E.coli_mono_agarose_noisy\1. Raw Images\1. raw images,Done,255,0,0.07981102466583252,0.3922175168991089,0.09976378,0.39221752,-11.998383955170212,-10.673821812659602,2.0056962675672136,0.00401331013129797,2,0,2,4,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T007.tif,536
-1,90.0,90.0,90.0,0.0,0.0,0.28125,0.0,0.234375,0.0,0.0,4.0,0.765625,0.8125,0.796875,0.046875,0.53125,1.109375,mono_blur_T008.tif,0,9,1,1060,9,b'eLtMDd6OsxlNtkMh2VrolWSmgVMozI/A8AO5HZSEnVHSMoiBSM/gEAQywNaA0ravqx0A4Q2gOw==',0954e52e31e707b1804abdd32333bacb,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T008.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Client\Documents\GitHub\article\CellProfiler\E.coli_mono_agarose_noisy\1. Raw Images\1. raw images,Done,255,0,0.07983937859535217,0.391159325838089,0.09979922,0.39115933,-12.00159023327226,-10.644625701150161,2.025023380627211,0.004087186105124391,2,3,2,5,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T008.tif,536
-1,90.0,90.0,90.0,0.0,0.0,0.34375,0.0,0.265625,0.0,0.0,4.375,0.609375,0.625,0.734375,0.046875,0.515625,1.078125,mono_blur_T009.tif,0,10,1,1060,10,b'eLtMDd6OsxlNtkMh2VrqlWSmgVMozI/A8AO5HZSEnVHSMoiBSM/gEAQywNaA0ravqx0A4VqgPA==',1cb6716d47ebdc64b5b4e82f68df111e,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T009.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Client\Documents\GitHub\article\CellProfiler\E.coli_mono_agarose_noisy\1. Raw Images\1. raw images,Done,255,0,0.08015109896659851,0.3925865888595581,0.10018887,0.3925866,-11.99243410542615,-10.55438583576817,1.9973057773347416,0.004175417632374271,1,2,0,8,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T009.tif,536
