ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Location_Center_X,Location_Center_Y,Location_Center_Z,Neighbors_AngleBetweenNeighbors_3,Neighbors_FirstClosestDistance_3,Neighbors_FirstClosestObjectNumber_3,Neighbors_NumberOfNeighbors_3,Neighbors_PercentTouching_3,Neighbors_SecondClosestDistance_3,Neighbors_SecondClosestObjectNumber_3,Number_Object_Number,TrackObjects_Displacement_50,TrackObjects_DistanceTraveled_50,TrackObjects_FinalAge_50,TrackObjects_IntegratedDistance_50,TrackObjects_Label_50,TrackObjects_Lifetime_50,TrackObjects_Linearity_50,TrackObjects_ParentImageNumber_50,TrackObjects_ParentObjectNumber_50,TrackObjects_TrajectoryX_50,TrackObjects_TrajectoryY_50
1,1,256,476,123,64,89,50,104.99609375,57.09765625,1.9744689131235764,288,0.9719774815634745,18.0540666735282,1,0.5378151260504201,0.5064653048489971,37.80532430730807,33.95585369269929,4.123105625617661,2.2356960170305915,2.0,8.003675626198989,8.887047990644122,76.04258307382037,79.69848480983501,0.8888888888888888,104.99609375,57.09765625,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0.0,0.0,nan,0.0,1.0,1,nan,0.0,0,0.0,0.0
2,1,269,490,121,60,86,46,102.2639405204461,52.90334572490706,2.0029564670154647,301,0.9728698185508827,18.5067943613625,1,0.5489795918367347,0.49926197422057056,39.13816415108391,35.17101079013795,4.47213595499958,2.2685794248295807,2.0,8.246211251235321,9.054740618301725,76.270330742838,82.28427124746189,0.893687707641196,102.2639405204461,52.90334572490706,0,0.0,0.0,0,0.0,0.0,0.0,0,1,5.005686970902916,5.005686970902916,nan,5.005686970902916,1.0,2,1.0,1.0,1,-2.7321532295539015,-4.194310525092938
3,1,291,555,118,57,81,42,98.66323024054982,49.67697594501718,2.103203651044441,324,0.9765642323733286,19.248706645328987,1,0.5243243243243243,0.47546513125507583,42.29904787961315,37.36308338453881,4.123105625617661,2.2743330900732586,2.0,8.32363530495323,9.103861656685236,76.81654826375951,87.69848480983498,0.8981481481481481,98.66323024054982,49.67697594501718,0,0.0,0.0,0,0.0,0.0,0.0,0,1,9.755596159030237,4.834726101480557,nan,9.840413072383473,1.0,3,0.9913807568107816,2.0,1,-3.6007102798962762,-3.226369779889879
4,1,304,570,117,56,79,41,97.125,48.625,2.1337363021976445,345,0.9769537347505689,19.67396303746374,1,0.5333333333333333,0.46866147375851863,43.44308207621267,38.600518131237564,4.47213595499958,2.307961812297359,2.0,8.56980264572778,9.272976512623135,76.9634179886905,90.2842712474619,0.881159420289855,97.125,48.625,0,0.0,0.0,0,0.0,0.0,0.0,0,1,11.564602057656508,1.8635465279506063,nan,11.70395960033408,1.0,4,0.988093128527751,3.0,1,-1.5382302405498223,-1.0519759450171833
5,1,287,560,115,57,75,43,94.23344947735191,50.0801393728223,2.3613676719833925,325,0.9831105072916917,19.115955360352558,1,0.5125,0.4234833956035598,45.63945144085877,40.52159917870962,4.0,2.150339147793965,2.0,7.817993907923361,8.352609470621346,76.94087490583561,92.28427124746189,0.8830769230769231,94.23344947735191,50.0801393728223,0,0.0,0.0,0,0.0,0.0,0.0,0,1,12.84834833202457,3.2370503578665746,nan,14.941009958200656,1.0,5,0.8599384089810147,4.0,1,-2.891550522648089,1.4551393728223019
6,1,326,672,116,60,74,44,94.05828220858896,51.828220858895705,2.369639487519578,371,0.9826595905939149,20.37341629633241,1,0.4851190476190476,0.42200512156672015,48.372376488764715,42.720018726587654,4.123105625617661,2.257046487259454,2.0,8.312978887109487,8.969147691292601,76.91018478532604,98.52691193458118,0.8787061994609164,94.05828220858896,51.828220858895705,0,0.0,0.0,0,0.0,0.0,0.0,0,1,12.140950154598567,1.7568359211942552,nan,16.69784587939491,1.0,6,0.7270967909447805,5.0,1,-0.17516726876294797,1.7480814860734029
7,1,361,782,118,61,72,44,94.29639889196676,52.232686980609415,2.512914891846947,411,0.9849364058151667,21.43920417481474,1,0.4616368286445013,0.3979442372857356,52.6262525948679,46.84015371452148,4.47213595499958,2.2906767036710676,2.0,8.547619420213383,9.099971834672607,76.4905727531718,106.76955262170046,0.878345498783455,94.29639889196676,52.232686980609415,0,0.0,0.0,0,0.0,0.0,0.0,0,1,11.753782201790951,0.46935317034933505,nan,17.167199049744248,1.0,7,0.6846651086023294,6.0,1,0.2381166833777968,0.40446612171371044
8,1,376,816,119,62,71,45,94.38563829787235,53.638297872340424,2.6243658650437593,433,0.9863534556421518,21.880083839428522,1,0.46078431372549017,0.3810444318453768,55.28079431747162,48.76474136094644,4.47213595499958,2.2908802950290736,2.0,8.569950931982214,9.101519112711314,76.48101487253267,111.35533905932736,0.8683602771362586,94.38563829787235,53.638297872340424,0,0.0,0.0,0,0.0,0.0,0.0,0,1,11.160148981383221,1.4084408580125836,nan,18.57563990775683,1.0,8,0.6007948601933739,7.0,1,0.08923940590558743,1.4056108917310084
9,1,398,988,122,61,70,42,94.79899497487438,52.3643216080402,2.956376782746675,487,0.9890454994557185,22.511093682995384,1,0.402834008097166,0.3382518783924869,61.035924722840065,53.45091205957107,4.123105625617661,2.2250266063472623,2.0,9.129258613483266,9.009572371997388,76.34366336632948,121.59797974644665,0.8172484599589322,94.79899497487438,52.3643216080402,0,0.0,0.0,0,0.0,0.0,0.0,0,1,11.242120808034631,1.3393577805883357,nan,19.914997688345167,1.0,9,0.5645052529739356,8.0,1,0.41335667700202805,-1.2739762643002237
10,1,417,1045,124,58,69,39,95.32613908872902,49.40047961630695,3.0502095136448184,510,0.9897590284215539,23.04215463350949,1,0.3990430622009569,0.3278463317115091,63.824220590356326,56.04462507680822,4.123105625617661,2.234658765586381,2.0,9.400563320101174,9.110796418361547,76.60603830375307,126.42640687119284,0.8176470588235294,95.32613908872902,49.40047961630695,0,0.0,0.0,0,0.0,0.0,0.0,0,1,12.359391218070028,3.01035550537356,nan,22.925353193718728,1.0,10,0.539114538983694,9.0,1,0.5271441138546464,-2.963841991733247
11,1,460,1281,128,61,67,40,96.66521739130435,51.13913043478261,3.4064968219489296,589,0.9913638056784817,24.201036973199617,1,0.3590944574551132,0.2935567100948824,71.22415803913594,61.84658438426491,4.123105625617661,2.2334418050360676,2.0,9.652144783257631,9.340364650548855,76.36723598966465,140.3259018078045,0.7809847198641766,96.66521739130435,51.13913043478261,0,0.0,0.0,0,0.0,0.0,0.0,0,1,10.242437736910395,2.1945471899720213,nan,25.119900383690748,1.0,11,0.40774197271739027,10.0,1,1.3390783025753308,1.738650818475655
12,1,491,1323,129,58,66,37,96.24439918533605,48.67209775967414,3.3646175274254237,623,0.9910822982448864,25.003212122944625,1,0.3711262282690854,0.29721060175454517,73.38921159723614,64.28841264178172,4.47213595499958,2.2847375092789934,2.0,10.270371582660651,9.779199356948016,76.37300563446425,144.08326112068522,0.7881219903691814,96.24439918533605,48.67209775967414,0,0.0,0.0,0,0.0,0.0,0.0,0,1,12.148341188288661,2.5026662147652123,nan,27.62256659845596,1.0,12,0.4397976974727514,11.0,1,-0.42081820596830255,-2.46703267510847
13,1,261,560,99,50,64,34,79.46743295019157,42.9080459770115,2.1784100631679304,327,0.9677585557086047,18.229523339239496,1,0.4660714285714286,0.4590503950141326,38.836580317894,35.4400902933387,4.123105625617661,2.1735699425191912,2.0,10.110506551760338,9.782145781704594,73.34497711863597,84.52691193458118,0.7981651376146789,79.46743295019157,42.9080459770115,0,0.0,34.99323017693143,2,1.0,5.1020408163265305,0.0,0,1,29.207149157885585,17.739528996238725,nan,45.362095594694686,1.0,13,0.643866840254653,12.0,1,-16.776966235144485,-5.764051782662641
13,2,264,333,132,57,95,48,113.25378787878788,52.01893939393939,1.9762438180287836,285,0.975328309821655,18.333991376950163,1,0.7927927927927928,0.5060104380224987,39.55858355666999,36.124783736376884,4.0,2.2566301190520135,2.0,7.862137594011555,8.732926964241592,88.42527402293497,80.97056274847714,0.9263157894736842,113.25378787878788,52.01893939393939,0,0.0,34.99323017693143,1,1.0,5.681818181818182,0.0,0,2,9.694476635107845,17.335531507564976,nan,44.95809810602094,1.0,13,0.2156336020319669,12.0,1,17.009388693451825,3.346841634265253
14,1,260,518,102,50,65,36,81.4,43.5,2.3226283407729147,339,0.9684563856234194,18.19456736586892,1,0.5019305019305019,0.4305467140159084,40.53598408804814,36.87817782917155,4.123105625617661,2.1094150895981336,2.0,10.292853272317465,10.10088313799114,79.1644662630713,87.11269837220809,0.7669616519174042,81.4,43.5,0,0.0,31.49256572589791,2,0.0,0.0,0.0,0,1,27.233653734891192,2.0211939459976556,nan,47.383289540692346,1.0,14,0.5747522807909563,13.0,1,1.9325670498084406,0.591954022988503
14,2,250,304,130,57,92,49,111.56,52.564,2.253601840847307,277,0.9811802125650205,17.841241161527712,1,0.8223684210526315,0.443734106830522,41.82253088165179,37.21558813185679,4.0,2.105287085325899,2.0,7.0,8.075690351498249,-88.56660746531215,84.14213562373095,0.9025270758122743,111.56,52.564,0,0.0,31.49256572589791,1,0.0,0.0,0.0,0,2,7.97739959209473,1.7793280873992523,nan,46.73742619342019,1.0,14,0.17068547076342444,13.0,2,-1.693787878787873,0.5450606060606091
15,1,284,602,108,49,65,35,84.07394366197182,42.306338028169016,2.7334930195917537,394,0.9767394267849833,19.015783725757565,1,0.4717607973421927,0.3658322859552609,47.15512738485082,42.42640687119285,4.123105625617661,2.0291816972147223,2.0,10.950442353465142,10.11145937016163,83.3196702740914,98.76955262170048,0.7208121827411168,84.07394366197182,42.306338028169016,0,0.0,27.682982007084153,2,0.0,0.0,0.0,0,1,25.62263567717901,2.928276559752288,nan,50.31156610044464,1.0,15,0.5092792306648662,14.0,1,2.673943661971819,-1.1936619718309842
15,2,270,387,131,57,88,48,110.07407407407408,51.81111111111111,2.7186006807104626,328,0.9864036935920927,18.5411616971131,1,0.6976744186046512,0.3678362942727823,48.43667492418977,42.190046219457976,4.0,2.0155090763317394,2.0,7.552642289376094,7.960100497416485,-87.66189399730486,96.04163056034261,0.823170731707317,110.07407407407408,51.81111111111111,0,0.0,27.682982007084153,1,0.0,0.0,0.0,0,2,7.330309930500429,1.6657783575107368,nan,48.40320455093093,1.0,15,0.15144265753700903,14.0,2,-1.485925925925926,-0.75288888888889
16,1,297,585,110,48,65,35,84.98989898989899,42.225589225589225,2.848773960097253,408,0.9797825540069518,19.44613444328572,1,0.5076923076923077,0.3510282016077757,50.270250578068584,44.553338819890925,4.123105625617661,2.0277339635208684,2.0,10.758101132361917,10.057335602258453,84.64451140984141,103.11269837220809,0.7279411764705882,84.98989898989899,42.225589225589225,0,0.0,25.954683852226868,2,0.0,0.0,0.0,0,1,24.928421657972244,0.9195077660771714,nan,51.23107386652181,1.0,16,0.4865879197246796,15.0,1,0.9159553279271648,-0.08074880257979089
16,2,281,414,131,57,85,48,109.01779359430606,52.03914590747331,2.914995933583267,338,0.98844526141467,18.91508160359296,1,0.678743961352657,0.34305365180072384,51.54489592984402,45.09988913511872,4.0,2.0044553228178494,2.0,7.5275753230308124,7.813085004808869,-87.20400596799519,101.4558441227157,0.8313609467455622,109.01779359430606,52.03914590747331,0,0.0,25.954683852226868,1,0.0,0.0,0.0,0,2,6.4623986663731,1.080614788114113,nan,49.48381933904504,1.0,16,0.13059619796311814,15.0,2,-1.05628047976802,0.22803479636220203
17,1,315,663,114,48,63,35,85.87301587301587,42.2952380952381,3.26579512557783,442,0.9872945311368456,20.026743534373637,1,0.4751131221719457,0.30620414372229365,57.58228144150847,50.48762224545735,4.123105625617661,1.9625579197414416,2.0,10.088452620087407,9.149878658255627,84.87725319341347,113.69848480983501,0.7126696832579186,85.87301587301587,42.2952380952381,0,46.08888169819314,12.184105116319074,3,0.0,0.0,33.75890754786113,2,1,24.182714709428808,0.8858591277903308,nan,52.116932994312144,1.0,17,0.4640087840945672,16.0,1,0.8831168831168839,0.06964886964887285
