TimeStep,CellLifeId,label,Orientation,Center_X,Center_Y,Major_axis,Minor_axis,parent,daughter1,daughter2,InstantaneousGrowthRate,InstantaneousVelocity
1,1,1,0.0272062813947357,55.1242603550296,130.959002535926,40.4763675040935,9.37862734725955,0,3,0,,
1,2,2,-0.447523950680623,101.097469810236,80.0290396779758,62.3898309183242,9.52245956877437,0,0,0,,
2,3,1,0.0292470724281729,55.0171886936593,126.350267379679,44.4873997045497,9.49069727982753,1,0,0,0.008,0.097
2,4,3,-0.463236888799884,100.760223048327,75.0499203398832,66.9945931296076,9.921768984429,0,0,0,0.006,-0.043
3,3,1,0.0368016684365044,54.5011177347243,127.100596125186,46.8037743933212,9.38912974628966,1,0,0,,
3,4,3,-0.467890475536106,100.140296979007,75.5215053763441,68.6458706512158,10.0962102389771,0,0,0,,
4,5,4,0.0336424831302295,54.6145975443383,120.348226466576,51.7849248152922,9.56088207486421,0,10,9,0.005,-0.19
4,6,5,-0.488292887444744,101.124304267161,67.8956400742115,73.0114228362914,10.8047896617278,0,8,7,0.009,-0.158
5,5,4,0.0301742368863076,54.0365296803653,119.567188519243,53.2546347107711,9.86218129384921,0,10,9,0.002,-0.478
5,6,5,-0.497604353509334,100.86512866016,66.8598047914818,75.7457751313037,10.9548365016475,0,8,7,0.016,-0.209
6,5,4,-0.0262503788747895,53.0309405940594,117.397896039604,53.7660717442107,11.228532200941,0,10,9,-0.002,0.138
6,6,5,-0.517402817809605,101.749898908209,63.5570157703195,80.5051865033023,11.4516348743168,0,8,7,0.01,0.109
7,5,4,-0.0616025982538256,52.3008695652174,118.478550724638,53.0608705074,13.1024571514407,0,10,9,0.004,-0.663
7,6,5,-0.526773853303333,102.155139472679,63.9367596484524,83.5670057998891,11.8475216438748,0,8,7,0.021,-0.505
8,5,4,-0.0608705331295872,51.4784210526316,115.215263157895,54.223785101314,15.7234196341754,0,10,9,0.001,0.066
8,6,5,-0.552544311490021,101.811053540587,59.6310880829016,89.7567471256535,12.7780011747343,0,8,7,0.008,-0.07
9,5,4,-0.0579196858096491,51.1687946884576,115.715526046987,54.5399951405103,16.82250756808,0,10,9,0.009,0.055
9,6,5,-0.557890301016625,101.232915153516,59.919610432486,92.0479437730502,13.0362009679666,0,8,7,0.03,-0.185
10,5,4,-0.0659440306690953,50.3871879415921,116.360339142723,57.3402455192058,19.6088350335404,0,10,9,0.006,0.17
10,6,5,-0.569589791866011,100.058901682905,60.0786832004724,101.147627275476,13.3779849948254,0,8,7,0.019,-0.049
11,5,4,-0.0777647742891751,50.0649350649351,117.425212718316,59.1892964601633,21.3897571056852,0,10,9,0.012,-0.321
11,6,5,-0.572789617346663,98.8929780033841,61.5139593908629,106.714231556507,13.1615156155973,0,8,7,,
12,5,4,-0.109423978351484,47.9003682487725,116.590425531915,62.910064137768,28.7447718047776,0,10,9,,
12,7,5,-0.470221049125983,73.9257452574526,74.6463414634146,57.3509362432875,13.0194306434669,6,14,13,0.002,0.113
12,8,5,-0.5694106085518,121.79037111334,44.5235707121364,63.7244604457068,12.8935114998267,6,19,17,-0.003,-0.18
13,7,5,-0.440950063596837,74.9209302325581,74.4509043927649,57.9280991047853,14.1702834556974,6,14,13,0.014,0.178
13,8,5,-0.513338011521508,120.704711024769,44.8625546381739,62.6763387208937,15.3310176909753,6,19,17,0.009,-0.469
13,9,4,-0.393981758063201,30.5319812792512,119.024180967239,38.2581339100492,15.1973670643967,5,12,11,-0.0,0.103
13,10,4,0.360079709132641,65.5753138075314,114.406694560669,44.9512991136846,9.14581202623821,5,16,15,0.018,-0.293
14,7,5,-0.387357118743782,76.3100303951368,74.3097771023303,62.0275210164026,14.8536359914363,6,14,13,0.012,-0.172
14,8,5,-0.432701725212353,118.115094339623,45.0896226415094,65.5263263571545,17.4257184889068,6,19,17,0.013,-0.557
14,9,4,-0.234387411796858,31.9156580937973,119.192511346445,38.1585840843933,22.0320378014357,5,12,11,0.004,-0.196
14,10,4,0.375516278366173,63.9790296052632,113.629523026316,50.4145236601471,8.52783664355671,5,16,15,0.014,-0.425
15,7,5,-0.378294551951132,76.3894088669951,72.992118226601,65.7631267292859,14.5055466185653,6,14,13,0.026,0.328
15,8,5,-0.421007003072332,115.371219065078,44.4640238313474,69.3401348168693,16.5967209074664,6,19,17,0.016,-0.381
15,9,4,-0.17436412631094,31.066229985444,118.404657933042,39.4725682925444,23.5019839854361,5,12,11,,
15,10,4,0.380320431449944,61.9616935483871,112.323790322581,54.6402190369822,8.1120159116936,5,16,15,0.034,-0.317
16,7,5,-0.362690978231527,79.40434192673,72.1598824061511,73.6100656037574,15.0632583873258,6,14,13,,
16,8,5,-0.421460202272684,113.165367965368,44.874025974026,73.9949787586092,15.9911164944734,6,19,17,-0.002,-0.229
16,10,4,0.356901864345058,59.9455938697318,111.616475095785,64.7905226060944,7.63690885076746,5,16,15,0.001,-0.186
16,11,4,-0.720282793370178,21.6385902031063,120.662485065711,31.5776541001028,8.3284046912068,9,0,0,0.007,0.088
16,12,4,0.379282338235827,47.0977198697068,116.543159609121,33.0886660940723,6.16409869162188,9,21,0,0.001,0.279
17,8,5,-0.4160334542911,111.649386373254,45.5704612780364,73.4705355649941,16.4501871004125,6,19,17,,
17,10,4,0.340067421545475,57.2894736842105,111.96015037594,65.1335640113635,7.91666956121541,5,16,15,,
17,11,4,-0.720737917236283,20.2528868360277,121.350461893764,33.60444540371,8.17306451755449,9,0,0,-0.0,-0.387
17,12,4,0.34892899903757,47.4777070063694,117.896496815287,33.4480830291579,6.15928400180858,9,21,0,0.021,0.043
17,13,5,-0.608994258827524,59.2965949820789,80.5282258064516,39.1431225150233,9.80461252702643,7,32,31,0.008,-0.272
17,14,5,-0.217779383574059,99.4078525641026,64.1514423076923,64.0476380266946,6.97876130193201,7,18,0,,
18,11,4,-0.717395003932444,20.708041958042,119.309440559441,33.5313385176566,7.98498730793002,9,0,0,0.008,0.168
18,12,4,0.360801994726778,50.7694444444444,116.752083333333,39.8528528807589,6.15355996123601,9,21,0,0.011,0.261
18,13,5,-0.604397477017411,59.9368334700574,78.3482362592289,41.5525467161561,10.4506834379309,7,32,31,-0.0,0.087
