TimeStep,NumberOfCells
1,27
2,28
3,29
4,24
5,28
6,29
7,24
8,26
9,31
10,25
11,24
12,27
13,39
14,36
15,43
16,38
17,41
18,42
19,46
20,52
21,62
22,64
23,65
24,75
25,81
26,96
27,113
28,117
29,132
30,142
31,166
32,180
33,207
34,229
35,273
36,284
37,315
38,348
39,396
40,417
41,464
42,468
43,508
44,552
45,663
46,694
47,724
48,741
49,799
50,846
51,965
52,985
53,1016
54,1042
