TimeStep,CellId,Orientation,label,Center_X,Center_Y,Major_axis,Minor_axis,parent,daughter1,daughter2,InstantaneousGrowthRate,InstantaneousVelocity
1.0,0.0,0.4868992173545164,1.0,99.10945892333984,26.79324722290039,32.23226547241211,8.058066368103027,0.0,,,,
2.0,1.0,0.5337082349647805,2.0,97.31852722167969,23.460948944091797,33.26306915283203,7.591805458068848,0.0,,,,
3.0,2.0,0.507098528563954,3.0,93.54717254638672,32.41509246826172,36.326087951660156,7.964543342590332,0.0,,,,
4.0,3.0,0.5028432299056845,4.0,91.63724517822266,38.2504768371582,36.319149017333984,8.236429214477539,0.0,,,,
5.0,4.0,0.4844779378704436,5.0,88.97830963134766,45.54121780395508,39.86790084838867,8.523160934448242,0.0,,,,
6.0,5.0,0.48088723106220344,6.0,87.41084289550781,47.670875549316406,38.046051025390625,8.596017837524414,0.0,,,,
7.0,6.0,0.558599303645638,7.0,86.3033676147461,50.814605712890625,43.5659065246582,9.32797908782959,0.0,,,,
8.0,7.0,0.5619215971055118,8.0,85.96562194824219,46.348731994628906,44.630950927734375,8.775749206542969,0.0,,,,
9.0,8.0,0.5693132007110268,9.0,84.77355194091797,52.63506317138672,47.40303039550781,9.197603225708008,0.0,,,,
10.0,9.0,0.5645693784402959,10.0,85.46510314941406,51.844566345214844,48.77421951293945,8.532671928405762,0.0,,,,
11.0,10.0,0.5954099157068767,11.0,84.72860717773438,52.13873291015625,52.42594909667969,9.080398559570312,0.0,,,,
12.0,11.0,0.6107259548730042,12.0,83.8892593383789,53.87247848510742,55.21623229980469,9.912704467773438,0.0,,,,
13.0,12.0,0.6055447083932277,13.0,83.4020004272461,53.08600616455078,59.071353912353516,9.297097206115723,0.0,,,,
14.0,13.0,0.5880025994509304,14.0,83.84614562988281,56.23076629638672,60.462318420410156,8.320504188537598,0.0,,,,
15.0,14.0,0.6246354455094063,15.0,83.89324951171875,58.34164047241211,68.59156799316406,10.18686580657959,0.0,,,,
16.0,15.0,0.6246354455094063,16.0,83.27545166015625,60.69858169555664,71.96832275390625,10.054814338684082,0.0,23.0,16.0,1.326,-0.183
17.0,15.0,0.6470472110839409,16.0,83.41513061523438,58.93587112426758,78.59879302978516,10.354544639587402,0.0,23.0,16.0,0.523,-0.155
18.0,15.0,0.6640461017428894,16.0,82.26963806152344,59.211021423339844,81.21573638916016,11.709856986999512,0.0,23.0,16.0,1.247,0.724
19.0,15.0,0.6651026443263511,16.0,80.8193359375,67.00535583496094,87.44873046875,11.309087753295898,0.0,23.0,16.0,0.811,0.235
20.0,15.0,0.6696389397691376,16.0,79.83404541015625,69.9727783203125,91.50467681884766,11.53200626373291,0.0,23.0,16.0,1.698,-0.528
21.0,15.0,0.6947382343577256,16.0,79.44261932373047,66.36885070800781,99.99679565429688,12.803688049316406,0.0,23.0,16.0,0.955,-0.068
22.0,15.0,0.7055681120885874,16.0,79.67448425292969,65.55603790283203,104.76962280273438,13.505017280578613,0.0,23.0,16.0,1.807,0.031
23.0,15.0,0.7526229727569794,16.0,78.45892333984375,67.24724578857422,113.80622100830078,16.02301025390625,0.0,23.0,16.0,,
24.0,16.0,0.6598484272327064,16.0,89.90071868896484,76.40573120117188,85.424560546875,12.314431190490723,15.0,25.0,17.0,2.556,-0.263
24.0,23.0,1.1659044946774626,16.0,45.65517044067383,35.86206817626953,32.82660675048828,8.928836822509766,15.0,24.0,18.0,1.185,-0.084
25.0,16.0,0.7177051358614872,16.0,89.28245544433594,75.10372924804688,98.20621490478516,13.870596885681152,15.0,25.0,17.0,0.712,-0.065
25.0,23.0,1.4288992423318942,16.0,44.880001068115234,36.159996032714844,38.74945068359375,7.919596195220947,15.0,24.0,18.0,0.566,0.102
26.0,16.0,0.7345945040206062,16.0,88.86103820800781,75.10028076171875,101.76383209228516,14.506911277770996,15.0,25.0,17.0,2.244,0.508
26.0,23.0,1.4288992423318942,16.0,45.099998474121094,36.69999694824219,41.57787322998047,9.050966262817383,15.0,24.0,18.0,0.781,1.188
27.0,16.0,0.7665325299724087,16.0,87.05587768554688,80.96121215820312,112.98356628417969,16.033796310424805,15.0,25.0,17.0,0.738,-0.074
27.0,23.0,1.3787483237382303,16.0,45.055763244628906,45.572486877441406,45.48151397705078,10.906838417053223,15.0,24.0,18.0,0.558,0.055
