CellNumber,GrowthRate,BirthLength,LifeHistory,AverageVelocity
467,0.0188150091425522,28.6703580818106,18,-0.391511774858322
468,0.019744253391408,23.1873180116852,20,-0.255244981952676
469,-0.0953263139617131,37.8920886236827,6,-0.402233303231987
470,0.0315608062436271,20.3751271131396,20,-0.471237154063302
471,0.0126548989696364,39.7985976283766,6,-0.629770745907858
472,0.230569671787006,18.2388613980689,3,-0.393332407797971
473,0.0210140922212497,25.519935617064,16,-0.22639094628228
474,0.0145338662523038,20.5556067172689,20,0.270735227196303
475,0.0662337081880153,7.40550203722702,18,-1.05068006691391
476,0.0635855721146533,15.2260525222435,4,2.00713219548561
477,0.043203643525148,11.7798496241758,11,1.75904515689172
478,0.0145048495242623,22.8330619852832,13,-0.0446081945884742
479,-0.00580579354734179,51.0550924735774,10,-0.696720753024192
480,0.0135376059207287,26.1576515965629,18,-0.47762710116676
481,0.0232206403358667,26.6337969552998,20,-0.468348672566257
482,0.0121025562806009,28.3565619347752,16,0.440458439096946
483,-0.00623018891255076,20.3887977253009,20,-0.0516108077843379
484,-0.0778943047246891,21.7886373370718,7,-0.333130753099751
485,-0.00578792310061338,23.233316294555,13,0.965529663593004
486,0.0205826207661698,23.6282789981389,20,-1.06644663052696
487,0.0131906561686189,22.559617421498,20,-0.0297292372917051
488,0.00724289370524911,29.8502141912096,20,0.27022360167749
489,0.0322842071627994,19.25197095534,18,-0.075272653993213
490,0.0807828368487054,13.1942410091435,10,-0.699486391506882
491,0.0412927041722842,22.3385465801865,7,0.836414871699097
492,0.0172818177463176,24.9566398859547,2,0.383898952857938
493,0.0147280104598523,21.2159240926325,19,0.0349238917623305
494,0.0149828929921725,24.8938672790254,19,-0.314341745849549
495,-0.00115031646514903,20.728232850958,19,-0.293466804743925
496,0.0362092865526425,21.9453745022561,16,0.430957373617071
497,0.0138807126019712,24.7797292666945,17,-0.792464130600954
498,0.00236530686967106,24.1705526573341,10,-1.29801733802929
499,0.0151298176100331,32.333980224905,11,-2.15583526199313
500,0.0285875153750262,23.2255025468464,8,-1.95108619168815
501,0.0213607935709566,20.0273900461059,16,0.40785446318435
502,0.00675830450819737,22.4078571464649,16,-0.242076559129709
503,0.0300237791980096,18.2468236744895,16,-0.190944635874554
504,-0.013072496405071,45.9957619484437,14,0.378139530692081
505,0.0199329300939212,18.8834074037357,19,-0.182549480107347
506,0.0266825106619474,18.2827827762506,5,0.838666015324331
507,0.0173353596176385,14.7497892606446,18,0.120007613971085
508,-0.0166352515483883,24.9501227118301,19,0.0646458485274459
509,0.0223727325521344,21.7055784248258,17,-0.0788332266114746
510,-0.00316934536642949,20.6122377835735,19,0.153777590840545
511,-0.31454844239613,25.2421346456351,2,1.50300564040852
512,0.018392468544683,21.8420739490351,19,-0.737301343774194
513,0.0194847829322337,23.4367247546241,14,0.697873158958232
514,-0.00194865802459326,23.5348167545119,19,-0.0184069505871536
515,0.0286771485096956,20.8157563503794,10,0.53802242247253
516,0.147054403663462,15.4430500795925,5,-0.966126988916479
517,0.0255658483847599,19.8752878505964,18,-0.531822963398958
518,0.0228072999418936,19.1823148956701,18,-0.353683474507292
519,0.002130449869631,38.041329126543,18,0.0844034727565465
520,0.0223929498870337,22.7335260007232,18,-0.361033748658165
521,0.0196102310372287,30.1983820024401,17,0.564531723194092
522,0.0184457226334638,22.2256185843736,18,-0.398147267022342
523,0.0265971996470496,18.7360411394988,18,-0.246803318491242
524,0.0107761569782103,22.5024241109993,18,0.244492331047057
525,0.0081054259131724,23.7091873307688,18,-0.50476701219063
526,0.0159379636456853,29.0104832495931,14,-0.0234452666103434
527,0.0236875712762276,20.3012291511098,18,-0.507090860133545
528,0.0181343322751133,24.4517601663226,17,-0.349145727236049
529,0.0246416121858262,24.2070490190411,18,-0.510981727127913
530,0.0500445747212802,19.8629815401107,4,0.568217641824882
531,0.00390813817246882,14.7387882496573,4,0.407150682622046
532,0.0193104612922167,33.749159274926,12,-1.77630331051227
533,0.0162123766230895,26.8601196382528,15,-0.268756045863367
534,0.0467246117408723,23.7351012446486,12,-0.127635462625442
535,0.0171143946337524,20.7884399863326,18,0.103557890613182
536,0.0210920560147372,18.5745637615556,18,-0.245311506754324
537,-0.132188190675428,40.0343252074324,6,-1.94130541398245
538,-0.0251378661483135,26.3230766444308,3,0.425757349919018
539,0.0120705789185208,40.4339970088103,10,-0.137255395996302
540,-0.00461645785396409,20.6219758978278,5,0.912577784835382
541,0.031986987171683,26.4792873978807,17,-0.387178834711962
542,-0.302408310351342,36.0327116292064,4,-0.509223048677844
543,0.0245455958088493,26.6064773315809,16,0.00625623546049307
544,0.216957949906245,8.33334568269987,5,0.100346090977344
545,0.0185024206850386,22.7977546628921,17,-0.363573222919642
546,0.184504970992946,12.4665552072409,5,0.109596800918689
547,0.0227244575785401,16.9275233965074,14,-0.331721846461998
548,0.0247748105441621,20.9340621914609,17,0.0215007232032273
549,-0.00260695999428527,29.4911300176387,17,-0.163545113753214
550,0.0310881947158034,16.2757595806587,17,0.674079197845159
551,-0.0066538532567664,22.2868759992222,3,-0.740067612346403
552,0.00856028826686798,31.4443013783388,3,0.48582860926591
553,0.0307725547391927,18.7309616231221,15,1.08293889278931
554,0.173300632082225,8.60382286697739,7,0.0262921904728078
555,0.0286542266721687,23.8327750471056,17,-0.970010084763441
556,-0.00124435060696433,19.5242926900525,17,-0.468195630183198
557,0.0201184532726498,28.9647438355957,17,-1.30331040288151
558,0.0231932974718981,18.5486657767139,17,-0.438979895823636
559,0.07687064289128,7.07503872425268,13,0.230791506839966
560,0.00120040041955333,22.9818293498713,17,-0.0184647219707206
561,-0.0602095341212715,27.4768750466105,12,1.0579705312116
562,0.176928299077352,25.5408326363354,3,0.278164499658437
563,-0.0290172281598835,47.5410745633123,17,0.222377267974364
564,0.0230535940005094,21.1797597771434,17,0.107289564484205
565,0.00232818440094217,24.5676650946712,14,-0.727320615283848
566,-0.0359496992881401,39.9066998835053,8,-0.775280583998144
567,0.00836662416868742,37.3451613991306,12,-1.87411847363136
568,0.0186346455578641,21.457625164835,16,-0.456573380691656
569,-0.00637009577234597,21.421551448935,16,-0.171642489886527
570,-0.0382879943002455,23.588488472646,14,-1.15579219118342
571,0.0179717734170981,25.9737835690985,15,-0.465725356285596
572,0.0269082923350472,22.7137205956225,16,-0.78889591643671
573,0.0247259234440292,23.8305129573912,12,-0.435504233311791
574,0.017358005277752,24.2145821103804,16,-0.956483920975657
575,0.0192066181635643,24.3726542087367,15,-0.971550420600619
576,0.026566258681818,25.8505978171174,14,-0.427813677697952
577,0.0171350019521103,18.05967848554,16,0.236409494517917
578,0.0259166024793049,19.5919691913098,16,-0.18399803218355
579,0.0376892790225669,10.0189457662148,13,-0.0335909369351343
580,-0.00864519829250504,20.578926932997,16,-0.277839645931683
581,0.0510509719856645,31.8820409469698,3,0.598022936116681
582,0.171431913356255,12.6065792475324,5,-2.25543506762057
583,-0.238356766479627,24.0570125657708,2,0.66226600515995
584,0.00346649335978672,20.5906737143133,16,-0.947778180396502
585,-0.0507831447477104,31.3286193824427,6,-1.51408911870662
586,0.0793256248760881,7.3331185927542,14,0.175070799127736
587,-0.0135169112134636,28.4295769864559,16,-0.574370918480331
588,-0.0609200204291147,43.9898309493531,16,-0.284500058110903
589,0.00297550169409024,22.1665248514705,16,-1.2495327208344
590,0.0162583136232862,23.5853004996859,5,-0.0367232130862249
591,0.0275755547946685,19.2668970997855,14,-0.835773007560273
592,0.0214350310105825,22.1476136660794,15,0.228482914735696
593,0.0233914262473581,28.7653659485068,14,-0.156694238970149
594,0.168669455724819,6.70240925318709,8,0.260403416374591
595,0.0103025370154793,42.8196672325321,2,0.164266390848487
596,0.0976366191889318,7.71795581453209,9,-0.373759892526879
597,0.108443164833844,7.24867549519918,2,2.06370189230322
598,0.00128804485460476,20.2302205403799,16,-0.335948216988067
599,0.0232310568494456,22.3656780360042,16,-0.199847548584344
600,0.231312700643998,19.7863034685506,2,0.369455653637336
601,0.0209418715110813,25.370039719827,9,-0.731759313312687
602,0.0233439206004975,21.0664899414807,15,-0.761157376151817
603,0.0181958182308258,21.8189179229575,15,-0.110270004922727
604,0.0190968144668425,26.7245904638207,14,-0.482760714009898
605,-0.00671962575036042,44.6068161971379,7,-1.01202166496129
606,0.0237810977445356,33.899061887,11,0.309346965980667
607,0.0144984422248624,23.9622075981602,15,-0.74634829340802
608,-0.0603414647503921,24.5714637425138,9,-0.528300767450193
609,0.0235101184777624,21.4764928474988,12,0.142653518080869
610,0.554036274967257,9.93401285964474,2,0.719144144230124
611,0.0633432933294162,15.2120432772296,6,-0.681760501159106
612,-0.0208528251468249,17.6224714947733,2,-1.25458323878365
613,0.0132909710116411,20.1188757337965,15,-0.144763828954231
614,0.117090689014178,20.2834459544417,5,-0.940684338185611
615,0.0112690845954438,20.7965016577132,14,0.153084208508068
616,0.0193812731080341,22.8567338982644,13,0.478352990848658
617,0.0810476621826399,12.543487995904,9,-1.58742203324835
618,0.021820358157693,25.2738736012611,15,0.981445133221203
619,-0.0134142065229932,19.4767832685271,14,-0.901108913627462
620,0.216126687439175,6.77243558320572,6,-0.324244696475609
621,0.0116469015072929,17.8188521532027,15,-0.73388629820689
622,0.0228353674124903,26.1675095240525,15,-0.103373689507215
623,0.0161750024128351,25.3142459561523,15,0.467431112324241
624,0.0209136417914205,31.5054449282551,2,0.613212251334517
625,0.0813129391368442,15.4373442453817,10,-0.385260506859277
626,0.0456496818152424,23.3584940032447,8,0.44443695044554
627,0.0207367829334217,20.4165029679098,14,-0.373811670707677
628,-0.0385178338449143,22.381264496086,13,-0.470196722481545
629,0.0162953801406025,24.6895150955392,14,-1.58224484505459
630,0.0185852581889723,21.3197230024588,5,-0.790660104662084
631,-0.0083491428169898,45.5721103868371,4,-1.05767961343937
632,0.016481594207872,22.2098240006071,14,-0.357369529513974
633,0.010178169162272,32.3924490224524,7,-1.02380607181216
634,0.00367737353925272,27.320195810947,2,-1.27622373684937
635,0.0234518930818946,20.9769210776494,14,-0.265350027850077
636,-0.163343505770848,36.0848347164386,3,-1.3213342082847
637,0.0194153198662006,22.8584173541937,9,0.568675667595989
638,0.0964498245606656,13.0642738183446,9,-0.0471367823767431
639,-0.00544848655980066,18.1819340516143,14,-0.97948611649055
640,-0.038162969819054,26.0213871225719,9,0.352306924349503
641,-0.0395408901537509,25.2569283383163,13,0.00480590629517326
642,0.0168207383777859,25.7560199389244,11,-0.672981342408296
643,0.0244455980400283,20.9067763760896,14,0.251493469006857
644,-0.00120833731393832,24.9565270549116,14,0.630391804831079
645,0.0122287494643224,28.0412436892499,11,-0.302495933739051
646,0.00408937238449239,48.8685401768338,3,-0.172478445149453
647,-0.00586018772435722,24.8256434592195,12,-0.508086136556017
648,0.0145401466346814,23.0593204576253,14,-0.902481938053554
649,-0.0314335208108195,29.787553006063,8,0.0368500569140243
650,-0.0164404093407769,24.8071237099605,14,0.444225646244312
651,0.0581656430536418,25.006722638232,5,-0.560232848149902
652,0.022954742538851,22.8565382084307,14,-0.42830893734717
653,-0.0380887692439489,26.7471596791693,11,-0.0675514273233616
654,0.0142723904084809,17.585146828631,13,0.145228742927896
655,0.0293095724410835,21.9372214464099,2,0.314106077076815
656,0.0161624359064122,42.8911623368524,2,-1.00456804891674
657,0.0177404600910331,22.5171673116947,14,-0.1345196831069
658,0.0550117184192372,26.3103183546822,2,-0.974761254964013
659,0.0118680864887389,21.8705685285285,14,-1.74175615640171
660,0.0186305292035904,22.2489716881635,14,-0.253155009989376
661,-0.0046652052816985,22.5318002430079,11,-0.20793084765459
662,0.0286387143973864,23.507533338297,14,0.559245450296706
663,0.00664094735901637,21.7239999023484,10,-0.286786095521203
664,0.145910196137858,18.7006267455261,3,-1.04715589107337
665,0.0202135007593517,14.1420555688397,14,-0.901919110151079
666,-0.000797170072624567,39.0018701394155,11,0.323416650839294
667,-0.0401087265427043,26.4839562660881,13,1.4568879132584
668,0.0461076833993147,19.4138066850254,12,1.4882107634699
669,-0.0180692013064601,34.1709400973831,14,0.202692582508418
670,0.155965492378071,19.651774991366,3,-1.47158196231736
671,0.0206022748943199,28.8561222886905,11,0.160873391002328
672,0.00709664308398365,33.7289343251862,8,0.129883391173545
673,-0.0498348676382236,24.247818474544,7,-0.184172032223463
674,0.0288154789974864,32.0208068870628,9,0.678074126593502
675,-0.0300922413533133,69.4141735143407,5,-0.922426305736553
676,0.00455369082040806,29.9270332258756,11,-1.26580440606807
677,0.00117395432158839,51.507342844965,5,-0.692375634692144
678,0.0269536379613387,17.0400084747138,14,0.572571459745345
679,0.0104299731041447,37.5345661161706,6,-0.282518315207047
680,0.0698298466986761,11.4694505719092,11,0.436574559296704
681,0.00908440996929065,22.1972272825372,11,-0.903116281282096
682,0.01993226845245,46.280023585804,2,-0.767767895436085
683,0.0184391591534506,26.6607434653286,14,-0.448733317193641
684,0.0123886956250828,20.353058666717,11,-0.312035195490559
685,-0.0166649889666705,26.6504767740507,14,0.417368087660496
686,0.0182895608547301,23.6903417658076,11,-0.168205193272384
687,0.018130470002541,20.626766658621,14,0.131624780110174
688,0.0307687408910592,14.687374399572,14,-0.202329791503833
689,0.0292833664954311,19.7148769391559,14,0.161501415303746
690,0.0317824208946106,30.715987795023,5,0.649810006394015
691,-0.0430125648064603,31.4629459142261,14,0.206764407163454
692,0.00295024420212757,20.324646884041,11,-1.03674344933346
693,0.1335586465216,9.06265112857827,5,-1.50705189507776
694,0.102774154008059,10.6805897637908,7,-0.0354474832492726
695,0.0217423481716539,21.8085778482064,12,-0.138185721867172
696,0.0174495288205042,25.8611120922415,13,0.114414109902715
697,0.00316762046434759,26.2214276281982,13,-0.361904072424538
698,0.0109247971553529,26.1985154232167,13,0.0617770269113279
699,0.0139976629857493,50.4097766133281,3,-0.75416628515576
700,-0.046819893897387,21.9189434426815,11,-0.859657405864062
701,0.00928506589719262,22.8517265259666,13,0.318261100448569
702,-0.0137011401932488,22.0557434217897,8,-0.36486699257339
703,0.0192182289123259,20.7192276955044,10,0.134159826774082
704,-0.00831755989237426,22.8916279978824,13,-0.415539507069918
705,0.0707358123028501,15.726802778267,9,0.153856902962376
706,0.00486536734999037,22.6819216691419,10,0.570232414317797
707,0.0146639808963368,24.2861725026921,8,-0.516134523923905
708,0.0213292558535546,22.52197452662,13,0.277604624460636
709,0.0131464893628189,19.0113085902058,10,-0.00693636076478773
710,0.00174934141143315,37.6029531264782,7,-1.36695079030405
711,0.0196858159580817,18.8325892377378,10,0.795049558815583
712,0.117311457639656,13.4970330462889,6,-0.164981168575069
713,0.0196443203185912,34.3785839683264,5,0.818298238278726
714,0.0202667805308498,25.5530196221825,10,-0.478533257709372
715,0.00196250642787919,30.1282463627027,10,1.18368643934153
716,0.0168660291189593,25.8280549409814,13,0.239269634949306
717,-0.0261271171454573,10.1877498706402,3,-0.469054484094234
718,0.0220718340460765,21.7959023799794,4,-0.324476822556752
719,-0.132329987500673,22.7830090413891,4,-0.609658522841054
720,-0.00860879459188357,12.2649934077809,3,-0.815458868602541
721,0.0165762495345774,26.0316767846047,2,-0.861820540576825
722,0.0168131581247894,21.045971817517,13,-0.166453801697938
723,0.012791892996051,38.8610571901039,8,0.165257864177022
724,0.0042596480827493,20.248986857732,10,-0.735524902660829
725,0.0183000985273144,27.3539945869192,13,-0.262383845962281
726,0.0195223432951369,23.1392963236452,13,0.460112315405497
727,0.133503148737625,16.2013618937362,4,-0.0145852722204722
728,0.0158721103029751,30.3327267815264,13,-0.533238620798067
729,0.0588012026188982,16.2941501860588,5,0.711735630407217
730,-0.0530365627989233,21.5228269061869,12,-0.271021048371535
731,-0.00654673068019362,47.0001050893994,12,-0.162465381993046
732,0.013246466865778,23.5968770965203,12,-0.0954237525312725
733,0.173915444403699,14.2602618568897,4,-1.05397381223925
734,0.156463934242125,18.4312856813461,4,0.0192172892043535
735,0.0245391721745052,26.1753923037808,12,-0.893837291109153
736,0.0115804610366471,26.6662780408968,12,-0.433656502654055
737,0.00646085993889615,18.1285592534103,12,-0.314902973046985
738,-0.00321280681211407,22.3188923018437,12,-0.182189311069758
739,0.0123715766275919,53.0647057979389,6,-0.290019307988884
740,0.0163039628972833,23.8966385764205,10,0.0750692974994157
741,0.0390447259695689,11.0341495184514,12,-0.938889359573062
742,-0.0163722889514564,25.8925095328727,12,-0.41532063243334
743,0.0222407436081615,19.0392826006298,12,-0.614667895313504
744,0.0198730808749878,21.1066821705595,12,-0.0525583823317422
745,0.0133733978635271,23.2919725705327,12,-0.47301709318699
746,0.0423201599666608,16.8709696006285,9,0.283594442470412
747,-0.0228484959911557,23.6530893021503,12,0.157266498490455
748,0.3407605568049,13.5166329751656,2,1.8655997455863
749,0.0171299610623356,22.0592400982472,12,0.507028258334591
750,0.0444285516142447,14.5601791375291,12,0.146213324205538
751,0.0145722719822859,26.3866826442005,12,-0.568159646148836
752,0.0332120310413246,19.0347140800414,8,0.766925872676145
753,0.00572352020544701,13.1609806263104,11,0.232034855386425
754,-0.00475562113407552,19.199521959051,12,-0.625625768319202
755,0.0128804093027664,21.158633992836,9,-1.00406580211176
756,0.0149622693998337,17.4970722401469,12,0.414413493705578
757,0.0237386928067412,19.6024670519542,12,-0.782756527769468
758,0.0643779418826615,16.2522339398426,3,2.40195170741436
759,-0.010530327824737,19.1561908845401,12,0.338469052960508
760,0.0222097868600616,16.4687169641433,12,0.0395788159371414
761,-0.000989313942621584,18.8875126164094,8,-0.581311844676662
762,0.211811710026683,21.8911435429276,2,1.96611241627799
763,0.112498610903036,30.2232879829122,3,-0.920688754489485
764,0.0220845951671348,62.9719196559168,7,0.298415074710376
765,0.159198694583963,30.977116133553,4,0.574920958848566
766,0.0155793410383979,26.9824847197012,11,1.26170744298142
767,0.232182107796576,21.2453954693745,2,1.19449826935086
768,0.00422872614627485,22.7569808290712,11,0.360912628341711
769,0.0130642456674938,19.2309548427346,11,-0.074118988595246
770,0.0254905175397579,19.9311197906589,11,-0.157586387267543
771,0.0319324518226652,21.9988203203784,4,0.854440879543555
772,0.0152033636678269,21.005172896022,11,0.0596302596247893
773,0.0195114050485944,21.1348977208967,8,0.477127597913731
774,-0.0203398040695077,23.813479513043,10,-0.22935208884299
775,-0.00193266867924905,23.3830580399993,6,0.504762133299386
776,-0.0110924155324141,25.3707369126281,11,-0.410167504625787
777,0.0128757187625749,21.361644907844,11,-0.17931767562259
778,0.0135352243278096,22.2831802993012,8,-0.997398609966282
779,0.0102639646593298,23.4669234116041,11,0.517047160892599
780,0.0216713297621337,23.2064235169016,11,0.34846602011632
781,0.0190251317936093,29.2657809033687,11,0.469528547376674
782,-0.0420792978729633,22.0637514479641,11,-1.26932835264933
783,0.0204793369889458,14.5848247926405,7,-0.450228365608057
784,0.0222369801234427,15.5648031118568,11,0.443538658085641
785,-0.0101331759336473,15.4808624815224,9,0.871145955318921
786,0.0186985030582664,23.7228013792819,11,0.372795208533606
787,0.0212381119526419,24.0233982181892,11,-0.298428651990104
788,0.014275321449236,19.6565616421782,11,0.130965017414045
789,0.0321558816733358,47.2345047289167,4,0.860437848457195
790,0.139844470846833,15.6308519542341,2,-0.725221768722501
791,0.0269687325589807,22.4880236957448,10,-0.512387681683686
792,0.013393461032049,24.0849279864148,11,-0.23079401481331
793,-0.207655325428121,24.7831981888132,2,0.255540772239707
794,0.0134582824854778,26.9341487494974,11,1.05999260272642
795,0.0159107627022239,21.7132649580385,11,-0.284002571018422
796,0.0193152239934151,26.9436661123212,11,-0.433015527320804
797,0.0258280882823758,21.4725586406706,11,0.42803375813719
798,0.0083851481935795,23.6647318032059,11,-0.155211839734131
799,0.00856669817566745,24.3273361432179,7,-0.00946657092369952
800,-0.0259774069353586,32.6518067327877,10,-0.808801068524932
801,0.0168456863001344,26.2557898985233,4,0.513923589424886
802,0.028089616278625,19.9372544771569,10,0.323058107699868
803,0.0670747909866929,34.6983962595083,2,-0.783514116220999
804,0.0139281144552663,22.5387915123188,10,0.103188993586332
805,0.0166651313958973,27.1138577788629,2,0.824574741876783
806,0.101920208003452,25.8246975894082,4,1.58910946969165
807,0.037184864813731,19.1570883381236,10,-0.92671764476323
808,0.0281889804225699,15.2123412144258,10,-0.246751893251902
809,0.0288556095116594,22.7789654833693,9,0.529550351658313
810,0.0228932193055226,17.0069978509682,10,-0.0566903476254765
811,-0.130273194095233,41.2581624768735,2,1.95845380831912
812,0.0149826941859928,22.5711581991923,7,-0.572936922775013
813,0.0164654242244024,17.9644005582969,10,-0.300753947668939
814,-0.00919837188180669,26.0557019683879,10,0.449766252342821
815,-0.00148243893964454,17.1690319956504,10,0.335734082695512
816,-0.0172016948511888,26.0156720055691,10,0.441884439557153
817,0.00144648217594716,21.1944414546502,7,0.518690556336618
818,0.0404935417845074,17.3799086305935,9,0.30739686393248
819,-0.0324037917422109,19.8506668008559,10,0.703420330911914
820,-0.0261553537192431,24.6003014735888,10,0.581551160726781
821,0.0236637909589813,20.0653045881345,10,0.0948275451196726
822,-0.182048072203737,20.7048923309585,4,0.198161166536655
823,0.0148758599935516,68.4248070061687,2,0.620246836113097
824,0.0127458676188091,24.7629792928285,10,-0.586776056424689
825,0.0217121270669889,21.4716429422317,10,-0.941209657913972
826,0.25913062654372,14.4693780549253,2,2.03330477919421
827,0.0210656180045938,27.3027062157871,9,0.314487379725337
828,0.0243131219968777,21.8166231797,10,-0.259836899700349
829,0.351193384732539,8.47100320252105,3,1.1692843080735
830,0.0150142568271087,28.8821328068544,10,0.558154519072915
831,0.0193356044804733,16.3893665422327,7,-0.754825371878253
832,-0.0399099756908851,23.6343932789357,10,0.0346067233331723
833,0.00816356454653156,32.4578652585231,10,0.565204750555101
834,0.0257215803503979,25.9127366640975,10,-0.0798160109949701
835,0.019405959229959,24.1694986048215,10,0.816171444426042
836,0.025178068866844,20.6625186064725,7,0.705020888014512
837,0.130982304498666,22.2143211550047,3,0.516040796679211
838,0.00676640492913193,20.6902547953694,6,-0.920536887637228
839,0.000772637548672764,60.8741228170732,3,0.198129721143864
840,0.000107833457452955,58.1337409477214,5,-0.254007982159483
841,-0.0235099812778594,24.1009558909156,8,-0.748839966447415
842,0.0163313823373825,22.509042694427,6,-0.231599650600048
843,0.0238528501483557,16.9808654065605,9,-0.441507522264445
844,-0.0876987980679433,23.7072988517841,9,0.0286994527391218
845,-0.0371028090205267,25.7918183573766,8,0.472176115660787
846,0.00535328609962244,19.9164219055782,9,-0.600225139612572
847,-0.0632735543258024,11.3546814938214,2,1.10902420686421
848,0.0192872373171886,21.3174603802035,9,-0.174803018515507
849,0.0296813740643425,16.6081440470322,8,0.319938978246853
850,0.0102307972364041,22.8347017251811,9,0.862118566553603
851,-0.0456710964934074,25.7798513134814,3,-0.138643289032012
852,0.0195990999170077,23.0047577610893,9,0.531661535169709
853,0.0129354791143048,16.8777941701677,6,0.281629368266825
854,-0.117966883795079,19.6741219324507,4,0.0389012691077066
855,0.0193787066137685,29.4808334961903,9,-0.61342238021891
856,0.0420478889072452,40.4813629762849,3,0.534010047642924
857,0.0347063993587886,80.1480555197448,2,0.724408055266016
858,0.0435294110748428,16.4314983453459,9,0.988012120226619
859,0.00685921989174169,30.3493464176,9,-0.0145184109956652
860,0.018806647483964,38.3451689969115,5,-0.149136027414685
861,-0.0048084379867479,31.3688224475203,3,0.775091784149708
862,0.012853320591206,19.2746977436903,9,-0.102252716406627
863,0.00866450165778798,38.4879062715568,8,0.158083867058546
864,-0.0202563067674734,17.7518438430892,9,0.455414230196067
865,0.154263381532377,11.5194389167834,6,-0.000785538785938419
866,-0.0675829797246645,60.827931037798,8,0.610549138182279
867,0.00525543914200059,26.6879358982248,8,-0.429772751864145
868,0.0132226884110465,17.2960133165336,8,0.438966745644696
869,0.012351064036417,26.2648869655205,8,-0.881996871058403
870,-0.0266683714483327,20.3587284307048,4,0.778996329928627
871,0.230651188169698,20.9049895470801,2,-2.09561122332624
872,0.0196838484293669,17.1060455553684,8,1.17856613039209
873,0.322770973831068,9.59515309653062,2,-1.52550780949165
874,0.00764385629799781,39.683556109627,5,0.476028502830422
875,0.0200251899364024,18.6219303347664,8,0.347237268036726
876,0.0614600102602846,31.5639715692161,2,-2.01561519643697
877,0.00502871656568985,22.7918613787605,8,-0.167808097026096
878,0.0388496283299237,27.5759543141793,8,0.0340664885437718
879,0.0267313705399898,35.3200012133934,2,0.378456534133723
880,0.0483327820208874,26.1074816451673,5,0.584264305404452
881,-0.0500794753643214,26.6358894383692,8,0.67104971965226
882,0.0349249918618781,18.2583905299961,8,-0.26839294941856
883,0.105848658638712,25.3362438043501,3,0.771044544224266
884,-0.00494220252213389,20.8359837864933,5,-0.643761313367819
885,0.022814058125405,17.1696824037619,8,-1.02347751037051
886,0.128080306822195,11.7755828143705,6,0.0577160658614907
887,-0.0245536459337551,38.163975547983,8,-0.878340402347831
888,0.0104562555367241,17.5822193923291,5,0.311601672640866
889,0.0310193014669373,43.4547672511361,5,0.472005481155217
890,-0.00752758287754207,23.2034733681321,8,-0.494571261756931
891,-0.0824662155196344,20.2356710589139,8,-0.285043805764047
892,0.0329632827158773,16.6099686481167,8,-0.0327036143889075
893,-0.0138368846839964,27.4461879367601,3,0.448120171023308
894,0.00717853213117821,38.8978693642378,6,0.602736342599832
895,0.0249694535127098,16.8224755460275,8,0.163745506524814
896,0.0137784492978278,22.193833639261,7,1.16710768070192
897,0.031181191403976,27.7075733518505,3,0.729362709439025
898,0.00504146933692532,16.9996479656919,8,-0.137299231593734
899,0.091917698616069,17.7168823566839,5,-0.19644801432161
900,0.0226889561102038,16.9492311875795,8,-0.957904348689974
901,0.024700323776013,15.7940964055897,8,-0.59693592380331
902,-0.000233502615857972,20.9796072131796,5,-1.21694646623709
903,0.0183833725930416,25.5427620303071,8,0.083791556187928
904,0.0271887453611271,25.5697818708602,8,-0.851845013109369
905,-0.0188321055310371,16.225999791261,8,-0.0510129762943924
906,0.0233658329655871,22.2630722037421,8,0.204406268112156
907,0.0149533879790211,15.6690983032426,8,-0.0300926189327887
908,0.0366074804411977,39.5966922210851,6,-0.136069552670973
909,0.0202310658883114,22.157479663789,8,-0.636518967667522
910,0.0147615902942817,23.9950066765666,5,-0.608538398923057
911,0.0280912878857926,15.9600784933545,8,-0.402105607265867
912,0.0170757152364038,20.8269166968854,8,-0.68350258721126
913,0.0140213272468999,30.3117607013166,8,-0.878294345407719
914,0.0123981201775067,25.0374559747684,8,-0.71211349738013
915,-0.0290227585385907,45.7198758035722,7,-0.0298779424958325
916,-0.0574103156200438,22.6162640678565,4,0.481720509592715
917,0.0192094139833405,19.9803276218446,7,0.22041593539864
918,0.0109665085884006,24.5501178285055,7,-0.609503800494133
919,-0.187861009973716,33.9443980381972,6,-0.847996950452941
920,-0.00340199910772395,38.6405988213726,4,0.534301201387223
921,0.0213174678343899,24.0872558225904,5,1.33651806942432
922,0.0170405482253964,21.9607310323969,4,-0.532662686665731
923,-0.00147689772024269,32.478845992274,7,1.02760503957315
924,-0.0199211020810552,21.4293133036453,4,0.121699270055094
925,0.00338864336364875,36.4725421957992,2,0.295469922136363
926,0.0338465092607896,19.0331838619913,6,-1.26886785089193
927,-0.0247613397835597,42.4842255993763,7,-0.518477875674835
928,0.0135499278802228,16.724258667398,7,-0.258426582941855
929,0.0082829325833268,21.0236111727584,7,0.0408737533636148
930,0.0122992212772205,19.0202786667952,7,-0.379043867105728
931,0.0304181672486564,21.2954957477705,7,-0.321582449443689
932,0.051123035740964,24.7274374923592,6,-1.43520192011849
933,-0.0133313632975074,22.9678583385416,7,0.107641660119877
934,-0.0866845696094618,30.0246656721249,7,0.0934815108040322
935,-0.148024968688373,32.5604015784722,7,-0.166169355641495
936,0.0718233247224019,7.50763126248053,7,-0.957174281420932
937,-0.0084809635075657,16.510398989771,4,-0.265276386487064
